ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002869.SZ,20171026,5036,2009.85,3510,1402.36,7500,2995.0,6907,2759.54,2721,1088.56,4710,1879.68,0,0.0,130,51.83,-2614,-1041.24
002869.SZ,20171025,5033,2005.64,4791,1914.66,5928,2368.5,7732,3088.25,3813,1527.33,2293,915.3,42,16.74,0,0.0,587,236.75
002869.SZ,20171024,6681,2652.07,4062,1614.89,5298,2105.33,6257,2486.81,847,337.15,2944,1167.53,450,179.79,13,5.11,-3290,-1306.42
002869.SZ,20171023,3168,1283.08,3914,1586.04,6863,2780.12,6436,2607.01,3038,1231.31,2972,1204.0,252,102.54,0,0.0,-193,-77.41
002869.SZ,20171020,5221,2071.22,5021,1994.3,5568,2212.2,5450,2164.83,1625,644.87,2044,809.15,100,39.99,0,0.0,136,57.89
002869.SZ,20171019,6012,2352.36,5662,2219.79,5529,2167.05,5908,2313.81,3277,1283.49,3184,1244.4,0,0.0,64,24.9,-44,-13.85
002869.SZ,20171018,8696,3460.26,5601,2235.92,8191,3278.19,8929,3566.17,3490,1401.64,5652,2259.02,0,0.0,195,78.98,-3424,-1351.12
002869.SZ,20171017,4514,1818.72,3590,1448.08,7908,3188.15,7793,3142.17,2627,1059.37,3666,1475.99,0,0.0,0,0.0,-526,-209.16
002869.SZ,20171016,14888,6118.88,6384,2628.3,19158,7868.15,16486,6781.56,8090,3316.22,16291,6689.51,492,198.66,3468,1402.54,-12962,-5325.37
002869.SZ,20171013,6211,2686.1,5166,2237.91,10843,4691.72,10503,4547.27,5847,2532.37,6768,2924.98,567,245.57,1030,445.61,-5554,-2398.87
002869.SZ,20171012,7481,3244.16,6902,2998.24,12704,5510.32,13206,5731.16,5188,2254.75,6585,2851.89,1321,572.06,0,0.0,890,398.59
002869.SZ,20171011,13553,5877.08,8172,3548.61,18103,7853.66,17655,7666.32,9900,4300.92,13836,5995.36,541,236.16,2435,1057.54,-10920,-4735.65
002869.SZ,20171010,11954,5330.04,12187,5440.24,24568,10963.68,24327,10856.79,14783,6604.57,15382,6866.42,1614,722.06,1022,456.92,-2073,-905.97
002869.SZ,20171009,16229,7133.01,15061,6642.25,30272,13336.62,27103,11946.01,19556,8626.53,23439,10316.53,1324,583.44,1777,774.83,-2811,-1175.15
002869.SZ,20170929,18694,8154.29,17211,7516.49,31573,13790.48,31189,13615.21,21315,9294.65,24293,10591.24,4163,1809.6,3052,1326.08,-3706,-1573.78
002869.SZ,20170928,28940,12793.08,23770,10520.47,48420,21417.6,43542,19248.13,33883,14964.12,32309,14281.91,6712,2969.66,18333,8093.95,11335,5057.28
002869.SZ,20170927,2709,1100.44,8598,3565.66,7118,2897.55,13476,5576.04,5491,2237.31,10542,4378.51,19408,8167.64,2110,882.71,-14022,-5934.61
002869.SZ,20170926,20333,7967.65,10320,4047.5,18929,7448.83,18654,7349.97,7970,3126.37,16105,6320.89,1570,624.76,3722,1449.24,-10892,-4314.09
002869.SZ,20170925,11636,4814.27,7808,3233.84,19326,7997.44,16332,6761.62,9038,3742.66,15425,6379.93,612,252.43,1047,431.41,-9659,-3984.82
002869.SZ,20170922,17291,7125.1,20885,8606.83,27985,11547.83,33726,13915.13,21397,8845.47,20788,8575.86,9282,3808.44,555,229.02,17072,7076.85
002869.SZ,20170921,7978,3146.59,9267,3663.88,11692,4615.07,11250,4440.81,8155,3223.45,6342,2498.99,798,315.4,1763,696.83,2278,902.29
002869.SZ,20170920,4313,1673.64,4537,1763.03,6035,2343.0,5199,2017.82,3235,1257.27,3589,1393.57,378,147.42,636,246.91,937,368.36
002869.SZ,20170919,4255,1644.81,5178,2005.2,5767,2231.97,5933,2295.85,2588,1003.9,1938,749.24,438,169.63,0,0.0,-83,-28.49
002869.SZ,20170918,4537,1734.36,2743,1049.21,4086,1562.36,4633,1771.33,2027,775.13,2843,1087.14,286,109.73,716,273.89,-1707,-651.93
002869.SZ,20170915,7120,2759.19,3904,1513.62,5463,2116.78,6507,2522.49,2380,922.15,4488,1736.79,0,0.0,65,25.23,-4899,-1898.79
002869.SZ,20170914,6166,2428.49,4004,1579.93,5692,2244.6,5623,2216.19,1896,749.05,4082,1609.41,255,100.75,300,117.37,-1854,-727.15
002869.SZ,20170913,4873,1911.51,4008,1575.16,4980,1955.15,4870,1913.33,4034,1587.2,4269,1674.82,0,0.0,741,290.56,-951,-369.23
002869.SZ,20170912,12302,4895.89,6768,2695.81,12883,5138.05,11779,4696.49,6280,2502.76,11370,4528.17,65,25.72,1612,641.96,-11126,-4426.42
002869.SZ,20170911,6704,2677.46,12448,4971.91,13897,5551.6,13465,5385.18,11933,4777.43,8066,3229.76,1898,763.06,453,182.7,6631,2662.31
002869.SZ,20170908,9999,3904.01,6017,2353.29,9503,3714.17,10482,4095.66,3672,1434.47,6173,2408.94,997,391.38,1499,586.15,-6742,-2633.72
002869.SZ,20170907,10633,4210.97,14388,5708.85,16351,6486.83,16614,6587.3,11058,4395.17,8727,3466.72,2161,859.8,474,189.91,4762,1895.32
002869.SZ,20170906,11347,4383.45,6589,2547.51,10832,4185.28,12015,4642.67,2761,1066.82,6177,2384.62,215,82.71,374,143.45,-5508,-2128.09
002869.SZ,20170905,7412,2919.08,5679,2239.67,8721,3435.82,8996,3544.32,3346,1320.84,4429,1744.21,311,123.04,685,270.58,-774,-298.95
002869.SZ,20170904,10794,4278.86,7680,3053.9,12145,4831.54,13515,5370.58,6241,2484.7,6604,2622.89,1140,453.14,2521,1000.88,-3594,-1413.34
002869.SZ,20170901,10909,4354.69,7445,2975.31,14050,5617.03,14818,5922.59,5004,2004.17,7445,2976.46,0,0.0,255,101.54,-6870,-2741.55
002869.SZ,20170831,11658,4650.81,15616,6237.49,19604,7833.86,20258,8099.24,13989,5605.99,10255,4106.19,1309,526.16,432,173.91,5573,2243.3
002869.SZ,20170830,11608,4555.95,9468,3729.25,13709,5398.38,13366,5255.19,7117,2804.51,8501,3343.48,967,379.81,2066,810.73,-5103,-1992.72
002869.SZ,20170829,19376,7715.76,14936,5958.35,25298,10099.92,23498,9371.23,10861,4343.22,14855,5928.24,1130,449.67,3376,1350.76,-365,-123.75
002869.SZ,20170828,15984,6231.4,20353,7948.49,22479,8760.85,21644,8430.44,14733,5759.5,12468,4865.54,2142,830.89,873,338.16,6500,2538.55
002869.SZ,20170825,7118,2626.64,10849,4018.06,11663,4311.65,12099,4468.52,8764,3243.98,5863,2167.26,1548,575.4,281,103.84,4859,1805.1
002869.SZ,20170824,17344,6366.6,9847,3619.37,15465,5682.56,17441,6400.54,6405,2348.08,12929,4748.95,1660,612.65,657,241.02,-5715,-2091.32
002869.SZ,20170823,8133,3078.97,6863,2609.29,9201,3492.03,10338,3921.49,3558,1353.47,4386,1660.5,695,266.82,0,0.0,-2408,-904.79
002869.SZ,20170822,9569,3682.21,7496,2895.28,9805,3782.7,9131,3518.83,4789,1848.33,6779,2608.43,0,0.0,756,290.69,-4735,-1812.86
002869.SZ,20170821,6421,2442.08,9063,3454.54,9550,3637.18,9470,3604.65,6989,2662.59,5002,1901.15,888,337.76,312,119.28,7421,2833.36
002869.SZ,20170818,4780,1793.2,4573,1718.74,6794,2552.65,6669,2502.52,4611,1730.67,4333,1626.97,0,0.0,611,228.3,-1934,-723.38
002869.SZ,20170817,7246,2719.49,7002,2637.05,9689,3643.18,9959,3744.35,4524,1703.83,4877,1828.46,1028,387.59,649,244.23,-2065,-767.27
002869.SZ,20170816,7577,2829.01,10088,3768.2,10746,4014.48,11361,4242.37,7122,2661.9,3996,1494.83,0,0.0,0,0.0,4202,1572.25
002869.SZ,20170815,4973,1813.73,6093,2225.26,6590,2404.28,6099,2224.95,2518,920.63,2410,879.01,521,190.57,0,0.0,-460,-166.42
002869.SZ,20170814,4144,1490.29,4432,1594.77,4447,1600.74,4643,1670.74,3066,1103.53,2449,881.16,404,145.49,537,193.38,2018,726.77
002869.SZ,20170811,6034,2153.73,3938,1407.23,4295,1534.23,4934,1762.17,1834,655.26,3292,1173.82,0,0.0,0,0.0,-2408,-857.92
002869.SZ,20170810,7868,2866.54,4173,1524.91,6501,2369.32,7192,2623.16,1712,626.3,4025,1464.56,0,0.0,692,249.54,-4089,-1486.2
002869.SZ,20170809,5712,2111.65,3305,1222.86,5547,2051.21,5384,1991.11,1324,489.53,3618,1336.84,0,0.0,276,101.59,-4696,-1735.24
002869.SZ,20170808,6632,2474.39,3770,1408.55,6550,2445.2,7130,2662.3,2346,874.92,3019,1127.75,0,0.0,1608,595.9,-4803,-1793.07
002869.SZ,20170807,4930,1862.35,4627,1753.55,5234,1978.8,5909,2235.64,2762,1047.38,2868,1083.35,1075,408.26,597,224.25,-492,-179.8
002869.SZ,20170804,6590,2498.09,4655,1767.92,6402,2427.56,7834,2971.89,2041,775.85,2932,1111.35,702,267.35,313,117.7,-6329,-2398.04
002869.SZ,20170803,7204,2737.81,8306,3163.64,10835,4121.11,9833,3739.76,3260,1241.57,4091,1552.91,932,355.81,0,0.0,-530,-190.45
002869.SZ,20170802,7604,2883.07,8096,3072.64,9741,3696.35,9457,3587.25,3624,1375.07,3326,1261.23,307,117.31,397,150.68,-850,-316.11
002869.SZ,20170801,5690,2129.03,7466,2800.62,7974,2988.12,8194,3069.16,4492,1687.12,2496,934.48,0,0.0,0,0.0,215,90.19
002869.SZ,20170731,5423,2013.3,4272,1588.42,6468,2403.58,6355,2360.84,1098,408.13,2464,914.61,104,38.87,0,0.0,-1479,-546.51
002869.SZ,20170728,7655,2864.17,4008,1500.18,6784,2537.71,6741,2522.26,2036,760.71,5231,1955.98,300,112.46,795,296.63,-5433,-2031.11
002869.SZ,20170727,7334,2733.94,11363,4258.58,13130,4917.4,13261,4949.95,8515,3192.02,4236,1589.61,279,104.98,397,150.21,4332,1631.31
002869.SZ,20170726,9158,3366.71,4444,1638.68,8120,2988.4,8136,2993.36,2162,795.47,6179,2267.2,397,144.71,1078,396.04,-4362,-1606.41
002869.SZ,20170725,3877,1450.66,3290,1231.67,4631,1733.23,4342,1625.32,1149,429.57,2025,756.46,0,0.0,0,0.0,-1579,-590.94
002869.SZ,20170724,9290,3439.73,7914,2942.54,11350,4211.43,11027,4091.93,3765,1397.02,5342,1968.17,149,54.94,273,100.47,-607,-214.12
002869.SZ,20170721,6160,2318.47,5151,1942.19,6899,2599.22,6517,2455.0,2190,826.66,3192,1200.43,0,0.0,390,146.73,-2570,-965.37
002869.SZ,20170720,9341,3576.16,7092,2722.33,9810,3764.56,10208,3916.61,3076,1183.47,5131,1966.72,390,151.47,185,69.99,-3955,-1511.7
002869.SZ,20170719,9121,3452.47,9626,3649.2,10417,3946.24,8942,3387.22,3950,1498.32,4594,1739.24,291,111.02,617,232.39,-3979,-1500.99
002869.SZ,20170718,10921,4150.53,8932,3400.34,12392,4708.58,11326,4305.2,4881,1864.42,7196,2740.74,34,12.73,772,289.99,177,73.56
002869.SZ,20170717,17002,6692.37,8099,3199.15,13585,5363.17,13297,5265.84,7797,3088.2,12301,4862.79,0,0.0,4687,1815.96,-9674,-3823.82
002869.SZ,20170714,6460,2781.42,4446,1918.23,8426,3629.82,8116,3499.01,4201,1811.99,4823,2079.35,1256,541.24,2959,1267.89,-2899,-1248.53
002869.SZ,20170713,7362,3191.67,4685,2032.35,10448,4532.27,9766,4234.55,3962,1718.16,7300,3166.68,300,129.51,320,138.03,-6723,-2914.92
002869.SZ,20170712,10026,4333.72,8385,3639.81,15085,6528.13,13660,5912.27,8615,3733.06,9991,4317.72,646,285.42,2337,1010.53,-4128,-1753.29
002869.SZ,20170711,8561,3803.43,6280,2801.8,12912,5752.61,11245,5008.54,7005,3127.62,9824,4378.23,0,0.0,1129,495.08,-3366,-1491.83
002869.SZ,20170710,15773,7104.22,10137,4568.36,19738,8890.73,20950,9437.56,9886,4449.44,13851,6235.71,709,321.74,1168,524.5,-14055,-6337.82
002869.SZ,20170707,17172,8096.82,15470,7304.65,27284,12869.25,28124,13264.99,16204,7652.46,17439,8232.4,2208,1046.88,1835,863.36,-3225,-1494.98
002869.SZ,20170706,23776,11156.68,22195,10433.93,40864,19188.52,37525,17621.49,24923,11714.73,27186,12757.76,851,400.7,3509,1647.46,3949,1891.05
002869.SZ,20170705,19848,9099.23,20618,9440.71,28280,12962.07,31821,14574.43,21581,9878.79,20573,9420.47,7025,3212.26,3723,1716.74,11201,5113.31
002869.SZ,20170704,6115,2655.45,3895,1693.91,8633,3750.82,8029,3489.88,6013,2612.55,7002,3040.21,420,181.36,2255,976.18,-3705,-1605.29
002869.SZ,20170703,5390,2346.32,4555,1985.11,8832,3846.95,8888,3870.75,6122,2669.35,5649,2460.34,12,5.19,1266,551.6,-1231,-530.93
002869.SZ,20170630,6187,2691.96,7484,3263.27,12676,5519.7,12158,5296.33,7527,3283.18,6147,2675.08,0,0.0,600,260.16,3835,1675.43
002869.SZ,20170629,4422,1906.44,4419,1907.3,8590,3706.09,8201,3537.53,4209,1816.51,4677,2015.74,245,105.33,171,73.79,-1326,-569.17
002869.SZ,20170628,12628,5470.17,7224,3130.74,14556,6303.6,14676,6361.38,7214,3128.87,12270,5314.88,1772,768.69,1999,864.34,-11301,-4887.5
002869.SZ,20170627,10465,4704.76,8938,4026.06,15574,7014.56,16218,7298.45,10159,4577.34,10764,4845.35,1200,538.98,1477,665.78,-5061,-2255.22
002869.SZ,20170626,12643,5619.12,12015,5353.13,19750,8789.05,19670,8753.28,11878,5289.98,10711,4765.24,601,268.89,2474,1095.39,-2587,-1127.17
002869.SZ,20170623,19068,8552.26,22149,9931.89,32038,14367.7,31026,13910.34,21893,9813.64,21096,9457.78,3172,1422.6,1899,856.19,7740,3505.55
002869.SZ,20170622,11460,4937.3,8845,3822.62,14814,6397.81,13809,5958.57,6108,2643.31,9434,4073.46,421,182.54,714,306.32,496,242.16
002869.SZ,20170621,6916,2988.5,5231,2260.58,10557,4563.21,9381,4054.71,3650,1576.78,6148,2656.67,0,0.0,363,156.53,-2750,-1182.5
002869.SZ,20170620,9755,4300.1,6689,2954.68,14485,6392.54,13169,5814.78,9163,4039.75,10887,4798.51,346,152.41,3004,1316.81,-8477,-3725.97
002869.SZ,20170619,7922,3503.7,9475,4198.48,13817,6117.11,13548,5998.08,11462,5078.44,11338,5014.13,1797,795.3,636,283.86,1624,721.1
002869.SZ,20170616,7606,3313.35,5358,2335.32,11313,4930.64,11611,5061.41,6339,2764.2,8057,3509.68,236,101.98,468,203.76,-4674,-2035.98
002869.SZ,20170615,8283,3640.96,11991,5277.59,15642,6881.83,15274,6716.93,10193,4489.49,7151,3148.22,298,130.47,0,0.0,1701,745.29
002869.SZ,20170614,7923,3396.18,6572,2819.15,12097,5189.22,11452,4911.42,5891,2524.76,7911,3391.64,1000,429.89,976,417.83,-3419,-1460.91
002869.SZ,20170613,8500,3683.72,9771,4241.26,13465,5838.27,11997,5201.55,8549,3712.23,8074,3499.46,419,183.19,1091,475.14,3443,1495.26
002869.SZ,20170612,19479,8565.23,10628,4671.32,20972,9227.82,20689,9108.28,10107,4425.46,16270,7135.6,0,0.0,2973,1303.31,-11821,-5197.6
002869.SZ,20170609,9459,4355.33,9842,4543.27,14752,6799.8,14819,6832.42,8926,4123.63,8241,3797.99,1221,564.98,1456,670.05,-481,-206.12
002869.SZ,20170608,23924,11182.38,13048,6114.31,27495,12872.41,27381,12834.38,17976,8409.24,22784,10655.45,2430,1133.96,8612,3993.85,-17804,-8321.42
002869.SZ,20170607,14721,7028.41,20735,9927.65,29949,14313.87,29172,13961.43,24195,11595.27,20397,9755.72,5517,2660.29,4078,1953.04,4003,1902.54
002869.SZ,20170606,23333,10831.22,16952,7882.39,30052,13967.54,30220,14040.05,17991,8354.62,23476,10892.8,3890,1804.43,4618,2142.56,-10537,-4864.19
002869.SZ,20170605,27882,14221.83,19840,10210.56,38518,19765.79,35530,18227.18,25478,13065.35,30782,15800.34,6042,3112.82,11766,5927.71,-13424,-6736.01
002869.SZ,20170602,28799,13956.6,25234,12370.35,42536,20763.83,37429,18283.99,27399,13439.81,34267,16677.71,11293,5474.06,13096,6302.26,-3748,-1745.15
002869.SZ,20170601,27389,14359.36,28906,15215.37,46630,24489.83,44048,23126.44,36498,19172.12,39075,20499.51,12951,6805.77,11438,5985.76,3051,1764.85
002869.SZ,20170531,30615,16284.01,37262,20032.05,46728,24940.89,51485,27566.23,39406,21123.53,43476,23270.09,32853,17869.93,17380,9349.99,-27281,-14725.77
002869.SZ,20170526,29395,14832.4,35784,18157.58,46120,23312.3,43679,22104.98,37130,18810.99,35945,18168.84,11737,5984.2,8973,4508.49,5509,2943.59
002869.SZ,20170525,36171,17763.53,27848,13712.05,46396,22829.02,41422,20370.33,34592,17035.1,40289,19817.8,8634,4280.46,16234,8007.94,-20026,-9792.06
002869.SZ,20170524,31870,15766.38,67838,33913.72,53538,26555.33,41784,20641.67,44023,21913.17,32565,16144.58,23901,12047.6,11145,5582.5,10795,5472.18
002869.SZ,20170523,39082,18914.42,90938,44005.48,52057,25219.21,15392,7459.66,36173,17532.62,21896,10636.6,11107,5397.08,10193,4961.6,-10245,-4868.21
002869.SZ,20170522,4920,2475.93,51804,26139.71,7592,3826.14,1957,988.09,10113,5098.66,108,54.58,31545,15934.35,302,152.7,-37689,-19039.56
002869.SZ,20170519,0,0.0,302,138.8,0,0.0,0,0.0,0,0.0,0,0.0,302,138.8,0,0.0,-302,-138.8
002869.SZ,20170518,0,0.0,68,28.35,0,0.0,0,0.0,0,0.0,0,0.0,68,28.35,0,0.0,-68,-28.35
002869.SZ,20170517,0,0.0,45,17.25,0,0.0,0,0.0,0,0.0,0,0.0,45,17.25,0,0.0,-45,-17.25
002869.SZ,20170516,0,0.0,22,7.5,0,0.0,0,0.0,0,0.0,0,0.0,22,7.5,0,0.0,-22,-7.5
002869.SZ,20170515,3,0.78,116,36.11,0,0.0,0,0.0,113,35.33,0,0.0,0,0.0,0,0.0,-116,-36.11
002869.SZ,20181228,3643,580.58,3431,547.42,2707,432.39,2747,438.07,30,4.78,202,32.25,0,0.0,0,0.0,-704,-111.21
002869.SZ,20181227,5844,950.62,4660,760.67,6061,988.69,6116,996.11,850,140.02,1979,322.55,0,0.0,0,0.0,-2769,-447.55
002869.SZ,20181226,5745,937.0,7458,1217.74,7852,1281.76,7631,1245.35,2994,488.77,1821,296.67,319,52.22,0,0.0,1076,177.58
002869.SZ,20181225,5357,836.63,5592,876.83,6965,1094.57,6450,1011.76,1193,188.97,1473,231.59,0,0.0,0,0.0,-1703,-262.01
002869.SZ,20181224,3788,601.38,5904,938.72,5814,923.63,4961,787.79,1430,228.32,222,35.46,54,8.66,0,0.0,1509,242.04
002869.SZ,20181221,5507,864.1,3652,573.4,3276,514.05,4288,673.12,289,45.33,1132,176.96,0,0.0,0,0.0,-1465,-229.49
002869.SZ,20181220,4745,749.16,3537,559.53,3153,498.13,4095,646.04,425,67.2,691,108.92,0,0.0,0,0.0,-1158,-181.8
002869.SZ,20181219,4880,781.68,4131,662.71,3823,614.27,4112,658.79,560,89.35,1019,163.8,0,0.0,0,0.0,-2858,-458.66
002869.SZ,20181218,5545,894.83,6771,1096.06,5590,905.04,5574,900.89,1396,226.67,186,29.58,0,0.0,0,0.0,1270,208.92
002869.SZ,20181217,5187,830.83,4422,710.77,3573,574.22,4658,746.57,618,100.12,298,47.84,0,0.0,0,0.0,-900,-143.63
002869.SZ,20181214,11269,1850.02,8301,1364.38,7713,1265.85,9395,1541.07,336,54.16,2072,338.55,450,73.98,0,0.0,-5940,-973.01
002869.SZ,20181213,10560,1773.77,8044,1355.17,9345,1573.26,8831,1484.91,1171,197.71,3892,652.7,0,0.0,309,51.95,-3187,-535.24
002869.SZ,20181212,9497,1617.94,10577,1805.41,11379,1941.01,10536,1795.02,2976,508.51,2739,467.02,0,0.0,0,0.0,328,59.95
002869.SZ,20181211,10872,1833.16,9907,1672.56,9624,1624.86,11312,1909.41,3014,511.04,2291,387.08,0,0.0,0,0.0,-2584,-431.93
002869.SZ,20181210,17332,2926.97,14233,2403.83,14024,2367.6,15365,2595.69,5197,876.15,5956,1003.18,0,0.0,999,168.02,-9053,-1522.16
002869.SZ,20181207,32721,6012.26,15996,2933.42,24751,4560.21,29137,5330.79,9348,1719.16,15774,2918.7,0,0.0,5913,1108.71,-8726,-1562.01
