ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
300638.SZ,20171229,9112,4063.18,10142,4539.69,16259,7276.66,16966,7589.44,9855,4423.24,7935,3554.02,492,220.74,675,300.67,3895,1771.99
300638.SZ,20171228,12716,5683.52,9403,4224.48,18427,8269.86,17925,8051.14,7328,3301.11,11443,5115.78,300,136.91,0,0.0,-4980,-2212.69
300638.SZ,20171227,12428,5548.38,14532,6515.4,23190,10377.9,22338,9999.21,11291,5084.9,10082,4515.1,43,18.54,0,0.0,1276,634.13
300638.SZ,20171226,13563,6124.65,11839,5354.91,19188,8665.72,21072,9522.63,8714,3946.79,8554,3859.62,0,0.0,0,0.0,-121,-47.99
300638.SZ,20171225,12006,5255.15,9912,4353.73,16432,7204.48,14637,6419.14,6910,3025.82,9734,4254.45,0,0.0,1065,458.14,-3746,-1645.33
300638.SZ,20171222,13690,6053.92,15192,6741.87,23849,10576.27,21646,9602.61,13098,5804.14,13145,5814.04,931,415.14,1585,690.96,380,206.95
300638.SZ,20171221,17016,7509.62,15484,6831.61,22547,9956.59,25335,11188.8,12597,5556.07,13574,5988.03,2299,1015.68,66,29.52,3954,1741.62
300638.SZ,20171220,13767,5855.95,7933,3377.91,19250,8191.43,17205,7318.74,8886,3775.65,14310,6078.31,528,224.75,2983,1272.82,-1419,-578.81
300638.SZ,20171219,7029,2821.86,10259,4187.35,9368,3773.43,13724,5627.93,6502,2663.38,6565,2718.19,9405,4018.85,1756,744.06,-2116,-1013.17
300638.SZ,20171218,9898,3844.57,6552,2544.15,8396,3262.05,8985,3489.14,2753,1066.45,5887,2284.12,1030,400.71,653,256.37,-2769,-1077.21
300638.SZ,20171215,8181,3331.72,6432,2632.59,10439,4273.12,10638,4345.82,3960,1621.87,5863,2388.82,512,205.63,159,65.11,-3235,-1312.77
300638.SZ,20171214,8987,3717.86,6361,2639.62,10866,4500.86,11151,4617.89,4550,1887.0,5387,2228.29,62,25.82,1566,645.74,-2578,-1051.63
300638.SZ,20171213,7811,3255.1,7751,3233.93,12530,5225.49,12544,5230.54,6666,2787.85,6757,2822.04,964,403.37,919,385.31,2751,1155.4
300638.SZ,20171212,8479,3522.48,6375,2653.84,11973,4982.79,12742,5298.95,7291,3034.39,8026,3333.11,272,113.14,872,366.9,-3680,-1515.59
300638.SZ,20171211,10131,4230.55,10430,4373.34,16501,6906.0,15455,6474.59,9325,3907.27,9736,4059.37,1793,744.92,2130,881.44,-5850,-2426.37
300638.SZ,20171208,17681,7486.0,12836,5441.84,24141,10234.97,23490,9948.88,10533,4479.11,14115,5987.99,1040,452.19,2954,1273.55,232,144.99
300638.SZ,20171207,12734,5048.11,16178,6473.31,15968,6347.96,22240,8928.74,12593,5074.06,11054,4474.11,10002,4169.66,1826,763.63,2250,883.31
300638.SZ,20171206,8758,3233.5,9378,3471.75,11234,4151.13,11205,4143.99,5717,2122.79,4915,1815.56,223,84.19,434,160.3,672,259.25
300638.SZ,20171205,12260,4578.17,10295,3868.2,11627,4353.93,13279,4962.35,5815,2167.62,6260,2316.75,132,47.59,0,0.0,-4049,-1499.53
300638.SZ,20171204,12021,4798.42,7709,3073.52,12087,4833.89,12095,4834.31,4335,1723.47,7917,3162.51,0,0.0,722,285.44,-3085,-1238.27
300638.SZ,20171201,10396,4463.0,11429,4924.92,16883,7264.26,15089,6486.25,9530,4098.76,10489,4497.68,458,196.77,260,113.93,2133,933.35
300638.SZ,20171130,10890,4669.82,9013,3881.03,14184,6090.51,14774,6351.64,7487,3228.21,8704,3733.46,891,388.31,961,410.73,-2863,-1211.77
300638.SZ,20171129,0,0.0,7,3.05,7,3.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-7,-3.05
300638.SZ,20171128,0,0.0,2,0.87,2,0.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-0.87
