ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300552.SZ,20260615,25.69,4.4977,0.73,,3.1541,5.0049,547538.9647,347041.4496
300552.SZ,20260612,26.14,5.3689,0.88,,3.2093,5.0926,557129.9548,353120.4163
300552.SZ,20260611,26.75,5.0347,0.86,,3.2842,5.2114,570131.0746,361360.7932
300552.SZ,20260610,28.12,5.2504,0.9,,3.4524,5.4784,599330.3109,379867.8694
300552.SZ,20260609,28.87,7.0101,1.27,,3.5445,5.6245,615315.2943,389999.4804
300552.SZ,20260608,28.07,8.0903,1.61,,3.4463,5.4686,598264.6454,379192.4286
300552.SZ,20260605,26.94,5.199,0.86,,3.3075,5.2485,574180.6037,363927.468
300552.SZ,20260604,26.62,3.8516,0.53,,3.2682,5.1861,567360.3441,359604.6473
300552.SZ,20260603,26.37,4.967,0.59,,3.2375,5.1374,562032.0163,356227.4436
300552.SZ,20260602,26.96,5.4731,0.58,,3.31,5.2524,574606.87,364197.6443
300552.SZ,20260601,28.04,5.6102,0.57,,3.4426,5.4628,597625.246,378787.1642
300552.SZ,20260529,27.94,10.349,1.07,,3.4303,5.4433,595493.9149,377436.2827
300552.SZ,20260528,30.71,9.6288,0.95,,3.7704,5.9829,654531.787,414855.6994
300552.SZ,20260527,32.03,11.2909,1.26,,3.9324,6.2401,682665.3577,432687.3348
300552.SZ,20260526,31.4,10.5576,1.32,,3.8551,6.1174,669237.9717,424176.7816
300552.SZ,20260525,30.42,7.4215,0.94,,3.7348,5.9264,648350.9267,410938.1432
300552.SZ,20260522,29.99,9.589,1.36,,3.682,5.8427,639186.2029,405129.3529
300552.SZ,20260521,29.93,12.0573,2.05,,3.6746,5.831,637907.4042,404318.824
300552.SZ,20260520,29.39,5.1527,0.81,,3.6083,5.7258,626398.2162,397024.064
300552.SZ,20260519,29.7,5.7101,0.91,,3.6464,5.7862,633005.3426,401211.7966
300552.SZ,20260518,29.89,7.1174,1.23,,3.6697,5.8232,637054.8718,403778.4714
300552.SZ,20260515,28.92,5.1049,0.89,,3.5506,5.6342,616380.9599,390674.9211
300552.SZ,20260514,29.31,6.3496,1.21,,3.5985,5.7102,624693.1513,395943.3589
300552.SZ,20260513,29.72,7.3728,1.61,,3.6488,5.7901,633431.6089,401481.9729
300552.SZ,20260512,28.77,5.2932,1.31,,3.5322,5.605,613183.9632,388648.5989
300552.SZ,20260511,28.41,4.8802,1.32,,3.488,5.5349,605511.1712,383785.4256
300552.SZ,20260508,28.35,4.74,1.28,,3.4806,5.5232,604232.3725,382974.8967
300552.SZ,20260507,27.81,4.0146,1.06,,3.4143,5.418,592723.1845,375680.1368
300552.SZ,20260506,27.32,3.9877,0.94,,3.3542,5.3225,582279.662,369060.8176
300552.SZ,20260430,26.56,2.5199,0.47,,3.2609,5.1744,566081.5455,358794.1184
300552.SZ,20260429,26.32,3.2352,0.59,,3.2314,5.1277,560966.3508,355552.0029
300552.SZ,20260428,26.04,4.8302,0.95,,3.197,5.0731,554998.6236,351769.5348
300552.SZ,20260427,27.19,4.4412,0.93,,3.3382,5.2972,579508.9315,367304.6717
300552.SZ,20260424,27.25,6.1541,1.42,,3.3456,5.3089,580787.7302,368115.2006
300552.SZ,20260423,27.48,8.3193,2.26,,3.3738,5.3537,585689.7918,371222.228
300552.SZ,20260422,27.25,3.8154,1.05,,3.296,5.3089,580787.7302,368115.2006
300552.SZ,20260421,26.92,2.6956,0.66,,3.2561,5.2446,573754.3375,363657.2917
300552.SZ,20260420,26.9,2.9856,0.62,,3.2537,5.2407,573328.0713,363387.1154
300552.SZ,20260417,26.8,3.9045,0.86,,3.2416,5.2212,571196.7402,362036.234
300552.SZ,20260416,26.84,4.9788,1.23,,3.2464,5.229,572049.2726,362576.5865
300552.SZ,20260415,26.06,3.5784,0.89,,3.1521,5.077,555424.8899,352039.7111
300552.SZ,20260414,26.64,4.9896,1.45,,3.2223,5.19,567786.6104,359874.8236
300552.SZ,20260413,26.53,6.521,2.45,,3.209,5.1686,565442.1461,358388.854
300552.SZ,20260410,25.85,2.5517,0.82,,3.1267,5.0361,550949.0945,349202.86
300552.SZ,20260409,25.65,2.5664,0.78,,3.1025,4.9971,546686.4323,346501.0971
300552.SZ,20260408,26.35,3.4243,0.94,,3.1872,5.1335,561605.7501,355957.2673
300552.SZ,20260407,25.02,2.0955,0.57,,3.0263,4.8744,533259.0462,337990.5438
300552.SZ,20260403,24.99,2.6723,0.73,,3.0227,4.8686,532619.6469,337585.2794
300552.SZ,20260402,25.53,4.8926,1.56,,3.088,4.9738,544128.8349,344880.0393
300552.SZ,20260401,25.77,3.2791,1.1,,3.117,5.0205,549244.0296,348122.1548
300552.SZ,20260331,25.15,5.1879,2.01,,3.042,4.8997,536029.7767,339746.6897
300552.SZ,20260330,26.36,2.4247,0.82,,3.1283,6.0398,561818.8832,363141.7549
300552.SZ,20260327,26.18,2.3579,0.74,,3.107,5.9985,557982.4872,360662.0313
300552.SZ,20260326,26.05,2.2549,0.69,,3.0915,5.9687,555211.7568,358871.1197
300552.SZ,20260325,26.6,2.4748,0.71,,3.1568,6.0948,566934.0779,366448.0532
300552.SZ,20260324,26.43,3.1626,0.76,,3.1366,6.0558,563310.815,364106.0919
300552.SZ,20260323,25.92,4.4797,1.17,,3.0761,5.939,552441.0263,357080.2082
300552.SZ,20260320,27.69,3.584,0.91,,3.2862,6.3445,590165.5871,381464.1576
300552.SZ,20260319,28.85,2.6925,0.61,,3.4238,6.6103,614889.0281,397444.599
300552.SZ,20260318,29.61,3.6271,0.77,,3.514,6.7844,631087.1446,407914.5434
300552.SZ,20260317,29.45,6.3163,1.56,,3.495,6.7478,627677.0148,405710.3446
300552.SZ,20260316,29.68,2.8996,0.68,,3.5223,6.8005,632579.0764,408878.8804
300552.SZ,20260313,29.41,4.2167,1.01,,3.4903,6.7386,626824.4824,405159.2949
300552.SZ,20260312,29.41,4.9217,1.14,,3.4903,6.7386,626824.4824,405159.2949
300552.SZ,20260311,29.95,5.3366,1.33,,3.5544,6.8623,638333.6704,412598.4659
300552.SZ,20260310,31.24,2.8569,0.61,,3.7075,7.1579,665827.8419,430369.8188
300552.SZ,20260309,30.51,4.1003,0.78,,3.6208,6.9906,650269.1247,420313.1617
300552.SZ,20260306,30.79,3.6741,0.66,,3.6541,7.0548,656236.8518,424170.5097
300552.SZ,20260305,31.44,5.6303,1.0,,3.7312,7.2037,670090.5041,433125.0673
300552.SZ,20260304,30.4,3.8682,0.61,,3.6078,6.9654,647924.6605,418797.775
300552.SZ,20260303,30.58,6.1496,0.84,,3.6291,7.0067,651761.0565,421277.4987
300552.SZ,20260302,32.04,6.9392,0.85,,3.8024,7.3412,682878.4908,441390.8129
300552.SZ,20260227,33.96,5.1652,0.66,,4.0303,7.7811,723800.0484,467841.1987
300552.SZ,20260226,34.07,5.9911,0.81,,4.0433,7.8063,726144.5126,469356.5854
300552.SZ,20260225,34.21,7.3283,1.09,,4.0599,7.8384,729128.3762,471285.2593
300552.SZ,20260224,34.33,11.0081,1.95,,4.0742,7.8659,731685.9735,472938.4085
300552.SZ,20260213,34.02,11.5645,2.68,,4.0374,7.7949,725078.847,468667.7733
300552.SZ,20260212,32.62,3.3354,0.72,,3.8712,7.4741,695240.2113,449381.0336
300552.SZ,20260211,32.46,3.8872,0.82,,3.8523,7.4374,691830.0816,447176.8348
300552.SZ,20260210,32.65,3.6768,0.73,,3.8748,7.481,695879.6107,449794.3209
300552.SZ,20260209,33.3,5.8281,1.23,,3.9519,7.6299,709733.263,458748.8786
300552.SZ,20260206,32.26,4.8362,1.01,,3.8285,7.3916,687567.4193,444421.5863
300552.SZ,20260205,32.27,4.8871,0.95,,3.8297,7.3939,687780.5524,444559.3487
300552.SZ,20260204,32.44,4.5443,0.8,,3.8499,7.4329,691403.8153,446901.3099
300552.SZ,20260203,32.39,5.1354,0.82,,3.844,7.4214,690338.1498,446212.4978
300552.SZ,20260202,31.14,4.377,0.52,,3.6956,7.135,663696.5108,428992.1946
300552.SZ,20260130,31.61,4.9999,0.49,,3.7514,7.2427,673713.767,435467.0286
300552.SZ,20260129,31.55,6.6763,0.64,,3.7443,7.2289,672434.9684,434640.454
300552.SZ,20260128,32.01,7.341,0.66,,3.7989,7.3343,682239.0915,440977.5256
300552.SZ,20260127,33.45,7.8422,0.66,,3.9697,7.6643,712930.2596,460815.315
300552.SZ,20260126,33.2,15.3256,1.3,,3.9401,7.607,707601.9318,457371.2543
