ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300183.SZ,20260615,11.14,2.3856,1.29,491.9172,1.6673,4.9005,515346.5786,413326.3194
300183.SZ,20260612,10.74,1.9762,1.04,474.2541,1.6074,4.7245,496842.2131,398485.1589
300183.SZ,20260611,10.78,1.5622,0.82,476.0204,1.6134,4.7421,498692.6497,399969.2749
300183.SZ,20260610,11.08,1.7889,0.92,489.2677,1.6583,4.8741,512570.9238,411100.1453
300183.SZ,20260609,11.39,1.5588,0.8,502.9566,1.7047,5.0105,526911.807,422602.0447
300183.SZ,20260608,11.22,2.3304,1.22,495.4498,1.6792,4.9357,519047.4517,416294.5515
300183.SZ,20260605,11.75,2.2348,1.13,518.8534,1.7586,5.1688,543565.736,435959.0891
300183.SZ,20260604,11.55,1.6439,0.78,510.0218,1.7286,5.0809,534313.5532,428538.5089
300183.SZ,20260603,11.79,1.9166,0.87,520.6197,1.7645,5.1864,545416.1725,437443.2051
300183.SZ,20260602,12.04,1.6455,0.71,531.6591,1.802,5.2964,556981.4009,446718.9304
300183.SZ,20260601,12.32,2.0967,0.89,544.0233,1.8439,5.4196,569934.4568,457107.7428
300183.SZ,20260529,12.28,2.5773,1.11,542.257,1.8379,5.402,568084.0202,455623.6267
300183.SZ,20260528,12.82,2.3302,0.9,566.1022,1.9173,5.6395,593064.9136,475659.1934
300183.SZ,20260527,12.86,2.3629,0.88,567.8685,1.9232,5.6571,594915.3502,477143.3094
300183.SZ,20260526,13.33,2.2153,0.82,588.6226,1.9935,5.8639,616657.9796,494581.673
300183.SZ,20260525,13.35,2.3547,0.93,589.5058,1.9965,5.8727,617583.1979,495323.731
300183.SZ,20260522,12.94,2.3172,0.94,571.4011,1.9352,5.6923,598616.2233,480111.5415
300183.SZ,20260521,12.7,3.6371,1.69,560.8032,1.8993,5.5868,587513.604,471206.8452
300183.SZ,20260520,13.35,2.9221,1.47,589.5058,1.9965,5.8727,617583.1979,495323.731
300183.SZ,20260519,13.46,2.2441,1.12,594.3631,2.013,5.9211,622671.8984,499405.0502
300183.SZ,20260518,13.3,1.5834,0.73,587.2979,1.989,5.8507,615270.1522,493468.586
300183.SZ,20260515,13.29,1.991,0.86,586.8563,1.9875,5.8463,614807.5431,493097.5569
300183.SZ,20260514,13.52,2.0249,0.85,597.0126,2.0219,5.9475,625447.5532,501631.2242
300183.SZ,20260513,13.88,2.1075,0.8,612.9094,2.0758,6.1058,642101.4822,514988.2687
300183.SZ,20260512,13.63,2.3268,0.9,601.8699,2.0384,5.9959,630536.2537,505712.5434
300183.SZ,20260511,13.67,2.3926,0.95,603.6362,2.0444,6.0135,632386.6903,507196.6594
300183.SZ,20260508,13.63,2.684,1.06,601.8699,2.0384,5.9959,630536.2537,505712.5434
300183.SZ,20260507,13.44,2.3821,0.87,593.48,2.01,5.9123,621746.6801,498662.9921
300183.SZ,20260506,13.17,3.3096,1.0,581.5574,1.9696,5.7935,609256.2334,488645.2088
300183.SZ,20260430,13.02,2.1252,0.66,574.9337,1.9472,5.7275,602317.0964,483079.7736
300183.SZ,20260429,13.0,2.0478,0.67,574.0506,1.9442,5.7187,601391.8781,482337.7156
300183.SZ,20260428,12.91,2.8137,1.01,570.0764,1.9307,5.6791,597228.3959,478998.4545
300183.SZ,20260427,13.22,3.4637,1.39,583.7653,1.9771,5.8155,611569.2791,490500.3539
300183.SZ,20260424,13.35,6.0739,3.42,589.5058,1.9965,5.8727,617583.1979,495323.731
300183.SZ,20260423,15.18,1.7589,0.92,670.3144,2.2537,6.6777,702240.67,563222.0402
300183.SZ,20260422,15.57,1.2366,0.63,687.5359,2.3116,6.8493,720282.4263,577692.1717
300183.SZ,20260421,15.3,1.4617,0.68,675.6134,2.2716,6.7305,707791.9796,567674.3884
300183.SZ,20260420,15.59,1.9643,0.73,688.4191,2.3146,6.8581,721207.6446,578434.2297
300183.SZ,20260417,15.49,2.4479,1.0,684.0033,2.2998,6.8141,716581.5532,574723.9396
300183.SZ,20260416,15.15,2.4688,1.12,668.9897,2.2493,6.6645,700852.8426,562108.9532
300183.SZ,20260415,14.61,1.4692,0.64,645.1445,2.1691,6.427,675871.9492,542073.3865
300183.SZ,20260414,14.93,2.4704,1.23,659.275,2.2166,6.5677,690675.4415,553946.3149
300183.SZ,20260413,15.05,4.5853,3.57,664.5739,2.2344,6.6205,696226.7512,558398.6631
300183.SZ,20260410,14.32,1.1842,1.03,99.1291,2.1405,6.4287,662456.2842,582161.1444
300183.SZ,20260409,14.18,1.1259,0.96,98.1599,2.1196,6.3658,655979.7563,576469.6248
300183.SZ,20260408,14.41,1.7526,1.6,99.7521,2.154,6.4691,666619.7664,585819.9784
300183.SZ,20260407,13.78,0.931,0.76,95.391,2.0598,6.1863,637475.3908,560208.1403
