ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
688589.SH,20260615,20.01,2.3574,0.83,141.3926,3.1084,8.1257,290802.3645,290802.3645
688589.SH,20260612,19.27,2.4363,0.82,136.1637,2.9934,7.8252,280048.0542,280048.0542
688589.SH,20260611,19.27,2.153,0.69,136.1637,2.9934,7.8252,280048.0542,280048.0542
688589.SH,20260610,19.48,2.4922,0.76,137.6476,3.026,7.9105,283099.9531,283099.9531
688589.SH,20260609,20.29,4.0531,1.3,143.3711,3.1038,8.2394,294871.563,294871.563
688589.SH,20260608,19.0,3.0223,0.95,134.2559,2.9064,7.7155,276124.1842,276124.1842
688589.SH,20260605,19.98,3.0795,0.78,141.1807,3.0564,8.1135,290366.379,290366.379
688589.SH,20260604,20.1,3.0622,0.74,142.0286,3.0747,8.1622,292110.3212,292110.3212
688589.SH,20260603,20.57,3.1297,0.74,145.3497,3.1466,8.3531,298940.7615,298940.7615
688589.SH,20260602,20.84,3.3541,0.79,147.2575,3.1879,8.4627,302864.6315,302864.6315
688589.SH,20260601,21.52,3.3187,0.74,152.0624,3.2919,8.7389,312746.9707,312746.9707
688589.SH,20260529,21.58,6.8109,1.76,152.4864,3.3011,8.7632,313618.9418,313618.9418
688589.SH,20260528,24.08,3.9571,0.98,170.1517,3.6835,9.7784,349951.0713,349951.0713
688589.SH,20260527,23.85,3.6458,0.94,168.5265,3.6483,9.685,346608.5154,346608.5154
688589.SH,20260526,24.37,3.5842,0.96,172.2008,3.7279,9.8962,354165.5984,354165.5984
688589.SH,20260525,24.95,4.3718,1.32,176.2992,3.8166,10.1317,362594.6524,362594.6524
688589.SH,20260522,24.3,3.7591,1.17,171.7062,3.7172,9.8678,353148.2987,353148.2987
688589.SH,20260521,23.2,4.7498,1.65,163.9335,3.5489,9.4211,337162.1618,337162.1618
688589.SH,20260520,24.76,2.8333,0.94,174.9566,3.7876,10.0546,359833.4106,359833.4106
688589.SH,20260519,24.66,2.8671,0.97,174.25,3.7723,10.014,358380.1254,358380.1254
688589.SH,20260518,24.32,2.4133,0.76,171.8475,3.7202,9.8759,353438.9558,353438.9558
688589.SH,20260515,24.12,3.1955,1.07,170.4343,3.6897,9.7947,350532.3854,350532.3854
688589.SH,20260514,24.29,3.0651,1.03,171.6355,3.7157,9.8637,353002.9702,353002.9702
688589.SH,20260513,24.65,3.5122,1.2,174.1793,3.7707,10.0099,358234.7969,358234.7969
688589.SH,20260512,24.1,2.6572,0.89,170.293,3.6866,9.7866,350241.7284,350241.7284
688589.SH,20260511,24.4,3.3971,1.28,172.4128,3.7325,9.9084,354601.5839,354601.5839
688589.SH,20260508,24.0,2.2911,0.88,169.5864,3.6713,9.746,348788.4432,348788.4432
688589.SH,20260507,23.92,3.081,1.26,169.0211,3.6591,9.7135,347625.8151,347625.8151
688589.SH,20260506,23.37,3.2549,1.45,165.1347,3.5749,9.4901,339632.7466,339632.7466
688589.SH,20260430,23.03,2.8357,1.32,162.7323,3.5229,9.3521,334691.577,334691.577
688589.SH,20260429,22.48,1.7741,0.84,158.8459,3.4388,9.1287,326698.5085,326698.5085
688589.SH,20260428,22.05,2.0473,1.02,155.8075,3.373,8.9541,320449.3822,320449.3822
688589.SH,20260427,22.63,2.3344,1.28,159.9058,3.4617,9.1896,328878.4362,328878.4362
688589.SH,20260424,22.2,2.2545,1.35,156.8674,3.3828,9.015,322629.31,322629.31
688589.SH,20260423,21.95,2.2974,1.43,155.1009,3.3447,8.9135,318996.097,318996.097
688589.SH,20260422,22.57,1.6437,0.89,159.4818,3.4392,9.1653,328006.4651,328006.4651
688589.SH,20260421,22.28,1.517,0.81,157.4327,3.395,9.0475,323791.9381,323791.9381
688589.SH,20260420,22.63,1.4033,0.75,159.9058,3.4483,9.1896,328878.4362,328878.4362
688589.SH,20260417,22.65,1.4897,0.76,160.0471,3.4514,9.1977,329169.0933,329169.0933
688589.SH,20260416,22.62,1.9997,1.05,159.8352,3.4468,9.1856,328733.1077,328733.1077
688589.SH,20260415,22.25,2.7749,1.54,157.2207,3.3904,9.0353,323355.9526,323355.9526
688589.SH,20260414,22.9,1.6878,0.91,161.8137,3.4895,9.2993,332802.3062,332802.3062
688589.SH,20260413,22.81,1.4162,0.63,161.1777,3.4758,9.2627,331494.3496,331494.3496
688589.SH,20260410,23.02,1.9747,0.94,162.6616,3.5078,9.348,334546.2484,334546.2484
688589.SH,20260409,22.65,1.6778,0.84,160.0471,3.4514,9.1977,329169.0933,329169.0933
688589.SH,20260408,23.17,2.2241,1.23,163.7215,3.5306,9.4089,336726.1762,336726.1762
688589.SH,20260407,22.26,1.9407,1.16,157.2914,3.392,9.0394,323501.2811,323501.2811
688589.SH,20260403,21.65,3.4065,2.69,152.981,3.299,8.7917,314636.2415,314636.2415
688589.SH,20260402,21.18,1.3025,0.95,149.66,3.2274,8.6008,307805.8011,307805.8011
688589.SH,20260401,21.74,1.1299,0.78,153.617,3.3127,8.8282,315944.1981,315944.1981
688589.SH,20260331,21.19,1.2948,0.78,149.7306,3.2289,8.6049,307951.1296,307951.1296
688589.SH,20260330,21.7,1.2606,0.61,153.3343,3.3066,8.812,315362.8841,315362.8841
688589.SH,20260327,21.79,1.3502,0.59,153.9703,3.3203,8.8485,316670.8407,316670.8407
688589.SH,20260326,21.45,1.8377,0.79,36.9625,3.2583,5.6799,311729.3129,311729.3129
688589.SH,20260325,22.23,1.5288,0.62,38.3066,3.3768,5.8864,323064.9243,323064.9243
688589.SH,20260324,22.01,2.3179,0.95,37.9275,3.3433,5.8282,319867.7006,319867.7006
688589.SH,20260323,21.16,3.2356,1.48,36.4628,3.2142,5.6031,307514.7907,307514.7907
688589.SH,20260320,22.65,2.4767,1.2,39.0303,3.4405,5.9976,329168.715,329168.715
688589.SH,20260319,23.3,2.0578,0.97,40.1504,3.5393,6.1697,338615.0578,338615.0578
688589.SH,20260318,24.05,2.2754,1.05,41.4428,3.6532,6.3683,349514.6842,349514.6842
688589.SH,20260317,23.1,2.1079,0.87,39.8058,3.5089,6.1168,335708.4908,335708.4908
688589.SH,20260316,23.9,2.0315,0.81,41.1843,3.6304,6.3286,347334.7589,347334.7589
688589.SH,20260313,23.44,1.8102,0.73,40.3916,3.5606,6.2068,340649.6547,340649.6547
688589.SH,20260312,23.85,2.4168,0.97,41.0982,3.6228,6.3154,346608.1171,346608.1171
688589.SH,20260311,24.5,2.4404,1.01,42.2182,3.7216,6.4875,356054.46,356054.46
688589.SH,20260310,24.86,3.4124,1.27,42.8386,3.7762,6.5828,361286.2806,361286.2806
688589.SH,20260309,23.73,2.3966,0.78,40.8914,3.6046,6.2836,344864.1769,344864.1769
688589.SH,20260306,23.8,1.7854,0.56,41.012,3.6152,6.3021,345881.4754,345881.4754
688589.SH,20260305,23.43,2.4003,0.68,40.3744,3.559,6.2042,340504.3264,340504.3264
688589.SH,20260304,22.82,2.1021,0.45,39.3233,3.4664,6.0426,331639.297,331639.297
688589.SH,20260303,22.89,4.7566,1.14,39.4439,3.477,6.0612,332656.5954,332656.5954
688589.SH,20260302,24.58,4.3311,1.16,42.3561,3.7337,6.5087,357217.0868,357217.0868
688589.SH,20260227,25.87,2.3774,0.64,44.579,3.9297,6.8503,375964.444,375964.444
688589.SH,20260226,26.13,4.1001,1.3,45.027,3.9692,6.9191,379742.9812,379742.9812
688589.SH,20260225,26.16,7.9458,4.13,45.0787,3.9737,6.9271,380178.9662,380178.9662
688589.SH,20260224,24.66,2.1199,1.1,42.4939,3.7459,6.5299,358379.7136,358379.7136
