ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
002869.SZ,20260615,18.56,1.6062,0.57,,1.6287,7.072,328354.2233,292351.9306
002869.SZ,20260612,18.24,1.86,0.63,,1.6006,6.95,322692.9436,287311.3801
002869.SZ,20260611,18.03,3.5644,1.1,,1.5822,6.87,318977.7288,284003.5188
002869.SZ,20260610,19.4,5.2037,1.78,,1.7024,7.392,343215.0825,305583.3758
002869.SZ,20260609,18.3,1.5785,0.54,,1.6059,6.9729,323754.4335,288256.4833
002869.SZ,20260608,18.18,1.9986,0.69,,1.5954,6.9272,321631.4536,286366.2769
002869.SZ,20260605,18.74,2.4845,0.87,,1.6445,7.1405,331538.6931,295187.2403
002869.SZ,20260604,19.36,4.9596,2.19,,1.6989,7.3768,342507.4226,304953.3069
002869.SZ,20260603,18.44,3.6291,1.92,,1.6182,7.0262,326231.2434,290461.7242
002869.SZ,20260602,17.88,1.6678,0.73,,1.569,6.8129,316324.0039,281640.7608
002869.SZ,20260601,18.06,1.7575,0.79,,1.5848,6.8814,319508.4737,284476.0704
002869.SZ,20260529,18.07,2.1947,1.07,,1.5857,6.8852,319685.3887,284633.5876
002869.SZ,20260528,18.53,2.0639,1.01,,1.6261,7.0605,327823.4783,291879.379
002869.SZ,20260527,18.13,1.7687,0.85,,1.591,6.9081,320746.8787,285578.6909
002869.SZ,20260526,18.44,3.5776,1.57,,1.6182,7.0262,326231.2434,290461.7242
002869.SZ,20260525,19.31,1.5015,0.6,,1.6945,7.3577,341622.8476,304165.7209
002869.SZ,20260522,19.71,1.3328,0.51,,1.7296,7.5101,348699.4473,310466.4091
002869.SZ,20260521,19.56,2.056,0.78,,1.7165,7.453,346045.7224,308103.651
002869.SZ,20260520,19.81,1.9729,0.71,,1.7384,7.5482,350468.5972,312041.5811
002869.SZ,20260519,20.42,4.5016,1.91,,1.7919,7.7807,361260.4116,321650.1306
002869.SZ,20260518,19.53,2.5539,1.03,,1.7138,7.4416,345514.9774,307631.0994
002869.SZ,20260515,19.48,2.0597,0.88,,1.7094,7.4225,344630.4025,306843.5134
002869.SZ,20260514,19.83,2.0623,0.85,,1.7401,7.5559,350822.4272,312356.6155
002869.SZ,20260513,20.47,2.7702,1.29,,1.7963,7.7997,362144.9866,322437.7166
002869.SZ,20260512,20.23,2.3632,1.23,,1.7752,7.7083,357899.0268,318657.3037
002869.SZ,20260511,20.83,3.1067,1.91,,1.8279,7.9369,368513.9263,328108.3359
002869.SZ,20260508,21.16,1.4605,0.8,,1.8569,8.0626,374352.121,333306.4037
002869.SZ,20260507,20.99,2.4723,1.42,,1.8419,7.9979,371344.5661,330628.6112
002869.SZ,20260506,21.19,1.3272,0.73,,1.8595,8.0741,374882.8659,333778.9553
002869.SZ,20260430,21.09,1.2397,0.64,,1.8507,8.036,373113.716,332203.7832
002869.SZ,20260429,21.29,1.6471,0.85,,1.8683,8.1122,376652.0158,335354.1273
002869.SZ,20260428,21.47,2.4295,1.36,,1.8841,8.1808,379836.4857,338189.437
002869.SZ,20260427,21.31,2.0359,1.13,47.8708,1.7616,6.3212,377005.8458,335671.3993
002869.SZ,20260424,21.22,1.7304,0.75,47.6686,1.7541,6.2945,375413.6109,334253.735
002869.SZ,20260423,20.98,1.8417,0.78,47.1295,1.7343,6.2233,371167.6511,330473.2969
002869.SZ,20260422,21.21,1.6046,0.65,47.6462,1.7533,6.2915,375236.6959,334096.2167
