ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
688618.SH,20260615,32.87,1.9949,1.06,100.6866,4.3867,10.1255,362180.1658,361727.2764
688618.SH,20260612,31.07,1.681,0.81,95.1729,4.1465,9.571,342346.7524,341918.6637
688618.SH,20260611,31.5,1.2508,0.55,96.4901,4.2039,9.7035,347084.7345,346650.7212
688618.SH,20260610,31.87,2.0899,0.87,97.6235,4.2533,9.8175,351161.6028,350722.4916
688618.SH,20260609,32.88,1.8222,0.72,100.7173,4.3881,10.1286,362290.3514,361837.3242
688618.SH,20260608,31.94,2.5836,1.04,97.8379,4.2626,9.839,351932.9022,351492.8265
688618.SH,20260605,34.21,2.6527,1.03,104.7913,4.5655,10.5383,376945.0402,376473.688
688618.SH,20260604,33.72,2.2826,0.85,103.2903,4.5002,10.3874,371545.9444,371081.3435
688618.SH,20260603,34.28,2.6484,0.89,105.0057,4.5749,10.5599,377716.3396,377244.0229
688618.SH,20260602,33.88,2.5483,0.76,103.7805,4.5215,10.4367,373308.9144,372842.109
688618.SH,20260601,34.42,2.2485,0.58,105.4346,4.5936,10.603,379258.9385,378784.6928
688618.SH,20260529,35.75,3.1288,0.82,109.5086,4.7711,11.0127,393913.6273,393421.0566
688618.SH,20260528,38.59,2.9224,0.71,118.208,5.1501,11.8876,425206.3462,424674.6454
688618.SH,20260527,37.48,4.027,1.03,114.8079,5.002,11.5456,412975.7412,412459.3343
688618.SH,20260526,38.7,4.3574,1.2,118.545,5.1648,11.9214,426418.3881,425885.1718
688618.SH,20260525,43.04,5.0582,1.62,131.8392,5.744,13.2584,474238.9515,473645.9378
688618.SH,20260522,39.31,2.7982,0.87,120.4135,5.2462,12.1094,433139.7115,432598.0905
688618.SH,20260521,38.83,4.2661,1.38,118.9432,5.1821,11.9615,427850.8013,427315.7938
688618.SH,20260520,42.51,2.9981,0.87,130.2157,5.6732,13.0951,468399.1131,467813.4018
688618.SH,20260519,42.8,3.0286,0.72,131.104,5.7119,13.1844,471594.4964,471004.7894
688618.SH,20260518,42.04,2.5,0.5,128.776,5.6105,12.9503,463220.3885,462641.153
688618.SH,20260515,42.16,3.2359,0.65,129.1436,5.6265,12.9873,464542.6161,463961.7272
688618.SH,20260514,42.65,3.6667,0.76,130.6445,5.6919,13.1382,469941.712,469354.0717
688618.SH,20260513,44.83,4.7501,1.06,137.3222,5.9829,13.8098,493962.1793,493344.5026
688618.SH,20260512,44.87,6.7687,1.77,137.4448,5.9882,13.8221,494402.9218,493784.694
688618.SH,20260511,46.8,6.8312,2.26,143.3567,6.2458,14.4166,515668.7484,515023.9286
688618.SH,20260508,39.0,2.9642,0.94,119.4639,5.2048,12.0139,429723.957,429186.6072
688618.SH,20260507,38.2,2.8661,0.78,117.0134,5.098,11.7674,420909.1066,420382.7794
688618.SH,20260506,36.41,2.9435,0.79,111.5303,4.8592,11.216,401185.8788,400684.2146
688618.SH,20260430,35.99,3.5219,0.96,110.2438,4.8031,11.0866,396558.0824,396062.205
688618.SH,20260429,36.56,2.8425,0.76,122.7261,4.7078,11.2891,402838.6633,402334.9323
688618.SH,20260428,36.78,3.5704,0.97,123.4646,4.7362,11.357,405262.7471,404755.9849
688618.SH,20260427,38.1,5.6029,1.55,127.8956,4.9061,11.7646,419807.2503,419282.3009
688618.SH,20260424,39.8,3.0623,0.7,133.6022,5.1251,12.2895,438538.8074,437990.435
688618.SH,20260423,39.54,3.2153,0.58,132.7295,5.0916,12.2092,435673.981,435129.191
688618.SH,20260422,40.4,3.3053,0.47,135.6163,5.2023,12.4748,445149.9452,444593.3059
688618.SH,20260421,40.7,3.1809,0.46,136.6234,5.2409,12.5674,448455.5141,447894.7414
688618.SH,20260420,41.55,5.2917,0.82,139.4767,5.3504,12.8299,457821.2927,457248.8084
688618.SH,20260417,41.95,6.9986,1.21,140.8194,5.4019,12.9534,462228.7179,461650.7224
688618.SH,20260416,41.21,9.1257,1.86,138.3354,5.3066,12.7249,454074.9812,453507.1816
688618.SH,20260415,39.37,10.3367,2.5,132.1588,5.0697,12.1567,433800.8253,433258.3776
688618.SH,20260414,34.96,3.1528,0.62,117.3551,4.5018,10.795,385208.9625,384727.2766
688618.SH,20260413,34.95,2.7382,0.48,117.3216,4.5005,10.7919,385098.7769,384617.2288
688618.SH,20260410,35.25,3.6819,0.59,118.3286,4.5392,10.8846,388404.3458,387918.6642
688618.SH,20260409,36.28,4.5895,0.8,121.7862,4.6718,11.2026,399753.4656,399253.5925
688618.SH,20260408,37.33,6.4703,1.27,125.3108,4.807,11.5268,411322.9568,410808.6166
688618.SH,20260407,37.89,7.9467,2.02,127.1907,4.8791,11.6997,417493.3521,416971.2961
688618.SH,20260403,36.2,6.0051,2.02,121.5176,4.6615,11.1779,398871.9806,398373.2098
688618.SH,20260402,36.44,6.2376,3.0,122.3233,4.6924,11.252,401516.4357,401014.3581
688618.SH,20260401,32.21,2.168,0.94,108.1238,4.1477,9.9459,354907.9142,354464.1184
688618.SH,20260331,31.72,3.211,1.44,106.479,4.0846,9.7946,349508.8184,349071.7739
688618.SH,20260330,30.62,2.0006,0.84,102.7864,3.9429,9.4549,337388.3991,336966.5106
688618.SH,20260327,29.21,1.2412,0.52,98.0533,3.7614,9.0195,321852.2252,321449.764
688618.SH,20260326,29.01,1.7661,0.81,97.3819,3.7356,8.9578,319648.5126,319248.807
688618.SH,20260325,30.13,3.2637,1.86,101.1416,3.8798,9.3036,331989.3032,331574.166
688618.SH,20260324,28.64,2.9059,2.04,96.1399,3.688,8.8435,315571.6443,315177.0367
688618.SH,20260323,27.11,2.7298,2.41,91.0039,3.491,8.3711,298713.2429,298339.7159
688618.SH,20260320,29.9,1.2025,1.07,100.3695,3.8502,9.2326,329455.0337,329043.0655
688618.SH,20260319,31.2,0.8306,0.65,104.7334,4.0176,9.634,343779.1656,343349.2858
688618.SH,20260318,32.09,1.1053,0.72,107.721,4.1322,9.9088,353585.6867,353143.5442
688618.SH,20260317,30.9,1.2434,0.76,103.7264,3.979,9.5414,340473.5967,340047.8503
688618.SH,20260316,32.24,1.2732,0.71,108.2245,4.1516,9.9551,355238.4711,354794.262
688618.SH,20260313,32.58,1.1746,0.67,109.3659,4.1953,10.0601,358984.7825,358535.8888
