ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
688159.SH,20260615,45.84,4.7544,1.18,155.7693,4.549,1.7707,425894.0309,425068.9109
688159.SH,20260612,43.29,4.3194,1.05,147.1042,4.296,1.6722,402202.2818,401423.0618
688159.SH,20260611,42.31,3.4637,0.83,143.774,4.1987,1.6343,393097.2174,392335.6374
688159.SH,20260610,43.35,3.7468,0.86,147.3081,4.3019,1.6745,402759.7347,401979.4347
688159.SH,20260609,43.75,3.5586,0.78,148.6673,4.3416,1.6899,406476.0875,405688.5875
688159.SH,20260608,42.13,4.9911,1.06,143.1624,4.1809,1.6273,391424.8587,390666.5187
688159.SH,20260605,45.37,4.7656,0.94,154.1722,4.5024,1.7525,421527.3163,420710.6563
688159.SH,20260604,45.08,3.8558,0.71,153.1868,4.4736,1.7413,418832.9606,418021.5206
688159.SH,20260603,45.6,4.6208,0.83,154.9538,4.5252,1.7614,423664.2192,422843.4192
688159.SH,20260602,46.23,4.5992,0.76,157.0946,4.5877,1.7857,429517.4749,428685.3349
688159.SH,20260601,47.4,5.6578,0.89,161.0704,4.7039,1.8309,440387.8068,439534.6068
688159.SH,20260529,46.89,6.6094,0.95,159.3374,4.6532,1.8112,435649.457,434805.437
688159.SH,20260528,51.04,5.6072,0.66,173.4395,5.0651,1.9715,474206.6173,473287.8973
688159.SH,20260527,50.4,5.4824,0.57,171.2647,5.0016,1.9468,468260.4528,467353.2528
688159.SH,20260526,52.59,6.9236,0.71,178.7066,5.2189,2.0314,488607.4844,487660.8644
688159.SH,20260525,55.38,7.1284,0.66,188.1873,5.4958,2.1392,514529.0452,513532.2052
688159.SH,20260522,55.57,9.7524,0.76,188.8329,5.5146,2.1465,516294.3127,515294.0527
688159.SH,20260521,53.64,12.9293,0.97,182.2746,5.3231,2.0719,498362.9105,497397.3905
688159.SH,20260520,60.13,11.5506,0.77,204.3283,5.9671,2.3226,558660.7347,557578.3947
688159.SH,20260519,63.15,7.7242,0.46,214.5906,6.2668,2.4393,586719.1983,585582.4983
688159.SH,20260518,63.36,11.9096,0.69,215.3042,6.2877,2.4474,588670.2835,587529.8035
688159.SH,20260515,63.75,19.786,1.37,216.6295,6.3264,2.4625,592293.7275,591146.2275
688159.SH,20260514,68.31,15.7032,1.27,232.1249,6.7789,2.6386,634660.1494,633430.5694
688159.SH,20260513,67.48,20.0404,1.93,229.3044,6.6965,2.6065,626948.7174,625734.0774
688159.SH,20260512,60.7,16.5144,1.83,206.2653,6.0237,2.3446,563956.5374,562863.9374
688159.SH,20260511,56.66,14.5488,2.17,192.5369,5.6228,2.1886,526421.3741,525401.4941
688159.SH,20260508,51.2,5.3915,0.88,173.9832,5.081,1.9777,475693.1584,474771.5584
688159.SH,20260507,51.05,5.5386,0.95,173.4735,5.0661,1.9719,474299.5261,473380.6261
688159.SH,20260506,51.06,10.0428,2.16,173.5075,5.0671,1.9723,474392.4349,473473.3549
688159.SH,20260430,47.99,9.5845,2.46,163.0753,4.7624,1.8537,445869.4272,445005.6072
