ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300101.SZ,20260615,16.7,1.6426,0.91,335.0442,5.3813,9.9299,948402.519,945184.9667
300101.SZ,20260612,16.44,2.3599,1.31,329.8279,5.2975,9.7753,933636.9708,930469.5122
300101.SZ,20260611,15.84,1.3784,0.75,317.7904,5.1042,9.4185,899562.6288,896510.7708
300101.SZ,20260610,16.08,1.2949,0.66,322.6054,5.1815,9.5612,913192.3656,910094.2674
300101.SZ,20260609,16.46,1.4821,0.69,330.2292,5.3039,9.7872,934772.7822,931601.4702
300101.SZ,20260608,16.13,2.4639,1.24,323.6086,5.1976,9.591,916031.8941,912924.1625
300101.SZ,20260605,16.97,2.3597,1.15,340.4611,5.4683,10.0904,963735.9729,960466.4003
300101.SZ,20260604,16.75,1.5439,0.72,336.0473,5.3974,9.9596,951242.0475,948014.8619
300101.SZ,20260603,16.85,2.0187,0.89,338.0536,5.4296,10.0191,956921.1045,953674.6521
300101.SZ,20260602,16.73,2.2791,0.91,335.6461,5.3909,9.9477,950106.2361,946882.9038
300101.SZ,20260601,17.11,1.747,0.67,343.2698,5.5134,10.1737,971686.6527,968390.1066
300101.SZ,20260529,17.23,2.6674,1.08,345.6773,5.5521,10.245,978501.5211,975181.8549
300101.SZ,20260528,18.19,2.0404,0.72,364.9374,5.8614,10.8159,1033020.4683,1029515.841
300101.SZ,20260527,18.0,2.5996,0.81,361.1255,5.8002,10.7029,1022230.26,1018762.2396
300101.SZ,20260526,18.24,3.4555,1.12,365.9405,5.8775,10.8456,1035859.9968,1032345.7361
300101.SZ,20260525,19.19,2.2674,0.75,384.9999,6.1836,11.4105,1089811.0383,1086113.7432
300101.SZ,20260522,19.26,1.9668,0.6,386.4043,6.2062,11.4521,1093786.3782,1090075.5964
300101.SZ,20260521,19.2,3.8133,1.22,385.2005,6.1869,11.4164,1090378.944,1086679.7222
300101.SZ,20260520,20.32,4.4792,1.64,407.6705,6.5478,12.0824,1153984.3824,1150069.3727
300101.SZ,20260519,20.41,2.9575,1.11,409.4762,6.5768,12.1359,1159095.5337,1155163.1839
300101.SZ,20260518,20.21,1.8454,0.63,405.4637,6.5123,12.017,1147737.4197,1143843.6035
300101.SZ,20260515,20.3,3.3762,1.15,407.2693,6.5413,12.0705,1152848.571,1148937.4147
300101.SZ,20260514,20.07,2.9316,0.97,402.6549,6.4672,11.9337,1139786.7399,1135919.8972
300101.SZ,20260513,21.19,2.5095,0.7,425.1249,6.8281,12.5997,1203392.1783,1199309.5476
300101.SZ,20260512,20.94,2.6716,0.71,420.1093,6.7475,12.451,1189194.5358,1185160.0721
300101.SZ,20260511,21.64,3.1441,0.73,434.1531,6.9731,12.8672,1228947.9348,1224778.6036
300101.SZ,20260508,21.58,3.3832,0.77,432.9493,6.9538,12.8316,1225540.5006,1221382.7295
300101.SZ,20260507,21.3,3.3787,0.77,427.3318,6.8635,12.6651,1209639.141,1205535.3169
300101.SZ,20260506,20.74,5.4206,1.37,416.0968,6.6831,12.3321,1177836.4218,1173840.4916
300101.SZ,20260430,19.59,3.4965,0.83,393.0249,6.3125,11.6483,1112527.2663,1108752.9041
300101.SZ,20260429,19.67,5.8066,1.38,394.6299,6.3383,11.6959,1117070.5119,1113280.7363
300101.SZ,20260428,21.2,3.9049,0.74,425.3256,6.8366,12.6056,1203960.084,1199875.5266
300101.SZ,20260427,22.38,3.2874,0.61,317.7425,6.8945,15.9452,1270972.9566,1266805.1628
300101.SZ,20260424,22.03,3.3239,0.63,312.7733,6.7867,15.6959,1251096.2571,1246993.6432
