ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300098.SZ,20260615,5.04,2.1498,0.81,,3.3081,4.4037,875842.2666,777038.5738
300098.SZ,20260612,4.96,2.3559,0.84,,3.2556,4.3338,861940.0084,764704.6282
300098.SZ,20260611,4.9,2.6606,0.94,,3.2162,4.2814,851513.3148,755454.169
300098.SZ,20260610,5.1,2.4906,0.87,,3.3475,4.4562,886268.9603,786289.033
300098.SZ,20260609,5.24,2.6676,0.96,,3.4394,4.5785,910597.9121,807873.4378
300098.SZ,20260608,5.17,3.0182,1.13,,3.3934,4.5173,898433.4362,797081.2354
300098.SZ,20260605,5.26,3.2241,1.14,,3.4525,4.596,914073.4767,810956.9243
300098.SZ,20260604,5.16,2.688,0.91,,3.3868,4.5086,896695.6539,795539.4922
300098.SZ,20260603,5.3,2.6586,0.81,,3.4787,4.6309,921024.6058,817123.8971
300098.SZ,20260602,5.36,2.3011,0.65,,3.5181,4.6833,931451.2994,826374.3563
300098.SZ,20260601,5.39,2.5116,0.68,,3.5378,4.7095,936664.6462,830999.5859
300098.SZ,20260529,5.31,3.9229,1.12,,3.4853,4.6396,922762.388,818665.6403
300098.SZ,20260528,5.67,3.4481,0.93,,3.7216,4.9542,985322.5499,874168.3955
300098.SZ,20260527,5.63,4.2535,1.18,,3.6953,4.9192,978371.4208,868001.4227
300098.SZ,20260526,5.7,3.4397,0.94,,3.7413,4.9804,990535.8968,878793.6251
300098.SZ,20260525,5.83,3.3248,0.91,,3.8266,5.094,1013127.0663,898836.2868
300098.SZ,20260522,5.82,3.0041,0.77,,3.82,5.0853,1011389.2841,897294.5436
300098.SZ,20260521,5.73,4.4718,1.06,,3.761,5.0066,995749.2436,883418.8547
300098.SZ,20260520,5.91,3.8197,0.83,,3.8791,5.1639,1027029.3245,911170.2324
300098.SZ,20260519,6.0,3.623,0.65,,3.9382,5.2425,1042669.365,925045.9212
300098.SZ,20260518,5.91,3.3206,0.54,,3.8791,5.1639,1027029.3245,911170.2324
300098.SZ,20260515,5.9,4.3698,0.71,,3.8726,5.1552,1025291.5423,909628.4892
300098.SZ,20260514,5.88,6.0309,1.0,,3.8594,5.1377,1021815.9777,906545.0028
300098.SZ,20260513,6.11,5.8049,0.96,,4.0104,5.3387,1061784.97,942005.0964
300098.SZ,20260512,6.21,8.4009,1.52,,4.076,5.426,1079162.7928,957422.5284
300098.SZ,20260511,6.0,6.1353,0.98,,3.9382,5.2425,1042669.365,925045.9212
300098.SZ,20260508,5.86,4.4237,0.76,,3.8463,5.1202,1018340.4132,903461.5164
300098.SZ,20260507,5.85,5.5381,1.08,,3.8397,5.1115,1016602.6309,901919.7732
300098.SZ,20260506,5.71,5.6354,1.3,,3.7478,4.9892,992273.679,880335.3683
300098.SZ,20260430,5.51,5.8484,1.62,,3.6166,4.8144,957518.0335,849500.5043
300098.SZ,20260429,5.56,9.7142,4.76,,3.6494,4.8581,966206.9449,857209.2203
300098.SZ,20260428,5.08,2.1884,1.03,,3.3636,4.4387,882793.3957,783205.5466
