ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300638.SZ,20260615,20.38,2.0984,0.78,52.8095,3.0357,2.6228,1832703.7901,1081054.418
300638.SZ,20260612,19.69,2.4519,0.88,51.0215,2.9329,2.534,1770654.4468,1044453.4588
300638.SZ,20260611,19.4,3.083,1.16,50.2701,2.8897,2.4967,1744575.7374,1029070.447
300638.SZ,20260610,20.49,2.8064,1.02,53.0945,3.0521,2.6369,1842595.7144,1086889.3535
300638.SZ,20260609,21.58,2.4921,0.85,55.919,3.2145,2.7772,1940615.6914,1144708.2601
300638.SZ,20260608,21.83,2.6166,0.7,56.5668,3.1425,2.8094,1963097.3375,1157969.4772
300638.SZ,20260605,22.73,2.9297,0.75,58.8989,3.272,2.9252,2044031.2634,1205709.8587
300638.SZ,20260604,22.36,2.4678,0.58,57.9401,3.2188,2.8776,2010758.4272,1186083.2574
300638.SZ,20260603,23.02,3.2802,0.7,59.6504,3.3138,2.9625,2070109.9729,1221092.8706
300638.SZ,20260602,22.83,3.4473,0.74,59.158,3.2864,2.9381,2053023.9219,1211014.3456
300638.SZ,20260601,23.28,6.4614,1.64,60.3241,3.3512,2.996,2093490.8848,1234884.5364
300638.SZ,20260529,21.35,3.8351,1.04,55.323,3.0734,2.7476,1919932.5769,1132507.9403
300638.SZ,20260528,22.82,4.2184,1.18,59.1321,3.285,2.9368,2052124.656,1210483.8969
300638.SZ,20260527,23.06,5.3109,1.61,59.754,3.3195,2.9677,2073707.0363,1223214.6653
300638.SZ,20260526,23.53,3.419,0.95,60.9719,3.3872,3.0282,2115972.5309,1248145.7535
300638.SZ,20260525,23.25,2.9237,0.73,60.2463,3.3469,2.9921,2090793.0873,1233293.1903
300638.SZ,20260522,23.46,2.6092,0.58,60.7905,3.3771,3.0192,2109677.67,1244432.6127
300638.SZ,20260521,23.36,3.5732,0.77,60.5314,3.3627,3.0063,2100685.0116,1239128.1258
300638.SZ,20260520,24.16,3.9902,0.78,62.6044,3.4779,3.1093,2172626.2791,1281564.0205
300638.SZ,20260519,25.18,4.8385,1.02,65.2474,3.6247,3.2405,2264351.3952,1335669.7863
300638.SZ,20260518,24.75,5.0891,1.11,64.1332,3.5628,3.1852,2225682.9639,1312860.4929
300638.SZ,20260515,24.29,4.9711,1.19,62.9412,3.4966,3.126,2184316.7351,1288459.8534
300638.SZ,20260514,24.07,4.2222,1.04,62.3712,3.4649,3.0977,2164532.8865,1276789.9824
300638.SZ,20260513,24.8,6.3419,1.82,64.2628,3.57,3.1916,2230179.2931,1315512.7363
300638.SZ,20260512,23.42,3.0465,0.9,60.6869,3.3714,3.014,2106080.6066,1242310.8179
300638.SZ,20260511,23.92,4.2511,1.42,61.9825,3.4433,3.0784,2151043.8988,1268833.2521
300638.SZ,20260508,23.51,2.9776,1.01,60.9201,3.3843,3.0256,2114173.9992,1247084.8561
300638.SZ,20260507,23.41,3.6278,1.21,60.6609,3.3699,3.0127,2105181.3408,1241780.3692
300638.SZ,20260506,22.61,3.5626,0.9,58.588,3.2548,2.9098,2033240.0733,1199344.4745
300638.SZ,20260430,22.45,2.4713,0.61,58.1734,3.2317,2.8892,2018851.8198,1190857.2956
300638.SZ,20260429,22.5,2.3636,0.56,58.3029,3.2389,2.8956,2023348.149,1193509.539
300638.SZ,20260428,22.55,2.6978,0.66,58.4325,3.2461,2.9021,2027844.4782,1196161.7824
