ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
002151.SZ,20260615,33.63,3.0778,0.95,,3.7756,8.2519,1825809.4004,1489187.2217
002151.SZ,20260612,33.76,3.5077,0.99,,3.7902,8.2838,1832867.2423,1494943.8181
002151.SZ,20260611,33.0,2.3984,0.69,,3.7049,8.0973,1791606.0129,1461289.8696
002151.SZ,20260610,33.02,2.6269,0.71,,3.7072,8.1022,1792691.8347,1462175.4998
002151.SZ,20260609,33.9,3.3974,0.93,,3.8059,8.3181,1840467.9951,1501143.2297
002151.SZ,20260608,33.12,4.295,1.29,,3.7184,8.1267,1798120.9439,1466603.6509
002151.SZ,20260605,34.94,5.0606,1.52,,3.9227,8.5733,1896930.73,1547196.0013
002151.SZ,20260604,34.15,2.1161,0.61,,3.834,8.3795,1854040.7679,1512213.6075
002151.SZ,20260603,34.38,3.6849,1.08,,3.8598,8.4359,1866527.7189,1522398.3551
002151.SZ,20260602,33.68,3.0722,0.88,,3.7812,8.2641,1828523.955,1491401.2972
002151.SZ,20260601,34.1,2.7492,0.78,,3.8284,8.3672,1851326.2133,1509999.5319
002151.SZ,20260529,34.14,5.0587,1.62,,3.8329,8.377,1853497.857,1511770.7924
002151.SZ,20260528,36.81,2.7964,0.82,,4.1327,9.0321,1998455.0708,1630002.4273
002151.SZ,20260527,36.8,3.3178,0.98,,4.1315,9.0297,1997912.1598,1629559.6122
002151.SZ,20260526,37.67,3.5822,1.1,,4.2292,9.2432,2045145.4093,1668084.5269
002151.SZ,20260525,38.95,2.9594,0.88,,4.3729,9.5572,2114638.0061,1724764.8612
002151.SZ,20260522,38.87,2.9424,0.79,,4.3639,9.5376,2110294.7188,1721222.3403
002151.SZ,20260521,38.28,4.1468,1.05,,4.2977,9.3928,2078262.975,1695096.2487
002151.SZ,20260520,39.67,3.2169,0.76,,4.4537,9.7339,2153727.5919,1756647.5493
002151.SZ,20260519,40.55,3.0092,0.62,,4.5525,9.9498,2201503.7522,1795615.2792
002151.SZ,20260518,40.84,3.4266,0.61,,4.5851,10.021,2217248.1687,1808456.9174
002151.SZ,20260515,40.18,4.924,0.79,,4.511,9.859,2181416.0484,1779231.12
002151.SZ,20260514,41.14,5.1285,0.72,,4.6188,10.0946,2233535.4961,1821741.3708
002151.SZ,20260513,43.32,4.7301,0.62,,4.8635,10.6295,2351890.0751,1918275.0652
002151.SZ,20260512,42.94,6.0738,0.8,,4.8209,10.5363,2331259.4604,1901448.0909
002151.SZ,20260511,44.35,7.3853,1.06,,4.9792,10.8823,2407809.8992,1963885.0217
002151.SZ,20260508,44.05,7.8022,1.23,,4.9455,10.8086,2391522.5718,1950600.5684
002151.SZ,20260507,44.05,9.6421,1.63,,4.9455,10.8086,2391522.5718,1950600.5684
002151.SZ,20260506,42.0,7.4274,1.43,,4.7153,10.3056,2280225.8346,1859823.4704
002151.SZ,20260430,40.9,5.5991,1.14,,4.5918,10.0357,2220505.6342,1811113.8081
002151.SZ,20260429,39.96,4.4602,0.93,,4.4863,9.8051,2169472.0083,1769489.1876
002151.SZ,20260428,39.3,4.495,0.93,,4.4122,9.6431,2133639.8881,1740263.3902
002151.SZ,20260427,40.21,7.6803,1.58,,4.5144,9.8664,2183044.7812,1780559.5654
002151.SZ,20260424,38.08,3.7006,0.8,,4.275,9.3438,2067404.7567,1686239.9465
002151.SZ,20260423,39.33,4.1598,0.96,,4.4154,9.6505,2135268.6208,1741591.8355
002151.SZ,20260422,39.99,3.9247,0.89,,4.4895,9.8124,2171100.7411,1770817.6329
002151.SZ,20260421,39.77,4.7975,1.12,,4.4648,9.7584,2159156.701,1761075.7004
002151.SZ,20260420,40.12,7.6594,2.29,,4.5041,9.8443,2178158.583,1776574.2293
002151.SZ,20260417,38.48,2.5089,0.73,,4.3199,9.4419,2089121.1932,1703952.551
002151.SZ,20260416,38.38,2.8792,0.82,,4.3087,9.4174,2083692.0841,1699524.3999
002151.SZ,20260415,38.2,4.1509,1.17,,4.2885,9.3732,2073919.6877,1691553.7278
002151.SZ,20260414,38.47,4.2028,1.28,,4.3188,9.4395,2088578.2823,1703509.7359
002151.SZ,20260413,37.68,2.9586,0.88,,4.2301,9.2456,2045688.3202,1668527.342
002151.SZ,20260410,37.79,2.9851,0.87,,4.2425,9.2726,2051660.3402,1673398.3082
002151.SZ,20260409,37.74,3.1549,0.89,,4.2369,9.2603,2048945.7857,1671184.2327
002151.SZ,20260408,38.29,4.4608,1.19,,4.2986,9.3953,2078805.8859,1695539.0638
002151.SZ,20260407,36.31,2.9117,0.7,,4.0763,8.9095,1971309.5251,1607861.6717
002151.SZ,20260403,35.78,3.3644,0.77,,4.0168,8.7794,1942535.2467,1584392.4707
002151.SZ,20260402,36.66,3.1876,0.64,,4.1156,8.9953,1990311.4071,1623360.2006
