ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300310.SZ,20260615,4.73,3.0199,0.8,380.8839,2.2105,1.6638,417024.4852,327019.2606
300310.SZ,20260612,4.61,3.7239,0.92,371.2209,2.1544,1.6216,406444.5828,318722.7889
300310.SZ,20260611,4.55,4.0618,0.96,366.3894,2.1264,1.6005,401154.6316,314574.553
300310.SZ,20260610,4.75,4.21,1.0,382.4944,2.2199,1.6709,418787.8022,328402.0059
300310.SZ,20260609,4.87,3.063,0.67,392.1574,2.2759,1.7131,429367.7046,336698.4776
300310.SZ,20260608,4.79,3.9008,0.83,385.7154,2.2386,1.6849,422314.4363,331167.4965
300310.SZ,20260605,4.98,5.0166,0.93,401.0152,2.3274,1.7518,439065.9484,344303.5767
300310.SZ,20260604,4.88,4.98,0.83,392.9627,2.2806,1.7166,430249.3631,337389.8503
300310.SZ,20260603,5.08,4.0429,0.57,409.0677,2.3741,1.7869,447882.5337,351217.3032
300310.SZ,20260602,5.15,4.7919,0.58,414.7045,2.4068,1.8116,454054.1435,356056.9117
300310.SZ,20260601,5.35,4.7467,0.48,430.8095,2.5003,1.8819,471687.3141,369884.3645
300310.SZ,20260529,5.31,8.3675,0.73,427.5885,2.4816,1.8678,468160.68,367118.874
300310.SZ,20260528,5.81,7.929,0.56,467.8511,2.7152,2.0437,512243.6065,401687.5062
300310.SZ,20260527,5.97,9.544,0.71,480.7351,2.79,2.1,526350.143,412749.4685
300310.SZ,20260526,6.26,10.6591,0.85,504.0874,2.9256,2.202,551918.2404,432799.2751
300310.SZ,20260525,6.3,13.1463,1.2,507.3084,2.9442,2.2161,555444.8745,435564.7657
300310.SZ,20260522,6.14,15.7067,1.7,494.4244,2.8695,2.1598,541338.338,424502.8034
300310.SZ,20260521,6.4,21.9889,3.35,515.3609,2.991,2.2513,564261.4598,442478.4922
300310.SZ,20260520,6.03,6.1458,0.75,485.5666,2.8181,2.1211,531640.0942,416897.7043
300310.SZ,20260519,6.16,5.7539,0.55,496.0349,2.8788,2.1668,543101.6551,425885.5487
300310.SZ,20260518,6.04,5.2587,0.51,486.3719,2.8227,2.1246,532521.7527,417589.077
300310.SZ,20260515,5.89,6.9806,0.73,474.2931,2.7526,2.0719,519296.8748,407218.4873
300310.SZ,20260514,6.08,8.6913,1.02,489.5929,2.8414,2.1387,536048.3868,420354.5676
300310.SZ,20260513,6.32,14.0775,2.15,508.9189,2.9536,2.2231,557208.1916,436947.511
300310.SZ,20260512,6.36,17.4772,4.78,512.1399,2.9723,2.2372,560734.8257,439713.0016
300310.SZ,20260511,5.93,3.8611,1.11,477.5141,2.7713,2.0859,522823.5089,409983.9779
300310.SZ,20260508,5.95,3.6776,1.05,479.1246,2.7807,2.093,524586.8259,411366.7232
300310.SZ,20260507,5.88,3.5774,0.96,473.4878,2.748,2.0684,518415.2162,406527.1147
300310.SZ,20260506,5.82,4.0821,0.99,468.6563,2.7199,2.0472,513125.265,402378.8788
300310.SZ,20260430,5.72,3.0884,0.53,460.6038,2.6732,2.0121,504308.6797,395465.1524
300310.SZ,20260429,5.78,2.9857,0.48,465.4353,2.7012,2.0332,509598.6309,399613.3882
300310.SZ,20260428,5.7,3.7611,0.61,458.9933,2.6638,2.005,502545.3627,394082.4071
300310.SZ,20260427,5.88,4.8083,0.81,473.4878,2.748,2.0684,518415.2162,406527.1147
300310.SZ,20260424,5.83,6.0523,1.02,469.4616,2.7246,2.0508,514006.9236,403070.2515
300310.SZ,20260423,5.9,11.5158,2.38,475.0983,2.7573,2.0754,520178.5333,407909.86
300310.SZ,20260422,6.45,5.148,1.14,519.3872,2.9804,2.2689,568669.7525,445935.3554
300310.SZ,20260421,6.3,3.2091,0.7,507.3084,2.9111,2.2161,555444.8745,435564.7657
300310.SZ,20260420,6.39,3.9014,0.9,514.5557,2.9527,2.2477,563379.8013,441787.1195
300310.SZ,20260417,6.38,5.8551,1.51,513.7504,2.9481,2.2442,562498.1428,441095.7469
300310.SZ,20260416,6.33,6.1004,1.75,509.7241,2.925,2.2266,558089.8501,437638.8837
300310.SZ,20260415,6.16,3.4192,0.85,496.0349,2.8464,2.1668,543101.6551,425885.5487
300310.SZ,20260414,6.27,3.6839,0.95,504.8926,2.8972,2.2055,552799.8989,433490.6478
300310.SZ,20260413,6.18,2.6359,0.63,497.6454,2.8557,2.1739,544864.9722,427268.294
300310.SZ,20260410,6.15,3.5452,0.86,495.2296,2.8418,2.1633,542219.9966,425194.1761
300310.SZ,20260409,6.14,4.1682,0.99,494.4244,2.8372,2.1598,541338.338,424502.8034
300310.SZ,20260408,6.28,6.0686,1.51,505.6979,2.9019,2.2091,553681.5575,434182.0204
300310.SZ,20260407,5.88,3.0158,0.71,473.4878,2.717,2.0684,518415.2162,406527.1147
300310.SZ,20260403,5.87,4.0613,0.95,472.6826,2.7124,2.0648,517533.5577,405835.742
300310.SZ,20260402,5.91,3.3397,0.7,475.9036,2.7309,2.0789,521060.1918,408601.2326
300310.SZ,20260401,6.05,4.4785,0.91,487.1771,2.7956,2.1281,533403.4113,418280.4496
300310.SZ,20260331,5.89,5.1343,1.03,474.2931,2.7216,2.0719,519296.8748,407218.4873
300310.SZ,20260330,5.92,4.3408,0.77,,2.7361,2.0858,521941.8504,409599.144
300310.SZ,20260327,5.86,3.9785,0.67,,2.7084,2.0647,516651.8992,405447.8014
300310.SZ,20260326,5.84,5.9956,1.07,,2.6991,2.0576,514888.5821,404064.0205
300310.SZ,20260325,6.17,5.1779,0.87,,2.8517,2.1739,543983.3136,426896.4052
300310.SZ,20260324,6.06,5.3995,0.92,,2.8008,2.1351,534285.0698,419285.6103
300310.SZ,20260323,5.9,7.6308,1.45,,2.7269,2.0788,520178.5333,408215.3631
300310.SZ,20260320,6.41,5.4232,1.04,,2.9626,2.2585,565143.1184,443501.7759
300310.SZ,20260319,6.72,4.4642,0.79,,3.1059,2.3677,592474.5328,464950.3797
300310.SZ,20260318,6.86,6.9094,1.02,,3.1706,2.417,604817.7523,474636.846
300310.SZ,20260317,6.49,4.9524,0.56,,2.9996,2.2866,572196.3866,449036.8995
300310.SZ,20260316,6.78,4.6085,0.52,,3.1336,2.3888,597764.484,469101.7224
300310.SZ,20260313,6.67,5.1962,0.62,,3.0827,2.3501,588066.2402,461490.9275
300310.SZ,20260312,6.87,6.6414,0.83,,3.1752,2.4205,605699.4108,475328.7364
300310.SZ,20260311,7.09,12.4987,1.99,,3.2769,2.498,625095.8985,490550.3262
300310.SZ,20260310,7.02,14.9809,3.19,,3.2445,2.4734,618924.2888,485707.0931
300310.SZ,20260309,6.51,4.7161,0.92,,3.0088,2.2937,573959.7037,450420.6803
300310.SZ,20260306,6.47,3.3915,0.63,,2.9903,2.2796,570433.0696,447653.1186
300310.SZ,20260305,6.47,4.3181,0.74,,2.9903,2.2796,570433.0696,447653.1186
300310.SZ,20260304,6.26,4.067,0.68,,2.8933,2.2056,551918.2404,433123.4192
300310.SZ,20260303,6.33,7.0222,1.24,,2.9256,2.2303,558089.8501,437966.6523
300310.SZ,20260302,6.69,6.7459,1.28,,3.092,2.3571,589829.5572,462874.7084
300310.SZ,20260227,7.09,4.8575,0.95,,3.2769,2.498,625095.8985,490550.3262
300310.SZ,20260226,7.1,6.3026,1.31,,3.2815,2.5016,625977.557,491242.2167
300310.SZ,20260225,6.98,5.1689,1.01,,3.226,2.4593,615397.6546,482939.5313
300310.SZ,20260224,7.01,5.3468,1.01,,3.2399,2.4698,618042.6302,485015.2026
300310.SZ,20260213,7.01,4.7528,0.94,,3.2399,2.4698,618042.6302,485015.2026
300310.SZ,20260212,7.01,4.0111,0.81,,3.2399,2.4698,618042.6302,485015.2026
300310.SZ,20260211,7.0,4.8298,0.98,,3.2353,2.4663,617160.9717,484323.3122
300310.SZ,20260210,7.06,6.6042,1.37,,3.263,2.4875,622450.9229,488474.6549
300310.SZ,20260209,7.04,6.1762,1.34,,3.2538,2.4804,620687.6058,487090.874
300310.SZ,20260206,6.74,3.6397,0.75,,3.1151,2.3747,594237.8499,466334.1606
300310.SZ,20260205,6.81,3.4945,0.67,,3.1475,2.3994,600409.4596,471177.3937
300310.SZ,20260204,6.85,4.7656,0.93,,3.1659,2.4135,603936.0937,473944.9555
300310.SZ,20260203,6.92,5.9691,1.21,,3.1983,2.4381,610107.7035,478788.1886
300310.SZ,20260202,6.61,5.1618,0.91,,3.055,2.3289,582776.289,457339.5848
300310.SZ,20260130,6.55,4.8183,0.66,,3.0273,2.3078,577486.3378,453188.2421
300310.SZ,20260129,6.7,5.4894,0.71,,3.0966,2.3606,590711.2158,463566.5988
300310.SZ,20260128,6.73,4.3089,0.56,,3.1105,2.3712,593356.1914,465642.2702
300310.SZ,20260127,6.78,4.82,0.6,,3.1336,2.3888,597764.484,469101.7224
300310.SZ,20260126,6.86,8.8514,1.25,,3.1706,2.417,604817.7523,474636.846
300310.SZ,20260123,7.06,13.0603,2.27,,3.263,2.4875,622450.9229,488474.6549
300310.SZ,20260122,6.71,7.5943,1.29,,3.1012,2.3641,591592.8743,464258.4893
300310.SZ,20260121,6.47,4.133,0.57,,2.9903,2.2796,570433.0696,447653.1186
300310.SZ,20260120,6.43,6.4542,0.78,,2.9718,2.2655,566906.4354,444885.5568
300310.SZ,20260119,6.46,4.3031,0.4,,2.9857,2.2761,569551.411,446961.2281
300310.SZ,20260116,6.5,6.2392,0.5,,3.0042,2.2902,573078.0452,449728.7899
300310.SZ,20260115,6.7,8.3183,0.68,,3.0966,2.3606,590711.2158,463566.5988
300310.SZ,20260114,6.95,10.7208,0.91,,3.2122,2.4487,612752.679,480863.86
300310.SZ,20260113,6.85,11.8616,0.98,,3.1659,2.4135,603936.0937,473944.9555
300310.SZ,20260112,7.07,16.4142,1.61,,3.2676,2.491,623332.5814,489166.5453
300310.SZ,20260109,6.75,15.4583,2.0,,3.1197,2.3782,595119.5084,467026.0511
300310.SZ,20260108,6.49,6.395,0.91,,2.9996,2.2866,572196.3866,449036.8995
300310.SZ,20260107,6.34,8.7004,1.53,,2.9302,2.2338,558971.5087,438658.5428
300310.SZ,20260106,6.53,13.7958,3.86,,3.018,2.3007,575723.0207,451804.4612
300310.SZ,20260105,6.15,6.7605,2.4,,2.8424,2.1668,542219.9966,425512.6243
300310.SZ,20251231,5.91,3.0433,1.13,,2.7315,2.0823,521060.1918,408907.2536
300310.SZ,20251230,5.9,2.7376,0.9,,2.7269,2.0788,520178.5333,408215.3631
300310.SZ,20251229,5.98,2.1828,0.65,,2.7638,2.1069,527231.8015,413750.4867
300310.SZ,20251226,6.02,3.1643,0.91,,2.7823,2.121,530758.4357,416518.0485
300310.SZ,20251225,6.05,2.9304,0.8,,2.7962,2.1316,533403.4113,418593.7198
300310.SZ,20251224,5.95,2.4364,0.56,,2.75,2.0964,524586.8259,411674.8154
300310.SZ,20251223,5.88,4.5299,0.87,,2.7176,2.0717,518415.2162,406831.5822
300310.SZ,20251222,6.07,3.7601,0.74,,2.8054,2.1387,535166.7283,419977.5007
300310.SZ,20251219,6.12,3.6816,0.74,,2.8285,2.1563,539575.021,423436.953
300310.SZ,20251218,5.98,3.8743,0.79,,2.7638,2.1069,527231.8015,413750.4867
300310.SZ,20251217,6.02,6.0381,1.36,,2.7823,2.121,530758.4357,416518.0485
300310.SZ,20251216,6.13,8.6496,2.49,,2.8332,2.1598,540456.6795,424128.8434
300310.SZ,20251215,5.98,3.1334,0.74,,2.7638,2.1069,527231.8015,413750.4867
300310.SZ,20251212,6.04,3.1661,0.68,,2.7916,2.1281,532521.7527,417901.8294
300310.SZ,20251211,6.12,3.4381,0.67,,2.8285,2.1563,539575.021,423436.953
300310.SZ,20251210,6.33,3.7924,0.69,,2.9256,2.2303,558089.8501,437966.6523
300310.SZ,20251209,6.41,3.8163,0.67,,2.9626,2.2585,565143.1184,443501.7759
300310.SZ,20251208,6.46,7.0986,1.21,,2.9857,2.2761,569551.411,446961.2281
300310.SZ,20251205,6.27,5.1346,0.83,,2.8979,2.2091,552799.8989,433815.3096
300310.SZ,20251204,6.05,5.9609,0.89,,2.7962,2.1316,533403.4113,418593.7198
300310.SZ,20251203,6.32,5.4498,0.66,,2.921,2.2267,557208.1916,437274.7619
300310.SZ,20251202,6.54,4.9604,0.57,,3.0227,2.3043,576604.6793,452496.3517
300310.SZ,20251201,6.61,7.8873,0.9,,3.055,2.3289,582776.289,457339.5848
300310.SZ,20251128,6.49,6.5919,0.72,,2.9996,2.2866,572196.3866,449036.8995
300310.SZ,20251127,6.36,8.7654,0.88,,2.9395,2.2408,560734.8257,440042.3237
300310.SZ,20251126,6.61,13.071,1.64,,3.055,2.3289,582776.289,457339.5848
300310.SZ,20251125,6.36,7.382,1.04,,2.9395,2.2408,560734.8257,440042.3237
300310.SZ,20251124,6.33,7.8525,1.22,,2.9256,2.2303,558089.8501,437966.6523
300310.SZ,20251121,6.26,9.026,1.78,,2.8933,2.2056,551918.2404,433123.4192
