ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
301608.SZ,20260615,51.1,3.5218,1.18,28.8665,3.102,3.9588,677560.961,304077.4638
301608.SZ,20260612,48.89,2.251,0.71,27.618,2.9678,3.7876,648257.4439,290926.5598
301608.SZ,20260611,48.6,2.4683,0.8,27.4542,2.9502,3.7652,644412.186,289200.8756
301608.SZ,20260610,49.54,3.1069,1.0,27.9852,3.0073,3.838,656876.1254,294794.4728
301608.SZ,20260609,50.5,2.9481,0.96,28.5275,3.0656,3.9123,669605.255,300507.0827
301608.SZ,20260608,50.1,4.2113,1.4,28.3016,3.0413,3.8814,664301.451,298126.8285
301608.SZ,20260605,54.0,3.0609,1.0,30.5047,3.278,4.1835,716013.54,321334.3062
301608.SZ,20260604,54.03,2.077,0.62,30.5216,3.2799,4.1858,716411.3253,321512.8253
301608.SZ,20260603,54.26,3.3011,0.9,30.6515,3.2938,4.2036,719461.0126,322881.4714
301608.SZ,20260602,54.22,2.7699,0.74,30.6289,3.2914,4.2005,718930.6322,322643.446
301608.SZ,20260601,54.86,3.8407,1.05,30.9905,3.3302,4.2501,727416.7186,326451.8526
301608.SZ,20260529,54.68,3.2838,0.91,30.8888,3.3193,4.2362,725030.0068,325380.7382
301608.SZ,20260528,58.07,3.4321,0.9,32.8038,3.5251,4.4988,769979.7457,345553.3919
301608.SZ,20260527,58.3,5.107,1.49,32.9337,3.5391,4.5166,773029.433,346922.038
301608.SZ,20260526,62.23,3.0231,0.93,35.1538,3.7776,4.8211,825139.3073,370308.0347
301608.SZ,20260525,64.66,3.5142,1.17,36.5265,3.9251,5.0094,857359.9166,384768.0785
301608.SZ,20260522,63.73,3.0463,1.05,36.0012,3.8687,4.9373,845028.5723,379233.9877
301608.SZ,20260521,63.33,4.3561,1.66,35.7752,3.8444,4.9063,839724.7683,376853.7335
301608.SZ,20260520,66.65,3.1475,1.27,37.6507,4.0459,5.1635,883746.3415,396609.8427
301608.SZ,20260519,100.75,3.2063,0.79,38.1972,4.0309,5.2385,896574.25,402366.7863
301608.SZ,20260518,99.85,3.435,0.83,37.856,3.9949,5.1917,888565.15,398772.4428
301608.SZ,20260515,99.5,3.8387,0.93,37.7233,3.9808,5.1735,885450.5,397374.6425
301608.SZ,20260514,101.0,4.4307,1.13,38.292,4.0409,5.2515,898799.0,403365.215
301608.SZ,20260513,101.09,3.5437,0.85,38.3261,4.0445,5.2562,899599.91,403724.6494
301608.SZ,20260512,101.65,4.9729,1.36,38.5384,4.0669,5.2853,904583.35,405961.1298
301608.SZ,20260511,98.34,3.8158,0.99,37.2835,3.9344,5.1132,875127.66,392741.9331
301608.SZ,20260508,97.67,3.8682,1.07,37.0295,3.9076,5.0783,869165.33,390066.1441
301608.SZ,20260507,95.96,3.402,0.94,36.3812,3.8392,4.9894,853948.04,383236.8914
301608.SZ,20260506,94.44,4.8698,1.43,35.8049,3.7784,4.9104,840421.56,377166.4446
301608.SZ,20260430,93.3,2.3263,0.59,35.3727,3.7328,4.8511,830276.7,372613.6095
301608.SZ,20260429,93.5,4.7908,1.14,35.4485,3.7408,4.8615,832056.5,373412.3525
301608.SZ,20260428,89.6,2.6568,0.48,33.9699,3.5848,4.6587,797350.4,357836.864
301608.SZ,20260427,91.0,3.3918,0.63,34.5007,3.6408,4.7315,809809.0,363428.065
301608.SZ,20260424,90.15,3.8468,0.76,34.1784,3.6068,4.6873,802244.85,360033.4073
301608.SZ,20260423,90.07,4.9539,1.07,34.1481,3.6036,4.6832,801532.93,359713.9101
301608.SZ,20260422,93.51,6.1052,1.62,35.4523,3.7412,4.862,832145.49,373452.2897
301608.SZ,20260421,92.37,9.3374,4.06,35.0201,3.6956,4.8028,822000.63,368899.4546
301608.SZ,20260420,86.76,2.5898,1.28,43.9617,3.6506,5.5082,772077.24,346494.7134
301608.SZ,20260417,86.54,2.385,1.26,43.8502,3.6414,5.4943,770119.46,345616.0961
301608.SZ,20260416,85.98,2.6498,1.61,43.5665,3.6178,5.4587,765136.02,343379.6157
301608.SZ,20260415,85.77,1.8951,1.11,43.4601,3.609,5.4454,763267.23,342540.9356
301608.SZ,20260414,85.61,1.9721,1.22,43.379,3.6022,5.4352,761843.39,341901.9412
301608.SZ,20260413,84.81,1.2284,0.76,42.9736,3.5686,5.3844,754724.19,338706.9692
301608.SZ,20260410,85.38,1.7242,1.06,43.2625,3.5925,5.4206,759796.62,340983.3867
301608.SZ,20260409,83.34,1.401,0.81,42.2288,3.5067,5.2911,741642.66,332836.2081
301608.SZ,20260408,84.44,2.2247,1.34,42.7862,3.553,5.3609,751431.56,337229.2946
301608.SZ,20260407,80.0,1.4875,0.86,40.5364,3.3662,5.079,711920.0,319497.2
301608.SZ,20260403,80.06,1.2101,0.69,40.5668,3.3687,5.0829,712453.94,319736.8229
301608.SZ,20260402,81.58,1.7751,1.08,41.337,3.4327,5.1794,725980.42,325807.2697
301608.SZ,20260401,83.59,1.9166,1.22,42.3555,3.5172,5.307,743867.41,333834.6369
301608.SZ,20260331,81.19,1.907,1.29,41.1394,3.4162,5.1546,722509.81,324249.7209
301608.SZ,20260330,81.2,1.8837,1.12,41.1444,3.4167,5.1552,722598.8,324289.658
301608.SZ,20260327,80.03,1.2637,0.71,40.5516,3.3674,5.0809,712186.97,319617.0115
301608.SZ,20260326,78.71,1.2401,0.67,39.8827,3.3119,4.9971,700440.29,314345.3077
301608.SZ,20260325,80.2,1.5284,0.81,40.6377,3.3746,5.0917,713699.8,320295.943
301608.SZ,20260324,78.67,1.4738,0.66,39.8625,3.3102,4.9946,700084.33,314185.5591
301608.SZ,20260323,76.59,2.8806,1.36,38.8085,3.2227,4.8625,681574.41,305878.6319
301608.SZ,20260320,82.08,1.7433,0.86,41.5903,3.4537,5.2111,730429.92,327804.1272
301608.SZ,20260319,83.6,1.6669,0.82,42.3605,3.5177,5.3076,743956.4,333874.574
301608.SZ,20260318,85.86,1.705,0.84,43.5057,3.6127,5.4511,764068.14,342900.3699
301608.SZ,20260317,84.3,3.1283,1.77,42.7152,3.5471,5.352,750185.7,336670.1745
301608.SZ,20260316,87.0,2.3179,1.31,44.0833,3.6607,5.5235,774213.0,347453.205
301608.SZ,20260313,87.05,1.3406,0.75,44.1087,3.6628,5.5266,774657.95,347652.8908
301608.SZ,20260312,88.02,1.6805,0.92,44.6002,3.7036,5.5882,783289.98,351526.7943
301608.SZ,20260311,88.5,1.6263,0.83,44.8434,3.7238,5.6187,787561.5,353443.7775
301608.SZ,20260310,89.68,1.8607,0.88,45.4413,3.7735,5.6936,798062.32,358156.3612
301608.SZ,20260309,87.24,2.3131,0.98,44.2049,3.6708,5.5387,776348.76,348411.6966
301608.SZ,20260306,88.05,1.4472,0.58,44.6154,3.7049,5.5901,783556.95,351646.6058
301608.SZ,20260305,87.02,1.841,0.71,44.0934,3.6616,5.5247,774390.98,347533.0793
301608.SZ,20260304,85.92,2.3264,0.89,43.5361,3.6153,5.4549,764602.08,343139.9928
301608.SZ,20260303,86.45,2.6495,1.01,43.8046,3.6376,5.4885,769318.55,345256.6618
301608.SZ,20260302,89.81,3.5947,1.58,45.5072,3.779,5.7019,799219.19,358675.5442
301608.SZ,20260227,94.55,2.1357,0.95,47.9089,3.9784,6.0028,841400.45,377605.7533
301608.SZ,20260226,96.08,2.2646,1.11,48.6842,4.0428,6.0999,855015.92,383716.1372
301608.SZ,20260225,96.45,2.4706,1.36,48.8717,4.0583,6.1234,858308.55,385193.8118
301608.SZ,20260224,95.26,2.5906,1.48,48.2687,4.0083,6.0479,847718.74,380441.2909
301608.SZ,20260213,93.19,1.9304,1.1,47.2198,3.9212,5.9165,829297.81,372174.3009
301608.SZ,20260212,94.51,1.9257,1.13,47.8887,3.9767,6.0003,841044.49,377446.0047
301608.SZ,20260211,93.1,1.279,0.7,47.1742,3.9174,5.9107,828496.9,371814.8665
301608.SZ,20260210,93.44,1.3659,0.64,47.3465,3.9317,5.9323,831522.56,373172.7296
301608.SZ,20260209,93.33,2.2777,1.03,47.2908,3.9271,5.9253,830543.67,372733.421
301608.SZ,20260206,91.29,1.9576,0.81,46.2571,3.8412,5.7958,812389.71,364586.2424
301608.SZ,20260205,92.68,1.6271,0.55,46.9614,3.8997,5.8841,824759.32,370137.5062
301608.SZ,20260204,92.42,1.9083,0.58,46.8297,3.8888,5.8676,822445.58,369099.1403
301608.SZ,20260203,92.71,2.9478,0.88,46.9766,3.901,5.886,825026.29,370257.3177
301608.SZ,20260202,91.1,2.6401,0.81,46.1608,3.8332,5.7838,810698.9,363827.4365
301608.SZ,20260130,93.06,3.0032,0.91,47.1539,3.9157,5.9082,828140.94,371655.1179
301608.SZ,20260129,92.16,4.2177,1.47,46.6979,3.8778,5.8511,820131.84,368060.7744
301608.SZ,20260128,95.99,3.7229,1.29,48.6386,4.039,6.0942,854215.01,383356.7029
301608.SZ,20260127,97.05,3.0931,0.96,49.1757,4.0836,6.1615,863647.95,387590.0408
301608.SZ,20260126,95.52,2.2517,0.66,48.4004,4.0192,6.0644,850032.48,381479.6568
301608.SZ,20260123,97.12,3.1353,0.83,49.2112,4.0865,6.166,864270.88,387869.6008
301608.SZ,20260122,96.56,2.1325,0.49,48.9274,4.063,6.1304,859287.44,385633.1204
301608.SZ,20260121,96.79,3.7713,0.67,49.044,4.0726,6.145,861334.21,386551.6749
301608.SZ,20260120,94.69,4.7368,0.71,47.9799,3.9843,6.0117,842646.31,378164.8734
301608.SZ,20260119,98.19,3.3715,0.46,49.7533,4.1316,6.2339,873792.81,392142.8759
301608.SZ,20260116,98.37,4.858,0.65,49.8445,4.1391,6.2453,875394.63,392861.7446
301608.SZ,20260115,99.9,5.0023,0.66,50.6198,4.2035,6.3425,889010.1,398972.1285
301608.SZ,20260114,104.66,10.3708,1.7,53.0317,4.4038,6.6447,931369.34,417982.2119
301608.SZ,20260113,98.15,9.8381,2.02,49.7331,4.1299,6.2314,873436.85,391983.1273
301608.SZ,20260112,94.41,6.2778,1.46,47.838,3.9725,5.9939,840154.59,377046.6332
301608.SZ,20260109,92.73,5.8727,1.42,46.9867,3.9018,5.8872,825204.27,370337.192
301608.SZ,20260108,92.73,5.5268,1.55,46.9867,3.9018,5.8872,825204.27,370337.192
301608.SZ,20260107,90.39,3.0487,0.93,45.801,3.8034,5.7387,804380.61,360991.8989
301608.SZ,20260106,91.95,3.6468,1.17,46.5915,3.869,5.8377,818263.05,367222.0943
301608.SZ,20260105,90.6,3.4025,1.19,45.9075,3.8122,5.752,806249.4,361830.579
301608.SZ,20251231,90.54,4.9951,2.2,45.8771,3.8097,5.7482,805715.46,361590.9561
301608.SZ,20251230,87.5,2.7854,1.28,44.3367,3.6818,5.5552,778662.5,349450.0625
301608.SZ,20251229,85.6,1.6014,0.69,43.3739,3.6018,5.4346,761754.4,341862.004
