ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
002373.SZ,20260615,7.56,1.2667,0.83,44.5029,1.0419,1.4538,1194622.2905,1041455.9429
002373.SZ,20260612,7.4,1.6393,1.08,43.561,1.0198,1.4231,1169339.2791,1019414.5472
002373.SZ,20260611,7.22,1.4972,0.97,42.5014,0.995,1.3884,1140895.8912,994617.9772
002373.SZ,20260610,7.48,1.2901,0.78,44.0319,1.0309,1.4384,1181980.7848,1030435.245
002373.SZ,20260609,7.58,1.3793,0.75,44.6206,1.0446,1.4577,1197782.667,1044211.1173
002373.SZ,20260608,7.47,1.8285,1.03,43.9731,1.0295,1.4365,1180400.5966,1029057.6578
002373.SZ,20260605,7.64,1.6185,0.88,44.9738,1.0529,1.4692,1207263.7963,1052476.6407
002373.SZ,20260604,7.61,1.5808,0.85,44.7972,1.0488,1.4634,1202523.2316,1048343.879
002373.SZ,20260603,7.78,1.8302,1.01,45.7979,1.0722,1.4961,1229386.4313,1071762.8618
002373.SZ,20260602,7.9,2.2793,1.38,46.5043,1.0887,1.5192,1248348.6899,1088293.9085
002373.SZ,20260601,8.17,1.5826,0.96,48.0937,1.126,1.5711,1291013.7717,1125488.7636
002373.SZ,20260529,8.01,1.9302,1.22,47.1518,1.1039,1.5404,1265730.7602,1103447.368
002373.SZ,20260528,8.3,1.7135,1.03,48.859,1.1439,1.5961,1311556.2185,1143397.3976
002373.SZ,20260527,8.38,1.5241,0.91,49.3299,1.1549,1.6115,1324197.7242,1154418.0954
002373.SZ,20260526,8.56,1.4915,0.88,50.3895,1.1797,1.6461,1352641.112,1179214.6655
002373.SZ,20260525,8.62,1.5951,0.96,50.7427,1.188,1.6577,1362122.2413,1187480.1888
002373.SZ,20260522,8.52,1.5678,0.91,50.154,1.1742,1.6384,1346320.3592,1173704.3166
002373.SZ,20260521,8.47,2.1318,1.18,49.8597,1.1673,1.6288,1338419.4181,1166816.3804
002373.SZ,20260520,8.63,1.5784,0.88,50.8015,1.1894,1.6596,1363702.4295,1188857.776
002373.SZ,20260519,8.85,1.5902,0.83,52.0966,1.2197,1.7019,1398466.5703,1219164.695
002373.SZ,20260518,8.68,1.458,0.75,51.0959,1.191,1.6692,1371603.3706,1195745.7122
002373.SZ,20260515,8.57,1.8158,0.95,50.4483,1.1759,1.6481,1354221.3003,1180592.2527
002373.SZ,20260514,8.61,2.5787,1.51,50.6838,1.1814,1.6557,1360542.0531,1186102.6016
002373.SZ,20260513,8.97,1.553,0.85,52.803,1.2308,1.725,1417428.8289,1235695.7417
002373.SZ,20260512,8.91,2.1178,1.23,52.4498,1.2226,1.7134,1407947.6996,1227430.2184
002373.SZ,20260511,9.22,1.6909,0.84,54.2746,1.2651,1.7731,1456933.5342,1270135.4224
002373.SZ,20260508,9.28,1.5724,0.59,54.6278,1.2733,1.7846,1466414.6635,1278400.9457
002373.SZ,20260507,9.17,1.6305,0.62,53.9803,1.2582,1.7634,1449032.5932,1263247.4862
002373.SZ,20260506,9.09,2.1719,0.86,53.5094,1.2473,1.7481,1436391.0874,1252226.7884
002373.SZ,20260430,8.95,1.5314,0.6,52.6853,1.228,1.7211,1414268.4524,1232940.5673
002373.SZ,20260429,9.01,3.0995,1.33,53.0385,1.2363,1.7327,1423749.5817,1241206.0906
