ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,ps,total_mv,circ_mv
300627.SZ,20260615,30.95,1.7276,0.73,35.7861,5.9688,6.6308,2452850.2109,2023337.8781
300627.SZ,20260612,30.9,2.062,0.85,35.7282,5.9592,6.6201,2448887.6096,2020069.1578
300627.SZ,20260611,30.15,1.9704,0.87,34.8611,5.8145,6.4594,2389448.5899,1971038.353
300627.SZ,20260610,30.93,2.4994,1.17,35.7629,5.965,6.6266,2451265.1704,2022030.39
300627.SZ,20260609,30.91,3.4443,1.77,35.7398,5.9611,6.6223,2449680.1298,2020722.9018
300627.SZ,20260608,28.78,1.9467,1.08,33.0407,5.6407,6.1222,2264676.474,1865278.5761
300627.SZ,20260605,29.95,2.2794,1.37,34.3839,5.87,6.371,2356742.8907,1941108.1777
300627.SZ,20260604,29.0,1.2263,0.68,33.2933,5.6838,6.1689,2281988.1079,1879537.1337
300627.SZ,20260603,29.23,1.8903,1.08,33.5573,5.7289,6.2179,2300086.6343,1894443.8075
300627.SZ,20260602,29.23,2.4719,1.58,33.5573,5.7289,6.2179,2300086.6343,1894443.8075
300627.SZ,20260601,27.9,1.1682,0.69,32.0304,5.4682,5.935,2195429.9383,1808244.3459
300627.SZ,20260529,27.83,1.5391,0.94,31.95,5.4545,5.9201,2189921.6911,1803707.5321
300627.SZ,20260528,28.72,1.9387,1.19,32.9718,5.6289,6.1094,2259955.1193,1861389.8786
300627.SZ,20260527,28.52,1.6131,1.0,32.7422,5.5897,6.0668,2244217.2703,1848427.5536
300627.SZ,20260526,29.37,1.5652,1.0,33.718,5.7563,6.2477,2311103.1286,1903517.4351
300627.SZ,20260525,29.91,1.782,1.17,34.338,5.8622,6.3625,2353595.3209,1938515.7127
300627.SZ,20260522,29.55,1.2587,0.7,33.9247,5.7916,6.2859,2325267.1927,1915183.5276
300627.SZ,20260521,29.62,1.9336,1.07,34.005,5.8053,6.3008,2330775.4399,1919720.3414
300627.SZ,20260520,30.33,1.5021,0.8,34.8202,5.9445,6.4519,2386644.8039,1965736.5953
300627.SZ,20260519,31.15,1.3767,0.7,35.7615,6.1052,6.6263,2451169.9849,2018882.1281
300627.SZ,20260518,31.28,1.5379,0.73,35.9108,5.6338,6.654,2461399.5867,2027307.6394
300627.SZ,20260515,30.89,2.6935,1.35,35.4631,5.5636,6.571,2430710.7811,2002031.1055
300627.SZ,20260514,31.86,1.9,0.97,36.5767,5.7383,6.7773,2507039.3489,2064898.3821
300627.SZ,20260513,32.47,1.8496,0.86,37.277,5.8481,6.9071,2555039.7884,2104433.4735
300627.SZ,20260512,32.51,1.844,0.83,37.3229,5.8553,6.9156,2558187.3582,2107025.9385
300627.SZ,20260511,33.45,2.2094,1.04,38.402,6.0246,7.1156,2632155.2486,2167948.8663
300627.SZ,20260508,33.61,2.1651,1.05,38.5857,6.0534,7.1496,2644745.5278,2178318.7263
300627.SZ,20260507,32.9,1.6876,0.81,37.7706,5.9256,6.9986,2588876.1638,2132302.4724
300627.SZ,20260506,32.58,2.8735,1.25,37.4032,5.8679,6.9305,2563695.6054,2111562.7523
300627.SZ,20260430,31.69,2.152,0.97,36.3815,5.7076,6.7412,2493662.1772,2053880.4058
300627.SZ,20260429,31.84,1.7585,0.8,36.5537,5.7347,6.7731,2505465.564,2063602.1496
300627.SZ,20260428,32.02,1.8593,0.85,36.7603,5.7671,6.8114,2519629.6281,2075268.2421
300627.SZ,20260427,32.68,1.7188,0.73,37.5181,5.8859,6.9518,2571564.5299,2118043.9148
300627.SZ,20260424,32.8,4.0472,2.22,37.6558,5.9076,6.9773,2581007.2393,2125821.3098
300627.SZ,20260423,34.75,1.7525,1.02,39.8945,6.4984,7.3921,2734451.2672,2252203.9792
300627.SZ,20260422,35.55,1.6719,0.99,40.8129,6.648,7.5623,2797402.6633,2304053.2794
300627.SZ,20260421,35.37,1.7016,1.05,40.6063,6.6144,7.524,2783238.5992,2292387.1869
300627.SZ,20260420,35.31,2.6082,2.0,40.5374,6.6031,7.5112,2778517.2445,2288498.4893
300627.SZ,20260417,34.23,1.3827,1.09,39.2975,6.4012,7.2815,2693532.8598,2218501.934
300627.SZ,20260416,34.28,1.2441,0.98,46.2368,6.7208,8.2973,2697467.322,2221742.5153
300627.SZ,20260415,34.02,1.5249,1.17,45.8861,6.6698,8.2344,2677008.1183,2204891.4927
300627.SZ,20260414,34.21,1.3221,1.12,46.1423,6.7071,8.2804,2691959.0749,2217205.7015
300627.SZ,20260413,33.56,1.0407,0.92,45.2656,6.5797,8.123,2640811.0656,2175078.1451
300627.SZ,20260410,33.75,1.2271,1.13,45.5219,6.6169,8.169,2655762.0221,2187392.3539
300627.SZ,20260409,33.37,1.2151,1.17,45.0094,6.5424,8.0771,2625860.109,2162763.9363
300627.SZ,20260408,34.02,1.7003,1.78,45.8861,6.6698,8.2344,2677008.1183,2204891.4927
300627.SZ,20260407,32.41,0.7359,0.72,43.7145,6.3542,7.8447,2550318.4337,2100544.776
300627.SZ,20260403,32.61,0.7511,0.68,43.9843,6.3934,7.8931,2566056.2827,2113507.101
300627.SZ,20260402,32.93,1.0073,0.91,44.4159,6.4561,7.9706,2591236.8411,2134246.8211
300627.SZ,20260401,33.57,1.0069,0.87,45.2791,6.5816,8.1255,2641597.958,2175726.2613
300627.SZ,20260331,33.26,1.281,1.08,44.861,6.5208,8.0504,2617204.292,2155634.6575
300627.SZ,20260330,32.98,1.0984,0.79,44.4833,6.4659,7.9827,2595171.3034,2137487.4024
300627.SZ,20260327,32.79,1.1179,0.75,44.227,6.4287,7.9367,2580220.3468,2125173.1936
300627.SZ,20260326,32.19,1.0477,0.68,43.4178,6.3111,7.7914,2533006.7998,2086286.2184
300627.SZ,20260325,32.45,1.2441,0.81,43.7685,6.362,7.8544,2553466.0035,2103137.241
300627.SZ,20260324,31.83,1.3988,0.91,42.9322,6.2405,7.7043,2504678.6715,2062954.0333
300627.SZ,20260323,31.37,2.1496,1.51,42.3118,6.1503,7.593,2468481.6188,2033140.6857
300627.SZ,20260320,32.97,1.6599,1.26,44.4698,6.464,7.9802,2594384.4109,2136839.2861
300627.SZ,20260319,34.0,1.2377,0.94,45.8591,6.6659,8.2295,2675434.3334,2203595.2602
300627.SZ,20260318,34.61,1.2081,0.9,46.6819,6.7855,8.3772,2723434.7729,2243130.3516
300627.SZ,20260317,34.39,1.4234,1.02,46.3851,6.7424,8.3239,2706123.139,2228871.7941
300627.SZ,20260316,35.2,1.5851,0.98,47.4776,6.9012,8.52,2769861.4275,2281369.2106
300627.SZ,20260313,35.67,1.1454,0.69,48.1116,6.9933,8.6338,2806845.3727,2311830.6745
300627.SZ,20260312,35.85,1.1987,0.67,48.3544,7.0286,8.6773,2821009.4368,2323496.767
300627.SZ,20260311,36.35,1.3954,0.75,49.0288,7.1267,8.7983,2860354.0594,2355902.5797
300627.SZ,20260310,36.73,1.6337,0.69,49.5413,7.2012,8.8903,2890255.9725,2380530.9973
300627.SZ,20260309,36.4,2.7498,1.08,49.0962,7.1365,8.8104,2864288.5216,2359143.1609
300627.SZ,20260306,35.38,1.298,0.5,47.7204,6.9365,8.5636,2784025.4916,2293035.3031
300627.SZ,20260305,35.1,1.8408,0.69,47.3428,6.8816,8.4958,2761992.503,2274888.048
300627.SZ,20260304,35.14,1.7907,0.68,47.3967,6.8894,8.5055,2765140.0728,2277480.513
300627.SZ,20260303,35.08,4.2367,2.09,47.3158,6.8777,8.4909,2760418.7181,2273591.8155
300627.SZ,20260302,38.61,3.5984,2.28,52.077,7.5697,9.3454,3038191.7533,2502376.8528
300627.SZ,20260227,37.82,1.5362,1.02,51.0115,7.4149,9.1542,2976027.2497,2451175.6688
300627.SZ,20260226,38.08,2.1049,1.61,51.3622,7.4658,9.2171,2996486.4534,2468026.6914
300627.SZ,20260225,37.47,1.6536,1.28,50.5394,7.3462,9.0694,2948486.0139,2428491.6
300627.SZ,20260224,37.02,1.2451,0.89,49.9325,7.258,8.9605,2913075.8536,2399326.3686
300627.SZ,20260213,36.88,1.3621,0.87,49.7436,7.2306,8.9266,2902059.3593,2390252.7411
300627.SZ,20260212,37.37,1.1329,0.67,50.4045,7.3266,9.0452,2940617.0894,2422010.4375
300627.SZ,20260211,37.46,1.1264,0.6,50.5259,7.3443,9.067,2947699.1214,2427843.4837
300627.SZ,20260210,37.5,1.5983,0.78,50.5799,7.3521,9.0767,2950846.6913,2430435.9488
300627.SZ,20260209,37.96,1.7627,0.81,51.2003,7.4423,9.188,2987043.744,2460249.2964
300627.SZ,20260206,37.1,2.2335,0.9,50.0404,7.2737,8.9799,2919370.9932,2404511.2986
300627.SZ,20260205,37.88,1.6798,0.62,51.0924,7.4266,9.1687,2980748.6044,2455064.3664
300627.SZ,20260204,38.33,2.1205,0.76,51.6994,7.5149,9.2776,3016158.7647,2484229.5977
300627.SZ,20260203,38.21,2.4453,0.84,51.5375,7.4913,9.2486,3006716.0553,2476452.2027
300627.SZ,20260202,37.43,2.4182,0.73,50.4855,7.3384,9.0598,2945338.4441,2425899.135
300627.SZ,20260130,38.8,3.6916,0.95,52.3333,7.607,9.3914,3053142.7099,2514691.0616
300627.SZ,20260129,38.6,2.9121,0.71,52.0636,7.5678,9.3429,3037404.8609,2501728.7366
300627.SZ,20260128,39.54,2.4141,0.57,53.3314,7.7521,9.5705,3111372.7513,2562651.6644
300627.SZ,20260127,40.09,3.0404,0.71,54.0733,7.8599,9.7036,3154651.8361,2598298.0583
300627.SZ,20260126,39.49,4.4553,1.06,53.264,7.7423,9.5584,3107438.289,2559411.0831
300627.SZ,20260123,41.97,6.5068,1.71,56.609,8.2285,10.1586,3302587.6168,2720143.9138
300627.SZ,20260122,39.95,4.0377,0.95,53.8844,7.8325,9.6697,3143635.3417,2589224.4307
300627.SZ,20260121,39.35,3.0083,0.59,53.0752,7.7148,9.5245,3096421.7947,2550337.4556
300627.SZ,20260120,39.22,3.3029,0.51,52.8998,7.6893,9.493,3086192.1928,2541911.9443
300627.SZ,20260119,39.93,4.2239,0.57,53.8575,7.8285,9.6649,3142061.5568,2587928.1982
300627.SZ,20260116,39.14,4.4322,0.55,52.7919,7.6737,9.4737,3079897.0532,2536727.0142
300627.SZ,20260115,39.78,6.2659,0.75,53.6551,7.7991,9.6286,3130258.1701,2578206.4544
300627.SZ,20260114,40.9,7.3473,0.86,55.1658,8.0187,9.8997,3218390.1246,2650795.4748
300627.SZ,20260113,40.68,9.8264,1.12,54.8374,7.9863,9.8407,3199229.5725,2634687.999
300627.SZ,20260112,46.3,9.215,1.1,62.4132,9.0896,11.2002,3641207.6992,2998673.9025
300627.SZ,20260109,42.68,7.9778,1.03,57.5334,8.3789,10.3245,3356517.1621,2764220.349
300627.SZ,20260108,41.57,7.1548,0.98,56.0371,8.161,10.056,3269222.5498,2692329.8948
