LOCAL_COMPANY_NAME,LOCAL_SYMBOL,序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
千方科技,002373,1,002373,千方科技,布局干线物流自动驾驶，打开第二成长曲线,买入,东吴证券,0,0.31,38.07,0.43,27.79,,,IT服务Ⅱ,2025-12-29,https://pdf.dfcfw.com/pdf/H3_AP202512291810568986_1.pdf
千方科技,002373,2,002373,千方科技,2025年三季报点评：单季度业绩改善，AI应用布局持续深化,买入,民生证券,0,0.3,38.0,0.41,28.0,,,IT服务Ⅱ,2025-10-27,https://pdf.dfcfw.com/pdf/H3_AP202510271769788527_1.pdf
千方科技,002373,3,002373,千方科技,智慧交通领军，AI+全面赋能,买入,东吴证券,0,0.31,34.37,0.43,25.09,,,IT服务Ⅱ,2025-10-26,https://pdf.dfcfw.com/pdf/H3_AP202510261768933339_1.pdf
千方科技,002373,4,002373,千方科技,2025年半年报点评：产品化转型效果良好，智能物联业务与AI融合潜力可期,买入,民生证券,0,0.31,38.0,0.43,27.0,,,IT服务Ⅱ,2025-08-24,https://pdf.dfcfw.com/pdf/H3_AP202508241733710821_1.pdf
千方科技,002373,5,002373,千方科技,2025年一季报点评：收入稳步提升，积极战略调整下多项业务取得重要成果,买入,民生证券,0,0.31,29.0,0.43,21.0,,,IT服务Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301665059235_1.pdf
千方科技,002373,6,002373,千方科技,2023年年报及2024年一季报点评：智慧交通业务增长迅速，AI赋能有望加速成长,买入,民生证券,0,0.6,15.0,,,,,IT服务Ⅱ,2024-04-26,https://pdf.dfcfw.com/pdf/H3_AP202404261631378726_1.pdf
千方科技,002373,7,002373,千方科技,公司信息更新报告：一季报符合预期，看好公司长期发展,买入,开源证券,0,0.56,16.2,,,,,IT服务Ⅱ,2024-04-26,https://pdf.dfcfw.com/pdf/H3_AP202404261631373020_1.pdf
千方科技,002373,8,002373,千方科技,公司信息更新报告：利润高增长，有望受益于设备更新政策,买入,开源证券,0,0.56,17.7,,,,,IT服务Ⅱ,2024-04-18,https://pdf.dfcfw.com/pdf/H3_AP202404181630518367_1.pdf
千方科技,002373,9,002373,千方科技,订单&业绩加速恢复，交通数据要素放量在即,买入,中邮证券,0,,,,,,,IT服务Ⅱ,2023-10-29,https://pdf.dfcfw.com/pdf/H3_AP202310291605638031_1.pdf
千方科技,002373,10,002373,千方科技,公司信息更新报告：经营指标持续向好，交通数据要素价值有望加速释放,买入,开源证券,0,,,,,,,IT服务Ⅱ,2023-10-27,https://pdf.dfcfw.com/pdf/H3_AP202310271605167913_1.pdf
千方科技,002373,11,002373,千方科技,2023年三季报点评：扣非净利润实现翻倍式增长，业绩修复步伐加快,买入,民生证券,0,,,,,,,IT服务Ⅱ,2023-10-27,https://pdf.dfcfw.com/pdf/H3_AP202310271605139568_1.pdf
