LOCAL_COMPANY_NAME,LOCAL_SYMBOL,序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
移远通信,603236,1,603236,移远通信,深度报告：从连接模组到智能生态，领军5G-A与AI时代,买入,东莞证券,0,4.84,19.0,6.33,15.0,,,通信设备,2025-12-31,https://pdf.dfcfw.com/pdf/H3_AP202512311812031114_1.pdf
移远通信,603236,2,603236,移远通信,市场份额维持龙头地位，后续端侧AI模组有望带来新增量,增持,群益证券,0,5.8,16.0,8.54,11.0,,,通信设备,2025-12-24,https://pdf.dfcfw.com/pdf/H3_AP202512241807178583_1.pdf
移远通信,603236,3,603236,移远通信,业绩稳健增长，定增落地加速AI模组和解决方案产业化,买入,山西证券,0,4.5,20.0,6.29,14.3,,,通信设备,2025-11-13,https://pdf.dfcfw.com/pdf/H3_AP202511131780572884_1.pdf
移远通信,603236,4,603236,移远通信,移远通信2025年三季度报告点评：移远迎风提质增效，AI与效率双轮驱动,买入,上海证券,0,4.48,22.17,6.23,15.92,,,通信设备,2025-10-28,https://pdf.dfcfw.com/pdf/H3_AP202510281770472132_1.pdf
移远通信,603236,5,603236,移远通信,2025年半年报点评：车载与无线网关业务放量，业绩实现同比增长,买入,东莞证券,0,4.17,24.0,5.43,18.0,,,通信设备,2025-09-03,https://pdf.dfcfw.com/pdf/H3_AP202509031738465701_1.pdf
移远通信,603236,6,603236,移远通信,上半年业绩稳步增长，边缘AI物联网快速发展,增持,群益证券,0,5.8,14.0,8.54,10.0,,,通信设备,2025-07-15,https://pdf.dfcfw.com/pdf/H3_AP202507151709170073_1.pdf
移远通信,603236,7,603236,移远通信,模组出货量稳居龙头地位，AI模组和解决方案广泛布局,增持,山西证券,0,3.93,18.3,4.87,14.7,,,通信设备,2025-05-26,https://pdf.dfcfw.com/pdf/H3_AP202505261679416050_1.pdf
移远通信,603236,8,603236,移远通信,移远通信2024年年度报告点评：24年业绩超预期表现，第二成长曲线开启在即,买入,上海证券,0,3.64,19.01,4.3,16.08,,,通信设备,2025-05-03,https://pdf.dfcfw.com/pdf/H3_AP202505031666795322_1.pdf
移远通信,603236,9,603236,移远通信,2024&2025Q1业绩点评：规模效应凸显，多业务实现较好增长,买入,东莞证券,0,3.74,18.0,5.22,13.0,,,通信设备,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301665250302_1.pdf
移远通信,603236,10,603236,移远通信,一季度业绩略超预期，持续关注边缘AI等新兴领域发展,增持,群益证券,0,5.05,14.0,7.22,10.0,,,通信设备,2025-04-29,https://pdf.dfcfw.com/pdf/H3_AP202504291664339652_1.pdf
移远通信,603236,11,603236,移远通信,年报与一季报超预期，拟定增加码AI业务,买入,华安证券,0,4.13,16.57,,,,,通信设备,2025-04-14,https://pdf.dfcfw.com/pdf/H3_AP202504141656405769_1.pdf
移远通信,603236,12,603236,移远通信,移远通信深度研究报告：移远天地，通达八方,买入,上海证券,0,3.46,23.2,,,,,通信设备,2025-03-06,https://pdf.dfcfw.com/pdf/H3_AP202503061644107121_1.pdf
移远通信,603236,13,603236,移远通信,四季度业绩维持较高增速，关注后续边缘AI应用,增持,群益证券,0,3.63,24.0,,,,,通信设备,2025-01-23,https://pdf.dfcfw.com/pdf/H3_AP202501231642482455_1.pdf
移远通信,603236,14,603236,移远通信,Q3收入环比增长加速，边缘端侧AI有望抢占先机,增持,山西证券,0,3.37,15.5,,,,,通信设备,2024-11-06,https://pdf.dfcfw.com/pdf/H3_AP202411061640745234_1.pdf
移远通信,603236,15,603236,移远通信,2024年三季报业绩点评：市场需求恢复，Q3利润同比扭亏为盈,买入,东莞证券,0,4.04,13.0,,,,,通信设备,2024-10-23,https://pdf.dfcfw.com/pdf/H3_AP202410231640443677_1.pdf
移远通信,603236,16,603236,移远通信,2024年三季报点评：Q3扭亏为盈，龙头位置稳固,买入,民生证券,0,4.37,12.0,,,,,通信设备,2024-10-23,https://pdf.dfcfw.com/pdf/H3_AP202410231640427693_1.pdf
移远通信,603236,17,603236,移远通信,控股股东减持影响有限，业绩好转趋势确立,增持,群益证券,0,3.32,12.0,,,,,通信设备,2024-09-26,https://pdf.dfcfw.com/pdf/H3_AP202409261640051486_1.pdf
移远通信,603236,18,603236,移远通信,二季度业绩环比大幅增长，物联网市场持续回暖中公司研究/公司快报,增持,山西证券,0,3.37,12.9,,,,,通信设备,2024-09-06,https://pdf.dfcfw.com/pdf/H3_AP202409061639775476_1.pdf
移远通信,603236,19,603236,移远通信,2024半年报业绩点评：盈利能力修复，业绩扭亏为盈,买入,东莞证券,0,3.51,12.0,,,,,通信设备,2024-09-05,https://pdf.dfcfw.com/pdf/H3_AP202409051639746844_1.pdf
移远通信,603236,20,603236,移远通信,物联网下游需求复苏，公司盈利能力显著恢复,买入,华安证券,0,3.46,12.42,,,,,通信设备,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639645732_1.pdf
移远通信,603236,21,603236,移远通信,2024年半年报点评：上半年业绩超预期，盈利能力持续向好,买入,民生证券,0,4.37,9.0,,,,,通信设备,2024-08-27,https://pdf.dfcfw.com/pdf/H3_AP202408271639502766_1.pdf
移远通信,603236,22,603236,移远通信,业绩扭亏为盈，积极布局智能模组,买入,国金证券,0,3.33,12.4,,,,,通信设备,2024-08-27,https://pdf.dfcfw.com/pdf/H3_AP202408271639469666_1.pdf
移远通信,603236,23,603236,移远通信,上半年业绩超出预期，物联网产业复苏态势确立,增持,群益证券,0,3.32,13.0,,,,,通信设备,2024-07-10,https://pdf.dfcfw.com/pdf/H3_AP202407101637751369_1.pdf
移远通信,603236,24,603236,移远通信,物联网需求复苏，AI带动未来业绩弹性,增持,群益证券,0,3.32,14.0,,,,,通信设备,2024-06-28,https://pdf.dfcfw.com/pdf/H3_AP202406281636997018_1.pdf
移远通信,603236,25,603236,移远通信,深度报告：物联网全球龙头，AIPC时代最重要的数据“快递员”,买入,民生证券,0,3.33,14.0,,,,,通信设备,2024-06-04,https://pdf.dfcfw.com/pdf/H3_AP202406041635360986_1.pdf
移远通信,603236,26,603236,移远通信,市场需求回暖车载业务突破，业绩拐点已现,增持,华金证券,0,3.19,12.5,,,,,通信设备,2024-05-01,https://pdf.dfcfw.com/pdf/H3_AP202405011632184475_1.pdf
移远通信,603236,27,603236,移远通信,公司事件点评：车载业务获海外大额订单，未来成长可期,买入,民生证券,0,,,,,,,通信设备,2024-04-18,https://pdf.dfcfw.com/pdf/H3_AP202404181630505853_1.pdf
移远通信,603236,28,603236,移远通信,四季度营收环比修复，持续降本增效,买入,国信证券,0,,,,,,,通信设备,2024-01-26,https://pdf.dfcfw.com/pdf/H3_AP202401261618315955_1.pdf
移远通信,603236,29,603236,移远通信,降本增效成效显著，下游多场景呈现复苏迹象,买入,华安证券,0,,,,,,,通信设备,2023-11-04,https://pdf.dfcfw.com/pdf/H3_AP202311041608512947_1.pdf
移远通信,603236,30,603236,移远通信,移远通信季报点评：持续推进产品研发 Q3盈利环比改善,买入,申港证券,0,,,,,,,通信设备,2023-11-01,https://pdf.dfcfw.com/pdf/H3_AP202311011607620307_1.pdf
移远通信,603236,31,603236,移远通信,三季度净利润环比修复，积极降本增效,买入,国信证券,0,,,,,,,通信设备,2023-10-27,https://pdf.dfcfw.com/pdf/H3_AP202310271605172594_1.pdf
移远通信,603236,32,603236,移远通信,2023年三季报点评：Q3归母净利润环比修复，毛利率回升明显,买入,民生证券,0,,,,,,,通信设备,2023-10-27,https://pdf.dfcfw.com/pdf/H3_AP202310271604403503_1.pdf
移远通信,603236,33,603236,移远通信,盈利改善，经营趋势性向好,买入,国金证券,0,,,,,,,通信设备,2023-10-26,https://pdf.dfcfw.com/pdf/H3_AP202310261603989856_1.pdf
移远通信,603236,34,603236,移远通信,上半年业绩短期承压，公司夯实研发静待下游复苏,增持,山西证券,0,,,,,,,通信设备,2023-08-18,https://pdf.dfcfw.com/pdf/H3_AP202308181595064223_1.pdf
移远通信,603236,35,603236,移远通信,移远通信半年报点评：Q2盈利环比改善 持续加强研发布局,买入,申港证券,0,,,,,,,通信设备,2023-08-16,https://pdf.dfcfw.com/pdf/H3_AP202308161594849143_1.pdf
移远通信,603236,36,603236,移远通信,短期业绩承压，模组产品矩阵进一步丰富,增持,华金证券,0,,,,,,,通信设备,2023-08-16,https://pdf.dfcfw.com/pdf/H3_AP202308161594849126_1.pdf
移远通信,603236,37,603236,移远通信,下游恢复尚需时日，新品布局业绩承压,买入,华安证券,0,,,,,,,通信设备,2023-08-16,https://pdf.dfcfw.com/pdf/H3_AP202308161594849083_1.pdf
移远通信,603236,38,603236,移远通信,2023年半年报点评：Q2业绩明显好转，股权激励下有望延续高增,买入,民生证券,0,,,,,,,通信设备,2023-08-15,https://pdf.dfcfw.com/pdf/H3_AP202308151594783574_1.pdf
移远通信,603236,39,603236,移远通信,加强费用管控，静待需求复苏,买入,国金证券,0,,,,,,,通信设备,2023-08-15,https://pdf.dfcfw.com/pdf/H3_AP202308151594729160_1.pdf
移远通信,603236,40,603236,移远通信,发布股权激励计划，彰显成长信心,买入,国信证券,0,,,,,,,通信设备,2023-07-11,https://pdf.dfcfw.com/pdf/H3_AP202307111592148796_1.pdf
移远通信,603236,41,603236,移远通信,短期业绩承压，战略延伸布局新业务,增持,华金证券,0,,,,,,,通信设备,2023-06-02,https://pdf.dfcfw.com/pdf/H3_AP202306021587835602_1.pdf
移远通信,603236,42,603236,移远通信,2022年营收及利润持续增长，毛利率净利率双提升,买入,信达证券,0,,,,,,,通信设备,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585928086_1.pdf
移远通信,603236,43,603236,移远通信,2022年年报&2023年一季报点评：Q1业绩承压，加码新产品布局未来可期,买入,民生证券,0,,,,,,,通信设备,2023-04-26,https://pdf.dfcfw.com/pdf/H3_AP202304261585864292_1.pdf
移远通信,603236,44,603236,移远通信,加大研发投入，拓展新业务布局,买入,国金证券,0,,,,,,,通信设备,2023-04-25,https://pdf.dfcfw.com/pdf/H3_AP202304251585791030_1.pdf
移远通信,603236,45,603236,移远通信,全年净利润增长74%，助力端侧AI发展,买入,国信证券,0,,,,,,,通信设备,2023-04-13,https://pdf.dfcfw.com/pdf/H3_AP202304131585416568_1.pdf
移远通信,603236,46,603236,移远通信,业绩超预期，迎来边缘AI和卫星互联网双重催化,买入,华安证券,0,,,,,,,通信设备,2023-04-13,https://pdf.dfcfw.com/pdf/H3_AP202304131585413597_1.pdf
移远通信,603236,47,603236,移远通信,模组龙头持续创新，赋能物联网前沿应用,买入,国信证券,0,,,,,,,通信设备,2023-03-07,https://pdf.dfcfw.com/pdf/H3_AP202303071584093125_1.pdf
移远通信,603236,48,603236,移远通信,22年盈利能力持续改善，海外业务加速增长,增持,群益证券,0,,,,,,,通信设备,2023-02-01,https://pdf.dfcfw.com/pdf/H3_AP202302011582591611_1.pdf
移远通信,603236,49,603236,移远通信,2022年度业绩预告点评：预告业绩整体符合预期，海外业务加速成长,买入,民生证券,0,,,,,,,通信设备,2023-01-31,https://pdf.dfcfw.com/pdf/H3_AP202301311582559755_1.pdf
移远通信,603236,50,603236,移远通信,海外业务高增，盈利持续释放,买入,国金证券,0,,,,,,,通信设备,2023-01-31,https://pdf.dfcfw.com/pdf/H3_AP202301311582553589_1.pdf
移远通信,603236,51,603236,移远通信,业绩符合预期，盈利能力持续增强,增持,西南证券,0,,,,,,,通信设备,2023-01-31,https://pdf.dfcfw.com/pdf/H3_AP202301311582552085_1.pdf
移远通信,603236,52,603236,移远通信,全年净利润增长68%，需求有望持续回暖,买入,国信证券,0,,,,,,,通信设备,2023-01-31,https://pdf.dfcfw.com/pdf/H3_AP202301311582552080_1.pdf
移远通信,603236,53,603236,移远通信,业绩符合预期，盈利能力持续增强,买入,信达证券,0,,,,,,,通信设备,2023-01-30,https://pdf.dfcfw.com/pdf/H3_AP202301301582520052_1.pdf
移远通信,603236,54,603236,移远通信,正向剪刀差扩大，盈利有望持续释放,买入,国金证券,0,,,,,,,通信设备,2022-11-07,https://pdf.dfcfw.com/pdf/H3_AP202211071580015636_1.pdf
移远通信,603236,55,603236,移远通信,下游需求维持增长，规模优势逐步扩大,增持,西南证券,0,,,,,,,通信设备,2022-11-02,https://pdf.dfcfw.com/pdf/H3_AP202211021579826884_1.pdf
移远通信,603236,56,603236,移远通信,2022年三季报点评：盈利水平提升明显，龙头位置显著,买入,民生证券,0,,,,,,,通信设备,2022-11-01,https://pdf.dfcfw.com/pdf/H3_AP202211011579690526_1.pdf
移远通信,603236,57,603236,移远通信,Q3符合预期，海外需求有韧性、国内复苏可期待,买入,华安证券,0,,,,,,,通信设备,2022-10-31,https://pdf.dfcfw.com/pdf/H3_AP202210311579661956_1.pdf
移远通信,603236,58,603236,移远通信,业绩符合预期，Q3净利率大幅提升,买入,信达证券,0,,,,,,,通信设备,2022-10-29,https://pdf.dfcfw.com/pdf/H3_AP202210291579605324_1.pdf
移远通信,603236,59,603236,移远通信,单一龙头继续加深优势，有望持续受益行业发展,增持,群益证券,0,,,,,,,通信设备,2022-09-28,https://pdf.dfcfw.com/pdf/H3_AP202209281578739401_1.pdf
移远通信,603236,60,603236,移远通信,深度报告：规模化优势端倪初现，上下游延展山山而川,买入,民生证券,0,,,,,,,通信设备,2022-08-30,https://pdf.dfcfw.com/pdf/H3_AP202208301577852791_1.pdf
移远通信,603236,61,603236,移远通信,2022年半年报点评：业绩表现超出预告指引，盈利水平持续改善,买入,民生证券,0,,,,,,,通信设备,2022-08-28,https://pdf.dfcfw.com/pdf/H3_AP202208281577752093_1.pdf
移远通信,603236,62,603236,移远通信,业绩增速亮眼，规模效应助公司盈利能力持续提升,买入,中邮证券,0,,,,,,,通信设备,2022-08-25,https://pdf.dfcfw.com/pdf/H3_AP202208251577602923_1.pdf
移远通信,603236,63,603236,移远通信,公司信息更新报告：营收持续高增长，以模组为入口转型物联网方案赋能者,买入,开源证券,0,,,,,,,通信设备,2022-08-25,https://pdf.dfcfw.com/pdf/H3_AP202208251577602068_1.pdf
移远通信,603236,64,603236,移远通信,海外业务快速增长，车载模组持续推进,买入,国信证券,0,,,,,,,通信设备,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577554480_1.pdf
移远通信,603236,65,603236,移远通信,营收归母双高增，模组龙头强者恒强,增持,西南证券,0,,,,,,,通信设备,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577551885_1.pdf
移远通信,603236,66,603236,移远通信,业绩超预期，模组龙头正向剪刀差持续扩大,买入,国金证券,0,,,,,,,通信设备,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577539633_1.pdf
移远通信,603236,67,603236,移远通信,业绩超预期，毛利率和净利率环比持续提升,买入,信达证券,0,,,,,,,通信设备,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577530390_1.pdf
移远通信,603236,68,603236,移远通信,点评报告：业绩持续高速扩张，逐步打造一站式解决方案,买入,万联证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576141415_1.pdf
移远通信,603236,69,603236,移远通信,H1业绩预告超预期，物联网蜂窝龙头逻辑持续验证,增持,群益证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576139025_1.pdf
移远通信,603236,70,603236,移远通信,业绩超预期，模组龙头高盈利持续兑现,买入,国金证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576126722_1.pdf
移远通信,603236,71,603236,移远通信,盈利能力稳步提升，车载业务快速推进,买入,国信证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576125191_1.pdf
移远通信,603236,72,603236,移远通信,2022年半年度业绩预告点评：Q2高增长态势延续，龙头地位显著,买入,民生证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576124449_1.pdf
移远通信,603236,73,603236,移远通信,H1业绩预告亮眼，供应链和市场能力优势凸显,买入,华安证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576123494_1.pdf
移远通信,603236,74,603236,移远通信,业绩超预期，净利率逐步提升，车载模组业务高速发展,买入,信达证券,0,,,,,,,通信设备,2022-07-14,https://pdf.dfcfw.com/pdf/H3_AP202207141576122293_1.pdf
移远通信,603236,75,603236,移远通信,模组龙头 强者恒强,买入,申港证券,0,,,,,,,通信设备,2022-07-01,https://pdf.dfcfw.com/pdf/H3_AP202207011575696002_1.pdf
移远通信,603236,76,603236,移远通信,物联网持续高景气，公司市场份额再创新高,增持,群益证券,0,,,,,,,通信设备,2022-06-29,https://pdf.dfcfw.com/pdf/H3_AP202206291575492150_1.pdf
移远通信,603236,77,603236,移远通信,5G+AI，模组龙头掘金AIOT万亿市场,买入,国金证券,0,,,,,,,通信设备,2022-05-26,https://pdf.dfcfw.com/pdf/H3_AP202205261567959880_1.pdf
移远通信,603236,78,603236,移远通信,模组龙头持续发力，盈利能力开始提升,买入,国信证券,0,,,,,,,通信设备,2022-05-10,https://pdf.dfcfw.com/pdf/H3_AP202205101564750167_1.pdf
移远通信,603236,79,603236,移远通信,2022年一季报点评：一季度业绩超预期，盈利能力提升显著,买入,民生证券,0,,,,,,,通信设备,2022-04-30,https://pdf.dfcfw.com/pdf/H3_AP202204301562449235_1.pdf
移远通信,603236,80,603236,移远通信,Q1业绩翻倍，公司盈利能力持续提升,买入,华安证券,0,,,,,,,通信设备,2022-04-29,https://pdf.dfcfw.com/pdf/H3_AP202204291562321260_1.pdf
