LOCAL_COMPANY_NAME,LOCAL_SYMBOL,序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
宜通世纪,300310,1,300310,宜通世纪,积极布局物联网产业，顺利实现战略转型,增持,国元证券,0,,,,,,,通信服务,2018-05-07,https://pdf.dfcfw.com/pdf/H3_AP201805071138238344_1.pdf
宜通世纪,300310,2,300310,宜通世纪,2018年一季报点评：营收高增长，物联网双平台稳步发展,,民生证券,0,,,,,,,通信服务,2018-05-02,https://pdf.dfcfw.com/pdf/H3_AP201805021134453690_1.pdf
宜通世纪,300310,3,300310,宜通世纪,2017年年报点评：传统业务稳定增长，物联网平台迎快速发展,,民生证券,0,,,,,,,通信服务,2018-04-12,https://pdf.dfcfw.com/pdf/H3_AP201804121122240217_1.pdf
宜通世纪,300310,4,300310,宜通世纪,业绩符合预期，物联网业务快速发展,增持,信达证券,0,,,,,,,通信服务,2018-04-10,https://pdf.dfcfw.com/pdf/H3_AP201804101120618504_1.pdf
宜通世纪,300310,5,300310,宜通世纪,点评报告：通信服务业务稳健，物联网合作有望带来业绩增量,买入,广证恒生证券研究所,0,,,,,,,通信服务,2018-04-07,https://pdf.dfcfw.com/pdf/H3_AP201804071119412868_1.pdf
宜通世纪,300310,6,300310,宜通世纪,年报业绩符合预期，物联双平台潜力巨大,,中银国际,0,,,,,,,通信服务,2018-04-03,https://pdf.dfcfw.com/pdf/H3_AP201804031116216089_1.pdf
宜通世纪,300310,7,300310,宜通世纪,夯实传统业务基础，迎接物联网爆发,买入,西南证券,0,,,,,,,通信服务,2018-03-01,https://pdf.dfcfw.com/pdf/H3_AP201803011095988571_1.pdf
宜通世纪,300310,8,300310,宜通世纪,深度报告：四大板块支撑转型，布局物联网潜力市场,增持,信达证券,0,,,,,,,通信服务,2018-02-06,https://pdf.dfcfw.com/pdf/H3_AP201802061087609721_1.pdf
宜通世纪,300310,9,300310,宜通世纪,点评报告：业绩稳定增长，入股中国联通物联网业务进入快速发展期,买入,广证恒生证券研究所,0,,,,,,,通信服务,2018-02-01,https://pdf.dfcfw.com/pdf/H3_AP201802011084970341_1.pdf
宜通世纪,300310,10,300310,宜通世纪,与联通战略合作签订，夯实向好发展基础,买入,西南证券,0,,,,,,,通信服务,2017-11-20,https://pdf.dfcfw.com/pdf/H3_AP201711201052745772_1.pdf
宜通世纪,300310,11,300310,宜通世纪,股权激励凝聚军心，期待公司外延内生齐头并进,买入,华金证券,0,,,,,,,通信服务,2017-10-18,https://pdf.dfcfw.com/pdf/H3_AP201710180960166920_1.pdf
宜通世纪,300310,12,300310,宜通世纪,宜通世纪2017年3季度业绩点评：物联领域高增长，股权激励显信心,,中银国际,0,,,,,,,通信服务,2017-10-18,https://pdf.dfcfw.com/pdf/H3_AP201710180960032215_1.pdf
宜通世纪,300310,13,300310,宜通世纪,平台+应用布局效果初显，物联网龙头后势可期,,民生证券,0,,,,,,,通信服务,2017-10-18,https://pdf.dfcfw.com/pdf/H3_AP201710180959577917_1.pdf
宜通世纪,300310,14,300310,宜通世纪,2017年三季报点评：物联网业务如期发展，股权激励促进持续增长,买入,西南证券,0,,,,,,,通信服务,2017-10-17,https://pdf.dfcfw.com/pdf/H3_AP201710170957413107_1.pdf
宜通世纪,300310,15,300310,宜通世纪,限制性股票激励计划推出，彰显公司发展信心,,民生证券,0,,,,,,,通信服务,2017-10-12,https://pdf.dfcfw.com/pdf/H3_AP201710120947935202_1.pdf
宜通世纪,300310,16,300310,宜通世纪,2017年半年报点评：传统业务承压，参与联通混改物联网垂直领域,,民生证券,0,,,,,,,通信服务,2017-08-31,https://pdf.dfcfw.com/pdf/H3_AP201708310842866362_1.pdf
宜通世纪,300310,17,300310,宜通世纪,搭“联通混改大潮”、享“物联网平台高预期”,买入,太平洋,0,,,,,,,通信服务,2017-08-28,https://pdf.dfcfw.com/pdf/H3_AP201708280833903700_1.pdf
宜通世纪,300310,18,300310,宜通世纪,业绩稳步增长，物联网业务进入快速成长期,买入,国元证券,0,,,,,,,通信服务,2017-08-24,https://pdf.dfcfw.com/pdf/H3_AP201708240824502370_1.pdf
宜通世纪,300310,19,300310,宜通世纪,参与联通混改，物联网平台驱动成长,,国金证券,0,,,,,,,通信服务,2017-08-23,https://pdf.dfcfw.com/pdf/H3_AP201708230822332117_1.pdf
宜通世纪,300310,20,300310,宜通世纪,传统业务承压，加深与运营商物联网合作,买入,西南证券,0,,,,,,,通信服务,2017-08-23,https://pdf.dfcfw.com/pdf/H3_AP201708230821905905_1.pdf
宜通世纪,300310,21,300310,宜通世纪,细估物联网CMP与AEP运营业绩弹性,,国金证券,0,,,,,,,通信服务,2017-04-28,https://pdf.dfcfw.com/pdf/H3_AP201704280538337840_1.pdf
宜通世纪,300310,22,300310,宜通世纪,CMP+AEP平台协同发展，垂直布局智慧医疗,买入,西南证券,0,,,,,,,通信服务,2017-04-24,https://pdf.dfcfw.com/pdf/H3_AP201704240527707577_1.pdf
宜通世纪,300310,23,300310,宜通世纪,2017年一季报点评：看好公司的物联网平台+智慧医疗垂直领域布局,增持,东莞证券,0,,,,,,,通信服务,2017-04-11,https://pdf.dfcfw.com/pdf/H3_AP201704110494102282_1.pdf
宜通世纪,300310,24,300310,宜通世纪,宜通世纪2017年一季报点评,,中银国际,0,,,,,,,通信服务,2017-04-10,https://pdf.dfcfw.com/pdf/H3_AP201704100492705749_1.pdf
宜通世纪,300310,25,300310,宜通世纪,物联网平台及智慧医疗齐发力，经营持续向好,买入,太平洋,0,,,,,,,通信服务,2017-04-01,https://pdf.dfcfw.com/pdf/H3_AP201704010460506699_1.pdf
宜通世纪,300310,26,300310,宜通世纪,2016年年报点评：整合上下游产业链，构建物联网平台竞争优势,,民生证券,0,,,,,,,通信服务,2017-03-16,https://pdf.dfcfw.com/pdf/H3_AP201703160412498911_1.pdf
宜通世纪,300310,27,300310,宜通世纪,外延战略成效凸显，新老结合助力公司净利润高速增长,买入,华金证券,0,,,,,,,通信服务,2017-03-15,https://pdf.dfcfw.com/pdf/H3_AP201703150409945677_1.pdf
