LOCAL_COMPANY_NAME,LOCAL_SYMBOL,序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
广和通,300638,1,300638,广和通,原材料汇兑等造成短期业绩承压，持续探索车、具身等端侧价值,买入,山西证券,1,0.38,60.5,0.72,31.8,1.08,21.1,通信设备,2026-06-03,https://pdf.dfcfw.com/pdf/H3_AP202606031823208129_1.pdf
广和通,300638,2,300638,广和通,收入持续修复，具身智能卡位核心,买入,国金证券,1,0.562,44.36,0.791,31.5,0.943,26.44,通信设备,2026-04-28,https://pdf.dfcfw.com/pdf/H3_AP202604281821659877_1.pdf
广和通,300638,3,300638,广和通,国外市场成为业绩增长的核心引擎，端侧AI布局领先,买入,国金证券,1,0.69,36.14,0.886,28.12,0.942,26.46,通信设备,2026-04-01,https://pdf.dfcfw.com/pdf/H3_AP202604011820943243_1.pdf
广和通,300638,4,300638,广和通,盈利能力环比修复，AI终端+机器人业务驱动业绩增长,买入,国金证券,1,0.826,33.19,1.013,27.06,,,通信设备,2025-11-02,https://pdf.dfcfw.com/pdf/H3_AP202511021773633131_1.pdf
广和通,300638,5,300638,广和通,公司信息更新报告：加大产业生态合作，机器人+AI玩具业务蓄势待发,买入,开源证券,1,0.89,30.2,1.12,23.9,,,通信设备,2025-10-31,https://pdf.dfcfw.com/pdf/H3_AP202510311772570604_1.pdf
广和通,300638,6,300638,广和通,AI stack深化布局，具身智能和智能座舱是增长主力,买入,山西证券,1,0.91,34.2,1.14,27.3,,,通信设备,2025-09-23,https://pdf.dfcfw.com/pdf/H3_AP202509231748994637_1.pdf
广和通,300638,7,300638,广和通,公司信息更新报告：收入结构不断优化，机器人+端侧AI发展加速,买入,开源证券,1,1.02,33.5,1.13,30.3,,,通信设备,2025-08-29,https://pdf.dfcfw.com/pdf/H3_AP202508291736444971_1.pdf
广和通,300638,8,300638,广和通,端侧模组助力AI新消费玩偶，公司正在申请港股上市,增持,群益证券,1,0.99,26.0,1.27,21.0,,,通信设备,2025-06-12,https://pdf.dfcfw.com/pdf/H3_AP202506121689422413_1.pdf
广和通,300638,9,300638,广和通,AI物联网引领者，具身智能已占据先机,买入,山西证券,1,0.91,30.1,1.14,24.0,,,通信设备,2025-05-21,https://pdf.dfcfw.com/pdf/H3_AP202505211676522989_1.pdf
广和通,300638,10,300638,广和通,公司信息更新报告：加速布局机器人和AI，把握AI应用风口,买入,开源证券,1,1.02,28.5,1.13,25.8,,,通信设备,2025-05-15,https://pdf.dfcfw.com/pdf/H3_AP202505141672905189_1.pdf
广和通,300638,11,300638,广和通,业务调整致短期承压，加码AI端侧与机器人赛道布局,买入,国金证券,1,1.039,23.72,1.331,18.53,,,通信设备,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301665044081_1.pdf
广和通,300638,12,300638,广和通,2024年年报点评报告：业绩稳健增长，紧抓端侧AI发展新机遇,买入,华龙证券,1,0.97,25.9,1.13,22.2,,,通信设备,2025-04-22,https://pdf.dfcfw.com/pdf/H3_AP202504221660638181_1.pdf
广和通,300638,13,300638,广和通,公司信息更新报告：业绩稳健增长，端侧AI开启新曲线,买入,开源证券,1,1.02,24.9,1.13,22.5,,,通信设备,2025-04-21,https://pdf.dfcfw.com/pdf/H3_AP202504211659874347_1.pdf
广和通,300638,14,300638,广和通,2024年归母净利润同比增长19%，积极布局端侧AI,增持,国信证券,1,1.04,24.5,1.21,20.9,,,通信设备,2025-04-21,https://pdf.dfcfw.com/pdf/H3_AP202504211659817199_1.pdf
广和通,300638,15,300638,广和通,业绩稳健增长，紧抓端侧AI模组与机器人发展机遇,买入,国金证券,1,1.039,24.38,1.331,19.04,,,通信设备,2025-04-20,https://pdf.dfcfw.com/pdf/H3_AP202504201659450449_1.pdf
广和通,300638,16,300638,广和通,拟赴港上市，践行全球化和人工智能战略布局,增持,华安证券,1,,,,,,,通信设备,2025-03-30,https://pdf.dfcfw.com/pdf/H3_AP202503301649141836_1.pdf
广和通,300638,17,300638,广和通,市场有望持续回暖，发力割草机器人等再造AIOT新动力,买入,山西证券,1,1.07,17.0,,,,,通信设备,2024-11-05,https://pdf.dfcfw.com/pdf/H3_AP202411051640726864_1.pdf
广和通,300638,18,300638,广和通,2024年三季报点评报告：加强市场开拓，业绩稳健增长,买入,华龙证券,1,1.02,15.2,,,,,通信设备,2024-11-05,https://pdf.dfcfw.com/pdf/H3_AP202411051640713358_1.pdf
