LOCAL_COMPANY_NAME,LOCAL_SYMBOL,序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
力合微,688589,1,688589,力合微,自主PLC核心技术，持续拓展应用新场景,增持,华金证券,0,1.5,19.0,,,,,半导体,2024-10-24,https://pdf.dfcfw.com/pdf/H3_AP202410241640471594_1.pdf
力合微,688589,2,688589,力合微,第三季度净利润增长57%，在手订单充足,买入,国信证券,0,,,,,,,半导体,2023-10-30,https://pdf.dfcfw.com/pdf/H3_AP202310301605640884_1.pdf
力合微,688589,3,688589,力合微,深耕电力线载波通信技术，加速布局非电网领域,买入,国信证券,0,,,,,,,半导体,2023-08-31,https://pdf.dfcfw.com/pdf/H3_AP202308311596888805_1.pdf
力合微,688589,4,688589,力合微,电力物联网市占率提升，非电物联网持续拓宽,买入,西南证券,0,,,,,,,半导体,2023-08-31,https://pdf.dfcfw.com/pdf/H3_AP202308311596883241_1.pdf
力合微,688589,5,688589,力合微,全年业绩符合预期，在手订单持续增长,买入,中邮证券,0,,,,,,,半导体,2023-01-13,https://pdf.dfcfw.com/pdf/H3_AP202301131581982424_1.pdf
力合微,688589,6,688589,力合微,Q3业绩高增在手订单饱满，双模芯片优势明显,,中邮证券,0,,,,,,,半导体,2022-11-04,https://pdf.dfcfw.com/pdf/H3_AP202211041579971350_1.pdf
力合微,688589,7,688589,力合微,三季度业绩符合预期，在手订单同比增长61%,买入,西南证券,0,,,,,,,半导体,2022-10-30,https://pdf.dfcfw.com/pdf/H3_AP202210301579627203_1.pdf
力合微,688589,8,688589,力合微,集中器突破中标国网市场，募投发力非电网领域,买入,西南证券,0,,,,,,,半导体,2022-08-19,https://pdf.dfcfw.com/pdf/H3_AP202208191577389907_1.pdf
力合微,688589,9,688589,力合微,2021年年报点评：HPLC推动业绩高增，产品迭代开拓新市场,买入,西南证券,0,,,,,,,半导体,2022-03-25,https://pdf.dfcfw.com/pdf/H3_AP202203251554913314_1.pdf
力合微,688589,10,688589,力合微,“十四五”提振电网建设需求，国产PLC芯片领先者趁势崛起,买入,西南证券,0,,,,,,,半导体,2021-12-15,https://pdf.dfcfw.com/pdf/H3_AP202112151534734542_1.pdf
