review_rank,review_reason,suggested_action,analysis_group_id,company,symbol,event_date,split,default_model_scope,primary_category,capital_action_subtype,source_type,source_types,title,group_titles_sample,relative_mv_return_p0_p20,abnormal_mv_impact_yi_p0_p20,actual_mv_return_p0_p20,peer_avg_mv_return_p0_p20,overlap_event_count_p0_p20,is_overlap_clean_p0_p20,source_count,group_event_count,group_source_count,has_main_label,is_default_training_candidate,manual_keep_for_model,manual_is_noise,manual_corrected_category,manual_notes
1,top_positive_label|extreme_relative_label|large_mv_impact|category_other|subject_company|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,300590|2017-01-11|其他,移为通信,300590,2017-01-11,train,audit_or_aux,其他,,announcement,announcement,关于“N移为”盘中临时停牌的公告,关于“N移为”盘中临时停牌的公告,0.9403478826302528,43.53129479999998,0.7959034381858083,-0.1444444444444445,4,False,1,1,1,1,0,,,,
2,top_positive_label|extreme_relative_label|large_mv_impact|category_other|subject_company|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,300590|2017-01-13|其他,移为通信,300590,2017-01-13,train,audit_or_aux,其他,,announcement,announcement,股票交易异常波动公告(2017/1/13),股票交易异常波动公告(2017/1/13),0.6116221734226096,24.128436800000003,0.5091997339835956,-0.102422439439014,5,False,1,1,1,1,0,,,,
3,top_positive_label|extreme_relative_label|category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-06-28|其他,移为通信,300590,2021-06-28,train,audit_or_aux,其他,,announcement,announcement,关于召开公司2021年第三次临时股东大会的通知,关于召开公司2021年第三次临时股东大会的通知 || 独立董事关于第三届董事会第七次会议相关事项的独立意见 || 第三届监事会第六次会议决议公告 || 第三届董事会第七次会议决议公告,0.4499163539912483,22.08414333494673,0.4479166666666667,-0.0019996873245816,15,False,1,4,1,1,1,,,,
4,top_positive_label|extreme_relative_label|category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-11-04|其他,移为通信,300590,2020-11-04,train,audit_or_aux,其他,,announcement,announcement,国信证券股份有限公司关于公司2020年度持续督导培训工作报告,国信证券股份有限公司关于公司2020年度持续督导培训工作报告,0.4210235997676131,21.61988623250229,0.4478813559322032,0.0268577561645901,7,False,1,1,1,1,1,,,,
5,top_positive_label|extreme_relative_label|category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-11-02|其他,移为通信,300590,2020-11-02,train,audit_or_aux,其他,,announcement,announcement,2020年第二次临时股东大会的法律意见书,2020年第二次临时股东大会的法律意见书 || 第三届董事会第一次会议决议公告 || 独立董事关于第三届董事会第一次会议相关事项的独立意见 || 2020年第二次临时股东大会决议公告 || 第三届监事会第一次会议决议公告 || 关于公司董事会、监事会完成换届选举及聘任公司高级管理人员和证券事务代表的公告,0.4330484034059093,21.05755726608412,0.4855769230769229,0.0525285196710136,8,False,1,6,1,1,1,,,,
6,extreme_relative_label|category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-10-29|其他,移为通信,300590,2020-10-29,train,audit_or_aux,其他,,announcement,announcement,第二届董事会第三十次会议决议公告,第二届董事会第三十次会议决议公告 || 第二届监事会第二十九次会议决议公告,0.317142965752612,18.274004886222,0.3463081861958268,0.0291652204432148,12,False,1,2,1,1,1,,,,
7,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-07-13|其他,移为通信,300590,2021-07-13,train,audit_or_aux,其他,,announcement,announcement,2021年第三次临时股东大会的法律意见书,2021年第三次临时股东大会的法律意见书 || 2021年第三次临时股东大会决议公告,0.2823471887358805,16.577240510215283,0.3255860332223836,0.0432388444865031,16,False,1,2,1,1,1,,,,
8,extreme_relative_label|category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-07-16|其他,移为通信,300590,2021-07-16,train,audit_or_aux,其他,,announcement,announcement,第三届监事会第七次会议决议公告,第三届监事会第七次会议决议公告 || 独立董事关于第三届董事会第八次会议相关事项的独立意见 || 第三届董事会第八次会议决议公告,0.2929002231847734,15.89669607257234,0.3262702206279937,0.0333699974432203,14,False,1,3,1,1,1,,,,
9,category_other|subject_company|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,300590|2017-01-17|其他,移为通信,300590,2017-01-17,train,audit_or_aux,其他,,announcement,announcement,股票交易异常波动公告(2017/1/17),股票交易异常波动公告(2017/1/17),0.28176366668717,16.489709599999998,0.2693294246976914,-0.0124342419894787,4,False,1,1,1,1,0,,,,
10,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2017-06-15|其他,移为通信,300590,2017-06-15,train,audit_or_aux,其他,,announcement,announcement,关于公司完成工商变更登记的公告,关于公司完成工商变更登记的公告,0.2746725357321163,-14.74308613333333,0.2707606420097697,-0.0039118937223466,48,False,1,1,1,1,1,,,,
11,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-10-17|其他,移为通信,300590,2020-10-17,train,audit_or_aux,其他,,announcement,announcement,关于公司董事会换届选举的公告,关于公司董事会换届选举的公告 || 第二届监事会第二十八次会议决议公告 || 关于选举产生第三届监事会职工代表监事的公告 || 第二届董事会第二十九次会议决议公告 || 独立董事候选人声明(1) || 独立董事关于第二届董事会第二十九次会议相关事项的独立意见,0.2523590915899382,15.788391125821718,0.2774319066147861,0.0250728150248479,17,False,1,11,1,1,1,,,,
12,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-12-17|其他,移为通信,300590,2021-12-17,train,audit_or_aux,其他,,announcement,announcement,关于完成工商变更登记并换发营业执照的公告,关于完成工商变更登记并换发营业执照的公告,0.2372158142842622,17.085483451177,0.2519778480102665,0.0147620337260043,3,False,1,1,1,1,1,,,,
13,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-12-18|其他,移为通信,300590,2020-12-18,train,audit_or_aux,其他,,announcement,announcement,关于召开公司2021年第一次临时股东大会的通知,关于召开公司2021年第一次临时股东大会的通知 || 独立董事关于第三届董事会第三次会议相关事项的独立意见 || 国信证券股份有限公司关于公司2020年现场检查报告 || 第三届监事会第二次会议决议公告 || 第三届董事会第三次会议决议公告,0.2420984302889839,16.587445942883566,0.1966355140186915,-0.0454629162702924,8,False,1,5,1,1,1,,,,
14,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2026-03-30|其他,移为通信,300590,2026-03-30,test,audit_or_aux,其他,,announcement,announcement,第四届董事会第二十二次会议决议公告,第四届董事会第二十二次会议决议公告,0.2656730430368563,12.47630825500584,0.3116651825310605,0.0459921394942042,15,False,1,1,1,1,1,,,,
15,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-12-10|其他,移为通信,300590,2020-12-10,train,audit_or_aux,其他,,announcement,announcement,关于完成工商变更登记并换发营业执照的公告,关于完成工商变更登记并换发营业执照的公告,0.213956044479058,16.706680562205253,0.1214589235127479,-0.0924971209663102,5,False,1,1,1,1,1,,,,
16,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2024-10-09|其他,移为通信,300590,2024-10-09,test,audit_or_aux,其他,,announcement,announcement,2024年第二次临时股东大会决议公告,2024年第二次临时股东大会决议公告 || 上海市锦天城律师事务所关于公司2024年第二次临时股东大会法律意见书,-0.2027009516975819,-17.28975690470194,-0.1916666666606198,0.0110342850369621,10,False,1,2,1,1,1,,,,
17,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2024-04-03|其他,移为通信,300590,2024-04-03,test,audit_or_aux,其他,,announcement,announcement,关于香港全资子公司增资完成的公告,关于香港全资子公司增资完成的公告,0.2579720846303943,11.262433852440775,0.2492113565413438,-0.0087607280890505,15,False,1,1,1,1,1,,,,
18,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2026-03-27|其他,移为通信,300590,2026-03-27,test,audit_or_aux,其他,,announcement,announcement,2026年第二次临时股东会决议公告,2026年第二次临时股东会决议公告,0.2513494569608673,11.664528861782824,0.310251798514906,0.0589023415540387,16,False,1,1,1,1,1,,,,
19,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-10-20|其他,移为通信,300590,2021-10-20,train,audit_or_aux,其他,,announcement,announcement,关于全资子公司完成增资工商变更登记的公告,关于全资子公司完成增资工商变更登记的公告,-0.1988470502826539,-15.401326986877704,-0.0619402984673207,0.1369067518153333,8,False,1,1,1,1,1,,,,
20,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2024-03-29|其他,移为通信,300590,2024-03-29,test,audit_or_aux,其他,,announcement,announcement,第四届监事会第二次会议决议公告,第四届监事会第二次会议决议公告 || 第四届董事会第三次会议决议公告 || 关于增加闲置自有资金进行现金管理额度的公告,0.2542847870279122,10.35621935483127,0.2728260869328309,0.0185412999049187,16,False,1,3,1,1,1,,,,
21,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2026-04-23|其他,移为通信,300590,2026-04-23,test,audit_or_aux,其他,,announcement,announcement,关于“质量回报双提升”行动方案的进展公告,关于“质量回报双提升”行动方案的进展公告 || 关于开展外汇套期保值业务的可行性分析报告 || 第四届董事会第二十三次会议决议公告 || 2025年度董事会工作报告 || 独立董事2025年度述职报告(王欣) || 2025年度会计师事务所履职评估及董事会审计委员会履行监督职责情况的报告,0.226539759364712,11.87409866909382,0.2643812116936688,0.0378414523289568,24,False,1,24,1,1,1,,,,
22,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-11-18|其他,移为通信,300590,2020-11-18,train,audit_or_aux,其他,,announcement,announcement,关于公司申请向特定对象发行股票的发行注册环节反馈意见落实函回复报告,关于公司申请向特定对象发行股票的发行注册环节反馈意见落实函回复报告 || 上海市锦天城律师事务所关于公司创业板向特定对象发行A股股票之补充法律意见书(三) || 关于公司申请向特定对象发行股票的《发行注册环节反馈意见落实函》的回复公告,-0.1760221460108349,-17.17392163968,-0.2636718750000001,-0.0876497289891652,4,False,1,3,1,1,1,,,,
23,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,002970|2019-12-17|其他,锐明技术,2970,2019-12-17,train,audit_or_aux,其他,,announcement,announcement,关于“N锐明”盘中临时停牌的公告,关于“N锐明”盘中临时停牌的公告,1.7178055475668672,68.24693283839999,1.7914839181286548,0.0736783705617875,9,False,1,1,1,1,0,,,,
24,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,603236|2019-07-16|其他,移远通信,603236,2019-07-16,train,audit_or_aux,其他,,announcement,announcement,关于N移远(603236)盘中临时停牌的公告,关于N移远(603236)盘中临时停牌的公告,1.081987582609571,66.41922951168961,1.1783117293708505,0.0963241467612794,9,False,1,1,1,1,0,,,,
25,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2020-10-23|其他,移为通信,300590,2020-10-23,train,audit_or_aux,其他,,announcement,announcement,关于公司申请向特定对象发行股票的审核中心意见落实函回复报告,关于公司申请向特定对象发行股票的审核中心意见落实函回复报告,0.1970104815064985,13.83971223927523,0.2215166230855434,0.0245061415790449,12,False,1,1,1,1,1,,,,
26,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,300098|2015-06-12|其他,高新兴,300098,2015-06-12,train,audit_or_aux,其他,,announcement,announcement,关于公司股票交易异常波动公告(2015-6-12),关于公司股票交易异常波动公告(2015-6-12),0.7116606954409768,87.32362619172,0.1766572637319856,-0.5350034317089911,21,False,1,1,1,1,0,,,,
27,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-06-11|其他,高新兴,300098,2015-06-11,train,audit_or_aux,其他,,announcement,announcement,关于公司第三届董事第二十一次会议决议公告的更正公告,关于公司第三届董事第二十一次会议决议公告的更正公告,0.7118001405972393,75.47411679444,0.1768813033001461,-0.5349188372970932,22,False,1,1,1,1,1,,,,
28,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-05-01|其他,高新兴,300098,2015-05-01,train,audit_or_aux,其他,,announcement,announcement,关于公司子公司讯美电子完成工商变更登记的公告,关于公司子公司讯美电子完成工商变更登记的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,1,1,1,1,,,,
29,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-04-25|其他,高新兴,300098,2015-04-25,train,audit_or_aux,其他,,announcement,announcement,2014年年度股东大会的法律意见书,2014年年度股东大会的法律意见书 || 2014年度股东大会决议公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,2,1,1,1,,,,
30,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-05-28|其他,高新兴,300098,2015-05-28,train,audit_or_aux,其他,,announcement,announcement,关于本次发行股份及支付现金购买资产并募集配套资金履行法定程序的完备性、合规性及提交的法律文件的有效性的说明,关于本次发行股份及支付现金购买资产并募集配套资金履行法定程序的完备性、合规性及提交的法律文件的有效性的说明 || 西藏山南硅谷天堂昌吉投资管理有限公司及其一致行动人简式权益变动报告书 || 简式权益变动报告书(二) || 独立董事关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易相关事项事前认可意见 || 独立董事对相关事项发表的独立意见(2015/5/28) || 关于提供信息真实、准确、完整的承诺(三),0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,21,1,1,1,,,,
31,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-04-01|其他,高新兴,300098,2015-04-01,train,audit_or_aux,其他,,announcement,announcement,募集资金存放与使用情况的鉴证报告,募集资金存放与使用情况的鉴证报告 || 监事会2014年度工作报告 || 恒泰长财证券有限责任公司关于公司完成募集资金投资项目建设并将结余募集资金用于永久补充公司流动资金相关事宜之专项意见 || 控股股东及其他关联方资金占用情况专项审核报告 || 恒泰长财证券有限责任公司关于公司2014年度募集资金存放与使用情况的专项核查报告 || 关于召开2014年度股东大会通知的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,16,1,1,1,,,,
32,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-03-13|其他,高新兴,300098,2015-03-13,train,audit_or_aux,其他,,announcement,announcement,公司章程(2015年3月),公司章程(2015年3月) || 独立董事对相关事项的独立意见 || 关于召开2015年第一次临时股东大会通知的公告 || 第三届监事会第十一次会议决议的公告 || 第三届董事会第十六次会议决议的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,5,1,1,1,,,,
33,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-06-09|其他,高新兴,300098,2015-06-09,train,audit_or_aux,其他,,announcement,announcement,独立董事关于发行股份及支付现金购买资产并募集配套资金暨关联交易的事前认可意见,独立董事关于发行股份及支付现金购买资产并募集配套资金暨关联交易的事前认可意见 || 广发证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告(修订稿) || 广东广信君达律师事务所关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易的补充法律意见书之一 || 独立董事关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易事项之独立意见 || 关于召开2015年第二次临时股东大会通知的公告 || 第三届监事会第十六次会议决议的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,9,1,1,1,,,,
34,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,排除默认建模，保留为审计/案例,300098|2015-02-13|其他,高新兴,300098,2015-02-13,train,audit_or_aux,其他,,announcement,announcement,关于重大事项停牌公告,关于重大事项停牌公告 || 关于高新兴科技集团股份有限公司股票临时停牌的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,2,1,1,1,,,,
35,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-03-18|其他,高新兴,300098,2015-03-18,train,audit_or_aux,其他,,announcement,announcement,讯美电子科技有限公司审计报告,讯美电子科技有限公司审计报告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,1,1,1,1,,,,
36,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-04-18|其他,高新兴,300098,2015-04-18,train,audit_or_aux,其他,,announcement,announcement,第三届董事会第十八次会议决议的公告,第三届董事会第十八次会议决议的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,1,1,1,1,,,,
37,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-03-31|其他,高新兴,300098,2015-03-31,train,audit_or_aux,其他,,announcement,announcement,2015年第一次临时股东大会决议公告,2015年第一次临时股东大会决议公告 || 临时股东大会的法律意见书,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,2,1,1,1,,,,
38,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-03-26|其他,高新兴,300098,2015-03-26,train,audit_or_aux,其他,,announcement,announcement,关于召开2015年第一次临时股东大会的提示性公告,关于召开2015年第一次临时股东大会的提示性公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,1,1,1,1,,,,
39,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-05-29|其他,高新兴,300098,2015-05-29,train,audit_or_aux,其他,,announcement,announcement,关于取消召开2015年第二次临时股东大会通知的公告,关于取消召开2015年第二次临时股东大会通知的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,1,1,1,1,,,,
40,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-05-09|其他,高新兴,300098,2015-05-09,train,audit_or_aux,其他,,announcement,announcement,第三届董事会第十九次会议决议的公告,第三届董事会第十九次会议决议的公告 || 第三届监事会第十四次会议决议的公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,2,1,1,1,,,,
41,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-04-22|其他,高新兴,300098,2015-04-22,train,audit_or_aux,其他,,announcement,announcement,关于召开2014年度股东大会的提示性公告,关于召开2014年度股东大会的提示性公告,0.7755235307422741,63.14439995541001,0.1745827232158139,-0.6009408075264602,72,False,1,1,1,1,1,,,,
42,top_negative_label|category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2017-04-18|其他,移为通信,300590,2017-04-18,train,audit_or_aux,其他,,announcement,announcement,独立董事关于第一届董事会第十九次会议相关事项的独立意见,独立董事关于第一届董事会第十九次会议相关事项的独立意见 || 资金占用情况的专项审计说明(2016年度) || 独立董事2016年度述职报告(张天西) || 国信证券股份有限公司关于公司首次公开发行股票2016年度跟踪报告 || 国信证券股份有限公司关于公司使用募集资金向全资子公司进行增资之专项核查意见 || 国信证券股份有限公司关于公司2016年度内部控制自我评价报告的核查意见,-0.2892560361797897,-8.354042666666668,0.0816326530612245,0.3708886892410142,9,False,1,21,1,1,1,,,,
43,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300638|2025-01-06|其他,广和通,300638,2025-01-06,test,audit_or_aux,其他,,announcement,announcement,广东信达律师事务所关于深圳市广和通无线股份有限公司2025年第一次临时股东大会法律意见书,广东信达律师事务所关于深圳市广和通无线股份有限公司2025年第一次临时股东大会法律意见书 || 2025年第一次临时股东大会决议公告,0.6550743374106462,60.86534964887685,1.0132013201955634,0.3581269827849171,3,False,1,2,1,1,1,,,,
44,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,603236|2021-01-07|其他,移远通信,603236,2021-01-07,train,audit_or_aux,其他,,announcement,announcement,:关于为全资子公司提供担保的公告,:关于为全资子公司提供担保的公告,0.4475464508341464,88.90182499860482,0.3063322368421051,-0.1412142139920414,12,False,1,1,1,1,1,,,,
45,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300638|2021-06-16|其他,广和通,300638,2021-06-16,train,audit_or_aux,其他,,announcement,announcement,关于选举产生第三届监事会职工代表监事的公告,关于选举产生第三届监事会职工代表监事的公告,0.4724697366475044,65.27645062813134,0.4153137872746211,-0.0571559493728833,12,False,1,1,1,1,1,,,,
46,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,300098|2015-06-16|其他,高新兴,300098,2015-06-16,train,audit_or_aux,其他,,announcement,announcement,关于公司股票交易异常波动公告(2015-6-16),关于公司股票交易异常波动公告(2015-6-16),0.42517161469079,91.38763172833998,-0.1267482517532834,-0.5519198664440734,20,False,1,1,1,1,0,,,,
47,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,002970|2019-12-23|其他,锐明技术,2970,2019-12-23,train,audit_or_aux,其他,,announcement,announcement,关于股票交易异常波动的公告(2019/12/23),关于股票交易异常波动的公告(2019/12/23),0.9250802235764248,41.26945043951999,1.015240972126871,0.0901607485504461,7,False,1,1,1,1,0,,,,
48,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300638|2021-06-22|其他,广和通,300638,2021-06-22,train,audit_or_aux,其他,,announcement,announcement,第三届董事会第一次会议决议公告,第三届董事会第一次会议决议公告 || 关于聘任高级管理人员、董事会秘书及证券事务代表的公告 || 第三届监事会第一次会议决议公告 || 独立董事关于第三届董事会第一次会议相关事项的独立意见,0.4008685519643965,69.35554729723185,0.3865740740883336,-0.0142944778760629,10,False,1,4,1,1,1,,,,
49,top_negative_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2016-07-05|其他,高新兴,300098,2016-07-05,train,audit_or_aux,其他,,announcement,announcement,关于控股子公司挂牌新三板的公告,关于控股子公司挂牌新三板的公告,-0.3801739130458743,-65.73797498615599,-0.1126153846177806,0.2675585284280937,7,False,1,1,1,1,1,,,,
50,extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300638|2021-06-21|其他,广和通,300638,2021-06-21,train,audit_or_aux,其他,,announcement,announcement,2021年第二次临时股东大会决议公告,2021年第二次临时股东大会决议公告 || 关于监事会完成换届选举的公告 || 关于董事会完成换届选举的公告 || 2021年第二次临时股东大会法律意见书,0.3681106365384147,70.33779361288259,0.3432765151895893,-0.0248341213488254,11,False,1,4,1,1,1,,,,
51,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2020-02-15|其他,高新兴,300098,2020-02-15,train,audit_or_aux,其他,,announcement,announcement,广东广信君达律师事务所关于公司第二期股票期权激励计划(草案)的法律意见书,广东广信君达律师事务所关于公司第二期股票期权激励计划(草案)的法律意见书 || 独立董事对相关事项发表的独立意见 || 第五届监事会第三次会议决议的公告 || 第五届董事会第四次会议决议的公告 || 关于召开2020年第二次临时股东大会通知的公告 || 独立董事公开征集委托投票权报告书,0.5503319461150539,42.182616463311135,0.4711729623254586,-0.0791589837895953,12,False,1,7,1,1,1,,,,
52,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2015-01-31|其他,高新兴,300098,2015-01-31,train,audit_or_aux,其他,,announcement,announcement,关于更换保荐代表人的公告,关于更换保荐代表人的公告,0.7473546282144727,39.389426546148,0.827453719874258,0.0800990916597852,64,False,1,1,1,1,1,,,,
53,top_negative_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,002313|2015-06-16|其他,日海智能,2313,2015-06-16,train,audit_or_aux,其他,,announcement,announcement,日海通讯:第三届董事会第二十一次会议决议公告,日海通讯:第三届董事会第二十一次会议决议公告,-0.42517161469079,-53.05750319999999,-0.5519198664440734,-0.1267482517532834,7,False,1,1,1,1,1,,,,
54,category_other|subject_company|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,300590|2026-04-07|其他,移为通信,300590,2026-04-07,test,audit_or_aux,其他,,irm_qa,irm_qa,请问截至2026年3月31日，公司最新股东数是多少？,请问截至2026年3月31日，公司最新股东数是多少？,0.2248828858570698,9.4718209471839,0.3831769004944465,0.1582940146373767,16,False,1,1,1,1,0,,,,
55,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-03-25|其他,移为通信,300590,2021-03-25,train,audit_or_aux,其他,,announcement,announcement,关于公司监事亲属短线交易的公告,关于公司监事亲属短线交易的公告,-0.1910020049223141,-11.650399085112811,-0.151838671411625,0.0391633335106891,3,False,1,1,1,1,1,,,,
56,extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300638|2020-07-08|其他,广和通,300638,2020-07-08,train,audit_or_aux,其他,,announcement,announcement,关于使用部分自有闲置资金进行现金管理的进展公告,关于使用部分自有闲置资金进行现金管理的进展公告,0.3859410951980204,54.88205098773054,0.2787096774086715,-0.107231417789349,15,False,1,1,1,1,1,,,,
57,top_negative_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,002881|2025-02-13|其他,美格智能,2881,2025-02-13,test,audit_or_aux,其他,,announcement,announcement,股票交易异常波动暨严重异常波动公告,股票交易异常波动暨严重异常波动公告,-0.3099573403404324,-64.50241753320496,-0.2958339177988721,0.0141234225415603,5,False,1,1,1,1,0,,,,
58,top_negative_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,603236|2023-04-25|其他,移远通信,603236,2023-04-25,valid,audit_or_aux,其他,,announcement,announcement,2022年度独立董事述职报告,2022年度独立董事述职报告 || 独立董事候选人声明(吴剑敏) || 关于修订《公司章程》的公告 || 关于续聘会计师事务所的公告 || 第三届监事会第十次会议决议公告 || 独立董事候选人声明(刘美玉),-0.3058366334211505,-71.24334083222303,-0.3023963133855138,0.0034403200356367,14,False,1,26,1,1,1,,,,
59,category_other|subject_company|overlap_dirty_p20,优先人工重分类,300590|2021-10-25|其他,移为通信,300590,2021-10-25,train,audit_or_aux,其他,,announcement,announcement,第三届董事会第十四次会议决议公告,第三届董事会第十四次会议决议公告 || 独立董事关于第三届董事会第十四次会议相关事项的独立意见 || 第三届监事会第十二次会议决议公告,-0.178252254603184,-12.502656103304025,0.0039856516670864,0.1822379062702704,7,False,1,3,1,1,1,,,,
60,top_positive_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20|not_default_training,排除默认建模，保留为审计/案例,603236|2019-07-19|其他,移远通信,603236,2019-07-19,train,audit_or_aux,其他,,announcement,announcement,:移远通信股票交易异常波动公告(2019/07/19),:移远通信股票交易异常波动公告(2019/07/19),0.6165463748208112,32.280570373324004,0.809666884389288,0.1931205095684768,8,False,1,1,1,1,0,,,,
61,top_negative_label|extreme_relative_label|large_mv_impact|category_other|overlap_dirty_p20,优先人工重分类,300098|2016-07-06|其他,高新兴,300098,2016-07-06,train,audit_or_aux,其他,,announcement,announcement,关于使用部分暂时闲置募集资金进行现金管理的实施公告,关于使用部分暂时闲置募集资金进行现金管理的实施公告,-0.3164388548103009,-58.97899555209598,-0.1383233532905441,0.1781155015197568,6,False,1,1,1,1,1,,,,
