ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
300552.SZ,20151231,东北,D,44253300.0,,,CNY,20151231
300552.SZ,20151231,中国大陆,D,511917200.0,,,CNY,20151231
300552.SZ,20151231,华东,D,201327100.0,,,CNY,20151231
300552.SZ,20151231,华中,D,57125800.0,,,CNY,20151231
300552.SZ,20151231,华北,D,100812200.0,,,CNY,20151231
300552.SZ,20151231,华南,D,21390000.0,,,CNY,20151231
300552.SZ,20151231,西北,D,43056500.0,,,CNY,20151231
300552.SZ,20151231,西南,D,43952300.0,,,CNY,20151231
300552.SZ,20161231,东北,D,54948387.38,,,CNY,20161231
300552.SZ,20161231,中国大陆,D,635728856.82,,,CNY,20161231
300552.SZ,20161231,华东,D,233276903.37,,,CNY,20161231
300552.SZ,20161231,华中,D,42779517.32,,,CNY,20161231
300552.SZ,20161231,华北,D,115867313.02,,,CNY,20161231
300552.SZ,20161231,华南,D,46089102.3,,,CNY,20161231
300552.SZ,20161231,西北,D,85512978.27,,,CNY,20161231
300552.SZ,20161231,西南,D,57254655.16,,,CNY,20161231
300552.SZ,20171231,东北,D,45390385.77,,,CNY,20171231
300552.SZ,20171231,中国大陆,D,628566893.63,,,CNY,20171231
300552.SZ,20171231,华东,D,204527974.99,,,CNY,20171231
300552.SZ,20171231,华中,D,72003330.57,,,CNY,20171231
300552.SZ,20171231,华北,D,93895890.5,,,CNY,20171231
300552.SZ,20171231,华南,D,60719349.31,,,CNY,20171231
300552.SZ,20171231,西北,D,63282459.7,,,CNY,20171231
300552.SZ,20171231,西南,D,88747502.79,,,CNY,20171231
300552.SZ,20181231,东北,D,55776519.98,,,CNY,20181231
300552.SZ,20181231,华东,D,172489227.73,58813217.57,113676010.16,CNY,20181231
300552.SZ,20181231,华中,D,68903151.1,,,CNY,20181231
300552.SZ,20181231,华北,D,117398382.08,45829895.67,71568486.41,CNY,20181231
300552.SZ,20181231,华南,D,114920079.25,42519047.14,72401032.11,CNY,20181231
300552.SZ,20181231,国外,D,316254.6,,,CNY,20181231
300552.SZ,20181231,西北,D,65901661.59,,,CNY,20181231
300552.SZ,20181231,西南,D,96556191.95,28172417.78,68383774.17,CNY,20181231
300552.SZ,20191231,东北,D,321021380.41,,,CNY,20191231
300552.SZ,20191231,华东,D,640739036.93,290437050.17,350301986.76,CNY,20191231
300552.SZ,20191231,华中,D,248207645.53,,,CNY,20191231
300552.SZ,20191231,华北,D,951534731.9,467355880.81,484178851.09,CNY,20191231
300552.SZ,20191231,华南,D,535949003.54,196877649.11,339071354.43,CNY,20191231
300552.SZ,20191231,国外,D,86412.43,,,CNY,20191231
300552.SZ,20191231,西北,D,264762462.36,,,CNY,20191231
300552.SZ,20191231,西南,D,388906987.35,159032566.75,229874420.6,CNY,20191231
300552.SZ,20201231,东北,D,60905962.98,,,CNY,20201231
300552.SZ,20201231,华东,D,262438281.99,148812746.39,113625535.6,CNY,20201231
