ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
300552.SZ,20201231,华中,D,239851881.41,,,CNY,20201231
300552.SZ,20201231,华北,D,524623881.27,343166574.13,181457307.14,CNY,20201231
300552.SZ,20201231,华南,D,224763435.35,134020495.67,90742939.68,CNY,20201231
300552.SZ,20201231,西北,D,185365624.87,,,CNY,20201231
300552.SZ,20201231,西南,D,164638359.34,86400257.49,78238101.85,CNY,20201231
300552.SZ,20211231,东北,D,75370098.98,,,CNY,20211231
300552.SZ,20211231,华东,D,160301793.8,69474261.65,90827532.15,CNY,20211231
300552.SZ,20211231,华中,D,100525552.51,54344423.37,46181129.14,CNY,20211231
300552.SZ,20211231,华北,D,258870806.54,133517927.54,125352879.0,CNY,20211231
300552.SZ,20211231,华南,D,124543051.66,50306391.48,74236660.18,CNY,20211231
300552.SZ,20211231,国外,D,3235084.0,,,CNY,20211231
300552.SZ,20211231,西北,D,85961291.89,,,CNY,20211231
300552.SZ,20211231,西南,D,136045684.86,71107821.71,64937863.15,CNY,20211231
300552.SZ,20221231,东北,D,35893831.16,,,CNY,20221231
300552.SZ,20221231,华东,D,214400962.52,87407391.65,126993570.87,CNY,20221231
300552.SZ,20221231,华中,D,103066488.0,55536891.17,47529596.83,CNY,20221231
300552.SZ,20221231,华北,D,234411047.75,129257774.09,105153273.66,CNY,20221231
300552.SZ,20221231,华南,D,129606575.45,65945061.8,63661513.65,CNY,20221231
300552.SZ,20221231,国外,D,5972379.61,,,CNY,20221231
300552.SZ,20221231,西北,D,45167204.02,,,CNY,20221231
300552.SZ,20221231,西南,D,104564526.69,51768572.69,52795954.0,CNY,20221231
300552.SZ,20231231,东北,D,40511919.4,12798810.28,27713109.12,CNY,20231231
300552.SZ,20231231,华东,D,174680176.05,56705849.8,117974326.25,CNY,20231231
300552.SZ,20231231,华中,D,121024275.25,39875564.66,81148710.59,CNY,20231231
300552.SZ,20231231,华北,D,273968478.37,86716440.11,187252038.26,CNY,20231231
300552.SZ,20231231,华南,D,96430764.77,29246900.92,67183863.85,CNY,20231231
300552.SZ,20231231,国外,D,20137080.16,15720944.97,4416135.19,CNY,20231231
300552.SZ,20231231,西北,D,73593742.14,27603832.39,45989909.75,CNY,20231231
300552.SZ,20231231,西南,D,108633648.29,37089159.61,71544488.68,CNY,20231231
300552.SZ,20241231,东北,D,53842221.12,15071816.71,38770404.41,CNY,20241231
300552.SZ,20241231,华东,D,222162441.46,58466022.96,163696418.5,CNY,20241231
300552.SZ,20241231,华中,D,120291100.41,35182452.28,85108648.13,CNY,20241231
300552.SZ,20241231,华北,D,239109237.44,71247130.3,167862107.14,CNY,20241231
300552.SZ,20241231,华南,D,100071296.65,30197573.96,69873722.69,CNY,20241231
300552.SZ,20241231,国外,D,9490542.18,3672864.3,5817677.88,CNY,20241231
300552.SZ,20241231,西北,D,66596137.77,22980224.27,43615913.5,CNY,20241231
300552.SZ,20241231,西南,D,118636577.84,34553216.41,84083361.43,CNY,20241231
