ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
300638.SZ,20151231,其他(地区),D,4027073.15,697377.29,3329695.86,CNY,20151231
300638.SZ,20151231,其他业务(地区),D,1340967.52,718408.37,622559.15,CNY,20151231
300638.SZ,20151231,华东,D,31236654.61,7819251.95,23417402.66,CNY,20151231
300638.SZ,20151231,华北,D,7897468.39,556922.96,7340545.43,CNY,20151231
300638.SZ,20151231,华南,D,162665188.83,44484741.3,118180447.53,CNY,20151231
300638.SZ,20151231,国外,D,118973303.87,36274606.85,82698697.02,CNY,20151231
300638.SZ,20161231,其他(地区),D,1379544.86,467339.16,912205.7,CNY,20161231
300638.SZ,20161231,其他业务(地区),D,983495.04,628263.14,355231.9,CNY,20161231
300638.SZ,20161231,华东,D,54781555.9,12648347.88,42133208.02,CNY,20161231
300638.SZ,20161231,华北,D,3993140.26,1286481.85,2706658.41,CNY,20161231
300638.SZ,20161231,华南,D,211395501.26,54770006.78,156625494.48,CNY,20161231
300638.SZ,20161231,国外,D,71820384.33,27403621.26,44416763.07,CNY,20161231
300638.SZ,20171231,中国大陆,D,406384251.93,97947887.19,308436364.74,CNY,20171231
300638.SZ,20171231,其他(地区),D,13961981.24,1056776.13,12905205.11,CNY,20171231
300638.SZ,20171231,其他业务(地区),D,534701.05,-120987.69,655688.74,CNY,20171231
300638.SZ,20171231,华东,D,115189584.13,24149328.43,91040255.7,CNY,20171231
300638.SZ,20171231,华北,D,9056185.72,2001639.74,7054545.98,CNY,20171231
300638.SZ,20171231,华南,D,268176500.84,70740142.89,197436357.95,CNY,20171231
300638.SZ,20171231,国外,D,156385525.26,53105436.41,103280088.85,CNY,20171231
300638.SZ,20181231,其他(地区),D,4959768.14,709331.96,4250436.18,CNY,20181231
300638.SZ,20181231,其他业务(地区),D,2015592.09,92365.83,1923226.26,CNY,20181231
300638.SZ,20181231,华东,D,191600201.49,29783639.26,161816562.23,CNY,20181231
300638.SZ,20181231,华北,D,13250758.22,1706248.58,11544509.64,CNY,20181231
300638.SZ,20181231,华南,D,422350037.04,96991250.57,325358786.47,CNY,20181231
300638.SZ,20181231,国外,D,614924731.62,160439028.61,454485703.01,CNY,20181231
300638.SZ,20191231,其他(地区),D,5134692.71,,,CNY,20191231
300638.SZ,20191231,其他业务(地区),D,,,23612765.04,CNY,20191231
300638.SZ,20191231,华东,D,346099066.65,29616916.53,316482150.12,CNY,20191231
300638.SZ,20191231,华北,D,22371553.23,,,CNY,20191231
300638.SZ,20191231,华南,D,382516764.63,92455947.52,290060817.11,CNY,20191231
300638.SZ,20191231,国外,D,1158948848.89,384755834.91,774193013.98,CNY,20191231
300638.SZ,20201231,其他(地区),D,386307.85,18168.1,368139.75,CNY,20201231
300638.SZ,20201231,其他业务(地区),D,47129698.04,5678665.63,41451032.41,CNY,20201231
300638.SZ,20201231,华东,D,304847933.63,51284193.31,253563740.32,CNY,20201231
300638.SZ,20201231,华中,D,23774599.89,-849980.43,24624580.32,CNY,20201231
300638.SZ,20201231,华北,D,33790487.75,-3709602.14,37500089.89,CNY,20201231
300638.SZ,20201231,华南,D,507683170.45,66346165.94,441337004.51,CNY,20201231
300638.SZ,20201231,国外,D,1825966012.8,657970200.96,1167995811.84,CNY,20201231
300638.SZ,20211231,中国大陆,D,1722177929.03,225446061.18,1496731867.85,CNY,20211231
300638.SZ,20211231,其他业务(地区),D,53673450.67,15204125.73,38469324.94,CNY,20211231
300638.SZ,20211231,国外,D,2333461742.71,749557075.05,1583904667.66,CNY,20211231
300638.SZ,20221231,中国大陆,D,2255550890.19,320641877.67,1934909012.52,CNY,20221231
300638.SZ,20221231,其他业务(地区),D,27610567.29,9717901.59,17892665.7,CNY,20221231
300638.SZ,20221231,国外,D,3363254074.5,808759537.83,2554494536.67,CNY,20221231
300638.SZ,20231231,其他(地区),D,353184841.71,23937606.8,329247234.91,CNY,20231231
300638.SZ,20231231,华东,D,1170047057.6,263998327.6,906048730.0,CNY,20231231
300638.SZ,20231231,华南,D,1708930375.13,339886606.91,1369043768.22,CNY,20231231
300638.SZ,20231231,国外,D,4483666722.63,1157600023.27,3326066699.36,CNY,20231231
300638.SZ,20241231,其他(地区),D,312515884.82,57340564.58,255175320.24,CNY,20241231
300638.SZ,20241231,华东,D,1019725276.29,179725434.84,839999841.45,CNY,20241231
300638.SZ,20241231,华南,D,1884516334.41,374422463.35,1510093871.06,CNY,20241231
300638.SZ,20241231,国外,D,4972094998.98,971434220.87,4000660778.11,CNY,20241231
