ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
300590.SZ,20151231,中国大陆,D,18237511.61,,,CNY,20151231
300590.SZ,20151231,北美洲,D,79667200.0,,,CNY,20151231
300590.SZ,20151231,南美洲,D,35188700.0,,,CNY,20151231
300590.SZ,20151231,国外,D,273211400.0,,,CNY,20151231
300590.SZ,20151231,境外其他,D,12788300.0,,,CNY,20151231
300590.SZ,20151231,欧洲,D,145567200.0,,,CNY,20151231
300590.SZ,20161231,中国大陆,D,9012379.78,2499205.41,6513174.37,CNY,20161231
300590.SZ,20161231,国外,D,261141833.58,163097009.35,98044824.23,CNY,20161231
300590.SZ,20171231,中国大陆,D,57372388.64,11195662.33,46176726.31,CNY,20171231
300590.SZ,20171231,国外,D,305073462.15,178164110.83,126909351.32,CNY,20171231
300590.SZ,20181231,中国大陆,D,65386210.82,17950705.81,47435505.01,CNY,20181231
300590.SZ,20181231,国外,D,410835466.04,203304605.54,207530860.5,CNY,20181231
300590.SZ,20191231,中国大陆,D,49793660.2,11226129.5,38567530.7,CNY,20191231
300590.SZ,20191231,国外,D,579672656.94,280388627.62,299284029.32,CNY,20191231
300590.SZ,20201231,中国大陆,D,56444513.11,9768995.17,46675517.94,CNY,20201231
300590.SZ,20201231,国外,D,416232667.82,189241956.54,226990711.28,CNY,20201231
300590.SZ,20211231,中国大陆,D,200827144.93,39822403.71,161004741.22,CNY,20211231
300590.SZ,20211231,国外,D,719912462.6,292111215.23,427801247.37,CNY,20211231
300590.SZ,20221231,中国大陆,D,150045072.5,30021019.45,120024053.05,CNY,20221231
300590.SZ,20221231,国外,D,852177956.31,317853141.27,534324815.04,CNY,20221231
300590.SZ,20231231,中国大陆,D,111899332.5,22217153.81,89682178.69,CNY,20231231
300590.SZ,20231231,国外,D,903861054.99,388134927.94,515726127.05,CNY,20231231
300590.SZ,20241231,中国大陆,D,32720358.95,6714169.54,26006189.41,CNY,20241231
300590.SZ,20241231,国外,D,934159523.78,398847803.12,535311720.66,CNY,20241231
