ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
002881.SZ,20151231,中国大陆,D,376448700.0,,,CNY,20151231
002881.SZ,20151231,其他(地区),D,2099000.0,,,CNY,20151231
002881.SZ,20151231,其他业务(地区),D,2710874.85,,,CNY,20151231
002881.SZ,20151231,华东,D,86269800.0,,,CNY,20151231
002881.SZ,20151231,华南,D,288080000.0,,,CNY,20151231
002881.SZ,20151231,国外,D,9342800.0,,,CNY,20151231
002881.SZ,20161231,中国大陆,D,475945100.0,,,CNY,20161231
002881.SZ,20161231,其他(地区),D,2252200.0,,,CNY,20161231
002881.SZ,20161231,其他业务(地区),D,1797813.72,,,CNY,20161231
002881.SZ,20161231,华东,D,103992900.0,,,CNY,20161231
002881.SZ,20161231,华南,D,369700000.0,,,CNY,20161231
002881.SZ,20161231,国外,D,1915200.0,,,CNY,20161231
002881.SZ,20171231,中国大陆,D,593546137.49,,,CNY,20171231
002881.SZ,20171231,其他(地区),D,7951297.13,,,CNY,20171231
002881.SZ,20171231,华东,D,109813433.85,,,CNY,20171231
002881.SZ,20171231,华南,D,475781406.51,,,CNY,20171231
002881.SZ,20171231,国外,D,48922286.81,,,CNY,20171231
002881.SZ,20181231,其他(地区),D,42560522.11,12785404.83,29775117.28,CNY,20181231
002881.SZ,20181231,华东,D,151458886.16,26144340.93,125314545.23,CNY,20181231
002881.SZ,20181231,华南,D,675449431.87,105704349.62,569745082.25,CNY,20181231
002881.SZ,20181231,国外,D,120359067.14,18285810.25,102073256.89,CNY,20181231
002881.SZ,20191231,其他(地区),D,13227924.98,2180803.78,11047121.2,CNY,20191231
002881.SZ,20191231,华东,D,200983695.95,39391146.65,161592549.3,CNY,20191231
002881.SZ,20191231,华南,D,536652043.57,109463787.18,427188256.39,CNY,20191231
002881.SZ,20191231,国外,D,181971370.38,35729841.75,146241528.63,CNY,20191231
002881.SZ,20201231,其他(地区),D,9552674.63,1179513.44,8373161.19,CNY,20201231
002881.SZ,20201231,华东,D,216071034.77,43085092.41,172985942.36,CNY,20201231
002881.SZ,20201231,华南,D,489823907.26,108130353.87,381693553.39,CNY,20201231
002881.SZ,20201231,国外,D,405397980.12,86422103.34,318975876.78,CNY,20201231
002881.SZ,20211231,其他(地区),D,17892728.7,,,CNY,20211231
002881.SZ,20211231,华东,D,550323710.79,102137488.42,448186222.37,CNY,20211231
002881.SZ,20211231,华南,D,993289977.91,193757009.31,799532968.6,CNY,20211231
002881.SZ,20211231,国外,D,407568594.65,,,CNY,20211231
002881.SZ,20221231,其他(地区),D,80634041.06,11470564.83,69163476.23,CNY,20221231
002881.SZ,20221231,华东,D,543152560.43,95448746.17,447703814.26,CNY,20221231
002881.SZ,20221231,华南,D,1136581552.31,206371476.95,930210075.36,CNY,20221231
002881.SZ,20221231,国外,D,545564086.14,98446896.85,447117189.29,CNY,20221231
002881.SZ,20231231,其他(地区),D,120777567.8,21665513.6,99112054.2,CNY,20231231
002881.SZ,20231231,华东,D,353921404.05,42728125.3,311193278.75,CNY,20231231
002881.SZ,20231231,华南,D,1016483652.13,202479432.83,814004219.3,CNY,20231231
002881.SZ,20231231,国外,D,656152986.0,144480473.4,511672512.6,CNY,20231231
002881.SZ,20241231,其他(地区),D,31466961.36,3577398.88,27889562.48,CNY,20241231
002881.SZ,20241231,华东,D,502793659.0,44540036.88,458253622.12,CNY,20241231
002881.SZ,20241231,华北,D,446563568.01,80601057.06,365962510.95,CNY,20241231
002881.SZ,20241231,华南,D,1157624109.01,215768492.48,941855616.53,CNY,20241231
002881.SZ,20241231,国外,D,802925733.65,156517730.02,646408003.63,CNY,20241231
