ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
002869.SZ,20151231,东北,D,55344900.0,,,CNY,20151231
002869.SZ,20151231,中国大陆,D,742907100.0,,,CNY,20151231
002869.SZ,20151231,其他业务(地区),D,1707473.55,,,CNY,20151231
002869.SZ,20151231,华东,D,291413300.0,,,CNY,20151231
002869.SZ,20151231,华中,D,155649500.0,,,CNY,20151231
002869.SZ,20151231,华北,D,101072600.0,,,CNY,20151231
002869.SZ,20151231,华南,D,79359500.0,,,CNY,20151231
002869.SZ,20151231,国外,D,7449900.0,,,CNY,20151231
002869.SZ,20151231,西北,D,39264200.0,,,CNY,20151231
002869.SZ,20151231,西南,D,20803100.0,,,CNY,20151231
002869.SZ,20161231,东北,D,33832100.0,,,CNY,20161231
002869.SZ,20161231,中国大陆,D,653911500.0,,,CNY,20161231
002869.SZ,20161231,其他业务(地区),D,8458541.2,,,CNY,20161231
002869.SZ,20161231,华东,D,264323700.0,,,CNY,20161231
002869.SZ,20161231,华中,D,83493500.0,,,CNY,20161231
002869.SZ,20161231,华北,D,108183500.0,,,CNY,20161231
002869.SZ,20161231,华南,D,61341200.0,,,CNY,20161231
002869.SZ,20161231,国外,D,6351200.0,,,CNY,20161231
002869.SZ,20161231,西北,D,49503100.0,,,CNY,20161231
002869.SZ,20161231,西南,D,53234400.0,,,CNY,20161231
002869.SZ,20171231,东北,D,29565414.38,,,CNY,20171231
002869.SZ,20171231,中国大陆,D,618676889.56,,,CNY,20171231
002869.SZ,20171231,华东,D,314742457.86,,,CNY,20171231
002869.SZ,20171231,华中,D,45973444.82,,,CNY,20171231
002869.SZ,20171231,华北,D,49189358.23,,,CNY,20171231
002869.SZ,20171231,华南,D,72904398.7,,,CNY,20171231
002869.SZ,20171231,国外,D,3972943.45,,,CNY,20171231
002869.SZ,20171231,西北,D,24506185.4,,,CNY,20171231
002869.SZ,20171231,西南,D,81795630.17,,,CNY,20171231
002869.SZ,20181231,东北,D,19072758.09,,,CNY,20181231
002869.SZ,20181231,华东,D,299196300.44,107348543.89,191847756.55,CNY,20181231
002869.SZ,20181231,华中,D,55278509.05,,,CNY,20181231
002869.SZ,20181231,华北,D,65275696.27,24065880.71,41209815.56,CNY,20181231
002869.SZ,20181231,华南,D,68660012.31,20014626.29,48645386.02,CNY,20181231
002869.SZ,20181231,国外,D,4643697.94,,,CNY,20181231
002869.SZ,20181231,西北,D,42438320.51,24177095.69,18261224.82,CNY,20181231
002869.SZ,20181231,西南,D,49492773.23,23769034.76,25723738.47,CNY,20181231
002869.SZ,20191231,东北,D,290296980.09,155935090.79,134361889.3,CNY,20191231
002869.SZ,20191231,华东,D,1591129727.08,690064084.49,901065642.59,CNY,20191231
002869.SZ,20191231,华中,D,287322009.66,134025939.86,153296069.8,CNY,20191231
002869.SZ,20191231,华北,D,186802417.37,,,CNY,20191231
002869.SZ,20191231,华南,D,115113195.22,,,CNY,20191231
002869.SZ,20191231,国外,D,2861063.2,,,CNY,20191231
002869.SZ,20191231,西北,D,150623916.62,,,CNY,20191231
002869.SZ,20191231,西南,D,236006627.15,139443636.13,96562991.02,CNY,20191231
002869.SZ,20201231,东北,D,141366259.12,,,CNY,20201231
002869.SZ,20201231,华东,D,648218999.09,424780346.18,223438652.91,CNY,20201231
002869.SZ,20201231,华中,D,123302872.69,,,CNY,20201231
002869.SZ,20201231,华北,D,164566921.12,94223976.93,70342944.19,CNY,20201231
002869.SZ,20201231,华南,D,171424071.24,108718403.7,62705667.54,CNY,20201231
002869.SZ,20201231,国外,D,155271.79,,,CNY,20201231
002869.SZ,20201231,西北,D,168910677.96,103630874.03,65279803.93,CNY,20201231
002869.SZ,20201231,西南,D,145700960.4,,,CNY,20201231
002869.SZ,20211231,东北,D,34048255.05,9839581.53,24208673.52,CNY,20211231
002869.SZ,20211231,华东,D,84836600.55,30172416.63,54664183.92,CNY,20211231
002869.SZ,20211231,华中,D,19659055.51,,,CNY,20211231
002869.SZ,20211231,华北,D,30231854.21,15998891.24,14232962.97,CNY,20211231
002869.SZ,20211231,华南,D,67529945.92,19658686.86,47871259.06,CNY,20211231
