ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
002869.SZ,20211231,国外,D,2307975.21,,,CNY,20211231
002869.SZ,20211231,西北,D,32786541.55,15473196.04,17313345.51,CNY,20211231
002869.SZ,20211231,西南,D,30154860.53,15651128.3,14503732.23,CNY,20211231
002869.SZ,20221231,东北,D,32784611.11,,,CNY,20221231
002869.SZ,20221231,华东,D,138250322.25,56811096.68,81439225.57,CNY,20221231
002869.SZ,20221231,华中,D,45308931.48,,,CNY,20221231
002869.SZ,20221231,华北,D,55014045.73,26434418.27,28579627.46,CNY,20221231
002869.SZ,20221231,华南,D,80283108.13,32180234.89,48102873.24,CNY,20221231
002869.SZ,20221231,国外,D,8853438.73,,,CNY,20221231
002869.SZ,20221231,西北,D,41710229.77,,,CNY,20221231
002869.SZ,20221231,西南,D,89006656.56,21611455.53,67395201.03,CNY,20221231
002869.SZ,20231231,东北,D,42050333.86,,,CNY,20231231
002869.SZ,20231231,华东,D,189611920.77,73352168.08,116259752.69,CNY,20231231
002869.SZ,20231231,华中,D,34310580.85,,,CNY,20231231
002869.SZ,20231231,华北,D,29036661.16,,,CNY,20231231
002869.SZ,20231231,华南,D,82850025.16,26919523.98,55930501.18,CNY,20231231
002869.SZ,20231231,国外,D,4455283.03,,,CNY,20231231
002869.SZ,20231231,西北,D,25853012.44,,,CNY,20231231
002869.SZ,20231231,西南,D,104241455.74,28371303.78,75870151.96,CNY,20231231
002869.SZ,20241231,东北,D,71466453.92,27272180.24,44194273.68,CNY,20241231
002869.SZ,20241231,华东,D,193612832.56,78869279.7,114743552.86,CNY,20241231
002869.SZ,20241231,华中,D,47754068.17,,,CNY,20241231
002869.SZ,20241231,华北,D,36044453.51,,,CNY,20241231
002869.SZ,20241231,华南,D,196210954.29,50856427.57,145354526.72,CNY,20241231
002869.SZ,20241231,国外,D,766660.62,,,CNY,20241231
002869.SZ,20241231,西北,D,19939228.54,,,CNY,20241231
002869.SZ,20241231,西南,D,30620188.72,,,CNY,20241231
