ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
603236.SH,20151231,华东,D,59570400.0,,,CNY,20151231
603236.SH,20151231,华中,D,1500.0,,,CNY,20151231
603236.SH,20151231,华北,D,221300.0,,,CNY,20151231
603236.SH,20151231,华南,D,58384500.0,,,CNY,20151231
603236.SH,20151231,境内其他,D,99300.0,,,CNY,20151231
603236.SH,20151231,港澳台及海外,D,175305400.0,,,CNY,20151231
603236.SH,20151231,港澳台地区及海外地区,D,175305400.0,,,CNY,20151231
603236.SH,20151231,西南,D,9639500.0,,,CNY,20151231
603236.SH,20161231,华东,D,146609500.0,,,CNY,20161231
603236.SH,20161231,华中,D,122200.0,,,CNY,20161231
603236.SH,20161231,华北,D,319900.0,,,CNY,20161231
603236.SH,20161231,华南,D,141904500.0,,,CNY,20161231
603236.SH,20161231,境内其他,D,253200.0,,,CNY,20161231
603236.SH,20161231,港澳台及海外,D,268780200.0,,,CNY,20161231
603236.SH,20161231,港澳台地区及海外地区,D,268780200.0,,,CNY,20161231
603236.SH,20161231,西南,D,14794300.0,,,CNY,20161231
603236.SH,20171231,华东,D,305333500.0,,,CNY,20171231
603236.SH,20171231,华中,D,2039000.0,,,CNY,20171231
603236.SH,20171231,华北,D,83975500.0,,,CNY,20171231
603236.SH,20171231,华南,D,466403200.0,,,CNY,20171231
603236.SH,20171231,境内其他,D,417200.0,,,CNY,20171231
603236.SH,20171231,港澳台及海外,D,769946100.0,,,CNY,20171231
603236.SH,20171231,港澳台地区及海外地区,D,769946100.0,,,CNY,20171231
603236.SH,20171231,西南,D,32686300.0,,,CNY,20171231
603236.SH,20181231,华东,D,493849400.0,,,CNY,20181231
603236.SH,20181231,华中,D,12664000.0,,,CNY,20181231
603236.SH,20181231,华北,D,9010100.0,,,CNY,20181231
603236.SH,20181231,华南,D,787484800.0,,,CNY,20181231
603236.SH,20181231,境内其他,D,3122700.0,,,CNY,20181231
603236.SH,20181231,港澳台及海外,D,1347467500.0,,,CNY,20181231
603236.SH,20181231,港澳台地区及海外地区,D,1347467500.0,,,CNY,20181231
603236.SH,20181231,西南,D,47875400.0,,,CNY,20181231
603236.SH,20191231,中国大陆,D,2483548200.0,405994500.0,2077553700.0,CNY,20191231
603236.SH,20191231,港澳台地区及海外地区,D,1646197800.0,467571400.0,1178626400.0,CNY,20191231
