ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
002313.SZ,20151231,中国大陆,D,2781672100.96,631128741.07,2150543359.89,CNY,20151231
002313.SZ,20151231,国外,D,87574705.63,25379986.5,62194719.13,CNY,20151231
002313.SZ,20161231,中国大陆,D,2644357324.25,556674744.12,2087682580.13,CNY,20161231
002313.SZ,20161231,国外,D,62436132.02,25396580.13,37039551.89,CNY,20161231
002313.SZ,20171231,中国大陆,D,2860585631.79,585544846.74,2275040785.05,CNY,20171231
002313.SZ,20171231,国外,D,129200426.26,16852876.23,112347550.03,CNY,20171231
002313.SZ,20181231,中国大陆,D,3919075214.06,676040474.43,3243034739.63,CNY,20181231
002313.SZ,20181231,国外,D,501013552.18,104227701.79,396785850.39,CNY,20181231
002313.SZ,20191231,中国大陆,D,3987336593.54,734580207.25,3252756386.29,CNY,20191231
002313.SZ,20191231,国外,D,652479304.23,193394865.77,459084438.46,CNY,20191231
002313.SZ,20201231,中国大陆,D,2964111647.49,219651319.83,2744460327.66,CNY,20201231
002313.SZ,20201231,国外,D,819250456.38,224666697.85,594583758.53,CNY,20201231
002313.SZ,20211231,中国大陆,D,3215250380.29,,,CNY,20211231
002313.SZ,20211231,国外,D,1499315821.7,,,CNY,20211231
002313.SZ,20221231,中国大陆,D,2203395446.47,257302846.04,1946092600.43,CNY,20221231
002313.SZ,20221231,国外,D,1157356296.98,152085532.68,1005270764.3,CNY,20221231
002313.SZ,20231231,中国大陆,D,1902225803.55,254662065.24,1647563738.31,CNY,20231231
002313.SZ,20231231,国外,D,927645930.34,230729437.56,696916492.78,CNY,20231231
002313.SZ,20241231,中国大陆,D,2033171038.13,299015498.17,1734155539.96,CNY,20241231
002313.SZ,20241231,国外,D,944554630.51,226658477.27,717896153.24,CNY,20241231
