ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
688618.SH,20171231,东北,D,1702600.0,,,CNY,20171231
688618.SH,20171231,其他业务(地区),D,1835128.31,,,CNY,20171231
688618.SH,20171231,华东,D,42089700.0,,,CNY,20171231
688618.SH,20171231,华中,D,5438500.0,,,CNY,20171231
688618.SH,20171231,华北,D,19188200.0,,,CNY,20171231
688618.SH,20171231,华南,D,27432300.0,,,CNY,20171231
688618.SH,20171231,国外,D,8906800.0,,,CNY,20171231
688618.SH,20171231,西北,D,2021000.0,,,CNY,20171231
688618.SH,20171231,西南,D,3889500.0,,,CNY,20171231
688618.SH,20181231,东北,D,2395300.0,,,CNY,20181231
688618.SH,20181231,其他业务(地区),D,2937118.23,,,CNY,20181231
688618.SH,20181231,华东,D,56624500.0,,,CNY,20181231
688618.SH,20181231,华中,D,10903500.0,,,CNY,20181231
688618.SH,20181231,华北,D,23452200.0,,,CNY,20181231
688618.SH,20181231,华南,D,28498000.0,,,CNY,20181231
688618.SH,20181231,国外,D,12822400.0,,,CNY,20181231
688618.SH,20181231,西北,D,3175900.0,,,CNY,20181231
688618.SH,20181231,西南,D,6192000.0,,,CNY,20181231
688618.SH,20191231,东北,D,5141900.0,,,CNY,20191231
688618.SH,20191231,其他业务(地区),D,3136027.82,,,CNY,20191231
688618.SH,20191231,华东,D,66545800.0,,,CNY,20191231
688618.SH,20191231,华中,D,11339500.0,,,CNY,20191231
688618.SH,20191231,华北,D,32161600.0,,,CNY,20191231
688618.SH,20191231,华南,D,28186200.0,,,CNY,20191231
688618.SH,20191231,国外,D,14432700.0,,,CNY,20191231
688618.SH,20191231,西北,D,2462600.0,,,CNY,20191231
688618.SH,20191231,西南,D,9061500.0,,,CNY,20191231
688618.SH,20201231,中国大陆,D,185350315.83,121688935.57,63661380.26,CNY,20201231
688618.SH,20201231,其他业务(地区),D,5383384.32,2826442.13,2556942.19,CNY,20201231
688618.SH,20201231,国外,D,18459368.0,11147319.08,7312048.92,CNY,20201231
688618.SH,20211231,中国大陆,D,216352160.13,133979216.53,82372943.6,CNY,20211231
688618.SH,20211231,其他业务(地区),D,6341784.04,3252356.22,3089427.82,CNY,20211231
688618.SH,20211231,国外,D,31157783.26,15998374.78,15159408.48,CNY,20211231
688618.SH,20221231,中国大陆,D,289206936.26,171072390.57,118134545.69,CNY,20221231
688618.SH,20221231,其他业务(地区),D,10777555.22,5763065.81,5014489.41,CNY,20221231
688618.SH,20221231,国外,D,35703982.23,18521886.58,17182095.65,CNY,20221231
688618.SH,20231231,中国大陆,D,392751484.52,225629300.62,167122183.9,CNY,20231231
688618.SH,20231231,国外,D,46674475.14,24580819.45,22093655.69,CNY,20231231
688618.SH,20241231,中国大陆,D,331646383.58,200145001.79,131501381.79,CNY,20241231
688618.SH,20241231,国外,D,25193211.21,15843704.51,9349506.7,CNY,20241231
