ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,period
688080.SH,20161231,其他(地区),D,2237100.0,,,CNY,20161231
688080.SH,20161231,加拿大,D,50900.0,,,CNY,20161231
688080.SH,20161231,华东,D,23906400.0,,,CNY,20161231
688080.SH,20161231,华中,D,5870800.0,,,CNY,20161231
688080.SH,20161231,华北,D,68026500.0,,,CNY,20161231
688080.SH,20161231,华南,D,20195400.0,,,CNY,20161231
688080.SH,20161231,土耳其,D,1554700.0,,,CNY,20161231
688080.SH,20161231,德国,D,6805500.0,,,CNY,20161231
688080.SH,20161231,意大利,D,4410500.0,,,CNY,20161231
688080.SH,20161231,新加坡,D,196400.0,,,CNY,20161231
688080.SH,20161231,法国,D,910100.0,,,CNY,20161231
688080.SH,20161231,澳大利亚,D,621500.0,,,CNY,20161231
688080.SH,20161231,美国,D,2489700.0,,,CNY,20161231
688080.SH,20161231,英国,D,1926800.0,,,CNY,20161231
688080.SH,20161231,西北,D,308400.0,,,CNY,20161231
688080.SH,20161231,西南,D,5089200.0,,,CNY,20161231
688080.SH,20171231,其他(地区),D,2182300.0,,,CNY,20171231
688080.SH,20171231,加拿大,D,468500.0,,,CNY,20171231
688080.SH,20171231,华东,D,35347800.0,,,CNY,20171231
688080.SH,20171231,华中,D,13152400.0,,,CNY,20171231
688080.SH,20171231,华北,D,121296000.0,,,CNY,20171231
688080.SH,20171231,华南,D,29883300.0,,,CNY,20171231
688080.SH,20171231,土耳其,D,1166100.0,,,CNY,20171231
688080.SH,20171231,巴拿马,D,591700.0,,,CNY,20171231
688080.SH,20171231,德国,D,7913600.0,,,CNY,20171231
688080.SH,20171231,意大利,D,3806500.0,,,CNY,20171231
688080.SH,20171231,新加坡,D,139500.0,,,CNY,20171231
688080.SH,20171231,法国,D,1967000.0,,,CNY,20171231
688080.SH,20171231,澳大利亚,D,447100.0,,,CNY,20171231
688080.SH,20171231,美国,D,5740500.0,,,CNY,20171231
688080.SH,20171231,英国,D,1780400.0,,,CNY,20171231
688080.SH,20171231,西北,D,1351200.0,,,CNY,20171231
688080.SH,20171231,西南,D,1992000.0,,,CNY,20171231
688080.SH,20181231,其他(地区),D,3010100.0,,,CNY,20181231
688080.SH,20181231,加拿大,D,5920000.0,,,CNY,20181231
688080.SH,20181231,华东,D,45529700.0,,,CNY,20181231
688080.SH,20181231,华中,D,7966500.0,,,CNY,20181231
688080.SH,20181231,华北,D,120647500.0,,,CNY,20181231
688080.SH,20181231,华南,D,50660300.0,,,CNY,20181231
688080.SH,20181231,土耳其,D,862700.0,,,CNY,20181231
688080.SH,20181231,巴拿马,D,698200.0,,,CNY,20181231
688080.SH,20181231,德国,D,9830600.0,,,CNY,20181231
688080.SH,20181231,意大利,D,4387100.0,,,CNY,20181231
688080.SH,20181231,新加坡,D,604400.0,,,CNY,20181231
688080.SH,20181231,法国,D,598800.0,,,CNY,20181231
688080.SH,20181231,澳大利亚,D,570400.0,,,CNY,20181231
688080.SH,20181231,美国,D,14600400.0,,,CNY,20181231
688080.SH,20181231,英国,D,1132300.0,,,CNY,20181231
688080.SH,20181231,西北,D,2218900.0,,,CNY,20181231
688080.SH,20181231,西南,D,7195300.0,,,CNY,20181231
688080.SH,20191231,中国大陆,D,219856141.05,107704463.47,112151677.58,CNY,20191231
688080.SH,20191231,其他业务(地区),D,264921.79,-52643.52,317565.31,CNY,20191231
688080.SH,20191231,海外,D,76531443.87,44571186.21,31960257.66,CNY,20191231
688080.SH,20201231,中国大陆,D,218049075.22,95190489.2,122858586.02,CNY,20201231
688080.SH,20201231,其他业务(地区),D,184088.47,-64072.74,248161.21,CNY,20201231
688080.SH,20201231,海外,D,92580601.31,50532661.2,42047940.11,CNY,20201231
688080.SH,20211231,中国大陆,D,297517524.0,118748837.31,178768686.69,CNY,20211231
688080.SH,20211231,其他业务(地区),D,4316810.91,1301348.99,3015461.92,CNY,20211231
688080.SH,20211231,海外,D,147705417.4,83387100.45,64318316.95,CNY,20211231
688080.SH,20221231,中国大陆,D,243009142.06,102630307.64,140378834.42,CNY,20221231
688080.SH,20221231,其他业务(地区),D,2745597.53,625705.47,2119892.06,CNY,20221231
688080.SH,20221231,海外,D,141198504.61,82796640.78,58401863.83,CNY,20221231
688080.SH,20231231,中国大陆,D,314727755.7,143169248.15,171558507.55,CNY,20231231
688080.SH,20231231,国外,D,178600650.75,110758528.07,67842122.68,CNY,20231231
688080.SH,20231231,海外,D,178600650.75,110758528.07,67842122.68,CNY,20231231
688080.SH,20241231,中国大陆,D,337346118.36,151351052.13,185995066.23,CNY,20241231
688080.SH,20241231,国外,D,274390126.61,169707960.96,104682165.65,CNY,20241231
