ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
002881.SZ,20260430,20260430,20260331,1,1,1,,,997871696.02,39085699.18,,,,,,,,,,,,6823148.19,1043780543.39,1130785600.68,62231683.13,10788876.93,,,,,,31736244.6,1235542405.34,-191761861.95,907094.0,,,18000.0,,925094.0,4631512.39,44675000.0,,,,49306512.39,-48381418.39,395000000.0,,,1391846124.57,,135000000.0,2811036.43,,10870664.45,148681700.88,1243164423.69,-1142207.21,1001878936.14,311427109.47,1313306045.61,996846124.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002881.SZ,20260430,20260430,20260331,1,1,1,,,997871696.02,39085699.18,,,,,,,,,,,,6823148.19,1043780543.39,1130785600.68,62231683.13,10788876.93,,,,,,31736244.6,1235542405.34,-191761861.95,907094.0,,,18000.0,,925094.0,4631512.39,44675000.0,,,,49306512.39,-48381418.39,395000000.0,,,1391846124.57,-179597421.534,135000000.0,2811036.43,,10870664.45,148681700.88,1243164423.69,-1142207.21,1001878936.14,311427109.47,1313306045.61,996846124.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002881.SZ,20260331,20260331,20251231,1,1,4,142720411.53,3634978.42,4387178114.38,148486050.39,,,,,,,,,,,,17699447.96,4553363612.73,4132577002.79,237503621.87,73883858.57,,,,,,76904254.97,4520868738.2,32494874.53,5502564.0,12668888.89,,10070.0,,18181522.89,46061815.09,15658885.8,,,,61720700.89,-43539178.0,907623388.89,,,930593517.89,-39832364.2041,875123388.89,42223964.79,,41626396.15,958973749.83,-28380231.94,7159417.47,-32265117.94,341879366.49,309614248.55,22970129.0,,,20231977.07,5283286.45,39268481.3,4502035.85,,,-978804.14,8075.6,-4664162.32,9434669.18,-3590117.79,498818.35,-271622169.88,1033449707.31,-965404557.77,,32494874.53,,,,-32265117.94,,,,6533878.2,,309614248.55,341879366.49,,,1
002881.SZ,20260331,20260331,20251231,1,1,4,142720411.53,3634978.42,4387178114.38,148486050.39,,,,,,,,,,,,17699447.96,4553363612.73,4132577002.79,237503621.87,73883858.57,,,,,,76904254.97,4520868738.2,32494874.53,5502564.0,12668888.89,,10070.0,,18181522.89,46061815.09,15658885.8,,,,61720700.89,-43539178.0,907623388.89,,,930593517.89,,875123388.89,42223964.79,,41626396.15,958973749.83,-28380231.94,7159417.47,-32265117.94,341879366.49,309614248.55,22970129.0,,,20231977.07,5283286.45,39268481.3,4502035.85,,,-978804.14,8075.6,-4664162.32,9434669.18,-3590117.79,498818.35,-271622169.88,1033449707.31,-965404557.77,,32494874.53,,,,-32265117.94,,,,6533878.2,,309614248.55,341879366.49,,,0
002881.SZ,20251028,20251028,20250930,1,1,3,,,3262472243.13,97423627.72,,,,,,,,,,,,20116831.84,3380012702.69,3071554845.18,165749792.45,58619936.42,,,,,,42756958.68,3338681532.73,41331169.96,4141923.0,12668888.89,,400.0,,16811211.89,27265894.48,15658885.8,,,,42924780.28,-26113568.39,860000000.0,,7946868.62,889212136.62,,865000000.0,40329919.43,,33354082.82,938684002.25,-49471865.63,8229479.25,-26024784.81,341879366.49,315854581.68,21265268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002881.SZ,20251028,20251028,20250930,1,1,3,,,3262472243.13,97423627.72,,,,,,,,,,,,20116831.84,3380012702.69,3071554845.18,165749792.45,58619936.42,,,,,,42756958.68,3338681532.73,41331169.96,4141923.0,12668888.89,,400.0,,16811211.89,27265894.48,15658885.8,,,,42924780.28,-26113568.39,860000000.0,,7946868.62,889212136.62,-39247809.1392,865000000.0,40329919.43,,33354082.82,938684002.25,-49471865.63,8229479.25,-26024784.81,341879366.49,315854581.68,21265268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002881.SZ,20250828,20250828,20250630,1,1,2,84166774.08,-8480374.86,2083824368.27,67200639.88,,,,,,,,,,,,9054546.64,2160079554.79,2070880921.38,106516537.57,41209327.62,,,,,,25450966.83,2244057753.4,-83978198.61,2781282.0,12668888.89,,400.0,,15450570.89,17522542.47,15658885.8,,,,33181428.27,-17730857.38,700000000.0,,7946868.62,709728388.62,-141832367.3596,550000000.0,38496399.99,,21886075.2,610382475.19,99345913.43,9194543.7,6831401.14,341879366.49,348710767.63,1781520.0,,,8826712.87,2670481.7,19154374.22,-4221997.3,,,-988995.44,,1164517.04,5030681.13,3282531.23,-958351.48,-153503482.09,-69481824.35,31017079.43,,-83978198.61,,,,6831401.14,,,,-11939716.93,,348710767.63,341879366.49,,,1
002881.SZ,20250828,20250828,20250630,1,1,2,84166774.08,-8480374.86,2083824368.27,67200639.88,,,,,,,,,,,,9054546.64,2160079554.79,2070880921.38,106516537.57,41209327.62,,,,,,25450966.83,2244057753.4,-83978198.61,2781282.0,12668888.89,,400.0,,15450570.89,17522542.47,15658885.8,,,,33181428.27,-17730857.38,700000000.0,,7946868.62,709728388.62,,550000000.0,38496399.99,,21886075.2,610382475.19,99345913.43,9194543.7,6831401.14,341879366.49,348710767.63,1781520.0,,,8826712.87,2670481.7,19154374.22,-4221997.3,,,-988995.44,,1164517.04,5030681.13,3282531.23,-958351.48,-153503482.09,-69481824.35,31017079.43,,-83978198.61,,,,6831401.14,,,,-11939716.93,,348710767.63,341879366.49,,,0
002881.SZ,20250428,20250428,20250331,1,1,1,,,932058751.32,27284816.9,,,,,,,,,,,,4934163.64,964277731.86,945611286.29,55981830.51,18693486.95,,,,,,10880214.94,1031166818.69,-66889086.83,,11855555.56,,,,11855555.56,2229557.2,14308885.8,,,,16538443.0,-4682887.44,390000000.0,,,390000000.0,-92339800.9045,205000000.0,2452200.16,,3655408.2,211107608.36,178892391.64,3152451.09,110472868.46,341879366.49,452352234.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002881.SZ,20250428,20250428,20250331,1,1,1,,,932058751.32,27284816.9,,,,,,,,,,,,4934163.64,964277731.86,945611286.29,55981830.51,18693486.95,,,,,,10880214.94,1031166818.69,-66889086.83,,11855555.56,,,,11855555.56,2229557.2,14308885.8,,,,16538443.0,-4682887.44,390000000.0,,,390000000.0,,205000000.0,2452200.16,,3655408.2,211107608.36,178892391.64,3152451.09,110472868.46,341879366.49,452352234.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
