ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
688159.SH,20260430,20260430,20260331,1,1,1,,,763875415.32,,,,,,,,,,,,,175670976.37,939546391.69,1265449695.56,25635929.89,7223660.12,,,,,,20448666.65,1318757952.22,-379211560.53,,,,,,,4337732.89,,,,,4337732.89,-4337732.89,613000000.0,,144000000.0,757000000.0,-393680218.717,428500000.0,8523462.86,,155341399.63,592364862.49,164635137.51,-481593.29,-219395749.2,622557891.87,403162142.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688159.SH,20260430,20260430,20251231,1,1,4,25609078.17,35583593.37,5778376557.36,183133.61,,,,,,,,,,,,9139861.03,5787699552.0,5362300928.54,100654649.02,7365865.62,,,,,,235432520.59,5705753963.77,81945588.23,,500000.0,,9846.43,,509846.43,38404538.44,5000000.0,,10000.0,,43414538.44,-42904692.01,1076950000.0,,258552066.33,1346169306.33,59362812.87,571164660.17,45567558.58,,368936100.35,985668319.1,360500987.23,-630011.72,398911871.73,223646020.14,622557891.87,10667240.0,,,41354551.17,11360546.05,22550065.75,5032898.07,,,-111991.86,451802.58,,2458499.2,-7143150.38,1524907.69,-81702394.26,-172258203.42,122033445.22,,81945588.23,,,,398911871.73,,,59091283.76,5451051.0,,622557891.87,223646020.14,,,1
688159.SH,20251030,20251030,20250930,1,1,3,,,3324700239.45,183133.61,,,,,,,,,,,,8642441.5,3333525814.56,3053004630.6,75411290.14,5113622.95,,,,,,49502147.16,3183031690.85,150494123.71,,500000.0,,352.22,,500352.22,36041119.63,,,10000.0,,36051119.63,-35550767.41,865000000.0,,48607066.33,924274306.33,,451664660.17,36184042.69,,256459299.75,744308002.61,179966303.72,-630011.72,294279648.3,223646020.14,517925668.44,10667240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
688159.SH,20251030,20251030,20250930,1,1,3,,,3324700239.45,183133.61,,,,,,,,,,,,8642441.5,3333525814.56,3053004630.6,75411290.14,5113622.95,,,,,,49502147.16,3183031690.85,150494123.71,,500000.0,,352.22,,500352.22,36041119.63,,,10000.0,,36051119.63,-35550767.41,865000000.0,,48607066.33,924274306.33,102957400.5217,451664660.17,36184042.69,,256459299.75,744308002.61,179966303.72,-630011.72,294279648.3,223646020.14,517925668.44,10667240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688159.SH,20250828,20250828,20250630,1,1,2,62537761.22,16352299.66,2362345585.07,183133.61,,,,,,,,,,,,3168557.89,2365697276.57,2135033030.01,48569902.01,3330611.59,,,,,,37336295.53,2224269839.14,141427437.43,,500000.0,,,,500000.0,29725469.23,,,10000.0,,29735469.23,-29235469.23,548500000.0,,48552066.0,607619306.0,134430472.4764,313664660.17,16476829.08,,230998833.81,561140323.06,46478982.94,-622404.05,158048547.09,223646020.14,381694567.23,10567240.0,,,4664919.37,3120641.48,9988133.3,2456521.02,,,-70410.14,397023.25,,1940544.35,1856797.12,547023.38,552858.57,-557872154.47,581320866.2,,141427437.43,,,,158048547.09,,,2827364.31,3078675.94,,381694567.23,223646020.14,,,1
688159.SH,20250828,20250828,20250630,1,1,2,62537761.22,16352299.66,2362345585.07,183133.61,,,,,,,,,,,,3168557.89,2365697276.57,2135033030.01,48569902.01,3330611.59,,,,,,37336295.53,2224269839.14,141427437.43,,500000.0,,,,500000.0,29725469.23,,,10000.0,,29735469.23,-29235469.23,548500000.0,,48552066.0,607619306.0,,313664660.17,16476829.08,,230998833.81,561140323.06,46478982.94,-622404.05,158048547.09,223646020.14,381694567.23,10567240.0,,,4664919.37,3120641.48,9988133.3,2456521.02,,,-70410.14,397023.25,,1940544.35,1856797.12,547023.38,552858.57,-557872154.47,581320866.2,,141427437.43,,,,158048547.09,,,2827364.31,3078675.94,,381694567.23,223646020.14,,,0
688159.SH,20250430,20250430,20250331,1,1,1,,,1431981224.67,105503.66,,,,,,,,,,,,1686846.29,1433773574.62,1398029545.63,21853927.86,1238216.1,,,,,,11872291.86,1432993981.45,779593.17,,,,,,,5170985.43,,,,,5170985.43,-5170985.43,327500000.0,,17318066.0,344918066.0,-12931902.3959,117138826.84,8176506.58,,43241930.0,168557263.42,176360802.58,33952.79,172003363.11,223605003.36,395608366.47,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688159.SH,20250430,20250430,20250331,1,1,1,,,1431981224.67,105503.66,,,,,,,,,,,,1686846.29,1433773574.62,1398029545.63,21853927.86,1238216.1,,,,,,11872291.86,1432993981.45,779593.17,,,,,,,5170985.43,,,,,5170985.43,-5170985.43,327500000.0,,17318066.0,344918066.0,,117138826.84,8176506.58,,43241930.0,168557263.42,176360802.58,33952.79,172003363.11,223605003.36,395608366.47,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
688159.SH,20250430,20250430,20241231,1,1,4,95759518.64,24714914.87,3242439155.19,1502426.58,,,,,,,,,,,,25267699.49,3269209281.26,3045839070.25,111458693.65,5116221.92,,,,,,93972180.93,3256386166.75,12823114.51,,,,148723.89,,148723.89,16208943.31,,,,,16208943.31,-16060219.42,539000000.0,,18023926.19,558671926.19,-75217702.9657,404835339.83,23827929.26,,68509921.72,497173190.81,61498735.38,586411.38,58848041.85,164797978.29,223646020.14,1648000.0,,,25749582.94,9080272.94,17557246.82,4956488.51,,,-1202018.43,7394.25,,-2223038.69,1318255.75,221278.25,206560782.89,-458149259.73,32963877.61,,12823114.51,,,,58848041.85,,,41661924.2,4763909.96,,223646020.14,164797978.29,,,1
688159.SH,20241030,20241030,20240930,1,1,3,,,2494899392.56,1476599.97,,,,,,,,,,,,13554006.47,2509929999.0,2332981003.28,81561188.5,3560102.66,,,,,,82065014.48,2500167308.92,9762690.08,,,,146981.89,,146981.89,18530112.77,,,,,18530112.77,-18383130.88,390000000.0,,18023925.86,409490925.86,-91515920.2617,345248864.18,19198644.66,,65882306.93,430329815.77,-20838889.91,,-29459330.71,164797978.29,135338647.58,1467000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
