ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
002869.SZ,20260428,20260428,20260331,1,1,1,,,115658913.01,1678767.84,,,,,,,,,,,,18155875.91,135493556.76,99221125.85,48084028.93,8444771.07,,,,,,26211078.19,181961004.04,-46467447.28,,460000000.0,936761.03,,,460936761.03,1107640.34,407000000.0,,,,408107640.34,52829120.69,,,,,-1207306.64,52000000.0,,,1093218.33,53093218.33,-53093218.33,-3058.38,-46734603.3,620769749.59,574035146.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002869.SZ,20260428,20260428,20260331,1,1,1,,,115658913.01,1678767.84,,,,,,,,,,,,18155875.91,135493556.76,99221125.85,48084028.93,8444771.07,,,,,,26211078.19,181961004.04,-46467447.28,,460000000.0,936761.03,,,460936761.03,1107640.34,407000000.0,,,,408107640.34,52829120.69,,,,,,52000000.0,,,1093218.33,53093218.33,-53093218.33,-3058.38,-46734603.3,620769749.59,574035146.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002869.SZ,20260428,20260428,20251231,1,1,4,-129851667.73,1047561.63,657677625.08,8304658.79,,,,,,,,,,,,35578406.99,701560690.86,436963603.52,176271272.01,37828349.19,,,,,,63079991.85,714143216.57,-12582525.71,,969999000.0,7944727.67,266265.9,,978209993.57,15715781.09,1185400000.0,30794376.79,41500942.95,,1273411100.83,-295201107.26,101581400.0,,122754.0,101704154.0,,8300000.0,34828074.72,,33433995.94,76562070.66,25142083.34,650.17,-282640899.46,903410649.05,620769749.59,,,,101678859.21,20285902.61,10114931.06,414333.22,,,-48120.86,882915.81,-43405249.43,-6192418.97,-1117393.56,7269550.08,-32022834.13,86693665.85,-38352532.83,,-12582525.71,,,,-282640899.46,,,,8856894.42,,620769749.59,903410649.05,,,0
002869.SZ,20260428,20260428,20251231,1,1,4,-129851667.73,1047561.63,657677625.08,8304658.79,,,,,,,,,,,,35578406.99,701560690.86,436963603.52,176271272.01,37828349.19,,,,,,63079991.85,714143216.57,-12582525.71,,969999000.0,7944727.67,266265.9,,978209993.57,15715781.09,1185400000.0,30794376.79,41500942.95,,1273411100.83,-295201107.26,101581400.0,,122754.0,101704154.0,-76617545.15,8300000.0,34828074.72,,33433995.94,76562070.66,25142083.34,650.17,-282640899.46,903410649.05,620769749.59,,,,101678859.21,20285902.61,10114931.06,414333.22,,,-48120.86,882915.81,-43405249.43,-6192418.97,-1117393.56,7269550.08,-32022834.13,86693665.85,-38352532.83,,-12582525.71,,,,-282640899.46,,,,8856894.42,,620769749.59,903410649.05,,,1
002869.SZ,20251031,20251031,20250930,1,1,3,,,435356439.05,7168022.56,,,,,,,,,,,,22758778.65,465283240.26,346555803.47,131787707.62,29293333.62,,,,,,52589430.59,560226275.3,-94943035.04,,807999000.0,6747928.89,21268.4,,814768197.29,7659050.29,803400000.0,30793530.87,41500942.95,,883353524.11,-68585326.82,51788677.78,,,51788677.78,-91913503.32,8300000.0,35458742.6,,27372638.05,71131380.65,-19342702.87,-168.12,-182871232.85,903410649.05,720539416.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002869.SZ,20251031,20251031,20250930,1,1,3,,,435356439.05,7168022.56,,,,,,,,,,,,22758778.65,465283240.26,346555803.47,131787707.62,29293333.62,,,,,,52589430.59,560226275.3,-94943035.04,,807999000.0,6747928.89,21268.4,,814768197.29,7659050.29,803400000.0,30793530.87,41500942.95,,883353524.11,-68585326.82,51788677.78,,,51788677.78,,8300000.0,35458742.6,,27372638.05,71131380.65,-19342702.87,-168.12,-182871232.85,903410649.05,720539416.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002869.SZ,20250826,20250826,20250630,1,1,2,-11827685.17,339717.49,244768657.3,5213362.79,,,,,,,,,,,,16767334.45,266749354.54,232467088.72,89560288.95,19226683.12,,,,,,30390773.49,371644834.28,-104895479.74,,737999000.0,6377408.34,21109.11,,744397517.45,5231807.01,678400000.0,30793530.87,41500942.95,,755926280.83,-11528763.38,,,,,-54916502.88,5300000.0,35455488.43,,25029788.01,65785276.44,-65785276.44,-1086.68,-182210606.24,903410649.05,721200042.81,,,,8152663.55,10336065.95,4835363.2,208725.0,,,17399.14,12077.71,-5555286.22,-7466748.41,-6743215.58,34638.28,-17994885.88,-13547311.24,-77500488.29,,-104895479.74,,,,-182210606.24,,,,4738106.68,,721200042.81,903410649.05,,,0
002869.SZ,20250826,20250826,20250630,1,1,2,-11827685.17,339717.49,244768657.3,5213362.79,,,,,,,,,,,,16767334.45,266749354.54,232467088.72,89560288.95,19226683.12,,,,,,30390773.49,371644834.28,-104895479.74,,737999000.0,6377408.34,21109.11,,744397517.45,5231807.01,678400000.0,30793530.87,41500942.95,,755926280.83,-11528763.38,,,,,-72566563.01,5300000.0,35455488.43,,25029788.01,65785276.44,-65785276.44,-1086.68,-182210606.24,903410649.05,721200042.81,,,,8152663.55,10336065.95,4835363.2,208725.0,,,17399.14,12077.71,-5555286.22,-7466748.41,-6743215.58,34638.28,-17994885.88,-13547311.24,-77500488.29,,-104895479.74,,,,-182210606.24,,,,4738106.68,,721200042.81,903410649.05,,,1
002869.SZ,20250429,20250429,20250331,1,1,1,,,111312606.31,2935710.94,,,,,,,,,,,,5883774.74,120132091.99,127973918.67,36428472.46,15078394.68,,,,,,13958302.54,193439088.35,-73306996.36,,447999000.0,4030025.26,,,452029025.26,2386488.09,566400000.0,,,,568786488.09,-116757462.83,,,,,,,,,781414.13,781414.13,-781414.13,34.65,-190845838.67,903410649.05,712564810.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002869.SZ,20250429,20250429,20250331,1,1,1,,,111312606.31,2935710.94,,,,,,,,,,,,5883774.74,120132091.99,127973918.67,36428472.46,15078394.68,,,,,,13958302.54,193439088.35,-73306996.36,,447999000.0,4030025.26,,,452029025.26,2386488.09,566400000.0,,,,568786488.09,-116757462.83,,,,,-64026675.29,,,,781414.13,781414.13,-781414.13,34.65,-190845838.67,903410649.05,712564810.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
