ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
300552.SZ,20260423,20260423,20260331,1,1,1,,,264154499.24,4121671.23,,,,,,,,,,,,18225325.4,286501495.87,149388990.13,120156669.0,15750690.15,,,,,,63182210.41,348478559.69,-61977063.82,,,,,,,4888145.19,3034771.75,,,,7922916.94,-7922916.94,35500000.0,,20000000.0,55500000.0,-70772692.86,12500000.0,525216.68,,7613293.52,20638510.2,34861489.8,-608454.9,-35646945.86,342477619.29,306830673.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300552.SZ,20260423,20260423,20260331,1,1,1,,,264154499.24,4121671.23,,,,,,,,,,,,18225325.4,286501495.87,149388990.13,120156669.0,15750690.15,,,,,,63182210.41,348478559.69,-61977063.82,,,,,,,4888145.19,3034771.75,,,,7922916.94,-7922916.94,35500000.0,,20000000.0,55500000.0,,12500000.0,525216.68,,7613293.52,20638510.2,34861489.8,-608454.9,-35646945.86,342477619.29,306830673.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300552.SZ,20260331,20260331,20251231,1,1,4,-173521490.79,6643972.3,1267097908.97,9386857.11,,,,,,,,,,,,57639361.87,1334124127.95,627121166.23,447859136.03,39273492.45,,,,,,186487778.73,1300741573.44,33382554.51,8471958.39,551000000.0,12604258.15,9500.0,76764.27,572162480.81,16658431.13,551025376.6,,,,567683807.73,4478673.08,208000000.0,,,241000000.0,,248011030.56,6384505.73,,29944642.28,284340178.57,-43340178.57,-540959.82,-6019910.8,348497530.09,342477619.29,33000000.0,33000000.0,,36889344.79,21281211.84,12943702.85,491482.35,,,-11771.96,550280.1,,-21127147.11,6836165.72,-3791912.05,40159705.31,152370780.18,-42268408.8,,33382554.51,,,,-6019910.8,,,-30163144.21,26099783.99,,342477619.29,348497530.09,,,0
300552.SZ,20260331,20260331,20251231,1,1,4,-173521490.79,6643972.3,1267097908.97,9386857.11,,,,,,,,,,,,57639361.87,1334124127.95,627121166.23,447859136.03,39273492.45,,,,,,186487778.73,1300741573.44,33382554.51,8471958.39,551000000.0,12604258.15,9500.0,76764.27,572162480.81,16658431.13,551025376.6,,,,567683807.73,4478673.08,208000000.0,,,241000000.0,42974038.39,248011030.56,6384505.73,,29944642.28,284340178.57,-43340178.57,-540959.82,-6019910.8,348497530.09,342477619.29,33000000.0,33000000.0,,36889344.79,21281211.84,12943702.85,491482.35,,,-11771.96,550280.1,,-21127147.11,6836165.72,-3791912.05,40159705.31,152370780.18,-42268408.8,,33382554.51,,,,-6019910.8,,,-30163144.21,26099783.99,,342477619.29,348497530.09,,,1
300552.SZ,20251030,20251030,20250930,1,1,3,,,758795736.29,9205860.13,,,,,,,,,,,,89146955.97,857148552.39,376729300.32,344514313.42,28123430.93,,,,,,227276465.46,976643510.13,-119494957.74,,431000000.0,9733778.16,9500.0,76764.27,440820042.43,13016547.85,431025452.37,2246213.0,,,446288213.22,-5468170.79,202500000.0,,,202500000.0,-186006685.33,99500000.0,3873645.85,,22618876.56,125992522.41,76507477.59,-126463.05,-48582113.99,348497530.09,299915416.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300552.SZ,20251030,20251030,20250930,1,1,3,,,758795736.29,9205860.13,,,,,,,,,,,,89146955.97,857148552.39,376729300.32,344514313.42,28123430.93,,,,,,227276465.46,976643510.13,-119494957.74,,431000000.0,9733778.16,9500.0,76764.27,440820042.43,13016547.85,431025452.37,2246213.0,,,446288213.22,-5468170.79,202500000.0,,,202500000.0,,99500000.0,3873645.85,,22618876.56,125992522.41,76507477.59,-126463.05,-48582113.99,348497530.09,299915416.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300552.SZ,20250826,20250826,20250630,1,1,2,-98565953.47,3136239.93,487571680.08,53633.1,,,,,,,,,,,,72359346.39,559984659.57,260871235.76,236670634.7,19623167.58,,,,,,163190800.19,680355838.23,-120371178.66,,226000000.0,9281178.77,3000.0,76764.27,235360943.04,10891515.79,226025514.17,2246213.0,,,239163242.96,-3802299.92,177000000.0,,,177000000.0,-126550113.38,79500000.0,2401673.62,,15079251.04,96980924.66,80019075.34,68407.41,-44085995.83,348497530.09,304411534.26,,,,-21075075.25,16498871.8,6495412.21,347650.98,,,,13973.18,,-10575275.49,6372245.02,-1922325.36,3420275.06,78389262.93,-109314289.07,,-120371178.66,,,,-44085995.83,,,,13049891.99,,304411534.26,348497530.09,,,1
300552.SZ,20250826,20250826,20250630,1,1,2,-98565953.47,3136239.93,487571680.08,53633.1,,,,,,,,,,,,72359346.39,559984659.57,260871235.76,236670634.7,19623167.58,,,,,,163190800.19,680355838.23,-120371178.66,,226000000.0,9281178.77,3000.0,76764.27,235360943.04,10891515.79,226025514.17,2246213.0,,,239163242.96,-3802299.92,177000000.0,,,177000000.0,,79500000.0,2401673.62,,15079251.04,96980924.66,80019075.34,68407.41,-44085995.83,348497530.09,304411534.26,,,,-21075075.25,16498871.8,6495412.21,347650.98,,,,13973.18,,-10575275.49,6372245.02,-1922325.36,3420275.06,78389262.93,-109314289.07,,-120371178.66,,,,-44085995.83,,,,13049891.99,,304411534.26,348497530.09,,,0
300552.SZ,20250426,20250426,20250331,1,1,1,,,267230524.5,54685.56,,,,,,,,,,,,34888406.37,302173616.43,117263147.55,130213902.06,10610190.09,,,,,,88562991.45,346650231.15,-44476614.72,,30000000.0,8113894.77,6000.0,,38119894.77,1571691.09,240046510.77,,,,241618201.86,-203498307.09,77000000.0,,,77000000.0,-114316594.7,27000000.0,1001736.12,,7539625.52,35541361.64,41458638.36,-25397.59,-206541681.04,348497530.09,141955849.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300552.SZ,20250426,20250426,20250331,1,1,1,,,267230524.5,54685.56,,,,,,,,,,,,34888406.37,302173616.43,117263147.55,130213902.06,10610190.09,,,,,,88562991.45,346650231.15,-44476614.72,,30000000.0,8113894.77,6000.0,,38119894.77,1571691.09,240046510.77,,,,241618201.86,-203498307.09,77000000.0,,,77000000.0,,27000000.0,1001736.12,,7539625.52,35541361.64,41458638.36,-25397.59,-206541681.04,348497530.09,141955849.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
