ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
300098.SZ,20260429,20260429,20260331,1,1,1,,,485359036.23,17694516.18,,,,,,,,,,,,58697780.3,561751332.71,250182252.63,131562035.23,35880541.03,,,,,,108755574.54,526380403.43,35370929.28,,167150000.0,334146.51,5568.0,,167489714.51,13326404.0,172000000.0,,,,185326404.0,-17836689.49,38999999.73,,13726801.79,52726801.52,-31766045.8192,57610093.99,1218811.93,0.0,12982579.72,71811485.64,-19084684.12,-412855.5,-1963299.83,379834919.15,377871619.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300098.SZ,20260429,20260429,20260331,1,1,1,,,485359036.23,17694516.18,,,,,,,,,,,,58697780.3,561751332.71,250182252.63,131562035.23,35880541.03,,,,,,108755574.54,526380403.43,35370929.28,,167150000.0,334146.51,5568.0,,167489714.51,13326404.0,172000000.0,,,,185326404.0,-17836689.49,38999999.73,,13726801.79,52726801.52,,57610093.99,1218811.93,0.0,12982579.72,71811485.64,-19084684.12,-412855.5,-1963299.83,379834919.15,377871619.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300098.SZ,20260418,20260418,20251231,1,1,4,-19718733.21,8548271.92,1801529289.63,61785230.63,,,,,,,,,,,,404605204.42,2267919724.68,947426437.22,507022226.84,128788007.34,,,,,,527385266.41,2110621937.81,157297786.87,,634647842.47,2826621.65,123653.2,,637598117.32,191260068.64,558265000.0,,0.0,,749525068.64,-111926951.32,200442000.96,,39525421.63,239967422.59,-268920939.85,196807918.72,10956820.7,5372000.0,88766922.38,296531661.8,-56564239.21,-1050411.53,-12243815.19,392078734.34,379834919.15,,,,-740275.24,35936117.64,4259024.78,3683716.41,,,-161632.53,342840.77,-1607944.23,10231449.83,2574274.7,-7711385.74,-130928956.9,-85970752.47,259035239.45,,157297786.87,,,,-12243815.19,,,,6232271.91,,379834919.15,392078734.34,,,1
300098.SZ,20251029,20251029,20250930,1,1,3,,,1212209778.22,50868229.07,,,,,,,,,,,,334435119.57,1597513126.86,685339175.58,391817258.05,86052086.1,,,,,,423722800.23,1586931319.96,10581806.9,,472847842.47,1638434.14,58500.2,,474544776.81,151276842.73,401265000.0,,0.0,,552541842.73,-77997065.92,166952000.96,,15750829.46,182702830.42,,117209240.94,9645392.84,,50806951.2,177661584.98,5041245.44,215094.51,-62158919.07,392078734.34,329919815.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300098.SZ,20251029,20251029,20250930,1,1,3,,,1212209778.22,50868229.07,,,,,,,,,,,,334435119.57,1597513126.86,685339175.58,391817258.05,86052086.1,,,,,,423722800.23,1586931319.96,10581806.9,,472847842.47,1638434.14,58500.2,,474544776.81,151276842.73,401265000.0,,0.0,,552541842.73,-77997065.92,166952000.96,,15750829.46,182702830.42,-302870224.3926,117209240.94,9645392.84,5372000.0,50806951.2,177661584.98,5041245.44,215094.51,-62158919.07,392078734.34,329919815.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300098.SZ,20250819,20250819,20250630,1,1,2,39527024.41,4238280.46,749931684.11,36506986.19,,,,,,,,,,,,205356613.9,991795284.2,423944957.18,272082983.57,55301754.48,,,,,,296358195.36,1047687890.59,-55892606.39,0.0,293247842.47,937861.76,45699.2,0.0,294231403.43,120488474.26,251615000.0,0.0,0.0,,372103474.26,-77872070.83,162952000.96,,0.0,162952000.96,-281262802.83,90858938.14,8164131.01,5372000.0,24548827.49,123571896.64,39380104.32,262095.14,-94122477.76,392078734.34,297956256.58,0.0,0.0,,34771918.57,16262474.15,1879870.53,1477091.44,,,12505.21,184318.72,-904968.04,6219644.25,-6639705.76,-3527890.44,10082569.48,-149187865.44,-15367219.31,,-55892606.39,,,,-94122477.76,,,,3071353.0,,297956256.58,392078734.34,,,1
300098.SZ,20250429,20250429,20250331,1,1,1,,,396468368.41,25050208.26,,,,,,,,,,,,54665402.76,476183979.43,257925692.33,126243265.53,30981734.58,,,,,,95732936.89,510883629.33,-34699649.9,,100000298.87,256200.14,0.0,,100256499.01,99360397.76,105115000.0,,0.0,,204475397.76,-104218898.75,116952000.96,,0.0,116952000.96,,65858938.14,1371893.76,0.0,23592547.47,90823379.37,26128621.59,208140.86,-112581786.2,392078734.34,279496948.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300098.SZ,20250429,20250429,20250331,1,1,1,,,396468368.41,25050208.26,,,,,,,,,,,,54665402.76,476183979.43,257925692.33,126243265.53,30981734.58,,,,,,95732936.89,510883629.33,-34699649.9,,100000298.87,256200.14,0.0,,100256499.01,99360397.76,105115000.0,,0.0,,204475397.76,-104218898.75,116952000.96,,0.0,116952000.96,-269084702.621,65858938.14,1371893.76,0.0,23592547.47,90823379.37,26128621.59,208140.86,-112581786.2,392078734.34,279496948.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300098.SZ,20250419,20250419,20241231,1,1,4,-254172098.04,4910401.27,1682369674.21,43074464.26,,,,,,,,,,,,145781852.22,1871225990.69,874070799.88,538882324.11,94478109.0,,,,,,304387265.84,1811818498.83,59407491.86,0.0,867000000.0,4056440.89,241827.8,0.0,871298268.69,128757403.03,919621500.0,0.0,49191966.23,0.0,1097570869.26,-226272600.57,129507158.7,,53578499.16,183085657.86,41388365.92,165786895.83,9106872.05,0.0,44245668.61,219139436.49,-36053778.63,1696080.21,-201222807.13,593301541.47,392078734.34,0.0,0.0,,15088088.82,22458561.47,3959225.73,3023106.56,,,488009.56,451881.4,-2002477.02,-29389526.64,21550084.45,2224366.04,-42374353.61,248578739.98,-87146169.39,,59407491.86,,,,-201222807.13,,,,13585184.79,,392078734.34,593301541.47,,,1
300098.SZ,20241030,20241030,20240930,1,1,3,,,1191547654.55,33971907.94,,,,,,,,,,,,73493476.55,1299013039.04,678140067.85,421671596.69,70742316.77,,,,,,200842763.05,1371396744.36,-72383705.32,0.0,677000000.0,2421063.16,148910.0,,679569973.16,97654237.2,709471500.0,,54536372.28,,861662109.48,-182092136.32,89688183.7,,45932951.81,135621135.51,-54216731.56,134518213.3,8603642.02,0.0,19571412.42,162693267.74,-27072132.23,1019733.54,-280528240.33,593301541.47,312773301.14,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
