ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
300590.SZ,20260423,20260423,20260331,1,1,1,,,239219779.96,32825500.67,,,,,,,,,,,,4850009.32,276895289.95,214236171.11,62743552.5,5729108.19,,,,,,15961305.64,298670137.44,-21774847.49,,218500000.0,935789.87,,,219435789.87,1838548.81,385000000.0,,,,386838548.81,-167402758.94,,,,100000.0,-26662240.0054,,,,1067442.36,1067442.36,-967442.36,-2705517.75,-192850566.54,648475775.95,455625209.41,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300590.SZ,20260423,20260423,20251231,1,1,4,74310726.33,-11498605.91,907736953.83,77491407.37,,,,,,,,,,,,12442158.2,997670519.4,565769375.75,187769506.12,30818892.09,,,,,,52582638.92,836940412.88,160730106.52,6001087.36,3051839085.29,9945528.4,22500.0,,3067808201.05,114941899.96,3042795170.56,,,,3157737070.52,-89928869.47,,,6500.0,2403610.58,36338358.2808,,100571984.04,,6178963.17,106750947.21,-104347336.63,1680863.75,-31865235.83,176569665.94,144704430.11,2397110.58,300000.0,,24625433.74,11602970.04,3301274.35,8686958.64,,,-13195.27,-3631.63,-8462387.78,-2821931.92,-1009025.11,414901.69,-23681483.91,-11381495.0,91640990.52,,160730106.52,,,,-31865235.83,,,358665.49,4659942.25,,144704430.11,176569665.94,,,1
300590.SZ,20251029,20251029,20250930,1,1,3,,,682392809.99,66982585.6,,,,,,,,,,,,17315204.98,766690600.57,406586796.69,143211125.43,22729924.78,,,,,,46625317.68,619153164.58,147537435.99,,1844000000.0,7525330.87,5000.0,,1851530330.87,37638519.88,1835000000.0,,20000000.0,,1892638519.88,-41108189.01,,,,,39174109.041,,100571984.04,,3714764.41,104286748.45,-104286748.45,1448598.55,3591097.08,176569665.94,180160763.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300590.SZ,20250731,20250731,20250630,1,1,2,31019989.65,-1501659.44,448924051.88,51725736.3,,,,,,,,,,,,6039484.29,506689272.47,283770266.19,101318833.61,19973414.75,,,,,,31800269.5,436862784.05,69826488.42,,1004710378.28,4216526.08,5000.0,,1008931904.36,2586795.25,969092758.56,,20000000.0,,991679553.81,17252350.55,,,,,67479816.5655,,100571984.04,,2365144.18,102937128.22,-102937128.22,1570821.59,-14287467.66,176569665.94,162282198.28,,,,-755031.54,5005224.61,1638430.04,8109780.99,,,,,-4381791.98,-42390.02,-2344009.67,1230316.52,14633988.9,92675976.37,-78363202.57,,69826488.42,,,,-14287467.66,,,,2900866.56,,162282198.28,176569665.94,,,1
300590.SZ,20250425,20250425,20250331,1,1,1,,,236240949.67,25929723.21,,,,,,,,,,,,5182062.4,267352735.28,140902307.6,60835647.32,11394972.44,,,,,,18613811.31,231746738.67,35605996.61,,449000000.0,1894499.48,5000.0,,450899499.48,988550.69,409000000.0,,,,409988550.69,40910948.79,,,,,21767246.2279,,,,1285505.61,1285505.61,-1285505.61,1269900.21,76501340.0,537379838.93,613881178.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300590.SZ,20250425,20250425,20250331,1,1,1,,,236240949.67,25929723.21,,,,,,,,,,,,5182062.4,267352735.28,140902307.6,60835647.32,11394972.44,,,,,,18613811.31,231746738.67,35605996.61,,449000000.0,1894499.48,5000.0,,450899499.48,988550.69,409000000.0,,,,409988550.69,40910948.79,,,,,,,,,1285505.61,1285505.61,-1285505.61,1269900.21,76501340.0,537379838.93,613881178.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300590.SZ,20250425,20250425,20241231,1,1,4,158610043.82,-20025453.82,980657916.17,59870695.55,,,,,,,,,,,,10658984.72,1051187596.44,486591494.35,165993333.99,45804964.47,,,,,,59822273.45,758212066.26,292975530.18,1851545.58,2904540236.65,12849922.89,103235.4,,2919344940.52,10806516.87,3046041210.34,,6907052.15,,3063754779.36,-144409838.84,,,21760.0,7806017.7,274311404.8011,,68416311.46,,9819002.65,78235314.11,-70429296.41,10765633.64,88902028.57,87667637.37,176569665.94,7784257.7,,,17674752.53,11818810.44,1572730.16,10576858.16,,,-103097.35,738.72,-13420642.39,7232877.46,83840.63,286302.73,125921708.51,5145843.05,-18523497.88,,292975530.18,,,,88902028.57,,,533366.17,4277481.98,,176569665.94,87667637.37,,,1
300590.SZ,20250425,20250425,20241231,1,1,4,158610043.82,-20025453.82,980657916.17,59870695.55,,,,,,,,,,,,10658984.72,1051187596.44,486591494.35,165993333.99,45804964.47,,,,,,59822273.45,758212066.26,292975530.18,1851545.58,2904540236.65,12849922.89,103235.4,,2919344940.52,10806516.87,3046041210.34,,6907052.15,,3063754779.36,-144409838.84,,,21760.0,7806017.7,,,68416311.46,,9819002.65,78235314.11,-70429296.41,10765633.64,88902028.57,87667637.37,176569665.94,7784257.7,,,17674752.53,11818810.44,1572730.16,10576858.16,,,-103097.35,738.72,-13420642.39,7232877.46,83840.63,286302.73,125921708.51,5145843.05,-18523497.88,,292975530.18,,,,88902028.57,,,533366.17,4277481.98,,176569665.94,87667637.37,,,0
300590.SZ,20241029,20241029,20240930,1,1,3,,,774400770.33,42196310.92,,,,,,,,,,,,13170441.13,829767522.38,367542417.15,127006792.53,35995684.23,,,,,,61748702.68,592293596.59,237473925.79,,1860029800.0,3798730.08,1200.0,,1863829730.08,5611952.8,1912000000.0,,5000000.0,,1922611952.8,-58782222.72,,,,3420421.95,141465611.7399,,68411382.0,,6584891.56,74996273.56,-71575851.61,7560918.09,114676769.55,87667637.37,202344406.92,3420421.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300590.SZ,20241029,20241029,20240930,1,1,3,,,774400770.33,42196310.92,,,,,,,,,,,,13170441.13,829767522.38,367542417.15,127006792.53,35995684.23,,,,,,61748702.68,592293596.59,237473925.79,,1860029800.0,3798730.08,1200.0,,1863829730.08,5611952.8,1912000000.0,,5000000.0,,1922611952.8,-58782222.72,,,,3420421.95,,,68411382.0,,6584891.56,74996273.56,-71575851.61,7560918.09,114676769.55,87667637.37,202344406.92,3420421.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
