ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
002970.SZ,20260428,20260428,20260331,1,1,1,,,561279117.8,22704846.94,,,,,,,,,,,,5122695.24,589106659.98,643376821.4,120155473.96,11422286.07,,,,,,53279085.72,828233667.15,-239127007.17,30000.0,,229375.72,822420.0,1685500.0,2767295.72,22896191.78,36056046.03,,,,58952237.81,-56184942.09,419000000.0,,,430652713.0,,96000000.0,6547567.21,,10121534.58,112669101.79,317983611.21,-4646218.03,18025443.92,1239327333.44,1257352777.36,11652713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002970.SZ,20260428,20260428,20260331,1,1,1,,,561279117.8,22704846.94,,,,,,,,,,,,5122695.24,589106659.98,643376821.4,120155473.96,11422286.07,,,,,,53279085.72,828233667.15,-239127007.17,30000.0,,229375.72,822420.0,1685500.0,2767295.72,22896191.78,36056046.03,,,,58952237.81,-56184942.09,419000000.0,,,430652713.0,-304942130.0,96000000.0,6547567.21,,10121534.58,112669101.79,317983611.21,-4646218.03,18025443.92,1239327333.44,1257352777.36,11652713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002970.SZ,20260331,20260331,20251231,1,1,4,388504827.83,22300613.39,2478029254.1,115505110.3,,,,,,,,,,,,59584348.11,2653118712.51,1406319935.22,531084657.28,76433658.52,,,,,,240957609.67,2254795860.69,398322851.82,123197.0,36751080.95,1629864.35,150254.15,,38654396.45,104372403.68,1172272.06,,17861078.62,,123405754.36,-84751357.91,484114439.82,,115606080.1,689875333.23,205930384.0895,394800000.0,210451213.16,5184447.49,107318169.8,712569382.96,-22694049.73,-9898146.19,280979297.99,958348035.45,1239327333.44,90154813.31,175865.58,,14830530.75,46679213.62,6329585.04,10229797.16,,,-262335.95,275444.32,-374378.32,-19154530.65,-906139.99,-4694076.35,-164157677.93,-176086708.84,169053076.22,,398322851.82,,,,280979297.99,,,,16779441.23,,1239327333.44,958348035.45,,,1
002970.SZ,20260331,20260331,20251231,1,1,4,388504827.83,22300613.39,2478029254.1,115505110.3,,,,,,,,,,,,59584348.11,2653118712.51,1406319935.22,531084657.28,76433658.52,,,,,,240957609.67,2254795860.69,398322851.82,123197.0,36751080.95,1629864.35,150254.15,,38654396.45,104372403.68,1172272.06,,17861078.62,,123405754.36,-84751357.91,484114439.82,,115606080.1,689875333.23,,394800000.0,210451213.16,5184447.49,107318169.8,712569382.96,-22694049.73,-9898146.19,280979297.99,958348035.45,1239327333.44,90154813.31,175865.58,,14830530.75,46679213.62,6329585.04,10229797.16,,,-262335.95,275444.32,-374378.32,-19154530.65,-906139.99,-4694076.35,-164157677.93,-176086708.84,169053076.22,,398322851.82,,,,280979297.99,,,,16779441.23,,1239327333.44,958348035.45,,,0
002970.SZ,20251023,20251023,20250930,1,1,3,,,1758609240.14,82481450.33,,,,,,,,,,,,41185817.42,1882276507.89,962301524.99,412520076.15,58249776.21,,,,,,174534418.04,1607605795.39,274670712.5,83197.0,35278292.3,2602653.0,135884.15,,38100026.45,67693629.42,957272.06,,17861078.62,,86511980.1,-48411953.65,415100000.0,,116106080.1,600539402.81,40187910.4815,170300000.0,198424976.96,5184447.49,91316527.41,460041504.37,140497898.44,-6906507.17,359850150.12,958348035.45,1318198185.57,69333322.71,175865.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002970.SZ,20251023,20251023,20250930,1,1,3,,,1758609240.14,82481450.33,,,,,,,,,,,,41185817.42,1882276507.89,962301524.99,412520076.15,58249776.21,,,,,,174534418.04,1607605795.39,274670712.5,83197.0,35278292.3,2602653.0,135884.15,,38100026.45,67693629.42,957272.06,,17861078.62,,86511980.1,-48411953.65,415100000.0,,116106080.1,600539402.81,,170300000.0,198424976.96,,91316527.41,460041504.37,140497898.44,-6906507.17,359850150.12,958348035.45,1318198185.57,69333322.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002970.SZ,20250822,20250822,20250630,1,1,2,205533080.39,6295857.52,1137544923.17,66970914.9,,,,,,,,,,,,21910126.6,1226425964.67,621377475.74,292146153.4,41351576.48,,,,,,103150208.11,1058025413.73,168400550.94,73197.0,500000.0,11028.38,76459.37,,660684.75,47262086.36,957272.06,,17861078.62,,66080437.04,-65419752.29,360100000.0,,19572100.0,411644317.42,27334774.6088,50000000.0,113933243.76,2288486.47,9054919.41,172988163.17,238656154.25,3813274.26,345450227.16,958348035.45,1303798262.61,31972217.42,175865.58,,5127480.8,22182527.82,2918579.13,9298539.16,,,-96310.89,126706.53,6483.85,-19749137.18,3833444.03,-114470.3,120701895.56,160876246.4,-399062167.48,,168400550.94,,,,345450227.16,,,,7941743.34,,1303798262.61,958348035.45,,,1
002970.SZ,20250425,20250425,20250331,1,1,1,,,574889095.79,34400644.36,,,,,,,,,,,,7592086.0,616881826.15,304591767.38,110927522.99,17163357.89,,,,,,43123524.12,475806172.38,141075653.77,5000.0,,,60997.33,,65997.33,12532327.9,,,17861078.62,,30393406.52,-30327409.19,260000000.0,,,268643705.13,13596928.5325,50200000.0,2841840.3,,6511871.38,59553711.68,209089993.45,967223.43,320805461.46,958348035.45,1279153496.91,8643705.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
002970.SZ,20250425,20250425,20250331,1,1,1,,,574889095.79,34400644.36,,,,,,,,,,,,7592086.0,616881826.15,304591767.38,110927522.99,17163357.89,,,,,,43123524.12,475806172.38,141075653.77,5000.0,,,60997.33,,65997.33,12532327.9,,,17861078.62,,30393406.52,-30327409.19,260000000.0,,,268643705.13,,50200000.0,2841840.3,,6511871.38,59553711.68,209089993.45,967223.43,320805461.46,958348035.45,1279153496.91,8643705.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002970.SZ,20250425,20250425,20241231,1,1,4,293733557.68,-11974200.59,2537513314.03,137459562.5,,,,,,,,,,,,89746253.79,2764719130.32,1432648148.73,551556245.67,85728348.28,,,,,,273295391.06,2343228133.74,421490996.58,110000.0,15923000.0,1189119.04,2218944.2,,19441063.24,66390360.83,2900000.0,,,,69290360.83,-49849297.59,207079384.0,,91715118.03,381809466.99,279983987.78,248880000.0,145469343.36,1000000.0,133072764.59,527422107.95,-145612640.96,17485674.41,243514732.44,714833303.01,958348035.45,83014964.96,,,45327242.55,57679578.74,5955901.27,9381490.62,,,-2580.03,722869.54,-6483.85,995543.79,-13488912.15,-2581868.04,-213604371.71,-283549093.76,459967120.54,,421490996.58,,,,243514732.44,,,,14030283.79,,958348035.45,714833303.01,,,1
002970.SZ,20241023,20241023,20240930,1,1,3,,,1736647866.34,99554758.76,,,,,,,,,,,,67853329.2,1904055954.3,982923208.04,407155404.25,55677555.9,,,,,,192791254.96,1638547423.15,265508531.15,110000.0,,1010619.04,734799.2,,1855418.24,44551127.42,2900000.0,,,,47451127.42,-45595709.18,205800000.0,,91715118.03,353575629.23,90525443.76,143880000.0,93914994.51,1000000.0,123997593.56,361792588.07,-8216958.84,9926152.25,221622015.38,714833303.01,936455318.39,56060511.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
