ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
688080.SH,20260422,20260422,20260331,1,1,1,,,151817945.61,6798941.57,,,,,,,,,,,,4518764.99,163135652.17,87360514.77,45994301.91,7718207.6,,,,,,13585939.68,154658963.96,8476688.21,500000000.0,,838191.78,3743.48,,500841935.26,1004859.26,,,600000000.0,,601004859.26,-100162924.0,,,2594795.0,2594795.0,,,,,11062675.73,11062675.73,-8467880.73,-8089150.71,-108243267.23,920788969.03,812545701.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
688080.SH,20260422,20260422,20260331,1,1,1,,,151817945.61,6798941.57,,,,,,,,,,,,4518764.99,163135652.17,87360514.77,45994301.91,7718207.6,,,,,,13585939.68,154658963.96,8476688.21,500000000.0,,838191.78,3743.48,,500841935.26,1004859.26,,,600000000.0,,601004859.26,-100162924.0,,,2594795.0,2594795.0,-878174.7407,,,,11062675.73,11062675.73,-8467880.73,-8089150.71,-108243267.23,920788969.03,812545701.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688080.SH,20260422,20260422,20251231,1,1,4,150711026.27,4209277.12,748308158.12,22209579.77,,,,,,,,,,,,20056788.44,790574526.33,397097077.59,149918583.94,43198159.85,,,,,,53045030.12,643258851.5,147315674.83,1582000000.0,,4915915.97,3012.03,,1586918928.0,13415260.19,1696000.0,,1582000000.0,,1597111260.19,-10192332.19,,,14193292.75,18661504.75,115774810.02,,10639920.79,,40692775.54,51332696.33,-32671191.58,-10572754.99,93879396.07,826909572.96,920788969.03,4468212.0,,,4668363.14,4946042.26,307233.43,1174615.12,,,-22249.0,25406.64,,-3007054.15,-521081.49,1460736.96,17943164.59,4440566.52,-55034114.65,,147315674.83,,,,93879396.07,,,278169.84,7631947.18,,920788969.03,826909572.96,,,1
688080.SH,20260422,20260422,20251231,1,1,4,150711026.27,4209277.12,748308158.12,22209579.77,,,,,,,,,,,,20056788.44,790574526.33,397097077.59,149918583.94,43198159.85,,,,,,53045030.12,643258851.5,147315674.83,1582000000.0,,4915915.97,3012.03,,1586918928.0,13415260.19,1696000.0,,1582000000.0,,1597111260.19,-10192332.19,,,14193292.75,18661504.75,,,10639920.79,,40692775.54,51332696.33,-32671191.58,-10572754.99,93879396.07,826909572.96,920788969.03,4468212.0,,,4668363.14,4946042.26,307233.43,1174615.12,,,-22249.0,25406.64,,-3007054.15,-521081.49,1460736.96,17943164.59,4440566.52,-55034114.65,,147315674.83,,,,93879396.07,,,278169.84,7631947.18,,920788969.03,826909572.96,,,0
688080.SH,20251028,20251028,20250930,1,1,3,,,556197692.92,19955418.61,,,,,,,,,,,,17398675.74,593551787.27,314085900.66,115286322.8,34143838.91,,,,,,42507257.34,506023319.71,87528467.56,1072000000.0,,3610115.32,385.57,,1075610500.89,10595638.18,196000.0,,1072000000.0,,1082791638.18,-7181137.29,,,6882000.0,11350212.0,55335958.7096,,10639920.79,,28654269.27,39294190.06,-27943978.06,-4821612.02,47581740.19,826909572.96,874491313.15,4468212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688080.SH,20251028,20251028,20250930,1,1,3,,,556197692.92,19955418.61,,,,,,,,,,,,17398675.74,593551787.27,314085900.66,115286322.8,34143838.91,,,,,,42507257.34,506023319.71,87528467.56,1072000000.0,,3610115.32,385.57,,1075610500.89,10595638.18,196000.0,,1072000000.0,,1082791638.18,-7181137.29,,,6882000.0,11350212.0,,,10639920.79,,28654269.27,39294190.06,-27943978.06,-4821612.02,47581740.19,826909572.96,874491313.15,4468212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
688080.SH,20250822,20250822,20250630,1,1,2,68366973.63,715855.72,334491751.2,11444539.75,,,,,,,,,,,,11291919.41,357228210.36,217534657.64,80866584.26,23061968.51,,,,,,27212049.5,348675259.91,8552950.45,614000000.0,,2248001.66,218.95,,616248220.61,10172793.31,,,614196000.0,,624368793.31,-8120572.7,,,4576000.0,4576000.0,-6711522.6656,,1756.0,,14882992.9,14884748.9,-10308748.9,-1133514.42,-11009885.57,826909572.96,815899687.39,,,,2465330.31,2348880.62,157043.27,579412.24,,,-22472.68,15755.41,,-3650070.4,475129.68,44332.4,-24962681.42,-21915029.84,-23134378.1,,8552950.45,,,,-11009885.57,,,783933.12,3473360.9,,815899687.39,826909572.96,,,1
688080.SH,20250822,20250822,20250630,1,1,2,68366973.63,715855.72,334491751.2,11444539.75,,,,,,,,,,,,11291919.41,357228210.36,217534657.64,80866584.26,23061968.51,,,,,,27212049.5,348675259.91,8552950.45,614000000.0,,2248001.66,218.95,,616248220.61,10172793.31,,,614196000.0,,624368793.31,-8120572.7,,,4576000.0,4576000.0,-6244641.0256,,1756.0,,14882992.9,14884748.9,-10308748.9,-1133514.42,-11009885.57,826909572.96,815899687.39,,,,2465330.31,2348880.62,157043.27,579412.24,,,-22472.68,15755.41,,-3650070.4,475129.68,44332.4,-24962681.42,-21915029.84,-23134378.1,,8552950.45,,,,-11009885.57,,,783933.12,3473360.9,,815899687.39,826909572.96,,,0
688080.SH,20250423,20250423,20250331,1,1,1,,,168571872.38,8298984.54,,,,,,,,,,,,4232709.35,181103566.27,122401246.14,46142667.74,10275155.43,,,,,,22932627.16,201751696.47,-20648130.2,360000000.0,,1120253.75,,,361120253.75,3681117.18,,,360196000.0,,363877117.18,-2756863.43,,,1468000.0,1468000.0,-31294559.3384,,1756.0,,4051538.86,4053294.86,-2585294.86,-315566.94,-26305855.43,826897214.99,800591359.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688080.SH,20250423,20250423,20250331,1,1,1,,,168571872.38,8298984.54,,,,,,,,,,,,4232709.35,181103566.27,122401246.14,46142667.74,10275155.43,,,,,,22932627.16,201751696.47,-20648130.2,360000000.0,,1120253.75,,,361120253.75,3681117.18,,,360196000.0,,363877117.18,-2756863.43,,,1468000.0,1468000.0,,,1756.0,,4051538.86,4053294.86,-2585294.86,-315566.94,-26305855.43,826897214.99,800591359.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
