ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
603236.SH,20260424,20260424,20260331,1,1,1,,,5001364934.39,570340219.92,,,,,,,,,,,,10355617.07,5582060771.38,4885070405.04,955006704.81,14013664.31,,,,,,149491174.2,6003581948.36,-421521176.98,,,,316589.84,,316589.84,69327514.17,250000000.0,,,,319327514.17,-319010924.33,599655699.62,,,599655699.62,,,10244635.9,,1171471.82,11416107.72,588239591.9,-2136115.89,-154428625.3,2377011821.7,2222583196.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
603236.SH,20260424,20260424,20260331,1,1,1,,,5001364934.39,570340219.92,,,,,,,,,,,,10355617.07,5582060771.38,4885070405.04,955006704.81,14013664.31,,,,,,149491174.2,6003581948.36,-421521176.98,,,,316589.84,,316589.84,69327514.17,250000000.0,,,,319327514.17,-319010924.33,599655699.62,,,599655699.62,-450769855.43,,10244635.9,,1171471.82,11416107.72,588239591.9,-2136115.89,-154428625.3,2377011821.7,2222583196.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
603236.SH,20260424,20260424,20251231,1,1,4,827021394.43,25440002.87,22419209366.71,1385302633.64,,,,,,,,,,,,163044263.23,23967556263.58,21608887775.84,2292535407.09,41566013.44,,,,,,682768778.02,24625757974.39,-658201710.81,,,,16358878.77,,16358878.77,668499408.88,69554048.27,,19389437.11,,757442894.26,-741084015.49,2721855415.77,,,4941781521.68,-1312698531.02,2674214075.61,309357231.69,,54717955.78,3038289263.08,1903492258.6,36183947.17,540390479.47,1836621342.23,2377011821.7,2219926105.91,,,114396061.81,291813366.69,40830770.45,27143012.6,,,-1129128.33,44360.75,,50195887.45,-13969227.02,-12746.4,-2379367442.5,-807412007.62,1085645025.84,,-658201710.81,,,,540390479.47,,,35536007.23,68359367.53,,2377011821.7,1836621342.23,,,1
603236.SH,20260424,20260424,20251231,1,1,4,827021394.43,25440002.87,22419209366.71,1385302633.64,,,,,,,,,,,,163044263.23,23967556263.58,21608887775.84,2292535407.09,41566013.44,,,,,,682768778.02,24625757974.39,-658201710.81,,,,16358878.77,,16358878.77,668499408.88,69554048.27,,19389437.11,,757442894.26,-741084015.49,2721855415.77,,,4941781521.68,,2674214075.61,309357231.69,,54717955.78,3038289263.08,1903492258.6,36183947.17,540390479.47,1836621342.23,2377011821.7,2219926105.91,,,114396061.81,291813366.69,40830770.45,27143012.6,,,-1129128.33,44360.75,,50195887.45,-13969227.02,-12746.4,-2379367442.5,-807412007.62,1085645025.84,,-658201710.81,,,,540390479.47,,,35536007.23,68359367.53,,2377011821.7,1836621342.23,,,0
603236.SH,20251024,20251024,20250930,1,1,3,,,15247656446.93,1155473575.81,,,,,,,,,,,,69069184.2,16472199206.94,15043056594.65,1734068943.72,26416705.87,,,,,,468886104.43,17272428348.67,-800229141.73,,,,7642471.27,,7642471.27,486757089.48,24119849.78,,19983094.71,,530860033.97,-523217562.7,2345638391.46,,,2345638391.46,-1319032625.06,1618064879.18,297329459.36,,46069792.51,1961464131.05,384174260.41,-3340679.06,-942613123.08,1836621342.23,894008219.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
603236.SH,20250815,20250815,20250630,1,1,2,469074621.12,36647544.17,10046952216.24,754961211.6,,,,,,,,,,,,33974473.7,10835887901.54,10196406212.25,1133685471.48,19802790.68,,,,,,293415071.75,11643309546.16,-807421644.62,,,,6487715.87,,6487715.87,124184364.46,20000000.0,,,,144184364.46,-137696648.59,1639263967.74,,,1639263967.74,-789113149.19,1276946896.0,132013682.62,,25324181.63,1434284760.25,204979207.49,-8367511.14,-748506596.86,1836621342.23,1088114745.37,,,,62206312.81,131478831.36,33098052.22,13871731.57,,,-1264391.75,37109.43,,-4879179.93,-5822932.1,-29768.35,-1412521931.41,-221213483.03,26510065.75,,-807421644.62,,,,-748506596.86,,,35796742.06,32331090.23,,1088114745.37,1836621342.23,,,1
603236.SH,20250429,20250429,20250331,1,1,1,,,4400034557.72,384357137.02,,,,,,,,,,,,18136452.63,4802528147.37,4633978291.05,664002832.64,13863040.61,,,,,,113766377.02,5425610541.32,-623082393.95,,,,884384.83,,884384.83,104406200.15,20000000.0,,,,124406200.15,-123521815.32,609669264.48,,,609669264.48,,473563341.43,18691836.13,,17182344.15,509437521.71,100231742.77,-1528211.52,-647900678.02,1836621342.23,1188720664.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
603236.SH,20250429,20250429,20250331,1,1,1,,,4400034557.72,384357137.02,,,,,,,,,,,,18136452.63,4802528147.37,4633978291.05,664002832.64,13863040.61,,,,,,113766377.02,5425610541.32,-623082393.95,,,,884384.83,,884384.83,104406200.15,20000000.0,,,,124406200.15,-123521815.32,609669264.48,,,609669264.48,-818467901.0793,473563341.43,18691836.13,,17182344.15,509437521.71,100231742.77,-1528211.52,-647900678.02,1836621342.23,1188720664.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
603236.SH,20250424,20250424,20241231,1,1,4,578015847.08,82434245.08,15077217280.0,952709662.84,,,,,,,,,,,,106655866.05,16136582808.89,13168025012.05,1664835452.41,49783932.83,,,,,,530183353.97,15412827751.26,723755057.63,,,24651.5,7539852.15,,7564503.65,273381302.57,7500000.0,,,,280881302.57,-273316798.92,1286626703.43,,,1286817848.43,676971969.46,1363559496.18,161729474.51,,232031988.52,1757320959.21,-470503110.78,-14869296.57,-34934148.64,1871555490.87,1836621342.23,191145.0,191145.0,,77418724.37,257943177.81,37792076.2,34390591.1,,,-5316298.57,3420020.03,,-29578.01,-2263363.37,21098.61,186193096.66,-1859680584.22,1254046211.85,,723755057.63,,,,-34934148.64,,,32194762.55,56290973.7,,1836621342.23,1871555490.87,,,1
603236.SH,20241022,20241022,20240930,1,1,3,,,11405967376.41,836421848.65,,,,,,,,,,,,51683025.12,12294072250.18,10324451254.01,1283458614.35,40834468.31,,,,,,338541657.19,11987285993.86,306786256.32,,,24651.5,493314.05,,517965.55,195990887.68,7500000.0,,,,203490887.68,-202972922.13,1215984397.53,,,1216175542.53,,1037677958.27,153219433.99,,226622770.6,1417520162.86,-201344620.33,-12348123.0,-109879409.14,1871555490.87,1761676081.73,191145.0,191145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
603236.SH,20241022,20241022,20240930,1,1,3,,,11405967376.41,836421848.65,,,,,,,,,,,,51683025.12,12294072250.18,10324451254.01,1283458614.35,40834468.31,,,,,,338541657.19,11987285993.86,306786256.32,,,24651.5,493314.05,,517965.55,195990887.68,7500000.0,,,,203490887.68,-202972922.13,1215984397.53,,,1216175542.53,-159984392.2136,1037677958.27,153219433.99,,226622770.6,1417520162.86,-201344620.33,-12348123.0,-109879409.14,1871555490.87,1761676081.73,191145.0,191145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
603236.SH,20240827,20240827,20240630,1,1,2,204115385.09,47198002.56,7280630608.3,655811752.54,,,,,,,,,,,,33631299.4,7970073660.24,7156335485.91,886545193.02,35948113.7,,,,,,227234407.49,8306063200.12,-335989539.88,,,,55673.25,,55673.25,171612139.78,7500000.0,,,,179112139.78,-179056466.53,749754974.74,,,749946119.74,,352842999.2,58524315.23,,203200282.61,614567597.04,135378522.7,-5266798.32,-384934282.03,1871555490.87,1486621208.84,191145.0,,,22857625.92,127518773.15,34937484.72,19073920.54,,,-5186369.56,,,335.8,3431314.08,19881.99,-79180965.81,-509031863.32,-239160761.24,,-335989539.88,,,,-384934282.03,,,14258534.59,24447026.76,,1486621208.84,1871555490.87,,,0
603236.SH,20240827,20240827,20240630,1,1,2,204115385.09,47198002.56,7280630608.3,655811752.54,,,,,,,,,,,,33631299.4,7970073660.24,7156335485.91,886545193.02,35948113.7,,,,,,227234407.49,8306063200.12,-335989539.88,,,,55673.25,,55673.25,171612139.78,7500000.0,,,,179112139.78,-179056466.53,749754974.74,,,749946119.74,-531608585.9397,352842999.2,58524315.23,,203200282.61,614567597.04,135378522.7,-5266798.32,-384934282.03,1871555490.87,1486621208.84,191145.0,,,22857625.92,127518773.15,34937484.72,19073920.54,,,-5186369.56,,,335.8,3431314.08,19881.99,-79180965.81,-509031863.32,-239160761.24,,-335989539.88,,,,-384934282.03,,,14258534.59,24447026.76,,1486621208.84,1871555490.87,,,1
603236.SH,20240423,20240423,20240331,1,1,1,,,3314094551.65,288927932.05,,,,,,,,,,,,10116040.11,3613138523.81,3633724361.14,550151012.49,30852467.36,,,,,,107370999.17,4322098840.16,-708960316.35,,,,,,,20529663.15,,,,,20529663.15,-20529663.15,688169939.75,,,688169939.75,,219277962.46,17811136.58,,88593556.66,325682655.7,362487284.05,-4404338.12,-371407033.57,1871555490.87,1500148457.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
