EITIME,END_DATE,EUTIME,INVESTIGATORS,IS_MAX_REPORT,IS_SOURCE,LISTING_STATE,LOCAL_COMPANY_NAME,NOTICE_DATE,NUM,NUMBERNEW,OBJECT_CODE,ORG_CODE,ORG_NAME,ORG_TYPE,ORG_TYPE_CODE,RECEIVE_END_DATE,RECEIVE_OBJECT,RECEIVE_OBJECT_TYPE,RECEIVE_PLACE,RECEIVE_START_DATE,RECEIVE_TIME_EXPLAIN,RECEIVE_WAY,RECEIVE_WAY_EXPLAIN,RECEPTIONIST,REMARK,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,SOURCE,SUM
2026-04-28 16:50:17,2026-04-28 00:00:00,2026-04-28 16:50:17,,1,1,0,千方科技,2026-04-28 00:00:00,1,1,10004865,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-28 00:00:00,国泰海通证券,001,公司会议室,2026-04-28 00:00:00,2026年4月28日15:00-15:20,"004,005","分析师会议,线上会议",董事会秘书 孔祥熙,,002373.SZ,002373,千方科技,007,3
2026-04-28 16:50:17,2026-04-28 00:00:00,2026-04-28 16:50:17,,1,1,0,千方科技,2026-04-28 00:00:00,2,2,10004787,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-28 00:00:00,国联民生证券,001,公司会议室,2026-04-28 00:00:00,2026年4月28日15:00-15:20,"004,005","分析师会议,线上会议",董事会秘书 孔祥熙,,002373.SZ,002373,千方科技,007,3
2026-04-28 16:50:17,2026-04-28 00:00:00,2026-04-28 16:50:17,,1,1,0,千方科技,2026-04-28 00:00:00,3,3,10004820,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-28 00:00:00,华福证券,001,公司会议室,2026-04-28 00:00:00,2026年4月28日15:00-15:20,"004,005","分析师会议,线上会议",董事会秘书 孔祥熙,,002373.SZ,002373,千方科技,007,3
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,9,9,10045721,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,华源证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,8,8,10095960,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,金元顺安基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,7,7,10004828,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,华泰证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,12,12,10004085,10135540,北京千方科技股份有限公司,股份制商业银行,001003,2026-04-20 00:00:00,平安银行股份有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,11,11,10004796,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,平安证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,10,10,10169601,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,平安基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,3,3,10004819,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,华安证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,2,2,10085928,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,国投证券股份有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,1,1,10004846,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,东方证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,6,6,10180763,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,江信基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,5,5,10004820,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,华福证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,4,4,,10135540,北京千方科技股份有限公司,,,2026-04-20 00:00:00,鸿运私募基金,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,21,21,10051997,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,东吴基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,20,20,10000981386,10135540,北京千方科技股份有限公司,其它,007004,2026-04-20 00:00:00,深圳依脉数据科技有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:30,2026-04-21 00:00:00,2026-04-21 17:36:30,,1,1,0,千方科技,2026-04-21 00:00:00,19,19,10409108,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,创金合信基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,24,24,10053810,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,中银基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,23,23,10738291,10135540,北京千方科技股份有限公司,基金管理公司,004001,2026-04-20 00:00:00,东兴基金管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,22,22,10447811,10135540,北京千方科技股份有限公司,资产管理公司,002007,2026-04-20 00:00:00,永安国富资产管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,15,15,10033793,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,中邮证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,14,14,10000106789,10135540,北京千方科技股份有限公司,资产管理公司,002007,2026-04-20 00:00:00,上海钦沐资产管理合伙企业(有限合伙),001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,13,13,10004880,10135540,北京千方科技股份有限公司,证券公司,005001,2026-04-20 00:00:00,西部证券,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:30,2026-04-21 00:00:00,2026-04-21 17:36:30,,1,1,0,千方科技,2026-04-21 00:00:00,18,18,10437018,10135540,北京千方科技股份有限公司,投资公司,007001,2026-04-20 00:00:00,深圳市鲲鹏恒隆投资有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,17,17,10000238478,10135540,北京千方科技股份有限公司,保险资产管理公司,003008,2026-04-20 00:00:00,安联保险资产管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-04-21 17:36:28,2026-04-21 00:00:00,2026-04-21 17:36:28,,1,1,0,千方科技,2026-04-21 00:00:00,16,16,10505222,10135540,北京千方科技股份有限公司,资产管理公司,002007,2026-04-20 00:00:00,上海途灵资产管理有限公司,001,公司会议室,2026-04-20 00:00:00,2026年4月20日15:30-16:30,"004,008","业绩说明会,线上会议","董事长、总经理 夏曙东,财务总监 张丽娟,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,24
2026-01-09 17:44:05,2026-01-09 00:00:00,2026-01-09 17:44:05,,1,1,0,千方科技,2026-01-09 00:00:00,37,37,10919706,10135540,北京千方科技股份有限公司,资产管理公司,002007,2026-01-08 00:00:00,中兵财富,001,公司会议室,2026-01-08 00:00:00,2026年1月8日15:30-16:30,"001,004","特定对象调研,线上+线下会议","董事长、总经理 夏曙东,研究院院长 孙亚夫,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,41
2026-01-09 17:44:05,2026-01-09 00:00:00,2026-01-09 17:44:05,,1,1,0,千方科技,2026-01-09 00:00:00,36,36,10739380,10135540,北京千方科技股份有限公司,投资公司,007001,2026-01-08 00:00:00,杭州昊晟投资管理有限公司,001,公司会议室,2026-01-08 00:00:00,2026年1月8日15:30-16:30,"001,004","特定对象调研,线上+线下会议","董事长、总经理 夏曙东,研究院院长 孙亚夫,董事会秘书 孔祥熙",,002373.SZ,002373,千方科技,007,41
