事件日期,公司,事件类型,事件标题,事件前市值（亿元）,事件后20日市值（亿元）,"客观市值变化[0,+20]（亿元）","客观涨跌幅[0,+20]",同期竞品平均涨跌幅,同期竞品排名,可比公司数,"CAR[0,+20]",客观变化综合评分
2021-04-06,移远通信,其他,:独立董事关于第二届董事会第二十四次会议相关事项的独立意见,257.75366077,199.59414712,-58.15951365,-0.2256399132266725,-0.0271628991852501,7.0,8.0,-0.2125508571428571,51.87094988313381
2022-08-28,移远通信,政策/行业,2022年半年报点评：业绩表现超出预告指引，盈利水平持续改善,288.85910317,231.5030431,-57.356060070000034,-0.1985606804167244,-0.1232868625372889,8.0,8.0,-0.0891992857142856,48.322884468337975
2021-08-03,广和通,资本动作,回购 预案 金额=138471.12,244.12458501,188.40498789,-55.71959712,-0.2282424652876218,-0.0162565125319872,8.0,8.0,-0.2375088571428571,51.80919578300974
2021-08-03,广和通,其他,关于购买董监高责任险的公告,244.12458501,188.40498789,-55.71959712,-0.2282424652876218,-0.0162565125319872,8.0,8.0,-0.2375088571428571,50.80919578300974
2020-02-27,移远通信,政策/行业,:移远通信关于收到政府补助的公告,215.039734,160.47049199999998,-54.569242,-0.2537635300460332,-0.2104971457894306,6.0,8.0,-0.0557072857142857,52.58570340368266
2022-03-29,移远通信,其他,:监事会关于公司2022年股票期权激励计划激励对象名单的核查意见及公示情况说明,261.53665665,207.03713324,-54.49952341000002,-0.2083819687384538,-0.3055123276902331,1.0,8.0,0.1299302857142856,49.260319204076325
2022-08-20,移远通信,其他,:关于归还部分暂时补充流动资金的闲置募集资金的公告,299.57438688,245.48771672,-54.08667015999998,-0.180545041661607,-0.1758389557513902,4.0,8.0,-0.0048759999999999,46.42693841292855
2025-02-13,广和通,资本动作,回购 完成 金额=5769107.17,303.08712926,249.84403611,-53.24309314999999,-0.1756692647424365,-0.000897159090494,8.0,9.0,-0.17222475,46.49508775439492
2021-04-21,移远通信,管理层/投关信号,移远通信2021年4月19日投资者调研报告,233.28663215,180.7183042,-52.56832795000002,-0.2253379349923459,-0.0255975322551339,8.0,8.0,-0.2240652857142857,53.31119877438768
2021-04-21,移远通信,资本动作,2020年年报点评：收入高速增长，龙头地位稳固,233.28663215,180.7183042,-52.56832795000002,-0.2253379349923459,-0.0255975322551339,8.0,8.0,-0.2240652857142857,52.31119877438768
