事件日期,公司,事件类型,事件标题,"客观涨跌幅[0,+20]","客观市值变化[0,+20]（亿元）","CAR[0,+20]",移为同期客观涨跌幅,移为同期客观市值变化（亿元）,"移为同期CAR[0,+20]",移为同期异常市值影响（亿元）,竞品关键动作综合评分
2017-06-22,美格智能,其他,关于召开2016年度股东大会的提示性公告,0.9883720930232558,13.600425,1.2579333333333331,0.1477920227920228,6.64,-0.382925,-17.204054400000004,123.02492558139537
2019-12-20,锐明技术,管理层/投关信号,调研活动信息20191220,1.2295725721190154,70.33824,0.7745709999999999,0.2110236220472441,12.983795999999996,0.0190679999999999,1.1732099929199988,114.94897066047426
2017-04-18,广和通,政策/行业,关于签署募集资金三方监管协议的公告,1.1663007683863884,17.0,0.8268666666666666,0.0816326530612245,4.16,-0.1639333333333333,-8.354042666666668,112.2580461031833
2019-02-01,广和通,资本动作,关于公司拟参与联合竞买及合作建设留仙洞二街坊地块的公告,1.0819923371647509,34.22366064,0.48847,0.3264799716412618,14.873228999999998,-0.09052,-4.123758901080001,84.76052622988506
2025-01-06,广和通,其他,广东信达律师事务所关于深圳市广和通无线股份有限公司2025年第一次临时股东大会法律意见书,1.0132013201955634,141.01704777,0.437314875,0.2210088196565824,13.75000046,-0.169743,-10.560512162855971,78.4355538367338
2025-01-13,广和通,资本动作,关于控股股东、实际控制人部分股份质押延期购回的公告,0.8962643263032068,130.16236593000002,0.4022608749999999,0.1706943601725123,10.439173699999996,-0.185499875,-11.344636193581298,72.0787424531924
2025-01-21,美格智能,资本动作,关于公司控股股东部分股份解除质押的公告,0.8200490496896704,70.03199327,0.4156515,0.1804791459931649,12.23262949000001,-0.1225653749999999,-8.307313359819927,68.90731673138023
2025-01-23,美格智能,业绩信号,预增 预计:净利润11200-14200,0.6955741627719945,60.89510891999999,0.469759875,0.0483809450353591,3.265846089999995,-0.1144526249999999,-7.725865163925693,67.29054639131967
2025-01-02,美格智能,资本动作,回购 实施 金额=10001270.0,0.7877169560418533,61.78523519,0.407720875,0.0653298835846987,4.644261710000003,-0.201012125,-14.289829770979216,67.1037647375112
2024-02-06,日海智能,其他,详式权益变动报告书,0.8078740157480315,19.20672,0.2849551428571429,0.364418938147762,11.65380219,-0.089054,-2.8478698321859803,66.31299380202475
2019-02-23,广和通,业绩信号,业绩快报 营收=1249101100.0 净利润=86796900.0,0.6622536040011768,27.27955386,0.3907210000000001,0.2404458598726115,12.192495000000006,0.0114247499999999,0.5793246235349995,62.19584974007062
2019-02-23,广和通,其他,关于公司参与联合竞拍取得留仙洞二街坊T501-0096宗地土地使用权的公告,0.6622536040011768,27.27955386,0.3907210000000001,0.2404458598726115,12.192495000000006,0.0114247499999999,0.5793246235349995,61.27584974007062
2021-10-09,美格智能,业绩信号,预增 预计净利润7554-8054万,0.5660265104825135,28.97827908,0.471726,-0.1322605965858134,-10.262559869999995,-0.2151117142857143,-16.691266360371674,59.050919200379376
2021-09-29,美格智能,政策/行业,智能模组领军者，智能汽车解决方案新锐异军突起,0.6024627354170924,29.19867156,0.4863308571428572,-0.0560785919417033,-4.172019889999996,-0.1295948571428571,-9.641331975734431,56.85260555359697
2021-10-11,美格智能,业绩信号,美格智能Q3业绩预告点评：智能模组、网联车布局带动盈利能力稳步向上,0.5660265104825135,28.97827908,0.471726,-0.1322605965858134,-10.262559869999995,-0.2151117142857143,-16.691266360371674,56.810919200379374
2019-01-26,广和通,资本动作,关于持股5%以上股东减持计划实施进展公告,0.6774891774891774,22.75921908,0.35966125,0.2532514450867054,11.320449000000004,-0.018965,-0.8477436928800005,55.823237399350646
2019-07-18,美格智能,其他,关于使用部分暂时闲置募集资金进行现金管理进展的公告,0.6519160583941606,25.9133431,0.3760172,0.0274914089347078,1.4211119999999997,-0.2156944,-11.1498796187856,55.51002310364963
2024-05-21,高新兴,其他,关于召开2024年第一次临时股东大会通知的公告,0.5654761905618224,33.01786323,0.4672685714285714,0.019064347045629,1.0093962100000005,-0.0572571428571428,-3.031582611096,53.09929800513791
2023-05-30,有方科技,资本动作,关于2023年限制性股票激励计划第一类限制性股票首次授予登记完成的公告,0.5784792008289312,13.78901706,0.4153611428571428,0.0376532399696387,1.9687475200000044,-0.0730022857142857,-3.8170173156472345,51.97330033545016
2025-07-11,日海智能,管理层/投关信号,关于公司聘任常务副总经理的公告,0.5422680412371135,19.69344,0.430166375,0.0448624813141047,2.622249650000001,-0.0288842499999999,-1.688308631943625,49.72586459922681
2024-12-28,美格智能,资本动作,回购 实施 金额=2997989.0,0.5147159478599557,39.37499732999999,0.381363,-0.0895156346649521,-6.713487229999993,-0.21367425,-16.02512627122636,49.63255787159734
2025-07-11,日海智能,其他,第六届董事会第二十一次会议决议公告,0.5422680412371135,19.69344,0.430166375,0.0448624813141047,2.622249650000001,-0.0288842499999999,-1.688308631943625,49.525864599226814
2023-06-02,有方科技,其他,深圳市有方科技股份有限公司公司章程,0.5295891445429886,12.944194050000002,0.3907985714285714,0.0389500422231576,2.1061019899999955,-0.0671911428571428,-3.6331513807106255,49.45220924400789
2025-01-21,广和通,资本动作,关于控股股东、实际控制人部分股份质押及部分股份提前购回解除质押的公告,0.5376266526254825,98.41070864999998,0.2183636249999999,0.1804791459931649,12.23262949000001,-0.1225653749999999,-8.307313359819927,49.32921078252895
2025-01-16,有方科技,其他,2025年第一次临时股东大会决议公告,0.6239015815672042,16.32902286,0.233314375,0.2098683667770893,13.520116350000002,-0.1204475,-7.759455315132326,49.31987051903226
2025-04-30,有方科技,资本动作,回购 预案 金额=226800.0,0.4800275483705742,19.23604891,0.3660665000000001,0.0265183918413172,1.4256302099999971,-0.04941175,-2.6563784090109523,49.17760615223446
2024-06-04,高新兴,资本动作,关于以集中竞价交易方式回购公司股份的进展公告,0.4208860759948929,23.112504260000005,0.4375459999999999,-0.0227064172319246,-1.1470170099999988,-0.0139934285714285,-0.706879488547477,48.74377027397929
2025-04-30,有方科技,其他,董事会审计委员会对会计师事务所履行监督职责情况报告,0.4800275483705742,19.23604891,0.3660665000000001,0.0265183918413172,1.4256302099999971,-0.04941175,-2.6563784090109523,48.63760615223445
2024-05-18,高新兴,其他,关于控股子公司进入创新层的提示性公告,0.5255255254596203,30.41118981,0.4270288571428571,0.0447370697913631,2.339948570000002,-0.0388694285714285,-2.033044726143205,48.61257209900578
2020-02-15,高新兴,其他,广东广信君达律师事务所关于公司第二期股票期权激励计划(草案)的法律意见书,0.4711729623254586,41.80354083,0.4754455714285713,-0.0551967116852614,-4.5540180000000055,-0.0275818571428571,-2.2756477707990035,48.51637073952751
2020-02-15,高新兴,资本动作,第二期股票期权激励计划(草案)摘要,0.4711729623254586,41.80354083,0.4754455714285713,-0.0551967116852614,-4.5540180000000055,-0.0275818571428571,-2.2756477707990035,48.35637073952751
2025-04-30,有方科技,业绩信号,2025年第一季度报告,0.4800275483705742,19.23604891,0.3660665000000001,0.0265183918413172,1.4256302099999971,-0.04941175,-2.6563784090109523,48.19760615223446
2021-05-15,美格智能,管理层/投关信号,2021年5月14日投资者关系活动记录表-1,0.5943204868154159,21.627970800000003,0.2607305714285715,0.1468571428571428,7.469972279999993,-0.1428602857142857,-7.266669863219999,47.94279178035353
2025-04-30,有方科技,风险事件,关于2024年度计提信用及资产减值准备的公告,0.4800275483705742,19.23604891,0.3660665000000001,0.0265183918413172,1.4256302099999971,-0.04941175,-2.6563784090109523,47.75760615223446
2025-04-30,有方科技,政策/行业,关于会计政策变更的公告,0.4800275483705742,19.23604891,0.3660665000000001,0.0265183918413172,1.4256302099999971,-0.04941175,-2.6563784090109523,47.75760615223446
2024-08-30,高新兴,业绩信号,2024年半年度报告,0.6432432431154598,41.35921814,0.1463193749999999,0.7595307917401826,35.693559410000006,0.23622375,11.101151587758489,47.33802846192759
2024-08-30,高新兴,其他,董事会决议公告,0.6432432431154598,41.35921814,0.1463193749999999,0.7595307917401826,35.693559410000006,0.23622375,11.101151587758489,47.29802846192759
2024-08-30,高新兴,资本动作,关于终止控股子公司员工股权激励方案的公告,0.6432432431154598,41.35921814,0.1463193749999999,0.7595307917401826,35.693559410000006,0.23622375,11.101151587758489,47.13802846192758
2024-08-30,高新兴,管理层/投关信号,关于举行2024年半年度业绩说明会的公告,0.6432432431154598,41.35921814,0.1463193749999999,0.7595307917401826,35.693559410000006,0.23622375,11.101151587758489,47.01802846192759
