事件日期,公司,事件类型,事件标题,同组事件数,事件前市值（亿元）,事件后20日市值（亿元）,"客观市值变化[0,+20]（亿元）","客观涨跌幅[0,+20]",同期竞品平均涨跌幅,同期竞品排名,可比公司数,"CAR[-1,+1]","CAR[0,+20]","异常市值影响[0,+20]（亿元）",事件综合评分
2017-11-21,移为通信,产品/技术创新,关于理财产品到期赎回及继续使用部分闲置募集资金购买理财产品的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-09-04,移为通信,资本动作,关于重大资产重组进展暨延期复牌的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-08-28,移为通信,资本动作,关于重大资产重组停牌的进展公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-08-21,移为通信,资本动作,关于重大资产重组停牌的进展公告(2017/8/21),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-10-09,移为通信,资本动作,关于披露重大资产重组报告书后停牌进展公告(2017/10/09),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-09-11,移为通信,资本动作,关于重大资产重组停牌的进展公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-10-16,移为通信,资本动作,关于披露重大资产重组报告书后停牌进展公告(2017/10/16),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-08-07,移为通信,资本动作,关于重大资产重组进展暨延期复牌的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-07-18,移为通信,产品/技术创新,关于理财产品到期赎回及继续使用部分闲置募集资金购买理财产品的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-07-17,移为通信,资本动作,关于重大资产重组停牌的进展公告(2017/7/17),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-08-18,移为通信,产品/技术创新,关于理财产品到期赎回及继续使用部分闲置募集资金购买理财产品的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-07-24,移为通信,资本动作,关于重大资产重组停牌的进展公告(2017/7/24),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-09-19,移为通信,产品/技术创新,关于理财产品到期赎回及继续使用部分闲置募集资金购买理财产品的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-09-18,移为通信,资本动作,关于重大资产重组停牌的进展公告(2017/09/18),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-07-10,移为通信,资本动作,关于筹划重大资产重组停牌的公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-08-14,移为通信,资本动作,关于重大资产重组停牌的进展公告(2017/8/14),1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.50408333333333
2017-12-08,移为通信,其他,第二届董事会第三次会议决议公告,2,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.104083333333335
2017-10-30,移为通信,其他,第二届董事会第二次会议决议公告,2,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,37.104083333333335
2017-08-11,移为通信,资本动作,业绩企稳增长，外延颇具亮点值得关注,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,36.50408333333333
2017-09-04,移为通信,其他,第一届董事会第二十二次会议决议公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,36.50408333333333
2017-10-11,移为通信,其他,关于召开2017年第二次临时股东大会的提示性公告,1,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,36.50408333333333
2020-11-02,移为通信,其他,2020年第二次临时股东大会的法律意见书,6,55.41924960000001,82.3295583,26.910308699999995,0.4855769230769229,0.0525285196710136,1.0,8.0,-0.0063669999999999,0.3799682857142857,21.05755726608412,35.58233142857143
