ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
002869.SZ,20260428,20260428,20260331,1,1,1,176914991.0,637233811.73,1116017702.33,88648845.42,,621813091.51,599337328.66,21678197.27,342408861.72,,14251756.11,,,156384767.22,,,,,,,,,10791713.69,1822067792.05,,,74639091.3,11372422.55,,,,204049003.33,,,,,,30084273.4,2906100.7,14967727.56,599415.75,73791710.03,,29416523.44,615188866.97,,,,,,,,,,,,,,,,,2437256659.02,,49930907.38,,,,,17327089.8,141411819.14,,,,21142003.0,1990878.1,,,,,,,,,,,16510822.09,17660066.83,352333799.11,,,,17796981.98,27835581.64,8542473.71,,69589817.48,,,,,,,,,,,,,,,,,421923616.59,95201992.81,,,,-719397.84,2016052440.27,2015333042.43,2437256659.02,,92439082.6,,,,,,,,,,,6673248.59,40598110.64,364087058.99,158738908.94,30235278.63,204049003.33,2261251.66,45762102.13,,,,0
002869.SZ,20260428,20260428,20251231,1,1,4,176914991.0,637233811.73,1141235694.16,88648845.42,,670667329.19,593988289.14,12810670.04,357852459.13,29054717.7,13978773.66,,,157179221.38,,,,,,,,,67917354.65,1922657185.3,,,72541994.35,11772007.67,,,,206688680.12,2373227.8,,,,,31209087.94,3382252.48,14967727.56,458526.44,73899781.87,,28775144.82,618663785.68,,,,,,,,,,,,,,,,,2541320970.98,,101800453.72,,,,,22354760.37,157415439.55,,,,24073617.17,7701265.95,,,39993300.55,,,,,,,,16476165.99,16635192.1,432571889.26,,,,17436819.44,28085817.81,5983750.0,,67773546.32,,,,,,,,,,,,,,,,,500345435.58,95201992.81,,,,-294896.7,2041270432.1,2040975535.4,2541320970.98,,92439082.6,,,,,,,,,,,6044829.61,46121693.86,370663129.17,179770199.92,29054717.7,206688680.12,2373227.8,39993300.55,,,,0
002869.SZ,20251031,20251031,20250930,1,1,3,179556341.0,678954568.98,1241211161.87,88648845.42,,769282171.49,430652593.03,3764160.74,445620643.11,,12486413.15,,,159008394.98,,,,,,,,,9934087.06,1868102796.86,,,103018679.93,18675367.11,,,,200906442.49,,,,,,33714596.26,4229685.22,104615586.5,557022.96,80501973.24,,29611463.72,726688511.07,,,,,,,,,,,,,,,,,2594791307.93,,53861803.72,,,,,22485978.22,155462689.59,318767.12,,,12738638.21,6122983.1,,,,,,,,,,,20901061.61,18266598.82,382100898.07,,,,21188228.18,23056228.95,6258818.6,,68686915.22,,,,,,,,,,,,,,,,,450787813.29,136728368.45,,,,-78136.78,2144081631.42,2144003494.64,2594791307.93,,92439082.6,,,,,,,,,,,11468819.42,32089895.35,449384803.85,177948667.81,7164125.18,200906442.49,1557522.1,59852482.33,,,,0
002869.SZ,20250826,20250826,20250630,1,1,2,179556341.0,678954568.98,1259007965.47,88648845.42,,765796496.74,396975504.47,694559.16,488684636.32,5606125.95,12671595.04,,,155812406.05,,,,,,,,,7191974.22,1873187199.8,,,76912958.32,19074952.23,,,,201973454.02,,,,,,36402056.21,2890270.21,104615586.5,664134.66,79525603.89,,27356476.18,687819951.61,,,,,,,,,,,,,,,,,2561007151.41,,5039451.95,,,,,31750238.68,163518728.85,318767.12,,,11404466.19,4311860.64,,,65712882.2,,,,,,,,23008133.52,19242419.79,352673407.76,,,,20882381.9,20850906.01,9409910.38,,56002494.08,,,,,,,,,,,,,,,,,408675901.84,146232368.45,,,,-43185.45,2152374435.02,2152331249.57,2561007151.41,,92439082.6,,,,,,,,,,,13035051.43,28366458.82,489379195.48,195268967.53,5606125.95,201973454.02,,65712882.2,,,,0
002869.SZ,20250429,20250429,20250331,1,1,1,179556341.0,678527307.04,1298545023.32,88648845.42,,757882013.88,565516255.77,1975821.66,469746879.89,,10233137.26,,,159021995.25,,,,,,,,,8115354.77,2017201292.27,,,75413086.35,19474537.35,,,,203960370.86,,,,,,31898998.82,4474380.17,,743612.71,72605856.64,,38540507.82,586801863.27,,,,,,,,,,,,,,,,,2604003155.54,,2029500.0,,,,,39373890.6,183036093.71,289788.17,,,23832691.04,2733616.44,,,,,,,,,,,21980564.24,16648475.62,354842068.32,,,,20415786.09,20980419.29,9617529.93,,57676856.29,,,,,,,,,,,,,,,,,412518924.61,146232368.45,,,,,2191484230.93,2191484230.93,2604003155.54,,92439082.6,,,,,,,,,,,18701779.74,29246460.0,471722701.55,222409984.31,4753853.04,203960370.86,,35670988.5,,,,0
002869.SZ,20250422,20250422,20241231,1,1,4,179556341.0,677791467.04,1305535532.0,88648845.42,,945393380.84,412868871.13,7171011.54,467261522.33,7003746.32,2016705.38,,,140051073.79,,,,,,,,,43475424.97,2067714437.12,,,72548067.61,19874122.47,,,,207748488.7,,,,,,33789745.45,3782183.2,,715598.11,72782388.31,,28792031.84,581276179.19,,,,,,,,,,,,,,,,,2648990616.31,,2029500.0,,,,,35961189.27,220595221.72,289788.18,,,26234046.05,10735212.03,,,39569762.36,,,,,,,,21251440.05,18918819.56,391490972.82,,,,20144900.3,20816267.73,10111330.75,,59760743.88,,,,,,,,,,,,,,,,,451251716.7,146232368.45,,,,,2197738899.61,2197738899.61,2648990616.31,,92439082.6,,,,,,,,,,,25811210.59,15905993.6,474432533.87,256556410.99,7003746.32,207748488.7,,39569762.36,,,,0
002869.SZ,20241029,20241029,20240930,1,1,3,179556341.0,677190383.17,1257870788.97,88648845.42,,983251708.08,318165798.15,1052750.91,431904360.05,,2543027.17,,,167283697.16,,,,,,,,,4824757.71,1985539453.42,,,72263869.62,20273707.64,,,,211618926.72,,,,,,31696566.4,6105461.08,,813950.5,72527410.11,,29077229.38,587517075.72,,,,,,,,,,,,,,,,,2573056529.14,,,,,,,32596799.4,200010668.78,,,,10548130.93,4647038.5,,,,,,,,,,,8376826.87,20681054.17,337458119.8,,,,42838078.28,20838900.89,11646638.97,,86125336.63,,,,,,,,,,,,,,,,,423583456.43,146232368.45,,,,,2149473072.71,2149473072.71,2573056529.14,,92439082.6,,,,,,,,,,,50052108.32,20472033.26,432957110.96,232607468.18,6045090.39,211618926.72,,40125567.89,,,,0
002869.SZ,20240827,20240827,20240630,1,1,2,179556341.0,676139183.17,1242344574.92,88648845.42,,964916076.56,351549733.67,1099949.19,413003516.82,7151373.59,1503066.39,,,140199875.29,,,,,,,,,3467729.45,1955432046.86,,,71208281.25,20673292.76,,,,215635521.25,444700.0,,,,,33507538.9,4708585.77,,793494.31,73563065.82,,37762614.21,603584879.84,,,,,,,,,,,,,,,,,2559016926.7,,,,,,,35930098.17,186909730.19,289788.17,,,11325974.17,2295221.15,0.0,17355629.1,47866465.65,,,,,,,,8276708.54,22178129.26,348853380.22,,,,42838078.28,21225031.93,10673078.52,,87689887.82,,,,,,,,,,,,,,,,,436543268.04,156654368.45,,,,,2122473658.66,2122473658.66,2559016926.7,,92439082.6,,,,,,,,,,,52261655.03,16425635.82,414103466.01,222839828.36,7151373.59,215635521.25,444700.0,65222094.75,,,,0
002869.SZ,20240419,20240419,20240331,1,1,1,179556341.0,674401312.2,1243319027.31,88648845.42,,994238738.19,424405140.7,1849262.25,356657345.1,,2075491.62,,,148796566.43,,,,,,,,,36205850.75,2024628368.66,,,70279842.21,21072877.88,,,,218717693.34,8578.0,,,,,29557133.4,8867298.86,,574468.82,73977544.54,,48931015.15,619457192.24,,,,,,,,,,,,,,,,,2644085560.9,,89775730.58,,,,,30597739.32,192246070.66,289788.17,,,26085995.54,1290116.16,,,,,,,,,,,8465377.09,22020839.67,433306654.04,,,,41342595.97,21980786.15,10299518.07,,89068666.78,,,,,,,,,,,,,,,,,522375320.82,156654368.45,,,,,2121710240.08,2121710240.08,2644085560.9,,92439082.6,,,,,,,,,,,40604091.32,16415277.02,358506607.35,222843809.98,6087433.85,218717693.34,8578.0,46119719.83,,,,0
002869.SZ,20240419,20240419,20231231,1,1,4,179556341.0,672167512.2,1244136328.21,88648845.42,,963610485.74,539301738.48,1473175.4,358136787.91,6662795.69,1799771.21,,,122563512.25,,,,,,,,,36197087.07,2069316680.76,,,69302791.78,21472463.0,,,,223311519.0,90000.0,,,,,29595141.64,6879652.63,,673335.5,72207904.9,,57581572.14,629035014.87,,,,,,,,,,,,,,,,,2698351695.63,,129803254.62,,,,,36001124.34,203694743.32,289788.17,,,27701116.27,6019110.35,,,48662133.68,,,,,,,,7266439.06,23231529.29,489167731.4,,,,40922973.74,21282759.95,10675957.62,,88890223.25,,,,,,,,,,,,,,,,,578057954.65,156654368.45,,,,,2120293740.98,2120293740.98,2698351695.63,,92439082.6,,,,,,,,,,,34775980.51,6498492.3,359609963.31,239695867.66,6662795.69,223311519.0,90000.0,48662133.68,,,,1
002869.SZ,20240419,20240419,20231231,1,1,4,179556341.0,672167512.2,1244136328.21,88648845.42,,963610485.74,539301738.48,1473175.4,358136787.91,6662795.69,1799771.21,,,122563512.25,,,,,,,,,36197087.07,2069316680.76,,,69302791.78,21472463.0,,,,223311519.0,90000.0,,,,,29595141.64,6879652.63,,673335.5,72207904.9,,57581572.14,629035014.87,,,,,,,,,,,,,,,,,2698351695.63,,129803254.62,,,,,36001124.34,203694743.32,289788.17,,,27701116.27,6019110.35,,,48662133.68,,,,,,,,7266439.06,23231529.29,489167731.4,,,,40922973.74,21282759.95,10675957.62,,88890223.25,,,,,,,,,,,,,,,,,578057954.65,156654368.45,,,,,2120293740.98,2120293740.98,2698351695.63,,92439082.6,,,,,,,,,,,34775980.51,6498492.3,359609963.31,239695867.66,6662795.69,223311519.0,90000.0,48662133.68,,,,0
002869.SZ,20231027,20231027,20230930,1,1,3,179556341.0,669933712.2,1221300013.34,88648845.42,,925989423.52,555494224.42,,341523810.34,,1967302.51,,,123610352.1,,,,,,,,,33788694.43,2016213395.75,,,69976173.65,21872048.17,,,,225830025.6,286249.0,,,,,27417869.61,4809111.03,,1188604.65,65463066.24,,147684040.61,699217415.01,,,,,,,,,,,,,,,,,2715430810.76,,192469513.42,,,,,37935640.84,204693025.27,,,,9759041.94,4709573.48,,,,,,,,,,,10126255.49,18793166.51,544187592.87,,,,37117680.42,18727071.67,13533682.66,,71035014.56,,,,,,,,,,,,,,,,,615222607.43,151669791.23,,,,,2100208203.33,2100208203.33,2715430810.76,,92439082.6,,,,,,,,,,,14530595.28,4222613.49,341523810.34,242628666.11,6323724.82,225830025.6,286249.0,61478762.43,,,,0
002869.SZ,20230823,20230823,20230630,1,1,2,179556341.0,667699912.2,1203002139.3,88648845.42,,938163224.86,405131981.71,,320786558.27,5803681.96,3073641.26,1662319.82,0.0,107467477.61,,,,,,,,,84145667.93,1898589664.53,,,67850095.96,22271633.29,,,,229698638.9,349547.7,,,,,28431393.14,1444144.18,,2459113.56,65450623.41,,149260313.06,704109756.15,,,,,,,,,,,,,,,,,2602699420.68,,92497402.05,,,,,47519355.97,189633155.17,,,,9521546.22,2642195.64,0.0,10427777.46,73685472.17,,,,,,,,9449666.73,17970368.11,460287034.47,,,,35900065.2,19003339.23,13881880.06,,73265856.92,,,,,,,,,,,,,,,,,533552891.39,162199791.23,,,,,2069146529.29,2069146529.29,2602699420.68,,92439082.6,,,,,,,,,,,15274360.43,6940094.95,320786558.27,237152511.14,7466001.78,229698638.9,349547.7,84113249.63,,,,1
002869.SZ,20230823,20230823,20230630,1,1,2,179556341.0,667699912.2,1203002139.3,88648845.42,,938163224.86,405131981.71,,320786558.27,5803681.96,3073641.26,1662319.82,0.0,107467477.61,,,,,,,,,84145667.93,1898589664.53,,,67850095.96,22271633.29,,,,229698638.9,349547.7,,,,,28431393.14,1444144.18,,2459113.56,65450623.41,,149260313.06,704109756.15,,,,,,,,,,,,,,,,,2602699420.68,,92497402.05,,,,,47519355.97,189633155.17,,,,9521546.22,2642195.64,0.0,10427777.46,73685472.17,,,,,,,,9449666.73,17970368.11,460287034.47,,,,35900065.2,19003339.23,13881880.06,,73265856.92,,,,,,,,,,,,,,,,,533552891.39,162199791.23,,,,,2069146529.29,2069146529.29,2602699420.68,,92439082.6,,,,,,,,,,,15274360.43,6940094.95,320786558.27,237152511.14,7466001.78,229698638.9,349547.7,84113249.63,,,,0
002869.SZ,20230425,20230425,20230331,1,1,1,179556341.0,664092770.26,1191574630.7,88648845.42,,1085135200.11,305127850.39,,283434184.75,,14255083.98,,,110128884.51,,,,,,,,,24853708.08,1878367054.86,,,67160099.39,22671218.41,,,,233787374.5,218867.3,,,,,29464953.9,,,3729622.47,59905810.45,,152208563.46,708244789.33,,,,,,,,,,,,,,,,,2586611844.19,,99697541.7,,,,,54954949.14,168743550.86,,,,21431593.24,3346565.39,,,,,,,,,,,9859043.87,14133184.83,458173252.53,,,,35238619.35,16817521.22,15440990.39,,74326712.91,,,,,,,,,,,,,,,,,532499965.44,162199791.23,,,,,2054111878.75,2054111878.75,2586611844.19,,92439082.6,,,,,,,,,,,19698622.66,12777975.33,283434184.75,223698500.0,13257635.21,233787374.5,218867.3,73228848.17,,,,0
