ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
688159.SH,20260430,20260430,20260331,1,1,1,92908820.0,725940781.23,83903045.88,35491432.91,,531163467.08,10000.0,18468494.93,614975844.54,,893611664.23,,,429911796.29,,,,,,,,,50292620.43,2570381612.48,,,23352069.7,59618613.48,,,,138967021.94,1890688.12,,,,,78125899.03,9094407.75,,36884292.71,76676118.85,,192000.0,444380750.77,,,,,,,,,,,,,,,,,3014762363.25,495500000.0,522633844.16,,,,,90000000.0,481340290.86,1770420.7,,,8844437.85,2589595.84,,,,,,,,,,,199171430.94,67149003.1,1575093214.07,,,,,2262154.97,1114647.63,,506238576.46,,,,,,,,,,,,,,,,,2081331790.53,2016000.0,,,,-2797507.3,936228080.02,933430572.72,3014762363.25,,,,,,,,,,,,,3850313.83,98998159.66,633444339.47,571340290.86,16595669.85,138967021.94,1890688.12,102596030.96,,,,1
688159.SH,20260430,20260430,20251231,1,1,4,92908820.0,717148679.78,54651345.67,34529271.58,,741984396.83,10000.0,18044153.0,561128281.52,87638284.38,341302947.28,,,259255480.09,,,,,,,,,28399162.15,2051859293.0,,,24394369.14,59969967.51,,,,141467122.24,1750486.29,,,,,83793749.34,5429687.51,,37901832.7,78713237.92,,192000.0,454372255.18,,,,,,,,,,,,,,,,,2506231548.18,224300000.0,684797679.18,,,,,110000000.0,286934553.95,,,,8896737.66,2308086.26,,,10304550.43,,,,,,,,124023851.95,47957927.88,1372506198.7,,,,,2363970.38,1211196.76,,238953202.4,,,,,,,,,,,,,,,,,1611459401.1,2016000.0,,,,-2449969.95,897222117.03,894772147.08,2506231548.18,,,,,,,,,,,,,3876740.55,97282811.39,579172434.52,396934553.95,87638284.38,141467122.24,1750486.29,10304550.43,,,,0
688159.SH,20251030,20251030,20250930,1,1,3,92908820.0,712782019.47,114453265.81,30811574.02,,736871300.67,10000.0,27847021.54,696748935.04,,341420921.27,,,219045392.67,,,,,,,,,31542210.92,2100160438.52,,,25254487.02,108969554.99,,,,98224218.63,1562284.46,,,,,86287387.84,4642297.58,,39191590.13,67366950.9,,335249.29,438739193.51,,,,,,,,,,,,,,,,,2538899632.03,196515000.0,739794156.25,,,,,170000000.0,360977121.05,,,,8069820.19,3991345.01,,,,,,,,,,,3479395.8,62681380.79,1388160483.79,,,,,1554908.13,1318652.11,,203645902.11,,,,,,,,,,,,,,,,,1591806385.9,2016000.0,,,,-2346433.17,949439679.3,947093246.13,2538899632.03,,,,,,,,,,,,,4920330.94,25125381.51,724595956.58,530977121.05,9863702.22,98224218.63,1562284.46,14041883.19,,,,0
688159.SH,20250828,20250828,20250630,1,1,2,92929070.0,712988569.47,94585400.63,30811574.02,,575695199.79,10000.0,27933284.1,881229152.35,8863672.94,342747040.49,,,172425571.29,,,,,,,,,38090559.87,2082013830.22,,,25476944.61,64220403.27,,,,142956736.88,3661785.33,,,,,78818740.48,16616495.43,,37184438.01,69713290.42,,281530.81,447411237.22,,,,,,,,,,,,,,,,,2529425067.44,79000000.0,678162212.5,,,,,190000000.0,486267201.75,,,,10880798.15,4360661.78,0.0,9199449.5,7695311.03,,,,,,,,4785891.32,103753321.27,1516087205.79,,,,,1386086.07,1443128.11,,86110105.39,,,,,,,,,,,,,,,,,1602197311.18,2242800.0,,,,-1844057.86,929071814.12,927227756.26,2529425067.44,,,,,,,,,,,,,4955446.01,20982358.49,909162436.45,676267201.75,8863672.94,142956736.88,3661785.33,16894760.53,,,,0
688159.SH,20250430,20250430,20250331,1,1,1,91994495.0,696624044.79,57820244.43,30811574.02,,435969928.89,,47997530.46,547882106.46,,389561548.75,,,214589112.09,,,,,,,,,33725064.85,1693708825.43,,,25108234.98,64592302.11,,,,126077694.67,1335220.99,,,,,69249918.38,27204061.81,,38031861.96,71295722.97,,281530.81,436537945.4,,,,,,,,,,,,,,,,,2130246770.83,50025833.33,700887112.31,,,,,10000000.0,340294469.78,,,,9642221.04,3625960.65,,,,,,,,,,,9546001.39,72267221.71,1199251081.87,,,,,1933114.23,2493789.95,,58825312.35,,,,,,,,,,,,,,,,,1258076394.22,3528000.0,,,,-1551981.63,873722358.24,872170376.61,2130246770.83,,,,,,,,,,,,,4955446.01,41200224.79,595879636.92,350294469.78,7928226.8,126077694.67,1335220.99,11787870.2,,,,1
688159.SH,20250430,20250430,20241231,1,1,4,91994495.0,695727331.6,40220753.66,30811574.02,,239050769.47,,38201969.4,575172132.01,9637057.75,247673335.8,,,165562524.17,,,,,,,,,37799202.53,1339953645.56,,,26378714.99,64964200.95,,,,127960649.04,374213.96,,,,,73588352.94,23351728.24,,39280614.03,71570087.54,,192000.0,434072124.24,,,,,,,,,,,,,,,,,1774025769.8,,547368184.58,,,,,6922285.83,242627673.79,,,,7428576.72,2054210.4,,,11356649.37,,,,,,,,5601576.56,62426992.26,915546474.68,,,,,839062.69,2646823.82,,4170863.45,,,,,,,,,,,,,,,,,919717338.13,3528000.0,,,,-917722.61,855226154.28,854308431.67,1774025769.8,,,,,,,,,,,,,5341663.89,29760325.17,613374101.41,249549959.62,9637057.75,127960649.04,374213.96,11356649.37,,,,0
688159.SH,20241030,20241030,20240930,1,1,3,91994495.0,687457950.44,45711083.74,20353357.39,,150659584.19,,19536680.49,724895066.45,,337861252.43,,,192421352.11,,,,,,,,,39719835.45,1489213354.28,,,23936516.63,65150389.17,,,,128757486.38,2276068.04,,,,,72162868.29,32389621.8,,40648705.74,61107031.65,,192000.0,446318820.76,,,,,,,,,,,,,,,,,1935532175.04,,439940653.42,,,,,,484630263.58,,,,8270424.1,1890775.68,,,,,,,,,,,8446038.52,101033866.85,1074601254.62,,,,,376042.7,2517464.96,,18972254.99,,,,,,,,,,,,,,,,,1093573509.61,3528000.0,,,,-30221.14,841988886.57,841958665.43,1935532175.04,,,,,,,,,,,,,,18292380.09,744431746.94,484630263.58,9970954.4,128757486.38,2276068.04,12096852.38,,,,0
688159.SH,20240830,20240830,20240630,1,1,2,92129495.0,690725492.47,32024966.65,20353357.39,,193746045.65,,20543215.42,482499414.91,10700513.48,318789992.84,,,177256264.44,,,,,,,,,48453095.69,1262269176.35,,,22982882.26,65707998.63,,,,130697503.93,1912581.8,,,,,70847825.12,34242024.75,,41685746.85,62463420.54,,422913.6,452456205.88,,,,,,,,,,,,,,,,,1714725382.23,,471748868.56,,,,,10000000.0,239703235.27,,,,9491179.99,1759940.01,,,11279951.65,,,,,,,,7477534.51,101129948.99,863360531.11,,,,,456623.28,2643297.92,,20915564.9,,,,,,,,,,,,,,,,,884276096.01,5040000.0,,,,255974.71,830193311.51,830449286.22,1714725382.23,,,,,,,,,,,,,,10769872.13,503042630.33,249703235.27,10700513.48,130697503.93,1912581.8,11279951.65,,,,0
688159.SH,20240430,20240430,20240331,1,1,1,92129495.0,690657235.96,9363105.38,20353357.39,,183594216.03,,24922294.12,399467915.12,,173676147.01,,,381196915.48,,,,,,,,,51289859.89,1249590954.37,,,23146831.78,64017311.7,,,,,,,,,,74593379.71,30436434.27,,41805454.48,63278339.71,,192000.0,457255252.35,,,,,,,,,,,,,,,,,1706846206.72,,471794840.28,,,,,10000000.0,205744684.56,,,,8879817.96,1391378.06,46027.4,,,,,,,,,,5689576.91,64607681.82,874880406.51,,,,,537203.86,2788946.54,,23845824.36,,,,,,,,,,,,,,,,,898726230.87,5040000.0,,,,856782.12,807263193.73,808119975.85,1706846206.72,,-200000.0,,,,,,,,,,,,93704160.01,424390209.24,215744684.56,9931908.58,134452813.89,1908354.08,13068266.91,,,,0
688159.SH,20240430,20240430,20240331,1,1,1,92129495.0,690657235.96,9363105.38,20353357.39,,183594216.03,,24922294.12,399467915.12,,173676147.01,,,381196915.48,,,,,,,,,51289859.89,1249590954.37,,,23146831.78,64017311.7,,,,134452813.89,1908354.08,,,,,74593379.71,30436434.27,,41805454.48,63278339.71,,192000.0,457255252.35,,,,,,,,,,,,,,,,,1706846206.72,,471794840.28,,,,,10000000.0,205744684.56,,,,8879817.96,1391378.06,46027.4,,,,,,,,,,5689576.91,64607681.82,874880406.51,,,,,537203.86,2788946.54,,23845824.36,,,,,,,,,,,,,,,,,898726230.87,5040000.0,,,,856782.12,807263193.73,808119975.85,1706846206.72,,-200000.0,,,,,,,,,,,,93704160.01,424390209.24,215744684.56,9931908.58,134452813.89,1908354.08,13068266.91,,,,1
