ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
603236.SH,20260424,20260424,20260331,1,1,1,287823419.0,4218253159.53,2387388324.85,143911709.5,2580616.46,2222684459.42,250639316.26,719175668.62,3998105763.6,,647305992.44,,,6552826413.79,,,,,,,,,573230693.07,15600043085.48,,,45128094.35,190386507.04,,,,,,,,,,336181802.98,201471.7,,96452757.63,50680460.86,,129656115.31,3350496767.49,,,,,,,,,,,,,,,,,18950539852.97,503509739.5,2241751009.18,,,,,1958559832.24,5358264294.94,,,,325794052.21,56023528.89,,,,,,,,,,,73604395.3,536808025.92,10940257375.64,,,,,17393.41,82567005.78,,1045496356.39,,,,,,,,,,,,,,,,,11985753732.03,,,,,-30866718.22,6995652839.16,6964786120.94,18950539852.97,,-44304390.18,,,,,,,,,,,,377696350.29,4717281432.22,7316824127.18,164259129.05,1665643802.49,208629.59,11755886.67,,,,0
603236.SH,20260424,20260424,20260331,1,1,1,287823419.0,4218253159.53,2387388324.85,143911709.5,2580616.46,2222684459.42,250639316.26,719175668.62,3998105763.6,,647305992.44,,,6552826413.79,,,,,,,,,573230693.07,15600043085.48,,,45128094.35,190386507.04,,,,1665643802.49,208629.59,,,,,336181802.98,201471.7,,96452757.63,50680460.86,,129656115.31,3350496767.49,,,,,,,,,,,,,,,,,18950539852.97,503509739.5,2241751009.18,,,,,1958559832.24,5358264294.94,,,,325794052.21,56023528.89,,,,,,,,,,,73604395.3,536808025.92,10940257375.64,,,,,17393.41,82567005.78,,1045496356.39,,,,,,,,,,,,,,,,,11985753732.03,,,,,-30866718.22,6995652839.16,6964786120.94,18950539852.97,,-44304390.18,,,,,,,,,,,,377696350.29,4717281432.22,7316824127.18,164259129.05,1665643802.49,208629.59,11755886.67,,,,1
603236.SH,20260424,20260424,20251231,1,1,4,287823419.0,4216508352.17,2246061472.38,143911709.5,2271139.33,2377113084.72,,547252143.97,3618398982.69,301038101.26,258270452.58,,,5524849779.36,,,,,,,,,624273331.38,13641779612.09,,,45230572.24,,,,,1837496857.93,182330.38,,,,,349838697.55,,,75728338.08,45099662.5,,75879796.71,3272602429.31,,,,,,,,,,,,,,,,,16914382041.4,444258856.47,1727981717.6,,,,,989796745.09,5183552386.5,,,,503460484.03,27434422.14,,,11115605.87,,,,,,,,42170386.09,364953600.7,9097945603.51,,,,,49519.45,86373078.78,,993433432.59,,,,,,,,,,,,,,,,,10091379036.1,,,,,-28979264.69,6851982269.99,6823003005.3,16914382041.4,,-44593822.39,,,,,,,,,,,,247480255.49,4165651126.66,6173349131.59,301038101.26,1837496857.93,182330.38,11115605.87,,,,0
603236.SH,20251024,20251024,20250930,1,1,3,261657654.0,2021670229.79,2143501811.57,142875039.57,2170911.31,894108229.9,,525295679.69,3371856850.02,,210770969.16,,127824.68,4780323229.72,,,,,,,,,805187919.59,11306205815.59,,,39613405.73,,,,,1134051468.22,774718019.42,,,,,366338572.46,,,64633713.58,37269909.54,,76149727.98,3344231222.2,,,,,,,,,,,,,,,,,14650437037.79,497772181.46,2064126540.35,,,,4833718.24,823117345.18,4767899945.77,,,,385061446.55,25766782.06,,,,,,,,,,,352467967.43,378641436.01,9166056844.54,,,,,43690.93,32561580.23,,986720327.11,,,,,,,,,,,,,,,,,10152777171.65,,,,,-24933832.89,4522593699.03,4497659866.14,14650437037.79,,-49281947.21,,,,,,,,,,,,351633173.96,3897152529.71,5591017290.95,154425347.18,1134051468.22,774718019.42,12508488.99,,,,0
603236.SH,20250815,20250815,20250630,1,1,2,261657654.0,2033387627.51,2025087488.2,142875039.57,1905124.33,1088214756.12,,429033699.45,3082262336.95,230246610.68,98698020.34,0.0,129443.17,4610289338.6,,,,,,,,,629509338.02,10850680680.98,,,39358564.0,,,,,1091249252.89,568041073.33,,,,,356638524.51,,,40746326.1,36953367.58,,79336899.27,3056073429.81,,,,,,,,,,,,,,,,,13906754110.79,379443331.82,1487492608.15,,,,12393498.2,768857318.75,4714511423.53,,,,275412105.01,10603575.52,,,13484007.91,,,,,,,,723961750.12,354624465.39,8653494144.01,,,,,32497.5,36299858.48,,872218508.2,,,,,,,,,,,,,,,,,9525712652.21,,,,,-21229659.69,4402271118.27,4381041458.58,13906754110.79,,-62641815.34,,,,,,,,,,,,292153391.43,3511296036.4,5483368742.28,230376053.85,1091249252.89,568041073.33,13484007.91,,,,0
603236.SH,20250429,20250429,20250331,1,1,1,261657654.0,2028231404.46,1875729183.58,142875039.57,1757391.28,1188820674.96,,731198589.44,2829356784.55,,104291050.27,,111836.36,4568963125.49,,,,,,,,,568700147.93,10689788544.44,,,39358703.99,,,,,1081769818.39,538866969.77,,,,,368545987.96,,,34475901.8,32657756.26,,54488028.36,3004296566.54,,,,,,,,,,,,,,,,,13694085110.98,642035812.37,900527656.16,,,,,974453815.84,4880567529.16,,,,224587617.09,5618372.55,,,,,,,,,,,822026177.16,255554026.48,8332459619.46,,,,,85240.29,36931952.64,,1135462698.39,,,,,,,,,,,,,,,,,9467922317.85,,,,,-20117718.39,4246280511.52,4226162793.13,13694085110.98,,-63970161.37,,,,,,,,,,,,263772657.91,3560555373.99,5855021345.0,284029607.19,1081769818.39,538866969.77,5351767.11,,,,0
603236.SH,20250424,20250424,20241231,1,1,4,261657654.0,2022762246.54,1663834991.61,142875039.57,1457573.52,1836721352.98,,487556353.98,2976884223.44,285083389.41,69351421.91,,,3259878398.68,,,,,,,,,735563331.14,10063244982.16,,,39361954.07,,,,,1109000483.28,440391333.75,,,,,374927159.28,,,40892743.56,31130435.48,,33875767.79,2916941363.36,,,,,,,,,,,,,,,,,12980186345.52,620736583.97,730078996.08,,,,,1107353876.51,4296894413.77,,,,380614171.95,18756965.6,,,9914228.71,,,,,,,,816958562.51,238547004.32,7826804307.36,,,,,62265.85,43186548.59,,1134902973.45,,,,,,,,,,,,,,,,,8961707280.81,,,,,-18385117.83,4036864182.54,4018479064.71,12980186345.52,,-55723322.7,,,,,,,,,,,,227686087.91,3464440577.42,5404248290.28,285083389.41,1109000483.28,440391333.75,9914228.71,,,,0
603236.SH,20241022,20241022,20240930,1,1,3,264574906.0,2120802992.61,1432268716.42,142875039.57,1221453.94,1761776082.48,,383352609.9,2756814535.99,,179450932.11,,,3135537056.41,,,,,,,,,370992144.08,9133837519.62,,,39366340.01,,,,,1120269563.86,170137983.57,,,,,375472764.43,,,50525287.27,27166570.93,,30219011.01,2623917260.41,,,,,,,,,,,,,,,,,11757754780.03,1319009214.33,1034231596.51,,,,,902898482.65,3221927775.2,,,,288279977.76,27073254.99,,,,,,,,,,,94046213.8,168781090.66,6196091329.98,,,,,70746.72,28589083.46,,1766033005.7,,,,,,,,,,,,,,,,,7962124335.68,105848324.92,,,,-17831914.82,3813462359.17,3795630444.35,11757754780.03,,-42432424.45,,,,,,,,,,,,451150611.02,3140167145.89,4124826257.85,105237296.24,1120269563.86,170137983.57,7702327.39,,,,0
603236.SH,20240827,20240827,20240630,1,1,2,264574906.0,2122897200.66,1353016879.54,142875039.57,1060769.57,1486721209.59,,379757949.57,2147328825.39,84925366.58,201170700.44,,,3616740240.11,,,,,,,,,411772384.54,8741240049.35,,,39356691.76,,,,,1112959030.59,155851324.96,,,,,386487378.96,,,58269186.07,25435758.03,,44241730.53,2644450981.47,,,,,,,,,,,,,,,,,11385691030.82,1521262008.75,1005538617.79,,,,,1396548547.4,2514359364.07,,,,212745038.76,13537641.6,0.0,7009670.47,7893789.1,,,,,,,,130174887.71,162628717.34,5677773612.57,,,,,61049.23,31082200.55,,1991088397.01,,,,,,,,,,,,,,,,,7668862009.58,105848324.92,,,,-13434588.76,3730263610.0,3716829021.24,11385691030.82,,-48312860.42,,,,,,,,,,,,227337338.33,2527086774.96,3910907911.47,84925366.58,1112959030.59,155851324.96,14903459.57,,,,0
603236.SH,20240423,20240423,20240331,1,1,1,264574906.0,2115733809.69,1227189816.49,142875039.57,1006623.29,1500248458.05,,475868938.03,1984283684.06,,346367860.66,,,3853556177.06,,,,,,,,,442178701.44,9111855824.75,,,39354490.18,,,,,1150469049.26,108205742.55,,,,,392870326.94,,,63532933.73,29684443.69,,44846876.58,2665932838.64,,,,,,,,,,,,,,,,,11777788663.39,1499227260.53,1121128638.28,,,,,1125598433.67,3174264928.94,,,,168550131.75,5705621.41,,,,,,,,,,,94677038.15,250732757.04,6164550035.28,,,,,100165.82,36662644.46,,2002297808.91,,,,,,,,,,,,,,,,,8166847844.19,90845595.07,,,,-10655694.56,3621596513.76,3610940819.2,11777788663.39,,-38938086.21,,,,,,,,,,,,218734443.01,2460152622.09,4299863362.61,251820508.01,1150469049.26,108205742.55,5158043.03,,,,1
