ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
688618.SH,20260430,20260430,20260331,1,1,1,110185630.0,416612900.33,306228567.12,44992873.74,,69191715.56,281853299.83,25209661.34,170045299.57,,4547470.16,,,136048898.03,,,,,,,,,16995225.73,734716802.51,,,32524325.54,,,,,184101702.91,,,,,,22553755.67,,,1141745.13,10335951.65,,4928619.66,306580934.01,,,,,,,,,,,,,,,,,1041297736.52,35280000.0,59234697.77,,,,312960.0,,52716570.14,,,,14339023.29,2044616.53,,171021.56,,,,,,,,,5960161.27,5010261.75,155456357.07,,,,32000.0,,12280223.17,38075.07,60212018.28,,,,,,,,,,,,,,,,,215668375.35,52470974.51,,,,,825629361.17,825629361.17,1041297736.52,,80364.49,,,,,,,,,,,1743984.06,5265154.9,195254960.91,52716570.14,8463687.82,184101702.91,169392.55,10572911.42,,,,1
688618.SH,20260430,20260430,20251231,1,1,4,110185630.0,416612900.33,307082674.12,44992873.74,,353275834.28,60880341.09,36581080.62,169835262.16,6425222.24,3236226.19,,,112946705.12,,,,,,,,,15716970.0,784130476.74,,,2820687.51,,,,,186395209.57,,,,,,20295250.4,,,1313451.38,10038867.57,,3149421.29,276924917.48,,,,,,,,,,,,,,,,,1061055394.22,17640000.0,71846291.05,,,,,,43675213.44,,,,13761774.82,3206410.8,0.0,171021.56,10680944.37,,,,,,,,5757396.53,5576722.67,158472050.43,,,,32000.0,,12709036.36,,45336237.93,,,,,,,,,,,,,,,,,203808288.36,21647230.43,,,,,857247105.86,857247105.86,1061055394.22,,20258.1,,,,,,,,,,,1773078.02,3796275.19,206416342.78,43675213.44,6425222.24,186395209.57,,10851965.93,,,,0
688618.SH,20251031,20251031,20250930,1,1,3,110185630.0,421048893.16,309274158.64,41702099.27,,76122296.2,319644952.06,36038443.84,176927401.55,,6698809.94,,,106122915.81,,,,,,,,,14725208.54,772648713.6,,,3918571.75,,,,,186724018.53,,,,,,21383130.31,,,1363940.15,6361055.2,,2676675.08,276010071.54,,,,,,,,,,,,,,,,,1048658785.14,,76431650.0,,,,,,37347129.64,,,,12897676.36,1666362.68,,171021.56,,,,,,,,,4648238.93,33257.55,148549185.86,,,,,,6003000.0,207975.54,22596544.05,,,,,,,,,,,,,,,,,171145729.9,4712990.94,,,,,877513055.24,877513055.24,1048658785.14,,15265.11,,,,,,,,,,,2320666.32,4645282.59,212965845.39,37347129.64,6544385.4,186724018.53,,10879588.1,,,,0
688618.SH,20250829,20250829,20250630,1,1,2,110364881.0,423279014.15,290432775.19,41702099.27,,102225129.56,309690428.63,37620569.53,175953452.63,6553087.06,6727433.86,,,106467320.96,,,,,,,,,16007034.22,793677442.0,,,4109764.69,,,,,188919727.03,71559.63,,,,,22363765.06,,,1466709.69,10505861.43,,1686334.82,283149883.55,,,,,,,,,,,,,,,,,1076827325.55,,91132325.0,,,,,,43458421.83,,,,11336504.02,3169366.29,0.0,12254816.28,9976401.38,,,,,,,,4741193.04,200933.4,181021878.15,,,,,,18603000.0,,35235435.15,,,,,,,,,,,,,,,,,216257313.3,5223721.94,,,,,860570012.25,860570012.25,1076827325.55,,14964.58,,,,,,,,,,,999243.29,4751916.91,213574022.16,43458421.83,6553087.06,188919727.03,71559.63,22231217.66,,,,0
688618.SH,20250430,20250430,20250331,1,1,1,110364881.0,422866395.77,300033463.83,41702099.27,,88432090.08,289598713.32,34817401.34,187446571.64,,3269597.58,,,103771340.73,,,,,,,,,14037222.23,761029002.7,,,4143389.66,,,,,183378215.18,,,,,,16678535.88,,,1615037.34,8237082.99,,3189318.99,266747019.2,,,,,,,,,,,,,,,,,1027776021.9,,31120166.67,,,,,,46637906.54,,,,14819974.92,6569267.71,,120296.28,,,,,,,,,4934118.59,228228.36,122237560.9,,,,,,18068000.0,,35780483.38,,,,,,,,,,,,,,,,,158018044.28,5223721.94,,,,,869757977.62,869757977.62,1027776021.9,,14859.69,,,,,,,,,,,1940969.79,5297598.74,222263972.98,46637906.54,4259489.24,183378215.18,,12630299.37,,,,0
688618.SH,20250430,20250430,20241231,1,1,4,110364881.0,422413336.47,292060804.87,41702099.27,,296914156.93,60747521.13,43041362.9,187980263.24,2285977.34,2109330.6,,,99364832.73,,,,,,,,,14010427.25,736216664.37,,,4439628.35,,,,,184455175.76,,,,,,17007600.71,,,1681835.95,8561273.84,,2259441.25,268252294.21,,,,,,,,,,,,,,,,,1004468958.58,,21514666.66,,,,,,41244764.39,,,,14247821.0,8352937.45,0.0,120296.28,13334714.19,,,,,,,,4389670.17,373335.37,109081796.41,,,,,,15568000.0,,34054902.81,,,,,,,,,,,,,,,,,143136699.22,5223721.94,,,,,861332259.36,861332259.36,1004468958.58,,14859.69,,,,,,,,,,,913299.84,5503590.9,231021626.14,41244764.39,2285977.34,184455175.76,,13455010.47,,,,0
688618.SH,20241031,20241031,20240930,1,1,3,110339533.0,425861894.11,296641242.8,37563025.5,,64907168.79,332126960.13,37654083.41,182500038.81,,8406337.27,,,110135902.29,,,,,,,,,14460659.96,773656451.7,,,22942894.96,,,,,183584260.09,,,,,,17523067.23,,,1826218.66,9368889.33,,2046342.95,288698088.97,,,,,,,,,,,,,,,,,1062354540.67,,81555000.0,,,,,,32981288.32,,,,13718071.72,7267018.46,,,,,,,,,,,4661207.52,366862.92,158822795.89,,,,,4097384.08,14740000.0,,38334911.62,,,,,,,,,,,,,,,,,197157707.51,5223721.94,,,,,865196833.16,865196833.16,1062354540.67,,14859.69,,,,,,,,,,,2267382.3,3732727.66,220154122.22,32981288.32,3475811.9,183584260.09,,14540619.29,,,,0
688618.SH,20240829,20240829,20240630,1,1,2,110339533.0,424445823.3,288707741.87,37563025.5,,126262886.92,312073226.81,28219962.81,174186352.54,4088036.92,7888002.78,,,106057608.4,,,,,,,,,14501641.72,793771253.13,,,23246829.35,,,,,177721802.49,4607225.9,,,,,18150154.51,,,1849851.85,9260223.93,,4222410.99,291954124.28,,,,,,,,,,,,,,,,,1085725377.41,,120111222.22,,,,,,32314674.31,,,,10697557.28,4448919.3,0.0,120296.28,13480634.67,,,,,,,,4974627.66,326895.22,189746653.84,,,,,4945327.81,14740000.0,,40131462.15,,,,,,,,,,,,,,,,,229878115.99,5223721.94,,,,,855847261.42,855847261.42,1085725377.41,,14859.69,,,,,,,,,,,2253554.74,3271826.9,202406315.35,32314674.31,4088036.92,177721802.49,4607225.9,13600930.95,,,,0
688618.SH,20240426,20240426,20240331,1,1,1,75126051.0,484850388.55,317606203.25,37563025.5,,133928620.58,315345183.82,39215244.6,180078952.63,,9092338.45,,,98501547.46,,,,,,,,,13890491.01,815198363.69,,,23443772.35,,,,,175961734.41,,,,,,18546588.72,,,903537.95,9353011.25,,9792327.68,272388178.35,,,,,,,,,,,,,,,,,1087586542.04,,90100344.44,,,,,,28684390.84,,,,17057987.31,9028145.16,,,,,,,,,,,5079673.13,324711.1,169674466.16,,,,,4309480.15,14740000.0,,40640369.6,,,,,,,,,,,,,,,,,210314835.76,37886199.41,,,,,877271706.28,877271706.28,1087586542.04,,12237.39,,,,,,,,,,,2107474.39,3176572.37,219294197.23,28684390.84,5276549.75,175961734.41,2522.12,16222641.81,,,,0
688618.SH,20240327,20240327,20231231,1,1,4,75126051.0,483375566.42,302143611.69,37563025.5,,136254890.81,338176752.28,47543456.99,183731328.78,1584104.43,4397140.06,,,97832529.85,,,,,,,,,12054092.26,841659699.11,,,23474031.24,,,,,174482911.94,,,,,,18612931.23,,,989278.52,3942468.84,,6465037.13,238408768.96,,,,,,,,,,,,,,,,,1080068468.07,,91800344.44,,,,,,34373920.84,,,,15335170.53,12077318.32,,,27464456.6,,,,,,,,1705188.53,304195.78,185859432.6,,,,,842829.35,2140000.0,,3828998.52,,,,,,,,,,,,,,,,,189688431.12,7843077.35,,,,,890380036.95,890380036.95,1080068468.07,,14859.69,,,,,,,,,,,2088367.12,2798837.56,231274785.77,34373920.84,1584104.43,174482911.94,,27464456.6,,,,0
