ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
300552.SZ,20260423,20260423,20260331,1,1,1,213133112.0,768463369.14,385088007.4,121040266.97,,321538862.43,,19794285.36,787161964.07,,42073308.95,,,369834923.85,,,,,,,,,13819605.55,1605598900.37,,,105534195.92,18132708.93,,,,325408166.45,,,,,,96708898.65,22375153.19,10661049.47,296652.2,100842145.72,,3066981.13,1062857023.58,,,,,,,,,,,,,,,,,2668455923.95,,95500000.0,,,,,33745373.69,442388307.05,,,,69406589.64,3531835.28,,,,,,,,,,,8571617.6,45518724.16,824642747.64,,,,3780214.61,47699098.54,15878749.52,,87454501.03,,,,,,,,,,,,,,,,,912097248.67,,,,,20374917.3,1735983757.98,1756358675.28,2668455923.95,,248259002.47,,,,,,,,,,,,87709819.04,806956249.43,476133680.74,50168222.37,325408166.45,,38270481.18,20096438.36,,,0
300552.SZ,20260331,20260331,20251231,1,1,4,213133112.0,768463369.14,411153688.41,121040266.97,,356524514.99,,15642303.31,856642150.55,43079478.37,39498326.08,,,331147722.21,,,,,,,,,13328072.48,1658575090.14,,,102695154.53,18278076.55,,,,323868979.5,,,,,,95875256.79,17764704.42,10661049.47,395536.36,100842895.33,,3312169.81,1062507410.71,,,,,,,,,,,,,,,,,2721082500.85,,72500000.0,,,,,51993545.4,453879976.58,,,,91083297.5,12847977.16,,,47246611.91,,,,,,,,19544501.26,34900142.85,872106552.28,,,,3780214.61,47699098.54,14893749.51,,66373062.66,,,,,,,,,,,,,,,,,938479614.94,,,,,20524765.0,1762078120.91,1782602885.91,2721082500.85,,248287684.39,,,,,,,,,,,,88110499.62,872284453.86,505873521.98,43079478.37,323868979.5,,47246611.91,,,,0
300552.SZ,20251030,20251030,20250930,1,1,3,213133112.0,737367098.13,476076966.22,121040266.97,,310766072.73,,20137714.34,878264524.79,,50321886.75,,,368278164.95,,,,,,,,,25613276.44,1703426200.47,,,101744957.84,18423444.19,,,,317878810.85,,,,,,99202411.99,13454985.08,15821150.82,476441.51,100392498.27,,7533582.41,1070267089.45,,,,,,,,,,,,,,,,,2773693289.92,,215500000.0,,,,,104130441.59,369980866.09,,,,54496868.77,11171432.21,,,,,,,,,,,20223414.61,8593280.94,882892439.69,,,,3018246.71,49568685.52,17048300.83,,75863351.33,,,,,,,,,,,,,,,,,958755791.02,,,,,19029875.06,1795907623.84,1814937498.9,2773693289.92,,248290180.52,,,,,,,,,,,,69642290.4,898402239.13,474111307.68,46439777.06,317878810.85,,29153845.08,,,,0
300552.SZ,20250826,20250826,20250630,1,1,2,213133112.0,737367098.13,491897081.44,121040266.97,,328623574.68,,28156904.43,888338917.16,47488616.43,45167381.84,,,374380195.87,,,,,,,,,25916342.59,1743699274.05,,,101741564.45,18568811.81,,,,321749671.15,,,,,,102450538.59,5483496.95,15821150.82,539367.73,101306816.03,,7481172.36,1077006531.07,,,,,,,,,,,,,,,,,2820705805.12,,210000000.0,,,,,107006349.98,390845238.45,,,,59635110.58,10240438.82,,,28391077.04,,,,,,,,19950783.72,7013222.06,909439360.75,,,,3018246.71,49568685.23,16998300.82,,82726705.96,,,,,,,,,,,,,,,,,992166066.71,,,,,16782809.84,1811756928.57,1828539738.41,2820705805.12,,248319370.03,,,,,,,,,,,,76357140.1,916495821.59,497851588.43,47488616.43,321749671.15,,28391077.04,,,,0
300552.SZ,20250426,20250426,20250331,1,1,1,213133112.0,737367098.13,540975775.19,121040266.97,,159549446.96,207485120.0,35013161.59,919960221.07,,49615912.18,,,390918682.47,,,,,,,,,24760612.05,1851314106.78,,,102064779.45,18759622.58,,,,312934232.47,,,,,,105699998.42,1472182.06,21158220.59,713193.22,107983220.2,,5011462.27,1084185868.09,,,,,,,,,,,,,,,,,2935499974.87,,162500000.0,,,,,109878388.02,428021543.4,,,,64465638.19,15447802.72,,,,,,,,,,,26704581.16,7052367.14,962924661.59,,,,3113785.3,51491010.59,19364603.52,,86928425.97,,,,,,,,,,,,,,,,,1049853087.56,,,,,24807243.56,1860839643.75,1885646887.31,2935499974.87,,248323391.46,,,,,,,,,,,,101365336.83,954973382.66,537899931.42,62345942.12,312934232.47,,47489004.13,,,,0
300552.SZ,20250412,20250412,20241231,1,1,4,213133112.0,737367098.13,592222535.08,121040266.97,,371049274.74,,42646758.14,944951320.98,41752805.15,37244332.11,,,374235974.51,,,,,,,,,23916265.93,1839099697.51,,,113877805.81,19041319.55,,,,317005061.74,,,,,,100631988.45,7879696.93,5337069.77,887018.71,107679061.05,,5143113.21,1092370530.95,,,,,,,,,,,,,,,,,2931470228.46,,112500000.0,,,,,99473332.58,411819941.43,,,,86519684.15,26118132.29,0.0,0.0,51651985.43,,,,,,,,26425607.38,16588301.47,914558881.5,,,,3113785.3,51491010.59,17889603.51,,92235102.33,,,,,,,,,,,,,,,,,1006793983.83,,,,,12587858.21,1912088386.42,1924676244.63,2931470228.46,,248325374.24,,,,,,,,,,,,83461896.77,987598079.12,511293274.01,41752805.15,317005061.74,,51651985.43,,,,0
300552.SZ,20241029,20241029,20240930,1,1,3,213133112.0,748550004.36,740934377.76,121040266.97,,160049501.64,250000000.0,55280794.87,1020736701.31,,51414766.06,,,402335905.81,,,,,,,,,19548612.76,1999581736.27,,,126861411.3,19323016.55,,,,319066503.42,,,,,,95041850.88,13392060.42,5337069.77,1060844.2,107089094.33,,,1109428994.97,,,,,,,,,,,,,,,,,3109010731.24,,179500000.0,,,,,105540751.38,352101138.83,,,,53614614.63,12260451.71,,10979.55,,,,,,,,,19573544.51,50917891.97,910771439.16,,,,,55393672.15,20607053.67,,110774403.61,,,,,,,,,,,,,,,,,1021545842.77,,,,,15550757.12,2071914131.35,2087464888.47,3109010731.24,,248256370.26,,,,,,,,,,,,101668938.51,1076017496.18,457641890.21,40215453.82,319066503.42,,35594107.62,,,,0
300552.SZ,20240817,20240817,20240630,1,1,2,213133112.0,747270667.69,828628279.54,121040266.97,,131998751.0,330000000.0,46698659.13,1042362991.33,42633725.43,51114984.49,,,416525119.04,,,,,,,,,14344248.44,2077223678.86,,,126062065.69,19604713.54,,,,322000152.2,,,,,,79034363.2,28548835.24,5337069.77,1234669.69,107089094.33,,,1117798529.06,,,,,,,,,,,,,,,,,3195022207.92,,142500000.0,,,,,86699521.18,394786598.91,,,,54222623.03,10184782.12,0.0,10979.55,33086379.67,,,,,,,,19271140.21,56994836.66,903924616.44,,,,,55393672.15,20632053.66,,117504279.86,,,,,,,,,,,,,,,,,1021428896.3,,,,,15206398.17,2158386913.45,2173593311.62,3195022207.92,,248314587.25,,,,,,,,,,,,106167755.11,1089061650.46,481486120.09,42633725.43,322000152.2,,33097359.22,,,,0
300552.SZ,20240427,20240427,20240331,1,1,1,213133112.0,746023510.9,899034358.81,121040266.97,,183928605.98,330000000.0,33256584.25,1025521844.05,,40685557.48,,,420521456.32,,,,,,,,,17761762.98,2101710170.58,,,124202742.37,19914858.69,,,,326845831.14,,,,,,82261381.83,19487499.41,5337069.77,1408495.18,106359948.87,,,1121335813.95,,,,,,,,,,,,,,,,,3223045984.53,,115000000.0,,,,,70089261.71,393755596.28,,,,54936526.72,12458009.32,,10979.55,,,,,,,,,20961841.04,47680106.64,855972748.47,,,,,55393672.15,23309351.24,,124512403.14,,,,,,,,,,,,,,,,,980485151.61,,,,,15025619.08,2227535213.84,2242560832.92,3223045984.53,,248303965.16,,,,,,,,,,,,103812653.76,1058778428.3,463844857.99,49817381.24,326845831.14,,37278753.0,,,,0
300552.SZ,20240418,20240418,20231231,1,1,4,213133112.0,744624570.4,978319621.62,121040266.97,,207295665.1,330000000.0,16687869.37,1066525470.89,42087338.32,41427685.28,,,398420679.46,,,,,,,,,27947692.64,2130545527.31,,,124860816.82,20168107.52,,,,332883933.15,,,,,,84730769.79,14023524.16,5337069.77,1582320.67,106359948.86,,,1132094898.75,,,,,,,,,,,,,,,,,3262640426.06,,45000000.0,,,,,110150000.0,399370272.53,,,,78958846.99,32422060.09,0.0,10979.55,39831222.39,,,,,,,,18756365.83,16572120.99,813741763.34,,,,,55393672.15,22334327.23,,131698059.15,,,,,,,,,,,,,,,,,945439822.49,,,,,11781572.89,2305419030.68,2317200603.57,3262640426.06,,248301459.69,,,,,,,,,,,,72669894.97,1083213340.26,509520272.53,42087338.32,332883933.15,,39842201.94,,,,1
