ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
002881.SZ,20260430,20260430,20260331,1,1,1,302006700.0,1735285290.29,710972145.11,27536838.43,,1313310595.58,44216225.0,160306832.83,469610525.61,,89004706.57,,,1309492857.06,,,,,,,,,415409280.36,3915642920.94,,,51523720.29,,,,2900270.76,14985749.02,,,,,,109840271.03,8929357.49,,11379884.51,83513362.41,,15869811.3,493047867.46,,,,,,,,,,,,,,,,,4408690788.4,,645572372.25,,,,,,620007163.95,,,,17099529.57,10970796.69,,,,,,,,,,,6281121.17,28970877.18,1652508057.97,,,,,19211355.81,2925000.0,,30039838.03,,,,,,,,,,,,,,,,,1682547896.0,48539957.77,,,,,2726142892.4,2726142892.4,4408690788.4,,-1118123.66,,,,,,,,,,,,271063926.12,629917358.44,620007163.95,20194887.79,14985749.02,,52542271.04,,,,0
002881.SZ,20260331,20260331,20251231,1,1,4,261755700.0,797242135.13,664317448.79,27536838.43,,311431659.44,,122151142.05,497293098.55,8882920.24,102755642.64,,,900899827.18,,827126.74,,,,,,,469211550.93,2472262936.64,,,53636622.73,,,,3906533.66,16117422.23,,,,,,111475356.54,7527349.9,,9413056.89,91999913.74,,2894528.29,494785023.72,,,,,,,,,,,,,,,,,2967047960.36,,385880237.56,,,,,,552281806.95,,,,17635034.12,9173714.65,,,49293958.38,,,,,,,,7214040.19,18504327.78,1232078219.8,,,,,19741471.0,2925000.0,,32493568.32,,,,,,,,,,,,,,,,,1264571788.12,48539957.77,,,,,1702476172.24,1702476172.24,2967047960.36,,164007.66,,,,,,,,,,,,192095100.17,619444240.6,552281806.95,8882920.24,16117422.23,,49293958.38,,,,0
002881.SZ,20251028,20251028,20250930,1,1,3,262628400.0,822496898.22,638471315.54,23832735.02,,321193946.48,,20291815.44,741130190.9,,65496928.57,,,812156035.58,,2055335.95,,,,,,,374826061.49,2375527927.21,,,56843630.13,,,,1588367.58,16649843.7,,,,,,104728457.78,9321330.25,,9580610.53,89703912.27,,3609488.29,475138065.03,,,,,,,,,,,,,,,,,2850665992.24,,348180619.48,,,,,17621335.31,553484943.28,,,,16232110.66,13301149.25,,,,,,,,,,,6288491.93,18222805.8,1143310299.81,,,,,18284301.16,3875000.0,,26029579.62,,,,,,,,,,,,,,,,,1169339879.43,67043696.78,,,,,1681326112.81,1681326112.81,2850665992.24,,940460.81,,,,,,,,,,,,125085808.57,761422006.34,571106278.59,11638587.29,16649843.7,,44893035.53,,,,0
002881.SZ,20250828,20250828,20250630,1,1,2,261801844.0,811558075.92,609467914.75,23832735.02,,348763725.01,,7500046.68,980805291.99,8583198.62,40369890.43,,,802124004.13,,3268531.6,,,,,,,334186518.6,2535297460.17,,,58234812.38,,,,1590358.61,16715865.54,,,,,,102950189.76,9849171.45,,10442939.31,85127264.72,,3253253.29,469534449.25,,,,,,,,,,,,,,,,,3004831909.42,,503118936.11,,,,,,633493586.2,,,,15818310.58,10961729.54,,,54694538.28,,,,,,,,5975719.35,13572199.66,1359294245.88,,,,,18284301.17,3875000.0,,24716055.33,,,,,,,,,,,,,,,,,1384010301.21,86776568.95,,,,,1620821608.21,1620821608.21,3004831909.42,,937607.47,,,,,,,,,,,,121659226.16,988305338.67,633493586.2,8583198.62,16715865.54,,54694538.28,,,,0
002881.SZ,20250428,20250428,20250331,1,1,1,261801844.0,803672247.66,605534739.64,23832735.02,,460349882.91,,9720405.14,1208276601.59,,28866552.26,,,702836337.7,,,,,,,,,203807109.49,2626743009.53,,,59066185.35,,,,,16346961.93,,,,,,101051768.25,9901217.2,,5395778.69,85733860.55,,3253253.29,464825753.03,,,,,,,,,,,,,,,,,3091568762.56,,538030273.56,,,,,,678616777.2,,,,15712053.26,18766445.43,,,,,,,,,,,6305942.02,25892220.56,1450484683.81,,,,,18569939.4,3875000.0,,22872985.51,,,,,,,,,,,,,,,,,1473357669.32,79286000.33,,,,,1618211093.24,1618211093.24,3091568762.56,,2655527.25,,,,,,,,,,,,107391954.86,1217997006.73,678616777.2,8851130.25,16346961.93,,59769016.92,,,,1
002881.SZ,20250428,20250428,20241231,1,1,4,261801844.0,798125063.01,559230607.67,23832735.02,,349877014.45,,7999586.13,1008069612.33,6993112.65,17725404.08,,,650552074.08,,,,,,,,,229403058.92,2280611582.98,,,47659150.86,,,,,17621239.59,,,,,,109077873.5,7704876.3,,6220942.01,88409795.95,,2873773.57,478942980.53,,,,,,,,,,,,,,,,,2759554563.51,,352605816.97,,,,,,579915923.54,,,,16192770.05,16091000.81,,,62173610.42,,,,,,,,8591548.25,22992390.72,1167906628.6,,,,,19242652.65,3875000.0,,24534792.01,,,,,,,,,,,,,,,,,1192441420.61,79286000.33,,,,,1567113142.9,1567113142.9,2759554563.51,,3408893.53,,,,,,,,,,,,109343567.84,1016069198.46,579915923.54,6993112.65,17621239.59,,62173610.42,,,,0
002881.SZ,20241029,20241029,20240930,1,1,3,261801844.0,792157691.13,518852022.28,22546140.98,,245610986.3,,6854634.96,804062234.19,,21601799.16,1050000.0,,470932133.02,,,,,,,,,290120072.45,1866484505.92,,,51306900.2,,,,,18512979.6,,,,,,114597286.63,4920917.81,,6930182.47,69459694.08,,1716792.42,467738109.78,,,,,,,,,,,,,,,,,2334222615.7,,130021400.49,,,,,,435685266.47,,,,15088168.05,24682017.45,,,,,,,,,,,9952783.71,29252265.09,783349131.96,,,,,18814506.97,3875000.0,,25360069.24,,,,,,,,,,,,,,,,,808709201.2,69283648.29,,,,-1679297.05,1527192711.55,1525513414.5,2334222615.7,,1118661.45,,,,,,,,,,,,92448281.5,810916869.15,435685266.47,9678684.64,18512979.6,,46218949.2,,,,0
002881.SZ,20240829,20240829,20240630,1,1,2,261702144.0,784896269.99,460977990.55,22546140.98,,301478910.66,,1815769.6,630385078.12,8255956.8,36283675.28,,,574355172.16,,,,,,,,,260844580.4,1862108601.46,,,55225132.3,,,,,19487579.08,,,,,,114082682.25,5771085.92,,7629986.33,59961252.46,,3847016.16,515317504.49,,,,,,,,,,,,,,,,,2377426105.95,,233892272.22,,,,,12038076.93,432422009.8,,,,15297051.09,10609382.77,,,45215707.86,,,,,,,,12714868.79,30278791.29,880636617.06,,,,,27309020.91,3875000.0,,34449207.21,,,,,,,,,,,,,,,,,915085824.27,68250931.21,,,,-1725420.25,1464065701.93,1462340281.68,2377426105.95,,2194087.62,,,,,,,,,,,,88168456.31,632200847.72,444460086.73,8255956.8,19487579.08,,45215707.86,,,,0
002881.SZ,20240425,20240425,20240331,1,1,1,261690424.0,784692576.39,459763539.24,22546140.98,,507854974.38,,5836767.94,595242322.45,,14056754.89,,,649542974.92,,,,,,,,,226940290.36,2062717148.8,,,57980495.61,,,,,20407885.97,,,,,,113755940.3,13439839.84,,5941603.37,63115926.84,,3099036.7,531937277.39,,,,,,,,,,,,,,,,,2594654426.19,,378523216.66,,,,,45086133.32,521877868.97,,,,15915015.27,10165777.34,,,,,,,,,,,15592979.88,26656017.24,1096959715.49,,,,,27309034.49,3875000.0,,37214164.0,,,,,,,,,,,,,,,,,1134173879.49,68250931.21,,,,-1711729.4,1462192276.1,1460480546.7,2594654426.19,,1750526.7,,,,,,,,,,,,71621496.03,601079090.39,566964002.29,10157921.06,20407885.97,,11521210.78,,,,1
002881.SZ,20240425,20240425,20240331,1,1,1,261690424.0,784692576.39,459763539.24,22546140.98,,507854974.38,,5836767.94,595242322.45,,14056754.89,,,649542974.92,,,,,,,,,226940290.36,2062717148.8,,,57980495.61,,,,,,,,,,,113755940.3,13439839.84,,5941603.37,63115926.84,,3099036.7,531937277.39,,,,,,,,,,,,,,,,,2594654426.19,,378523216.66,,,,,45086133.32,521877868.97,,,,15915015.27,10165777.34,,,,,,,,,,,15592979.88,26656017.24,1096959715.49,,,,,27309034.49,3875000.0,,37214164.0,,,,,,,,,,,,,,,,,1134173879.49,68250931.21,,,,-1711729.4,1462192276.1,1460480546.7,2594654426.19,,1750526.7,,,,,,,,,,,,71621496.03,601079090.39,566964002.29,10157921.06,20407885.97,,11521210.78,,,,0
