ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
301608.SZ,20260421,20260421,20260331,1,1,1,88990000.0,1103177318.81,992609504.7,39498851.83,,375804038.39,1380552598.67,55704856.84,255187778.59,,13202309.9,,,347996811.86,,,,,,,,,7434760.94,2442926309.93,,,,,,,,142813471.43,277817555.24,,,,,53733354.08,,,1134930.01,6070190.43,,3690233.99,485334628.01,,,,,,,,,,,,,,,,,2928260937.94,,0.0,,,,,170000000.0,343923460.93,,,,16082163.24,12507163.87,,,,,,,,,,,77614.26,56815847.48,699654381.49,,,,1341275.58,2602.74,2987002.79,,4330881.11,,4054339.4,,,,,,,,,,,,,,,703985262.6,,,,,,2224275675.34,2224275675.34,2928260937.94,,,,,,,,,,,,,,32312431.24,310892635.43,513923460.93,7043154.74,142813471.43,277817555.24,63881361.07,,,,1
301608.SZ,20260421,20260421,20260331,1,1,1,88990000.0,1103177318.81,992609504.7,39498851.83,,375804038.39,1380552598.67,55704856.84,255187778.59,,13202309.9,,,347996811.86,,,,,,,,,7434760.94,2442926309.93,,,,,,,,,,,,,,53733354.08,,,1134930.01,6070190.43,,3690233.99,485334628.01,,,,,,,,,,,,,,,,,2928260937.94,,0.0,,,,,170000000.0,343923460.93,,,,16082163.24,12507163.87,,,,,,,,,,,77614.26,56815847.48,699654381.49,,,,1341275.58,2602.74,2987002.79,,4330881.11,,4054339.4,,,,,,,,,,,,,,,703985262.6,,,,,,2224275675.34,2224275675.34,2928260937.94,,,,,,,,,,,,,,32312431.24,310892635.43,513923460.93,7043154.74,142813471.43,277817555.24,63881361.07,,,,0
301608.SZ,20260421,20260421,20251231,1,1,4,88990000.0,1103177318.81,941576337.93,35428897.46,,983209649.75,805141018.02,60881675.04,235226433.51,6143306.07,14351019.95,,,269208592.39,,,,,,,,,7483091.71,2381644786.44,,,,,,,,145631844.92,270579953.55,,,,,54077828.64,,,1228026.11,6151567.41,,681125.0,478791412.85,,,,,,,,,,,,,,,,,2860436199.29,,37935.54,,,,,150000000.0,325002931.6,,,,14916900.95,16479954.28,,,81138114.16,,,,,,,,531995.01,66745234.27,686710494.32,,,,1394218.28,4554.8,3140075.15,,4553150.77,,2400399.15,,,,,,,,,,,,,,,691263645.09,,,,,,2169172554.2,2169172554.2,2860436199.29,,,,,,,,,,,,,,29457029.36,296108108.55,475002931.6,6143306.07,145631844.92,270579953.55,81138114.16,,,,0
301608.SZ,20251024,20251024,20250930,1,1,3,88990000.0,1103177318.81,890960534.73,31795633.99,,423825326.07,1281390933.33,32182717.49,259926686.02,,7151380.48,,,225098495.04,,,,,,,,,6661850.32,2241274383.11,,,,,,,,149566936.01,234763444.22,,,,,54388172.14,,,1280951.8,5538563.64,,3243376.89,449588686.04,,,,,,,,,,,,,,,,,2690863069.15,,6022602.03,,,,,98000000.0,308786526.52,,,,15270913.0,15894226.27,,,,,,,,,,,956530.28,34577679.01,572077464.46,,,,767871.88,15501.37,3043147.51,,3862117.16,,1017515.71,,,,,,,,,,,,,,,575939581.62,,,,,,2114923487.53,2114923487.53,2690863069.15,,,,,,,,,,,,,,34826803.34,292109403.51,406786526.52,5036994.36,149566936.01,234763444.22,56724668.3,,,,0
301608.SZ,20250828,20250828,20250630,1,1,2,88990000.0,1103177318.81,863325728.62,31795633.99,,317132056.59,1292784054.01,33883027.95,275244300.42,12477112.44,5751068.95,,,228311951.81,,,,,,,,,7483430.19,2173067002.36,,,,,,,,152163010.17,207428606.7,,,,,51260885.46,,,1557964.97,5296161.41,,4718612.13,423598656.3,,,,,,,,,,,,,,,,,2596665658.66,,5961750.0,,,,,8000000.0,349289923.09,,,,14759185.42,8904710.23,,,54880984.28,,,,,,,,1375617.33,36972222.17,505379462.52,,,,744595.1,,3196219.87,,3997514.72,,,,,,,,,,,,,,,,,509376977.24,,,,,,2087288681.42,2087288681.42,2596665658.66,,,,,,,,,,,,,,25235070.0,309127328.37,357289923.09,12477112.44,152163010.17,207428606.7,54880984.28,,,,0
301608.SZ,20250423,20250423,20250331,1,1,1,88990000.0,1103177318.81,831836231.01,25749866.88,,215673889.36,1386723573.07,75189472.89,229397165.72,,6233187.29,,,223432191.03,,,,,,,,,8627915.28,2147633288.13,,,,,,,,,,,,,,51540766.74,,,1871351.93,5129825.58,,6658716.35,412352791.01,,,,,,,,,,,,,,,,,2559986079.14,,,,,,,,317238675.55,,,,15084087.44,3807961.74,,,,,,,,,,,1790648.29,79757573.99,505130569.3,,,,560940.98,30238.71,4433299.14,,5102093.14,,,,,,,,,,,,,,,,,510232662.44,,,,,,2049753416.7,2049753416.7,2559986079.14,,,,,,,,,,,,,,36314761.82,304586638.61,317238675.55,2355893.49,154027855.52,191584685.31,51136860.47,,,,0
301608.SZ,20250423,20250423,20250331,1,1,1,88990000.0,1103177318.81,831836231.01,25749866.88,,215673889.36,1386723573.07,75189472.89,229397165.72,,6233187.29,,,223432191.03,,,,,,,,,8627915.28,2147633288.13,,,,,,,,154027855.52,191584685.31,,,,,51540766.74,,,1871351.93,5129825.58,,6658716.35,412352791.01,,,,,,,,,,,,,,,,,2559986079.14,,,,,,,,317238675.55,,,,15084087.44,3807961.74,,,,,,,,,,,1790648.29,79757573.99,505130569.3,,,,560940.98,30238.71,4433299.14,,5102093.14,,,,,,,,,,,,,,,,,510232662.44,,,,,,2049753416.7,2049753416.7,2559986079.14,,,,,,,,,,,,,,36314761.82,304586638.61,317238675.55,2355893.49,154027855.52,191584685.31,51136860.47,,,,1
301608.SZ,20250423,20250423,20241231,1,1,4,88990000.0,1103177318.81,791533520.65,25749866.88,,944970542.69,660041716.91,89938653.27,204373369.85,4872359.43,6534070.76,,,166295690.51,,,,,,,,,13229536.72,2090255940.14,,,,,,,,157156183.99,178292155.51,,,,,51895953.0,,,2477162.72,6170820.65,,2347135.53,400068155.67,,,,,,,,,,,,,,,,,2490324095.81,,,,,,,,250500572.75,,,,14515894.98,5997331.27,,,61879046.52,,,,,,,,1671320.51,97240054.97,476341831.88,,,,572110.35,332.3,3511159.13,,4531557.59,,,,,,,,,,,,,,,,,480873389.47,,,,,,2009450706.34,2009450706.34,2490324095.81,,,,,,,,,,,,,,44537610.88,294312023.12,250500572.75,4872359.43,157156183.99,178292155.51,61879046.52,,,,0
301608.SZ,20241028,20241028,20240930,1,1,3,88990000.0,1103177318.81,755972720.77,20420658.63,,420327060.28,1143031589.77,36942498.66,216797060.38,,5812752.93,,,157019691.09,,,,,,,,,17732139.81,2001499205.77,,,,,,,,160492026.14,124145643.74,,,,,52251139.26,,,3076126.03,5809699.46,,2289373.39,350138501.09,,,,,,,,,,,,,,,,,2351637706.86,,,,,,,,242618910.75,,,,13590477.11,9485179.27,,,,,,,,,,,1635066.77,37432375.13,377087887.48,,,,918779.43,522291.87,3674806.91,,5989121.17,,,,,,,,,,,,,,,,,383077008.65,,,,,,1968560698.21,1968560698.21,2351637706.86,,,,,,,,,,,,,,31503673.24,253739559.04,242618910.75,3836412.85,160492026.14,124145643.74,40822205.21,,,,0
301608.SZ,20240829,20240829,20240630,1,1,2,66737300.0,241239722.64,767804463.66,20420658.63,,696470033.3,,90927821.5,226041601.79,1581535.74,4077375.02,,,170464449.75,,,,,,,,,18356239.96,1207919057.06,,,,,,,,163479011.61,92420519.84,,,,,52582005.03,,,3561910.03,6353200.43,,1542629.91,322359518.72,,,,,,,,,,,,,,,,,1530278575.78,,0.0,,,,,1729300.0,265672391.71,,,,13410603.27,8646859.89,,,31509905.16,,,,,,,,1599240.17,81764531.94,427287436.86,,,,882559.74,363036.28,4249878.46,,6788993.99,,,,,,,,,,,,,,,,,434076430.85,,,,,,1096202144.93,1096202144.93,1530278575.78,,,,,,,,,,,,,,22954604.72,316969423.29,267401691.71,1581535.74,163479011.61,92420519.84,31509905.16,,,,0
