trade_date,ts_code,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye
20201231,688159.SH,52736282.0,13496383.32,1025995.0,489354.0,909850.0,0.0,3700.0,66232665.32
20201230,688159.SH,52620137.0,13146653.78,763460.0,485654.0,758208.0,17700.0,5000.0,65766790.78
20201229,688159.SH,52614885.0,13590113.58,2193678.0,498354.0,931077.0,0.0,9893.0,66204998.58
20201228,688159.SH,51352284.0,12993062.6,344705.0,488461.0,1610068.0,29965.0,0.0,64345346.6
20201225,688159.SH,52617647.0,14189319.62,1035628.0,518426.0,783455.0,3981.0,0.0,66806966.62
20201224,688159.SH,52365474.0,14387088.78,1422035.0,522407.0,2117661.0,0.0,30562.0,66752562.78
20201223,688159.SH,53061100.0,14263505.0,940519.0,491845.0,427352.0,23200.0,100929.0,67324605.0
20201222,688159.SH,52547933.0,11951387.76,956093.0,414116.0,869777.0,36631.0,150007.0,64499320.76
20201221,688159.SH,52461617.0,9133473.8,954969.0,300740.0,1639272.0,0.0,16000.0,61595090.8
20201218,688159.SH,53145920.0,8718738.8,997036.0,284740.0,976532.0,2551.0,4400.0,61864658.8
20201217,688159.SH,53125416.0,8976131.43,794195.0,282891.0,1288369.0,23715.0,7248.0,62101547.43
20201216,688159.SH,53619590.0,9732128.58,1334596.0,299358.0,1927499.0,57600.0,35550.0,63351718.58
20201215,688159.SH,54212493.0,10233630.72,734996.0,321408.0,599313.0,8112.0,12415.0,64446123.72
20201214,688159.SH,54076810.0,10413728.2,567055.0,317105.0,421692.0,2200.0,1381.0,64490538.2
20201211,688159.SH,53931447.0,10520105.16,1272111.0,317924.0,918369.0,3215.0,7837.0,64451552.16
20201210,688159.SH,53577705.0,10683598.2,1407709.0,313302.0,449891.0,200.0,64276.0,64261303.2
20201209,688159.SH,52619887.0,8648142.2,792384.0,249226.0,1636761.0,2100.0,400.0,61268029.2
20201208,688159.SH,53464264.0,8817539.64,820905.0,250926.0,708700.0,2355.0,0.0,62281803.64
20201207,688159.SH,53352059.0,9054795.75,332988.0,253281.0,787256.0,0.0,680.0,62406854.75
20201204,688159.SH,53806327.0,9144156.2,565043.0,252601.0,660442.0,1947.0,10392.0,62950483.2
20201203,688159.SH,53901726.0,8936109.6,680913.0,244156.0,2227664.0,805.0,3140.0,62837835.6
20201202,688159.SH,55460007.0,9029596.14,3965302.0,241821.0,1037748.0,1369.0,6213.0,64489603.14
20201201,688159.SH,52532453.0,8907965.43,943208.0,236977.0,2137401.0,55433.0,4839.0,61440418.43
20201130,688159.SH,53726646.0,10827048.15,3426096.0,287571.0,1326403.0,1566.0,15334.0,64553694.15
20201127,688159.SH,51626953.0,10256660.38,3353816.0,273803.0,2234601.0,1632.0,58300.0,61883613.38
20201126,688159.SH,50507738.0,8459579.6,4255922.0,217135.0,6111390.0,55347.0,29625.0,58967317.6
20201125,688159.SH,52363206.0,9056137.53,1985278.0,242857.0,2791539.0,17989.0,8765.0,61419343.53
20201124,688159.SH,53169467.0,9281622.42,2482636.0,252081.0,2925602.0,7905.0,54500.0,62451089.42
20201123,688159.SH,53612433.0,7802303.42,2056789.0,205486.0,1929179.0,3330.0,0.0,61414736.42
20201120,688159.SH,53330951.0,8045680.48,2433275.0,208816.0,2284372.0,4753.0,10644.0,61376631.48
20201119,688159.SH,53182048.0,7607658.25,2789738.0,202925.0,3622484.0,400.0,11924.0,60789706.25
