trade_date,ts_code,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye
20251231,300098.SZ,555070275.0,231190.0,24993270.0,37900.0,45568389.0,55800.0,0.0,555301465.0
20251230,300098.SZ,575645394.0,572507.0,49001997.0,93700.0,49480744.0,26300.0,0.0,576217901.0
20251229,300098.SZ,576124141.0,727200.0,38533132.0,120000.0,39859276.0,43300.0,0.0,576851341.0
20251226,300098.SZ,577450285.0,999396.0,58813323.0,163300.0,51965014.0,3300.0,100.0,578449681.0
20251225,300098.SZ,570601976.0,1027305.0,54182885.0,166500.0,59659795.0,29100.0,24200.0,571629281.0
20251224,300098.SZ,576078886.0,1066108.0,66708905.0,171400.0,52130100.0,100.0,0.0,577144994.0
20251223,300098.SZ,561500081.0,1030715.0,53991042.0,171500.0,48689864.0,900.0,105900.0,562530796.0
20251222,300098.SZ,556198903.0,412300.0,73408675.0,66500.0,77562594.0,2800.0,60300.0,556611203.0
20251219,300098.SZ,560352822.0,54270.0,59048019.0,9000.0,58805017.0,3500.0,0.0,560407092.0
20251218,300098.SZ,560109820.0,73250.0,46821175.0,12500.0,43533617.0,30200.0,100.0,560183070.0
20251217,300098.SZ,556822262.0,248784.0,48387875.0,42600.0,56218315.0,1800.0,200.0,557071046.0
20251216,300098.SZ,564652702.0,261222.0,87811743.0,44200.0,65639512.0,6600.0,4700.0,564913924.0
20251215,300098.SZ,542480471.0,270607.0,54581737.0,46100.0,42059378.0,200.0,7300.0,542751078.0
20251212,300098.SZ,529958112.0,234000.0,59259745.0,39000.0,52424536.0,200.0,9000.0,530192112.0
20251211,300098.SZ,523122903.0,176670.0,40120789.0,30200.0,36299631.0,500.0,1000.0,523299573.0
20251210,300098.SZ,519301745.0,172557.0,28369883.0,29700.0,14994336.0,7600.0,7800.0,519474302.0
20251209,300098.SZ,505926198.0,170805.0,24309274.0,29500.0,27263950.0,200.0,1500.0,506097003.0
20251208,300098.SZ,508880874.0,165534.0,45479323.0,28200.0,41762914.0,4700.0,5000.0,509046408.0
20251205,300098.SZ,505164465.0,159867.0,28927073.0,27900.0,36105358.0,200.0,15100.0,505324332.0
20251204,300098.SZ,512342750.0,72280.0,22304877.0,13000.0,20667506.0,0.0,12300.0,512415030.0
20251203,300098.SZ,510705379.0,3871.0,30062882.0,700.0,28505334.0,1000.0,0.0,510709250.0
20251202,300098.SZ,509147831.0,9724.0,25538950.0,1700.0,14924363.0,500.0,0.0,509157555.0
20251201,300098.SZ,498533244.0,12804.0,38540157.0,2200.0,46383788.0,0.0,500.0,498546048.0
20251128,300098.SZ,506376875.0,9418.0,13842247.0,1700.0,17727845.0,0.0,0.0,506386293.0
20251127,300098.SZ,510262473.0,9299.0,13441609.0,1700.0,13463263.0,0.0,0.0,510271772.0
20251126,300098.SZ,510284127.0,9367.0,20602686.0,1700.0,17860495.0,0.0,0.0,510293494.0
20251125,300098.SZ,507541936.0,9537.0,21062184.0,1700.0,24804812.0,0.0,0.0,507551473.0
20251124,300098.SZ,511284564.0,9418.0,26255120.0,1700.0,26644478.0,0.0,1000.0,511293982.0
20251121,300098.SZ,511673922.0,3717.0,26163803.0,700.0,23013563.0,0.0,0.0,511677639.0
20251120,300098.SZ,508523682.0,3878.0,22286324.0,700.0,23625457.0,0.0,700.0,508527560.0
20251119,300098.SZ,509862815.0,0.0,19998691.0,0.0,23165985.0,0.0,0.0,509862815.0
20251118,300098.SZ,513030109.0,0.0,26382943.0,0.0,20711030.0,0.0,0.0,513030109.0
20251117,300098.SZ,507358196.0,0.0,18984958.0,0.0,18424160.0,0.0,0.0,507358196.0
20251114,300098.SZ,506797398.0,0.0,13911515.0,0.0,17500750.0,0.0,0.0,506797398.0
20251113,300098.SZ,510386633.0,0.0,14326928.0,0.0,19152628.0,0.0,0.0,510386633.0
20251112,300098.SZ,515212333.0,0.0,15415063.0,0.0,13980617.0,0.0,0.0,515212333.0
20251111,300098.SZ,513777887.0,0.0,17740923.0,0.0,16418406.0,0.0,0.0,513777887.0
20251110,300098.SZ,512455370.0,0.0,17711502.0,0.0,16554640.0,0.0,0.0,512455370.0
20251107,300098.SZ,511298508.0,0.0,16359731.0,0.0,18548343.0,0.0,0.0,511298508.0
20251106,300098.SZ,513487120.0,0.0,19562255.0,0.0,20694117.0,0.0,0.0,513487120.0
20251105,300098.SZ,514618982.0,0.0,11507828.0,0.0,18517086.0,0.0,0.0,514618982.0
20251104,300098.SZ,521628240.0,0.0,17730329.0,0.0,19887339.0,0.0,0.0,521628240.0
20251103,300098.SZ,523785250.0,0.0,21890992.0,0.0,44089160.0,0.0,0.0,523785250.0
20251031,300098.SZ,545983418.0,0.0,32491403.0,0.0,22337774.0,0.0,0.0,545983418.0
20251030,300098.SZ,535829789.0,0.0,26084629.0,0.0,37228354.0,0.0,0.0,535829789.0
20251029,300098.SZ,546973514.0,0.0,40119218.0,0.0,37535876.0,0.0,0.0,546973514.0
20251028,300098.SZ,544390172.0,0.0,40484900.0,0.0,26572722.0,0.0,0.0,544390172.0
20251027,300098.SZ,530477994.0,0.0,31766004.0,0.0,26805057.0,0.0,0.0,530477994.0
20251024,300098.SZ,525517047.0,0.0,26770021.0,0.0,29167184.0,0.0,0.0,525517047.0
20251023,300098.SZ,527914210.0,0.0,15324373.0,0.0,14609288.0,0.0,0.0,527914210.0
20251022,300098.SZ,527199125.0,0.0,13032739.0,0.0,12201967.0,0.0,0.0,527199125.0
20251021,300098.SZ,526368353.0,0.0,18790596.0,0.0,9896099.0,0.0,0.0,526368353.0
20251020,300098.SZ,517473856.0,0.0,11255481.0,0.0,18835716.0,0.0,0.0,517473856.0
20251017,300098.SZ,525054091.0,0.0,16104541.0,0.0,27284897.0,3500.0,0.0,525054091.0
20251016,300098.SZ,536234447.0,19355.0,14744469.0,3500.0,25803296.0,0.0,0.0,536253802.0
20251015,300098.SZ,547293274.0,19635.0,14604921.0,3500.0,29913831.0,0.0,3500.0,547312909.0
20251014,300098.SZ,562602184.0,0.0,27757141.0,0.0,30120825.0,0.0,0.0,562602184.0
20251013,300098.SZ,564965868.0,0.0,32949528.0,0.0,28555276.0,2500.0,0.0,564965868.0
20251010,300098.SZ,560571616.0,14175.0,37881807.0,2500.0,27905018.0,11700.0,0.0,560585791.0
20251009,300098.SZ,550594827.0,83922.0,45070094.0,14200.0,28373993.0,0.0,11700.0,550678749.0
20250930,300098.SZ,533898726.0,14525.0,28395106.0,2500.0,38291355.0,4500.0,0.0,533913251.0
20250929,300098.SZ,543794975.0,40180.0,32185072.0,7000.0,15418573.0,29600.0,6300.0,543835155.0
20250926,300098.SZ,527028476.0,171195.0,18258526.0,30300.0,21073209.0,0.0,0.0,527199671.0
20250925,300098.SZ,529843159.0,177558.0,21683276.0,30300.0,28600356.0,0.0,3500.0,530020717.0
20250924,300098.SZ,536760239.0,159192.0,27712783.0,26800.0,29243593.0,0.0,9200.0,536919431.0
20250923,300098.SZ,538291049.0,101376.0,23829439.0,17600.0,27062353.0,0.0,11300.0,538392425.0
20250922,300098.SZ,541523963.0,37422.0,21975338.0,6300.0,34866186.0,2500.0,6300.0,541561385.0
20250919,300098.SZ,554414811.0,14875.0,20810803.0,2500.0,35209191.0,400.0,1600.0,554429686.0
20250918,300098.SZ,568813199.0,7852.0,46815797.0,1300.0,74473569.0,58800.0,0.0,568821051.0
20250917,300098.SZ,596470971.0,372019.0,38358195.0,60100.0,53332211.0,0.0,0.0,596842990.0
20250916,300098.SZ,611444987.0,375625.0,47819942.0,60100.0,66850423.0,8700.0,31500.0,611820612.0
20250915,300098.SZ,630475468.0,231260.0,89826377.0,37300.0,68361389.0,19700.0,8700.0,630706728.0
20250912,300098.SZ,609010480.0,292215.0,57698245.0,48300.0,55682796.0,8700.0,31600.0,609302695.0
20250911,300098.SZ,606995031.0,153162.0,46480388.0,25400.0,43646598.0,900.0,12000.0,607148193.0
20250910,300098.SZ,604161241.0,83369.0,41046969.0,14300.0,28048790.0,8600.0,6800.0,604244610.0
20250909,300098.SZ,591163062.0,91287.0,17548941.0,16100.0,23027894.0,2800.0,0.0,591254349.0
20250908,300098.SZ,596642015.0,110187.0,29808079.0,18900.0,29994077.0,11300.0,13400.0,596752202.0
20250905,300098.SZ,596828013.0,97608.0,35575905.0,16800.0,34354169.0,0.0,16800.0,596925621.0
20250904,300098.SZ,595606277.0,0.0,39521166.0,0.0,30225493.0,26000.0,0.0,595606277.0
20250903,300098.SZ,586310604.0,149760.0,31351933.0,26000.0,36664485.0,0.0,10000.0,586460364.0
20250902,300098.SZ,591623156.0,95040.0,35561556.0,16000.0,57766066.0,0.0,0.0,591718196.0
20250901,300098.SZ,613827666.0,97920.0,40284521.0,16000.0,49094366.0,6800.0,0.0,613925586.0
20250829,300098.SZ,622637511.0,138852.0,40787231.0,22800.0,51747120.0,23300.0,9700.0,622776363.0
20250828,300098.SZ,633597400.0,225316.0,69864100.0,36400.0,78064154.0,2200.0,0.0,633822716.0
20250827,300098.SZ,641797454.0,231600.0,102493845.0,38600.0,102480620.0,0.0,0.0,642029054.0
20250826,300098.SZ,641784229.0,239320.0,118755262.0,38600.0,119082960.0,0.0,100.0,642023549.0
20250825,300098.SZ,642111927.0,239855.0,165091166.0,38500.0,135276801.0,100.0,0.0,642351782.0
20250822,300098.SZ,612297562.0,242408.0,157213529.0,38600.0,114144920.0,37600.0,1000.0,612539970.0
20250821,300098.SZ,569228953.0,457216.0,131193269.0,75200.0,127590167.0,0.0,7300.0,569686169.0
20250820,300098.SZ,565625851.0,399931.0,131476089.0,67900.0,96561724.0,8300.0,48800.0,566025782.0
20250819,300098.SZ,530711486.0,159194.0,160235379.0,27400.0,115484035.0,0.0,0.0,530870680.0
20250818,300098.SZ,485960142.0,147138.0,49355412.0,27400.0,46568624.0,0.0,8000.0,486107280.0
20250815,300098.SZ,483173354.0,100492.0,20965491.0,19400.0,22881345.0,0.0,0.0,483273846.0
20250814,300098.SZ,485089208.0,98746.0,22981016.0,19400.0,18679975.0,0.0,0.0,485187954.0
20250813,300098.SZ,480788167.0,100686.0,15770283.0,19400.0,26493547.0,300.0,0.0,480888853.0
20250812,300098.SZ,491511431.0,101849.0,16151995.0,19700.0,29034932.0,0.0,0.0,491613280.0
20250811,300098.SZ,504394368.0,101652.0,18811735.0,19700.0,29340289.0,0.0,0.0,504496020.0
