trade_date,ts_code,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye
20241231,301608.SZ,97307436.0,0.0,11675858.0,0.0,11860201.0,0.0,0.0,97307436.0
20241230,301608.SZ,97491779.0,0.0,13156611.0,0.0,19609757.0,0.0,0.0,97491779.0
20241227,301608.SZ,103944925.0,0.0,26234217.0,0.0,27768867.0,0.0,0.0,103944925.0
20241226,301608.SZ,105479575.0,0.0,20917808.0,0.0,14995829.0,0.0,0.0,105479575.0
20241225,301608.SZ,99557596.0,0.0,12958973.0,0.0,13662203.0,0.0,0.0,99557596.0
20241224,301608.SZ,100260826.0,0.0,28880154.0,0.0,30806038.0,0.0,0.0,100260826.0
20241223,301608.SZ,102186710.0,0.0,10638495.0,0.0,11471391.0,0.0,0.0,102186710.0
20241220,301608.SZ,103019606.0,0.0,24372960.0,0.0,15499925.0,0.0,0.0,103019606.0
20241219,301608.SZ,94146571.0,0.0,24722296.0,0.0,22744623.0,0.0,0.0,94146571.0
20241218,301608.SZ,92168898.0,0.0,13296244.0,0.0,15410545.0,0.0,0.0,92168898.0
20241217,301608.SZ,94283199.0,0.0,9300768.0,0.0,14705381.0,0.0,0.0,94283199.0
20241216,301608.SZ,99687812.0,0.0,14721965.0,0.0,17140257.0,0.0,0.0,99687812.0
20241213,301608.SZ,102106104.0,0.0,25468551.0,0.0,22388998.0,0.0,0.0,102106104.0
20241212,301608.SZ,99026551.0,0.0,27526200.0,0.0,24068173.0,0.0,0.0,99026551.0
20241211,301608.SZ,95568524.0,0.0,30149547.0,0.0,27471849.0,0.0,0.0,95568524.0
20241210,301608.SZ,92890826.0,0.0,49204574.0,0.0,46477435.0,0.0,0.0,92890826.0
20241209,301608.SZ,90163687.0,0.0,42755109.0,0.0,37395835.0,0.0,0.0,90163687.0
20241206,301608.SZ,84804413.0,0.0,19137870.0,0.0,14219625.0,0.0,0.0,84804413.0
20241205,301608.SZ,79886168.0,0.0,19369371.0,0.0,20315019.0,0.0,0.0,79886168.0
20241204,301608.SZ,80831816.0,0.0,6487435.0,0.0,16090201.0,0.0,0.0,80831816.0
20241203,301608.SZ,90434582.0,0.0,6643314.0,0.0,8025227.0,0.0,0.0,90434582.0
20241202,301608.SZ,91816495.0,0.0,15905464.0,0.0,8874687.0,0.0,0.0,91816495.0
20241129,301608.SZ,84785718.0,0.0,8766587.0,0.0,7765895.0,0.0,0.0,84785718.0
20241128,301608.SZ,83785026.0,0.0,5231717.0,0.0,5110176.0,0.0,0.0,83785026.0
20241127,301608.SZ,83663485.0,0.0,4427164.0,0.0,6494980.0,0.0,0.0,83663485.0
20241126,301608.SZ,85731301.0,0.0,4495753.0,0.0,3847924.0,0.0,0.0,85731301.0
20241125,301608.SZ,85083472.0,0.0,5960293.0,0.0,6764432.0,0.0,0.0,85083472.0
20241122,301608.SZ,85887611.0,0.0,5577890.0,0.0,11962555.0,0.0,0.0,85887611.0
20241121,301608.SZ,92272276.0,0.0,7870757.0,0.0,8129036.0,0.0,0.0,92272276.0
20241120,301608.SZ,92530555.0,0.0,9563992.0,0.0,5537553.0,0.0,0.0,92530555.0
20241119,301608.SZ,88504116.0,0.0,8238102.0,0.0,7120400.0,0.0,0.0,88504116.0
20241118,301608.SZ,87386414.0,0.0,5458654.0,0.0,10422190.0,0.0,0.0,87386414.0
20241115,301608.SZ,92349950.0,0.0,8634878.0,0.0,9996412.0,0.0,0.0,92349950.0
20241114,301608.SZ,93711484.0,0.0,13387953.0,0.0,10407915.0,0.0,0.0,93711484.0
20241113,301608.SZ,90731446.0,0.0,20468630.0,0.0,17207165.0,0.0,0.0,90731446.0
20241112,301608.SZ,87469981.0,0.0,16896146.0,0.0,16286400.0,0.0,0.0,87469981.0
20241111,301608.SZ,86860235.0,0.0,20542242.0,0.0,24862834.0,0.0,0.0,86860235.0
20241108,301608.SZ,91180827.0,0.0,29013018.0,0.0,16099876.0,0.0,0.0,91180827.0
20241107,301608.SZ,78267685.0,0.0,11456963.0,0.0,7231420.0,0.0,0.0,78267685.0
20241106,301608.SZ,74042142.0,0.0,9096485.0,0.0,12173400.0,0.0,0.0,74042142.0
20241105,301608.SZ,77119057.0,0.0,12814217.0,0.0,9745650.0,0.0,0.0,77119057.0
20241104,301608.SZ,74050490.0,0.0,5165684.0,0.0,4466387.0,0.0,0.0,74050490.0
20241101,301608.SZ,73351193.0,0.0,9826542.0,0.0,9378865.0,0.0,0.0,73351193.0
20241031,301608.SZ,72903516.0,0.0,6234598.0,0.0,9150041.0,0.0,0.0,72903516.0
20241030,301608.SZ,75818959.0,0.0,8119654.0,0.0,13017924.0,0.0,0.0,75818959.0
20241029,301608.SZ,80717229.0,0.0,10866418.0,0.0,11160035.0,0.0,0.0,80717229.0
20241028,301608.SZ,81010846.0,0.0,14102527.0,0.0,11194014.0,0.0,0.0,81010846.0
20241025,301608.SZ,78102333.0,0.0,13568429.0,0.0,16553240.0,0.0,0.0,78102333.0
20241024,301608.SZ,81087144.0,0.0,12137386.0,0.0,8325991.0,0.0,0.0,81087144.0
20241023,301608.SZ,77275749.0,0.0,21566296.0,0.0,16351280.0,0.0,0.0,77275749.0
20241022,301608.SZ,72060733.0,0.0,13297863.0,0.0,15037366.0,0.0,0.0,72060733.0
20241021,301608.SZ,73800236.0,0.0,24016203.0,0.0,23766553.0,0.0,0.0,73800236.0
20241018,301608.SZ,73550586.0,0.0,19167933.0,0.0,28026812.0,0.0,0.0,73550586.0
20241017,301608.SZ,82409465.0,0.0,14486993.0,0.0,15548755.0,0.0,0.0,82409465.0
20241016,301608.SZ,83471227.0,0.0,6978978.0,0.0,14635427.0,0.0,0.0,83471227.0
20241015,301608.SZ,91127676.0,0.0,21995509.0,0.0,21623977.0,0.0,0.0,91127676.0
20241014,301608.SZ,90756144.0,0.0,16481975.0,0.0,16950772.0,0.0,0.0,90756144.0
20241011,301608.SZ,91224941.0,0.0,11775839.0,0.0,30969103.0,0.0,0.0,91224941.0
20241010,301608.SZ,110418205.0,0.0,40712653.0,0.0,38809013.0,0.0,0.0,110418205.0
20241009,301608.SZ,108514565.0,0.0,68426486.0,0.0,82647955.0,0.0,0.0,108514565.0
20241008,301608.SZ,122736034.0,0.0,98975018.0,0.0,42601001.0,0.0,0.0,122736034.0
20240930,301608.SZ,66362017.0,0.0,50505071.0,0.0,35675191.0,0.0,0.0,66362017.0
