trade_date,ts_code,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye
20201231,688080.SH,33744179.0,2497492.6,1032483.0,45658.0,845313.0,3100.0,2700.0,36241671.6
20201230,688080.SH,33557009.0,2359090.76,625716.0,46058.0,510880.0,2700.0,1900.0,35916099.76
20201229,688080.SH,33427020.0,2386009.36,872761.0,46858.0,697896.0,1835.0,2671.0,35813029.36
20201228,688080.SH,33252155.0,2254617.78,431384.0,46022.0,710363.0,1000.0,1664.0,35506772.78
20201225,688080.SH,33531134.0,2304186.4,35603.0,45358.0,1123137.0,3400.0,1200.0,35835320.4
20201224,688080.SH,34618668.0,2430213.8,478483.0,47558.0,662147.0,1180.0,10925.0,37048881.8
20201223,688080.SH,34802332.0,2010139.08,105999.0,37813.0,666871.0,3400.0,6880.0,36812471.08
20201222,688080.SH,35363204.0,1816902.36,753322.0,34333.0,867041.0,200.0,3400.0,37180106.36
20201221,688080.SH,35476923.0,1727881.5,550495.0,31133.0,140477.0,800.0,200.0,37204804.5
20201218,688080.SH,35066905.0,1755786.89,44150.0,31733.0,457563.0,2720.0,2300.0,36822691.89
20201217,688080.SH,35480318.0,1809892.37,612062.0,32153.0,466265.0,1593.0,4920.0,37290210.37
20201216,688080.SH,35334521.0,1632128.12,213592.0,28826.0,234212.0,728.0,1593.0,36966649.12
20201215,688080.SH,35355141.0,1647741.73,461926.0,27961.0,499905.0,4665.0,600.0,37002882.73
20201214,688080.SH,35393120.0,1886011.14,125137.0,32026.0,263591.0,2200.0,1895.0,37279131.14
20201211,688080.SH,35531574.0,1859032.5,575981.0,32331.0,1867338.0,3312.0,2662.0,37390606.5
20201210,688080.SH,36822931.0,1978860.0,271765.0,32981.0,2440573.0,815.0,3312.0,38801791.0
20201209,688080.SH,38991739.0,1859524.0,849015.0,30484.0,584083.0,3385.0,0.0,40851263.0
20201208,688080.SH,38726807.0,2130021.41,749179.0,33869.0,1569105.0,0.0,4200.0,40856828.41
20201207,688080.SH,39546733.0,1918397.54,348039.0,29669.0,764786.0,1480.0,0.0,41465130.54
20201204,688080.SH,39963480.0,2048981.22,32686.0,31149.0,1037345.0,760.0,0.0,42012461.22
20201203,688080.SH,40968139.0,2084614.97,410207.0,31909.0,71419.0,0.0,2240.0,43052753.97
20201202,688080.SH,40629351.0,1945396.33,1046405.0,29669.0,655933.0,349.0,0.0,42574747.33
20201201,688080.SH,40238879.0,1952670.9,1681465.0,30018.0,639953.0,600.0,0.0,42191549.9
20201130,688080.SH,39197367.0,1978228.98,279763.0,30618.0,398468.0,1643.0,949.0,41175595.98
20201127,688080.SH,39316072.0,2019937.12,503128.0,31312.0,244874.0,879.0,0.0,41336009.12
20201126,688080.SH,39057818.0,2124284.09,619662.0,32191.0,448502.0,692.0,2522.0,41182102.09
20201125,688080.SH,38886658.0,2053010.82,719193.0,30361.0,557911.0,68.0,550.0,40939668.82
20201124,688080.SH,38725376.0,2017131.29,723606.0,29879.0,1093883.0,0.0,0.0,40742507.29
20201123,688080.SH,39095653.0,2033863.53,712183.0,29879.0,499432.0,3351.0,210.0,41129516.53
20201120,688080.SH,38882902.0,2274747.8,269306.0,33020.0,261971.0,0.0,4200.0,41157649.8
20201119,688080.SH,38875567.0,1990597.4,379418.0,28820.0,431441.0,944.0,95.0,40866164.4
20201118,688080.SH,38927590.0,2042117.27,638542.0,29669.0,707547.0,970.0,1000.0,40969707.27
20201117,688080.SH,38996595.0,2029085.94,504709.0,29639.0,950919.0,29700.0,970.0,41025680.94
20201116,688080.SH,39442805.0,3963838.79,356867.0,58369.0,1006407.0,687.0,300.0,43406643.79
20201113,688080.SH,40092345.0,3957804.16,1041332.0,58756.0,1824249.0,0.0,8762.0,44050149.16
20201112,688080.SH,40875262.0,3421589.36,177094.0,49994.0,398139.0,1089.0,0.0,44296851.36
20201111,688080.SH,41096307.0,3474154.83,884852.0,51083.0,445022.0,200.0,1276.0,44570461.83
20201110,688080.SH,40656477.0,3489488.46,1567654.0,50007.0,542126.0,986.0,1238.0,44145965.46
20201109,688080.SH,39630949.0,3493796.1,2434134.0,49755.0,1390756.0,1405.0,20891.0,43124745.1
20201106,688080.SH,38587571.0,2060713.52,564780.0,30269.0,1607481.0,2991.0,1600.0,40648284.52
20201105,688080.SH,39630272.0,2186123.0,1255746.0,31660.0,795247.0,1119.0,910.0,41816395.0
20201104,688080.SH,39169773.0,2188762.92,1095688.0,31869.0,614320.0,0.0,1200.0,41358535.92
20201103,688080.SH,38688405.0,2100826.5,723509.0,30669.0,592173.0,1200.0,0.0,40789231.5
20201102,688080.SH,38557069.0,2135223.0,175685.0,31869.0,730157.0,1440.0,1200.0,40692292.0
20201030,688080.SH,39111541.0,2206530.48,119874.0,32109.0,1239904.0,266.0,2604.0,41318071.48
20201029,688080.SH,40231571.0,2056282.97,317694.0,29771.0,589566.0,1334.0,0.0,42287853.97
20201028,688080.SH,40503443.0,2191347.25,588996.0,31105.0,876964.0,497.0,1455.0,42694790.25
20201027,688080.SH,40791411.0,2170584.0,187596.0,30147.0,914825.0,1308.0,3271.0,42961995.0
20201026,688080.SH,41518640.0,1973725.52,335831.0,28184.0,183312.0,461.0,1750.0,43492365.52
20201023,688080.SH,41366121.0,1883456.85,571820.0,26895.0,509487.0,4429.0,663.0,43249577.85
20201022,688080.SH,41303788.0,2178157.44,322458.0,30661.0,632850.0,136.0,0.0,43481945.44
20201021,688080.SH,41614180.0,2188126.85,329067.0,30797.0,811146.0,640.0,1416.0,43802306.85
