ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
002881.SZ,20260612,7,1510.0,0.0,26181.17,5.77
002881.SZ,20260605,7,1510.0,0.0,26181.17,5.77
002881.SZ,20260529,7,1510.0,0.0,26175.97,5.77
002881.SZ,20260522,7,1510.0,0.0,26175.97,5.77
002881.SZ,20260515,7,1510.0,0.0,26175.89,5.77
002881.SZ,20260508,7,1510.0,0.0,26175.77,5.77
002881.SZ,20260430,7,1510.0,0.0,26175.77,5.77
002881.SZ,20260424,7,1510.0,0.0,26175.77,5.77
002881.SZ,20260417,9,1408.0,0.0,26175.77,5.38
002881.SZ,20260410,9,1408.0,0.0,26175.77,5.38
002881.SZ,20260403,9,1408.0,0.0,26175.67,5.38
002881.SZ,20260327,9,1408.0,0.0,26175.67,5.38
002881.SZ,20260320,6,1285.0,0.0,26175.67,4.91
002881.SZ,20260313,6,1285.0,0.0,26175.67,4.91
002881.SZ,20260306,6,1285.0,0.0,26175.67,4.91
002881.SZ,20260227,6,1285.0,0.0,26175.67,4.91
002881.SZ,20260213,6,1285.0,0.0,26175.67,4.91
002881.SZ,20260206,6,1285.0,0.0,26175.67,4.91
002881.SZ,20260130,6,1285.0,0.0,26175.57,4.91
002881.SZ,20260123,6,1285.0,0.0,26175.57,4.91
002881.SZ,20260116,6,1285.0,0.0,26175.57,4.91
002881.SZ,20260109,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251231,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251226,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251219,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251212,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251205,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251129,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251128,6,1285.0,0.0,26175.57,4.91
002881.SZ,20251121,6,1285.0,0.0,26178.57,4.91
002881.SZ,20251115,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251114,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251114,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251107,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251031,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251024,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251017,6,1285.0,0.0,26263.01,4.89
002881.SZ,20251010,6,1356.0,0.0,26262.84,5.16
002881.SZ,20250930,6,1356.0,0.0,26262.84,5.16
002881.SZ,20250926,15,2508.0,0.0,26262.84,9.55
002881.SZ,20250919,14,2610.0,0.0,26262.84,9.94
002881.SZ,20250912,15,3047.0,0.0,26262.84,11.6
002881.SZ,20250905,15,3047.0,0.0,26255.44,11.61
002881.SZ,20250829,15,3047.0,0.0,26254.88,11.61
002881.SZ,20250822,15,3047.0,0.0,26254.48,11.61
002881.SZ,20250815,15,3047.0,0.0,26254.48,11.61
002881.SZ,20250808,15,3047.0,0.0,26254.05,11.61
002881.SZ,20250801,15,3047.0,0.0,26222.72,11.62
002881.SZ,20250725,15,3047.0,0.0,26212.03,11.62
002881.SZ,20250718,15,3047.0,0.0,26180.18,11.64
002881.SZ,20250711,15,3047.0,0.0,26180.18,11.64
002881.SZ,20250704,15,3047.0,0.0,26180.18,11.64
002881.SZ,20250627,15,3047.0,0.0,26180.18,11.64
002881.SZ,20250620,15,3047.0,0.0,26180.18,11.64
002881.SZ,20250613,15,3047.0,0.0,26180.18,11.64
002881.SZ,20250606,15,3047.0,0.0,26180.18,11.64
