ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
301608.SZ,20260612,2,149.0,0.0,13259.51,1.12
301608.SZ,20260605,2,149.0,0.0,13259.51,1.12
301608.SZ,20260529,2,149.0,0.0,13259.51,1.12
301608.SZ,20260522,2,149.0,0.0,13259.51,1.12
301608.SZ,20260515,2,100.0,0.0,8899.0,1.12
301608.SZ,20260508,2,100.0,0.0,8899.0,1.12
301608.SZ,20260430,2,100.0,0.0,8899.0,1.12
301608.SZ,20260424,2,100.0,0.0,8899.0,1.12
301608.SZ,20260417,2,100.0,0.0,8899.0,1.12
301608.SZ,20260410,2,100.0,0.0,8899.0,1.12
301608.SZ,20260403,2,100.0,0.0,8899.0,1.12
301608.SZ,20260327,2,100.0,0.0,8899.0,1.12
301608.SZ,20260320,2,100.0,0.0,8899.0,1.12
301608.SZ,20260313,2,100.0,0.0,8899.0,1.12
301608.SZ,20260306,2,100.0,0.0,8899.0,1.12
301608.SZ,20260227,2,100.0,0.0,8899.0,1.12
301608.SZ,20260213,2,100.0,0.0,8899.0,1.12
301608.SZ,20260206,2,100.0,0.0,8899.0,1.12
301608.SZ,20260130,2,100.0,0.0,8899.0,1.12
301608.SZ,20260123,2,100.0,0.0,8899.0,1.12
301608.SZ,20260116,2,100.0,0.0,8899.0,1.12
301608.SZ,20260109,1,100.0,0.0,8899.0,1.12
301608.SZ,20251231,1,100.0,0.0,8899.0,1.12
301608.SZ,20251226,1,100.0,0.0,8899.0,1.12
301608.SZ,20251219,1,100.0,0.0,8899.0,1.12
301608.SZ,20251212,1,100.0,0.0,8899.0,1.12
301608.SZ,20251205,1,100.0,0.0,8899.0,1.12
301608.SZ,20251129,1,100.0,0.0,8899.0,1.12
301608.SZ,20251128,1,100.0,0.0,8899.0,1.12
301608.SZ,20251121,1,100.0,0.0,8899.0,1.12
301608.SZ,20251115,1,100.0,0.0,8899.0,1.12
301608.SZ,20251114,1,100.0,0.0,8899.0,1.12
301608.SZ,20251114,1,100.0,0.0,8899.0,1.12
301608.SZ,20251107,1,100.0,0.0,8899.0,1.12
301608.SZ,20251031,1,100.0,0.0,8899.0,1.12
301608.SZ,20251024,1,100.0,0.0,8899.0,1.12
301608.SZ,20251017,1,100.0,0.0,8899.0,1.12
301608.SZ,20251010,1,100.0,0.0,8899.0,1.12
301608.SZ,20250930,1,100.0,0.0,8899.0,1.12
301608.SZ,20250926,1,100.0,0.0,8899.0,1.12
301608.SZ,20250919,1,100.0,0.0,8899.0,1.12
301608.SZ,20250912,1,100.0,0.0,8899.0,1.12
301608.SZ,20250905,1,100.0,0.0,8899.0,1.12
301608.SZ,20250829,1,100.0,0.0,8899.0,1.12
301608.SZ,20250822,1,100.0,0.0,8899.0,1.12
301608.SZ,20250815,1,100.0,0.0,8899.0,1.12
301608.SZ,20250808,1,100.0,0.0,8899.0,1.12
301608.SZ,20250801,1,100.0,0.0,8899.0,1.12
301608.SZ,20250725,1,0.0,100.0,8899.0,1.12
301608.SZ,20250718,1,0.0,100.0,8899.0,1.12
301608.SZ,20250711,1,0.0,100.0,8899.0,1.12
301608.SZ,20250704,1,0.0,100.0,8899.0,1.12
301608.SZ,20250627,1,0.0,100.0,8899.0,1.12
301608.SZ,20250620,1,0.0,100.0,8899.0,1.12
301608.SZ,20250613,1,0.0,100.0,8899.0,1.12
301608.SZ,20250606,1,0.0,100.0,8899.0,1.12
301608.SZ,20250530,1,0.0,100.0,8899.0,1.12
301608.SZ,20250523,1,0.0,100.0,8899.0,1.12
301608.SZ,20250516,1,0.0,100.0,8899.0,1.12
301608.SZ,20250509,1,0.0,100.0,8899.0,1.12
301608.SZ,20250430,1,0.0,100.0,8899.0,1.12
