ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
603236.SH,20260612,1,39.75,0.0,40295.28,0.1
603236.SH,20260605,1,39.75,0.0,40295.28,0.1
603236.SH,20260529,1,39.75,0.0,40295.28,0.1
603236.SH,20260522,1,28.39,0.0,28782.34,0.1
603236.SH,20260515,1,28.39,0.0,28782.34,0.1
603236.SH,20260508,1,28.39,0.0,28782.34,0.1
603236.SH,20260430,1,28.39,0.0,28782.34,0.1
603236.SH,20260424,1,28.39,0.0,28782.34,0.1
603236.SH,20260417,1,28.39,0.0,28782.34,0.1
603236.SH,20260410,1,28.39,0.0,28782.34,0.1
603236.SH,20260403,1,28.39,0.0,28782.34,0.1
603236.SH,20260327,1,28.39,0.0,28782.34,0.1
603236.SH,20260320,1,28.39,0.0,28782.34,0.1
603236.SH,20260313,1,28.39,0.0,28782.34,0.1
603236.SH,20260306,1,28.39,0.0,28782.34,0.1
603236.SH,20260227,1,28.39,0.0,28782.34,0.1
603236.SH,20260213,1,28.39,0.0,28782.34,0.1
603236.SH,20260206,1,28.39,0.0,28782.34,0.1
603236.SH,20260130,1,28.39,0.0,28782.34,0.1
603236.SH,20260123,1,28.39,0.0,28782.34,0.1
603236.SH,20260116,1,28.39,0.0,28782.34,0.1
603236.SH,20260109,1,28.39,0.0,28782.34,0.1
603236.SH,20251231,1,28.39,0.0,28782.34,0.1
603236.SH,20251226,1,28.39,0.0,28782.34,0.1
603236.SH,20251219,1,28.39,0.0,26165.77,0.11
603236.SH,20251212,1,28.39,0.0,26165.77,0.11
603236.SH,20251205,1,28.39,0.0,26165.77,0.11
603236.SH,20251129,1,28.39,0.0,26165.77,0.11
603236.SH,20251128,1,28.39,0.0,26165.77,0.11
603236.SH,20251121,1,28.39,0.0,26165.77,0.11
603236.SH,20251114,1,28.39,0.0,26165.77,0.11
603236.SH,20251114,1,28.39,0.0,26165.77,0.11
603236.SH,20251107,1,28.39,0.0,26165.77,0.11
603236.SH,20251031,1,28.39,0.0,26165.77,0.11
603236.SH,20251024,1,28.39,0.0,26165.77,0.11
603236.SH,20251017,1,28.39,0.0,26165.77,0.11
603236.SH,20251010,1,28.39,0.0,26165.77,0.11
603236.SH,20250930,1,28.39,0.0,26165.77,0.11
603236.SH,20250926,1,28.39,0.0,26165.77,0.11
603236.SH,20250919,1,28.39,0.0,26165.77,0.11
603236.SH,20250912,1,28.39,0.0,26165.77,0.11
603236.SH,20250905,1,28.39,0.0,26165.77,0.11
603236.SH,20250829,1,28.39,0.0,26165.77,0.11
603236.SH,20250822,1,28.39,0.0,26165.77,0.11
603236.SH,20250815,1,28.39,0.0,26165.77,0.11
603236.SH,20250808,1,28.39,0.0,26165.77,0.11
603236.SH,20250801,1,28.39,0.0,26165.77,0.11
603236.SH,20250725,1,28.39,0.0,26165.77,0.11
603236.SH,20250718,1,28.39,0.0,26165.77,0.11
603236.SH,20250711,1,28.39,0.0,26165.77,0.11
603236.SH,20250704,1,28.39,0.0,26165.77,0.11
603236.SH,20250627,1,28.39,0.0,26165.77,0.11
603236.SH,20250620,1,28.39,0.0,26165.77,0.11
603236.SH,20250613,1,28.39,0.0,26165.77,0.11
603236.SH,20250606,1,28.39,0.0,26165.77,0.11
603236.SH,20250530,1,28.39,0.0,26165.77,0.11
603236.SH,20250523,1,28.39,0.0,26165.77,0.11
603236.SH,20250516,1,28.39,0.0,26165.77,0.11
603236.SH,20250509,1,28.39,0.0,26165.77,0.11
603236.SH,20250430,1,28.39,0.0,26165.77,0.11
603236.SH,20250425,1,28.39,0.0,26165.77,0.11
603236.SH,20250418,1,28.39,0.0,26165.77,0.11
603236.SH,20250411,1,28.39,0.0,26165.77,0.11
603236.SH,20250403,1,28.39,0.0,26165.77,0.11
603236.SH,20250328,1,28.39,0.0,26165.77,0.11
603236.SH,20250321,1,28.39,0.0,26165.77,0.11
603236.SH,20250314,1,28.39,0.0,26165.77,0.11
603236.SH,20250307,1,28.39,0.0,26165.77,0.11
603236.SH,20250228,1,28.39,0.0,26165.77,0.11
603236.SH,20250221,1,28.39,0.0,26165.77,0.11
603236.SH,20250214,1,28.39,0.0,26165.77,0.11
603236.SH,20250207,1,28.39,0.0,26165.77,0.11
603236.SH,20250127,1,28.39,0.0,26165.77,0.11
603236.SH,20250124,1,28.39,0.0,26165.77,0.11
603236.SH,20250117,1,28.39,0.0,26165.77,0.11
603236.SH,20250110,1,28.39,0.0,26165.77,0.11
603236.SH,20250103,1,28.39,0.0,26165.77,0.11
603236.SH,20241227,1,28.39,0.0,26165.77,0.11
603236.SH,20241220,1,28.39,0.0,26165.77,0.11
603236.SH,20241213,1,28.39,0.0,26165.77,0.11
603236.SH,20241206,1,28.39,0.0,26165.77,0.11
603236.SH,20241129,1,28.39,0.0,26165.77,0.11
603236.SH,20241122,1,28.39,0.0,26165.77,0.11
603236.SH,20241115,1,28.39,0.0,26165.77,0.11
603236.SH,20241108,1,28.39,0.0,26457.49,0.11
603236.SH,20241101,1,28.39,0.0,26457.49,0.11
603236.SH,20241025,1,28.39,0.0,26457.49,0.11
603236.SH,20241018,1,28.39,0.0,26457.49,0.11
603236.SH,20241011,1,28.39,0.0,26457.49,0.11
603236.SH,20240930,1,28.39,0.0,26457.49,0.11
603236.SH,20240927,1,28.39,0.0,26457.49,0.11
603236.SH,20240920,1,28.39,0.0,26457.49,0.11
603236.SH,20240913,1,28.39,0.0,26457.49,0.11
603236.SH,20240906,1,28.39,0.0,26457.49,0.11
603236.SH,20240830,1,28.39,0.0,26457.49,0.11
603236.SH,20240823,1,28.39,0.0,26457.49,0.11
603236.SH,20240816,1,28.39,0.0,26457.49,0.11
603236.SH,20240809,1,28.39,0.0,26457.49,0.11
603236.SH,20240802,1,28.39,0.0,26457.49,0.11
603236.SH,20240726,1,28.39,0.0,26457.49,0.11
603236.SH,20240719,1,28.39,0.0,26457.49,0.11
603236.SH,20240712,1,28.39,0.0,26457.49,0.11
603236.SH,20240705,1,28.39,0.0,26457.49,0.11
603236.SH,20240628,1,28.39,0.0,26457.49,0.11
603236.SH,20240621,1,28.39,0.0,26457.49,0.11
603236.SH,20240614,1,28.39,0.0,26457.49,0.11
603236.SH,20240607,1,28.39,0.0,26457.49,0.11
603236.SH,20240531,1,28.39,0.0,26457.49,0.11
603236.SH,20240524,1,28.39,0.0,26457.49,0.11
603236.SH,20240517,1,28.39,0.0,26457.49,0.11
603236.SH,20240510,1,28.39,0.0,26457.49,0.11
603236.SH,20240430,1,28.39,0.0,26457.49,0.11
603236.SH,20240426,1,28.39,0.0,26457.49,0.11
603236.SH,20240419,1,28.39,0.0,26457.49,0.11
603236.SH,20240412,1,28.39,0.0,26457.49,0.11
603236.SH,20240403,1,28.39,0.0,26457.49,0.11
603236.SH,20240329,1,28.39,0.0,26457.49,0.11
603236.SH,20240322,1,28.39,0.0,26457.49,0.11
603236.SH,20240315,1,28.39,0.0,26457.49,0.11
603236.SH,20240308,1,28.39,0.0,26457.49,0.11
603236.SH,20240301,1,28.39,0.0,26457.49,0.11
603236.SH,20240223,1,28.39,0.0,26457.49,0.11
603236.SH,20240208,1,28.39,0.0,26457.49,0.11
603236.SH,20240202,1,28.39,0.0,26457.49,0.11
603236.SH,20240126,1,28.39,0.0,26457.49,0.11
603236.SH,20240119,1,28.39,0.0,26457.49,0.11
603236.SH,20240119,1,28.39,0.0,26457.49,0.11
603236.SH,20240112,1,28.39,0.0,26457.49,0.11
603236.SH,20240105,1,28.39,0.0,26457.49,0.11
603236.SH,20231229,1,28.39,0.0,26457.49,0.11
603236.SH,20231222,1,28.39,0.0,26457.49,0.11
603236.SH,20231215,1,28.39,0.0,26457.49,0.11
603236.SH,20231208,1,28.39,0.0,26457.49,0.11
603236.SH,20231201,1,28.39,0.0,26457.49,0.11
603236.SH,20231124,1,28.39,0.0,26457.49,0.11
603236.SH,20231117,1,28.39,0.0,26457.49,0.11
603236.SH,20231110,1,28.39,0.0,26457.49,0.11
603236.SH,20231103,1,28.39,0.0,26457.49,0.11
603236.SH,20231027,1,28.39,0.0,26457.49,0.11
603236.SH,20231020,1,28.39,0.0,26457.49,0.11
603236.SH,20231013,1,28.39,0.0,26457.49,0.11
603236.SH,20230928,1,28.39,0.0,26457.49,0.11
603236.SH,20230922,1,28.39,0.0,26457.49,0.11
603236.SH,20230915,1,28.39,0.0,26457.49,0.11
603236.SH,20230908,1,28.39,0.0,26457.49,0.11
603236.SH,20230901,1,28.39,0.0,26457.49,0.11
603236.SH,20230825,1,28.39,0.0,26457.49,0.11
603236.SH,20230818,1,28.39,0.0,26457.49,0.11
603236.SH,20230811,1,28.39,0.0,26457.49,0.11
603236.SH,20230804,1,28.39,0.0,26457.49,0.11
603236.SH,20230728,1,28.39,0.0,26457.49,0.11
603236.SH,20230721,1,28.39,0.0,26457.49,0.11
603236.SH,20230714,1,28.39,0.0,26457.49,0.11
603236.SH,20230707,1,28.39,0.0,26457.49,0.11
603236.SH,20230630,1,28.39,0.0,26457.49,0.11
603236.SH,20230621,1,28.39,0.0,26457.49,0.11
603236.SH,20230616,1,28.39,0.0,26457.49,0.11
603236.SH,20230609,1,20.28,0.0,18898.21,0.11
603236.SH,20230609,1,20.28,0.0,18898.21,0.11
603236.SH,20230602,1,20.28,0.0,18898.21,0.11
603236.SH,20230602,1,20.28,0.0,18898.21,0.11
603236.SH,20230526,1,20.28,0.0,18898.21,0.11
603236.SH,20230526,1,20.28,0.0,18898.21,0.11
603236.SH,20230519,1,20.28,0.0,18898.21,0.11
603236.SH,20230519,1,20.28,0.0,18898.21,0.11
603236.SH,20230512,1,20.28,0.0,18898.21,0.11
603236.SH,20230512,1,20.28,0.0,18898.21,0.11
603236.SH,20230505,1,20.28,0.0,18898.21,0.11
603236.SH,20230505,1,20.28,0.0,18898.21,0.11
603236.SH,20230428,1,20.28,0.0,18898.21,0.11
603236.SH,20230428,1,20.28,0.0,18898.21,0.11
603236.SH,20230421,1,20.28,0.0,18898.21,0.11
603236.SH,20230421,1,20.28,0.0,18898.21,0.11
603236.SH,20230414,1,20.28,0.0,18898.21,0.11
603236.SH,20230414,1,20.28,0.0,18898.21,0.11
603236.SH,20230407,1,20.28,0.0,18898.21,0.11
603236.SH,20230407,1,20.28,0.0,18898.21,0.11
603236.SH,20230331,1,20.28,0.0,18898.21,0.11
603236.SH,20230331,1,20.28,0.0,18898.21,0.11
603236.SH,20230324,1,20.28,0.0,18898.21,0.11
603236.SH,20230324,1,20.28,0.0,18898.21,0.11
603236.SH,20230317,1,20.28,0.0,18898.21,0.11
603236.SH,20230317,1,20.28,0.0,18898.21,0.11
603236.SH,20230310,1,20.28,0.0,18898.21,0.11
603236.SH,20230310,1,20.28,0.0,18898.21,0.11
603236.SH,20230303,1,20.28,0.0,18898.21,0.11
603236.SH,20230303,1,20.28,0.0,18898.21,0.11
603236.SH,20230224,1,20.28,0.0,18898.21,0.11
603236.SH,20230224,1,20.28,0.0,18898.21,0.11
603236.SH,20230217,1,20.28,0.0,18898.21,0.11
603236.SH,20230217,1,20.28,0.0,18898.21,0.11
603236.SH,20230210,1,20.28,0.0,18898.21,0.11
603236.SH,20230210,1,20.28,0.0,18898.21,0.11
603236.SH,20230203,1,20.28,0.0,18898.21,0.11
603236.SH,20230203,1,20.28,0.0,18898.21,0.11
603236.SH,20230120,1,20.28,0.0,18898.21,0.11
603236.SH,20230120,1,20.28,0.0,18898.21,0.11
603236.SH,20230113,1,20.28,0.0,18898.21,0.11
