ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
300310.SZ,20260612,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260605,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260529,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260522,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260515,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260508,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260430,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260424,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260417,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260410,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260403,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260327,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260320,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260313,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260306,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260227,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260213,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260206,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260130,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260123,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260116,9,657.54,2826.95,88165.85,3.95
300310.SZ,20260109,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251231,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251226,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251219,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251212,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251205,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251129,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251128,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251121,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251115,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251114,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251114,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251107,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251031,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251024,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251017,9,657.54,2826.95,88165.85,3.95
300310.SZ,20251010,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250930,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250926,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250919,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250912,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250905,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250829,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250822,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250815,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250808,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250801,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250725,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250718,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250711,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250704,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250627,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250620,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250613,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250606,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250530,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250523,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250516,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250509,9,657.54,2826.95,88165.85,3.95
300310.SZ,20250430,15,4256.54,2826.95,88165.85,8.03
300310.SZ,20250425,15,4256.54,2826.95,88165.85,8.03
300310.SZ,20250418,15,4256.54,2826.95,88165.85,8.03
300310.SZ,20250411,15,4256.54,2826.95,88165.85,8.03
300310.SZ,20250403,15,4256.54,2826.95,88165.85,8.03
300310.SZ,20250328,15,4256.54,2826.95,88165.85,8.03
