ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
002383.SZ,20260612,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260605,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260529,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260522,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260515,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260508,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260430,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260424,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260417,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260410,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260403,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260327,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260320,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260313,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260306,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260227,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260213,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260206,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260130,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260123,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260116,10,23873.36,0.0,74036.03,32.25
002383.SZ,20260109,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251231,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251226,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251219,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251212,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251205,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251129,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251128,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251121,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251115,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251114,10,23873.36,0.0,74036.03,32.25
002383.SZ,20251114,10,23873.36,0.0,74036.03,32.25
