ts_code,end_date,pledge_count,unrest_pledge,rest_pledge,total_share,pledge_ratio
002373.SZ,20260612,24,20397.58,0.0,158018.82,12.91
002373.SZ,20260605,24,20397.58,0.0,158018.82,12.91
002373.SZ,20260529,23,20197.58,0.0,158018.82,12.78
002373.SZ,20260522,23,20197.58,0.0,158018.82,12.78
002373.SZ,20260515,22,19897.58,0.0,158018.82,12.59
002373.SZ,20260508,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260430,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260424,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260417,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260410,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260403,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260327,20,17047.58,0.0,158018.82,10.79
002373.SZ,20260320,20,17180.58,0.0,158018.82,10.87
002373.SZ,20260313,22,20487.58,0.0,158018.82,12.97
002373.SZ,20260306,21,19327.58,0.0,158018.82,12.23
002373.SZ,20260227,19,17152.58,0.0,158018.82,10.85
002373.SZ,20260213,19,17152.58,0.0,158018.82,10.85
002373.SZ,20260206,19,17152.58,0.0,158018.82,10.85
002373.SZ,20260130,19,17152.58,0.0,158018.82,10.85
002373.SZ,20260123,20,18652.58,0.0,158018.82,11.8
002373.SZ,20260116,20,18652.58,0.0,158018.82,11.8
002373.SZ,20260109,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251231,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251226,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251219,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251212,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251205,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251129,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251128,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251121,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251115,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251114,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251114,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251107,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251031,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251024,20,18652.58,0.0,158018.82,11.8
002373.SZ,20251017,20,18652.58,0.0,158018.82,11.8
