ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
002151.SZ,20250826,20220606,完成,,5018178.0,150362000.0,31.36,28.92
002151.SZ,20250219,20250219,完成,,573467.0,11880995.71,,15.02
002151.SZ,20240921,,股东大会通过,,,11880000.0,,15.02
002151.SZ,20240904,,预案,,,11880000.0,,15.02
002151.SZ,20240521,20240521,完成,,123700.0,2402015.01,21.18,15.17
002151.SZ,20240328,,预案,,,2402000.0,,15.17
002151.SZ,20240117,20240117,完成,,503000.0,10393627.46,21.3305,15.2285
002151.SZ,20231011,,股东大会通过,,,10390000.0,,15.17
002151.SZ,20231011,,股东大会通过,,,10390000.0,,21.18
002151.SZ,20230912,,预案,,,10390000.0,,15.17
002151.SZ,20230912,,预案,,,10390000.0,,21.18
002151.SZ,20221123,20221123,完成,,432240.0,9190000.0,,21.18
002151.SZ,20221123,20221123,完成,,432240.0,9190000.0,,21.18
002151.SZ,20220928,,股东大会通过,,,9190000.0,,21.18
002151.SZ,20220928,,股东大会通过,,,9190000.0,,21.18
002151.SZ,20220908,,预案,,,9190000.0,,21.18
002151.SZ,20220908,,预案,,,9190000.0,,21.18
002151.SZ,20220608,20220606,完成,,5018178.0,150362000.0,31.36,28.92
002151.SZ,20220608,20220606,完成,,5018178.0,150362000.0,31.36,28.92
002151.SZ,20220602,20220531,实施,,5008578.0,150062000.0,31.36,28.92
002151.SZ,20220602,20220531,实施,,5008578.0,150062000.0,31.36,28.92
002151.SZ,20220517,20220516,实施,,650000.0,19031131.0,29.57,29.12
002151.SZ,20220517,20220516,实施,,650000.0,19031131.0,29.57,29.12
002151.SZ,20220309,,预案,,,200000000.0,50.0,
002151.SZ,20220309,,预案,,,200000000.0,50.0,
002151.SZ,20200804,20200731,完成,,16200.0,255637.0,15.7801,15.7801
002151.SZ,20200804,20200731,完成,,16200.0,255637.0,15.7801,15.7801
002151.SZ,20200710,,股东大会通过,,,255637.0,15.7801,15.7801
002151.SZ,20200710,,股东大会通过,,,255637.0,15.7801,15.7801
002151.SZ,20200623,,预案,,,255637.0,15.7801,15.7801
002151.SZ,20200623,,预案,,,255637.0,15.7801,15.7801
002151.SZ,20191024,20191023,完成,,643005.0,10115567.0,15.7356,15.7175
002151.SZ,20191024,20191023,完成,,643005.0,10115567.0,15.7356,15.7175
002151.SZ,20190911,,股东大会通过,,,10115567.0,15.7356,15.7175
002151.SZ,20190911,,股东大会通过,,,10115567.0,15.7356,15.7175
002151.SZ,20190823,,预案,,,10115567.0,15.7356,15.7175
002151.SZ,20190823,,预案,,,10115567.0,15.7356,15.7175
002151.SZ,20190509,20190430,完成,,22411183.0,1.0,,
002151.SZ,20190420,,股东大会通过,,,1.0,,
002151.SZ,20190329,,预案,,,1.0,,
002151.SZ,20181115,20181113,完成,,261000.0,4112000.0,15.7561,15.7543
002151.SZ,20181115,20181113,完成,,261000.0,4112000.0,15.7561,15.7543
002151.SZ,20181017,,股东大会通过,,,4112000.0,15.7561,15.7543
002151.SZ,20181017,,股东大会通过,,,4112000.0,15.7561,15.7543
002151.SZ,20180929,,预案,,,4112000.0,15.7561,15.7543
002151.SZ,20180929,,预案,,,4112000.0,15.7561,15.7543
002151.SZ,20171122,20171121,完成,,242460.0,3823200.0,15.7684,15.7684
002151.SZ,20171122,20171121,完成,,242460.0,3823200.0,15.7684,15.7684
002151.SZ,20171013,,股东大会通过,,,3823200.0,15.7684,15.7684
002151.SZ,20171013,,股东大会通过,,,3823200.0,15.7684,15.7684
002151.SZ,20170923,,预案,,,3823200.0,15.7684,15.7684
002151.SZ,20170923,,预案,,,3823200.0,15.7684,15.7684
